entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor
33034415,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2JkLzZjLzZhL2M4MDItNDNmNS04MTVmLWUyYThiZjRkNWYwYw.pdf,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2M2L2ExLzJhLzk3MTAtNDIyMS1iYmU0LTg3ZDBiZTNiZTkxNQ.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,Silkeborg,8600.0,13.0,Vestergade,Silkeborg,8600.0,1C,Drewsensvej,8600 Silkeborg,Sinding Hedevej 117B,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i AA NÃ¸rrekjÃ¦r ApS,15786.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",6556.0,2019-06-03,2010-06-08,2019-06-03,7950.0,7950.0,44403.0,137162.0,33034415.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AA NÃ¸rrekjÃ¦r ApS.,Ãrsrapport,3334.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Nybo Vestrup,Klaus Nybo Vestrup,Nordea Bank A/S,Prolex Advokaterne,AA NÃ¸rrekjÃ¦r ApS,BDO Statsautoriseret revisionsaktieselskab,380.0,3679.0,1253.0,345.0,1253.0,Silkeborg,44023.0,2017-01-01,2017-12-31,60041.0,82383.0,84809.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,true,2019-06-03,Silkeborg,22342.0,urn:ofk:oid:27390967,indberetninger-20180424,2.5124211,33034415.0,AWsgr4neRYGX6_YTIZHH,2019-06-04T04:12:10.171Z,2019-06-04T04:11:42.683Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-37-MN,2019-06-04T04:11:42.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33034415,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2JkLzZjLzZhL2M4MDItNDNmNS04MTVmLWUyYThiZjRkNWYwYw.pdf,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2M2L2ExLzJhLzk3MTAtNDIyMS1iYmU0LTg3ZDBiZTNiZTkxNQ.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,Silkeborg,8600.0,13.0,Vestergade,Silkeborg,8600.0,1C,Drewsensvej,8600 Silkeborg,Sinding Hedevej 117B,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i AA NÃ¸rrekjÃ¦r ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-03,2010-06-08,2019-06-03,,7950.0,,,33034415.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AA NÃ¸rrekjÃ¦r ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Nybo Vestrup,Klaus Nybo Vestrup,Nordea Bank A/S,Prolex Advokaterne,AA NÃ¸rrekjÃ¦r ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Silkeborg,,2017-01-01,2017-12-31,60041.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,true,2019-06-03,Silkeborg,,urn:ofk:oid:27390967,indberetninger-20180424,2.5124211,33034415.0,AWsgr4neRYGX6_YTIZHH,2019-06-04T04:12:10.171Z,2019-06-04T04:11:42.683Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-37-MN,2019-06-04T04:11:42.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33034415,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2JkLzZjLzZhL2M4MDItNDNmNS04MTVmLWUyYThiZjRkNWYwYw.pdf,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2M2L2ExLzJhLzk3MTAtNDIyMS1iYmU0LTg3ZDBiZTNiZTkxNQ.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,Silkeborg,8600.0,13.0,Vestergade,Silkeborg,8600.0,1C,Drewsensvej,8600 Silkeborg,Sinding Hedevej 117B,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i AA NÃ¸rrekjÃ¦r ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-03,2010-06-08,2019-06-03,,7950.0,,,33034415.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AA NÃ¸rrekjÃ¦r ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Nybo Vestrup,Klaus Nybo Vestrup,Nordea Bank A/S,Prolex Advokaterne,AA NÃ¸rrekjÃ¦r ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Silkeborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,true,2019-06-03,Silkeborg,,urn:ofk:oid:27390967,indberetninger-20180424,2.5124211,33034415.0,AWsgr4neRYGX6_YTIZHH,2019-06-04T04:12:10.171Z,2019-06-04T04:11:42.683Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-37-MN,2019-06-04T04:11:42.829Z,482733.0,241976.0,14080.0,80000.0,25052.0,194832.0,20698.0,3000.0,482733.0,280515.0,20698.0,29840.0,20698.0,7386.0,7386.0,3000.0,114832.0,280515.0,103334.0,217059.0,84390.0,6556.0,0.0,164032.0,63697.0,,,,,,,,
33034415,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2JkLzZjLzZhL2M4MDItNDNmNS04MTVmLWUyYThiZjRkNWYwYw.pdf,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2M2L2ExLzJhLzk3MTAtNDIyMS1iYmU0LTg3ZDBiZTNiZTkxNQ.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,Silkeborg,8600.0,13.0,Vestergade,Silkeborg,8600.0,1C,Drewsensvej,8600 Silkeborg,Sinding Hedevej 117B,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i AA NÃ¸rrekjÃ¦r ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-03,2010-06-08,2019-06-03,,7950.0,,,33034415.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AA NÃ¸rrekjÃ¦r ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Nybo Vestrup,Klaus Nybo Vestrup,Nordea Bank A/S,Prolex Advokaterne,AA NÃ¸rrekjÃ¦r ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Silkeborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,true,2019-06-03,Silkeborg,,urn:ofk:oid:27390967,indberetninger-20180424,2.5124211,33034415.0,AWsgr4neRYGX6_YTIZHH,2019-06-04T04:12:10.171Z,2019-06-04T04:11:42.683Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-37-MN,2019-06-04T04:11:42.829Z,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33034415,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2JkLzZjLzZhL2M4MDItNDNmNS04MTVmLWUyYThiZjRkNWYwYw.pdf,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2M2L2ExLzJhLzk3MTAtNDIyMS1iYmU0LTg3ZDBiZTNiZTkxNQ.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,Silkeborg,8600.0,13.0,Vestergade,Silkeborg,8600.0,1C,Drewsensvej,8600 Silkeborg,Sinding Hedevej 117B,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i AA NÃ¸rrekjÃ¦r ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-03,2010-06-08,2019-06-03,,7950.0,,,33034415.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AA NÃ¸rrekjÃ¦r ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Nybo Vestrup,Klaus Nybo Vestrup,Nordea Bank A/S,Prolex Advokaterne,AA NÃ¸rrekjÃ¦r ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Silkeborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,true,2019-06-03,Silkeborg,,urn:ofk:oid:27390967,indberetninger-20180424,2.5124211,33034415.0,AWsgr4neRYGX6_YTIZHH,2019-06-04T04:12:10.171Z,2019-06-04T04:11:42.683Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-37-MN,2019-06-04T04:11:42.829Z,,,,,,114832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33034415,2018-01-01,2018-01-01,c507,,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2JkLzZjLzZhL2M4MDItNDNmNS04MTVmLWUyYThiZjRkNWYwYw.pdf,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2M2L2ExLzJhLzk3MTAtNDIyMS1iYmU0LTg3ZDBiZTNiZTkxNQ.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,Silkeborg,8600.0,13.0,Vestergade,Silkeborg,8600.0,1C,Drewsensvej,8600 Silkeborg,Sinding Hedevej 117B,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i AA NÃ¸rrekjÃ¦r ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-03,2010-06-08,2019-06-03,,7950.0,,,33034415.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AA NÃ¸rrekjÃ¦r ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Nybo Vestrup,Klaus Nybo Vestrup,Nordea Bank A/S,Prolex Advokaterne,AA NÃ¸rrekjÃ¦r ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Silkeborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,true,2019-06-03,Silkeborg,,urn:ofk:oid:27390967,indberetninger-20180424,2.5124211,33034415.0,AWsgr4neRYGX6_YTIZHH,2019-06-04T04:12:10.171Z,2019-06-04T04:11:42.683Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-37-MN,2019-06-04T04:11:42.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,14302.0,35001.0,,,,,,
33034415,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2JkLzZjLzZhL2M4MDItNDNmNS04MTVmLWUyYThiZjRkNWYwYw.pdf,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2M2L2ExLzJhLzk3MTAtNDIyMS1iYmU0LTg3ZDBiZTNiZTkxNQ.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,Silkeborg,8600.0,13.0,Vestergade,Silkeborg,8600.0,1C,Drewsensvej,8600 Silkeborg,Sinding Hedevej 117B,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i AA NÃ¸rrekjÃ¦r ApS,4299.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",-61940.0,2019-06-03,2010-06-08,2019-06-03,7950.0,7950.0,44767.0,-214483.0,33034415.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AA NÃ¸rrekjÃ¦r ApS.,Ãrsrapport,4122.0,3337.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Nybo Vestrup,Klaus Nybo Vestrup,Nordea Bank A/S,Prolex Advokaterne,AA NÃ¸rrekjÃ¦r ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,4121.0,5244.0,-1.0,1907.0,Silkeborg,44767.0,2017-01-01,2017-12-31,-208436.0,-266077.0,-267200.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,true,2019-06-03,Silkeborg,-57641.0,urn:ofk:oid:27390967,indberetninger-20180424,2.5124211,33034415.0,AWsgr4neRYGX6_YTIZHH,2019-06-04T04:12:10.171Z,2019-06-04T04:11:42.683Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-37-MN,2019-06-04T04:11:42.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang,,,,
33034415,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2JkLzZjLzZhL2M4MDItNDNmNS04MTVmLWUyYThiZjRkNWYwYw.pdf,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2M2L2ExLzJhLzk3MTAtNDIyMS1iYmU0LTg3ZDBiZTNiZTkxNQ.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,Silkeborg,8600.0,13.0,Vestergade,Silkeborg,8600.0,1C,Drewsensvej,8600 Silkeborg,Sinding Hedevej 117B,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i AA NÃ¸rrekjÃ¦r ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-03,2010-06-08,2019-06-03,,7950.0,,,33034415.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AA NÃ¸rrekjÃ¦r ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Nybo Vestrup,Klaus Nybo Vestrup,Nordea Bank A/S,Prolex Advokaterne,AA NÃ¸rrekjÃ¦r ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Silkeborg,,2017-01-01,2017-12-31,-208436.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,true,2019-06-03,Silkeborg,,urn:ofk:oid:27390967,indberetninger-20180424,2.5124211,33034415.0,AWsgr4neRYGX6_YTIZHH,2019-06-04T04:12:10.171Z,2019-06-04T04:11:42.683Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-37-MN,2019-06-04T04:11:42.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33034415,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2JkLzZjLzZhL2M4MDItNDNmNS04MTVmLWUyYThiZjRkNWYwYw.pdf,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2M2L2ExLzJhLzk3MTAtNDIyMS1iYmU0LTg3ZDBiZTNiZTkxNQ.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,Silkeborg,8600.0,13.0,Vestergade,Silkeborg,8600.0,1C,Drewsensvej,8600 Silkeborg,Sinding Hedevej 117B,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i AA NÃ¸rrekjÃ¦r ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-03,2010-06-08,2019-06-03,,7950.0,,,33034415.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AA NÃ¸rrekjÃ¦r ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Nybo Vestrup,Klaus Nybo Vestrup,Nordea Bank A/S,Prolex Advokaterne,AA NÃ¸rrekjÃ¦r ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Silkeborg,,2017-01-01,2017-12-31,-208436.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,true,2019-06-03,Silkeborg,,urn:ofk:oid:27390967,indberetninger-20180424,2.5124211,33034415.0,AWsgr4neRYGX6_YTIZHH,2019-06-04T04:12:10.171Z,2019-06-04T04:11:42.683Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-37-MN,2019-06-04T04:11:42.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33034415,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2JkLzZjLzZhL2M4MDItNDNmNS04MTVmLWUyYThiZjRkNWYwYw.pdf,http://regnskaber.virk.dk/51443033/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2M2L2ExLzJhLzk3MTAtNDIyMS1iYmU0LTg3ZDBiZTNiZTkxNQ.xml,true,Silkeborg,8600.0,34.0,Papirfabrikken,Silkeborg,8600.0,13.0,Vestergade,Silkeborg,8600.0,1C,Drewsensvej,8600 Silkeborg,Sinding Hedevej 117B,DK-8600 Silkeborg,Papirfabrikken 34,Til kapitalejeren i AA NÃ¸rrekjÃ¦r ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-06-03,2010-06-08,2019-06-03,,7950.0,,,33034415.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AA NÃ¸rrekjÃ¦r ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Nybo Vestrup,Klaus Nybo Vestrup,Nordea Bank A/S,Prolex Advokaterne,AA NÃ¸rrekjÃ¦r ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Silkeborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-12-31,2018-01-01,true,2019-06-03,Silkeborg,,urn:ofk:oid:27390967,indberetninger-20180424,2.5124211,33034415.0,AWsgr4neRYGX6_YTIZHH,2019-06-04T04:12:10.171Z,2019-06-04T04:11:42.683Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-37-MN,2019-06-04T04:11:42.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,Statsautoriseret revisor,20222670.0,mne27705,Tommy Wulff Andreasen
