entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,FaxNumberOfReportingEntity,FixturesFittingsToolsAndEquipment,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LandAndBuildings,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PropertyPlantAndEquipment,RawMaterialsAndConsumablesUsed,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,WorkInProgress,NameAndSurnameOfMemberOfSupervisoryBoard
20413972,2013-01-01,2013-12-31,c6,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2MzLzBjL2RiLzkxNjMtNDllNS1iZGQ0LTY3ZWUwMTcwMzliOA.xhtml,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q4LzcwLzAzL2I5MTUtNDBjYi04M2I4LTFkOTYxMDQyYzUyYQ.pdf,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzk3Lzc3L2ZhLzVmLzYzMDMtNDVjZC1iZGMwLTdkYmY0MGY3OTU0Mg.xml,SkÃ¦vinge,3320.0,2.0,Egestedvej,3200 Helsinge,"Ãstergade, 20",Til den daglige ledelse i ERTEC DANMARK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser og eventualforpligtelser pr. 31. december 2014.</p>",911168.0,45888.0,48284892.0,0.0,962578.0,20413972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Ole JÃ¸rgensen,Shahriar Negahdarishad,Shahriar Negahdarishad,Nordkyst Revision I/S,"Danske Bank, HillerÃ¸d afdeling",ERTEC DANMARK ApS,Nordkyst Revision I/S,183925.0,5522.0,16672.0,SkÃ¦vinge,2013-01-01,2013-12-31,34438.0,45888.0,51410.0,0.0,322113.0,2014-12-31,2014-01-01,1451944.0,2015-05-29,Helsinge,"Direktionen indstiller til generalforsamlingen, at der igen i Ã¥r, fravÃ¦lges revision for det kommende regnskabsÃ¥r, idet det erklÃ¦res, at reglerne herfor er opfyldt.",11450.0,48284891.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5423256,indberetninger-20180424,2.5949432999999997,20413972,,2018-03-30T10:54:25.634Z,2015-06-02T14:29:00.058Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-58-HT,2015-06-02T14:29:00.173Z,,,,,,,,,,,,,,,,,,,,,,,
20413972,2013-01-01,2013-12-31,c8,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2MzLzBjL2RiLzkxNjMtNDllNS1iZGQ0LTY3ZWUwMTcwMzliOA.xhtml,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q4LzcwLzAzL2I5MTUtNDBjYi04M2I4LTFkOTYxMDQyYzUyYQ.pdf,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzk3Lzc3L2ZhLzVmLzYzMDMtNDVjZC1iZGMwLTdkYmY0MGY3OTU0Mg.xml,SkÃ¦vinge,3320.0,2.0,Egestedvej,3200 Helsinge,"Ãstergade, 20",Til den daglige ledelse i ERTEC DANMARK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser og eventualforpligtelser pr. 31. december 2014.</p>",,,48284892.0,0.0,,20413972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Ole JÃ¸rgensen,Shahriar Negahdarishad,Shahriar Negahdarishad,Nordkyst Revision I/S,"Danske Bank, HillerÃ¸d afdeling",ERTEC DANMARK ApS,Nordkyst Revision I/S,,,16672.0,SkÃ¦vinge,2013-01-01,2013-12-31,34438.0,,,0.0,,2014-12-31,2014-01-01,,2015-05-29,Helsinge,"Direktionen indstiller til generalforsamlingen, at der igen i Ã¥r, fravÃ¦lges revision for det kommende regnskabsÃ¥r, idet det erklÃ¦res, at reglerne herfor er opfyldt.",,48284891.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5423256,indberetninger-20180424,2.5949432999999997,20413972,,2018-03-30T10:54:25.634Z,2015-06-02T14:29:00.058Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-58-HT,2015-06-02T14:29:00.173Z,,,,,,,,,,,,,,,,,,,,,,,
20413972,2013-12-31,2013-12-31,c10,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2MzLzBjL2RiLzkxNjMtNDllNS1iZGQ0LTY3ZWUwMTcwMzliOA.xhtml,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q4LzcwLzAzL2I5MTUtNDBjYi04M2I4LTFkOTYxMDQyYzUyYQ.pdf,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzk3Lzc3L2ZhLzVmLzYzMDMtNDVjZC1iZGMwLTdkYmY0MGY3OTU0Mg.xml,SkÃ¦vinge,3320.0,2.0,Egestedvej,3200 Helsinge,"Ãstergade, 20",Til den daglige ledelse i ERTEC DANMARK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser og eventualforpligtelser pr. 31. december 2014.</p>",,,48284892.0,0.0,,20413972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Ole JÃ¸rgensen,Shahriar Negahdarishad,Shahriar Negahdarishad,Nordkyst Revision I/S,"Danske Bank, HillerÃ¸d afdeling",ERTEC DANMARK ApS,Nordkyst Revision I/S,,,16672.0,SkÃ¦vinge,2013-01-01,2013-12-31,,,,0.0,,2014-12-31,2014-01-01,,2015-05-29,Helsinge,"Direktionen indstiller til generalforsamlingen, at der igen i Ã¥r, fravÃ¦lges revision for det kommende regnskabsÃ¥r, idet det erklÃ¦res, at reglerne herfor er opfyldt.",,48284891.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5423256,indberetninger-20180424,2.5949432999999997,20413972,,2018-03-30T10:54:25.634Z,2015-06-02T14:29:00.058Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-58-HT,2015-06-02T14:29:00.173Z,599172.0,25428.0,250000.0,590172.0,77810.0,9000.0,345975.0,443325.0,599172.0,253197.0,9000.0,9000.0,181393.0,30884.0,349825.0,95975.0,253197.0,5000.0,121419.0,66804.0,12725.0,93500.0,
20413972,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2MzLzBjL2RiLzkxNjMtNDllNS1iZGQ0LTY3ZWUwMTcwMzliOA.xhtml,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q4LzcwLzAzL2I5MTUtNDBjYi04M2I4LTFkOTYxMDQyYzUyYQ.pdf,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzk3Lzc3L2ZhLzVmLzYzMDMtNDVjZC1iZGMwLTdkYmY0MGY3OTU0Mg.xml,SkÃ¦vinge,3320.0,2.0,Egestedvej,3200 Helsinge,"Ãstergade, 20",Til den daglige ledelse i ERTEC DANMARK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser og eventualforpligtelser pr. 31. december 2014.</p>",897906.0,18857.0,48284892.0,0.0,922247.0,20413972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Ole JÃ¸rgensen,Shahriar Negahdarishad,Shahriar Negahdarishad,Nordkyst Revision I/S,"Danske Bank, HillerÃ¸d afdeling",ERTEC DANMARK ApS,Nordkyst Revision I/S,246344.0,5484.0,16672.0,SkÃ¦vinge,2013-01-01,2013-12-31,5352.0,18857.0,24341.0,0.0,431260.0,2014-12-31,2014-01-01,1599851.0,2015-05-29,Helsinge,"Direktionen indstiller til generalforsamlingen, at der igen i Ã¥r, fravÃ¦lges revision for det kommende regnskabsÃ¥r, idet det erklÃ¦res, at reglerne herfor er opfyldt.",13505.0,48284891.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5423256,indberetninger-20180424,2.5949432999999997,20413972,,2018-03-30T10:54:25.634Z,2015-06-02T14:29:00.058Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-58-HT,2015-06-02T14:29:00.173Z,,,,,,,,,,,,,,,,,,,,,,,
20413972,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2MzLzBjL2RiLzkxNjMtNDllNS1iZGQ0LTY3ZWUwMTcwMzliOA.xhtml,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q4LzcwLzAzL2I5MTUtNDBjYi04M2I4LTFkOTYxMDQyYzUyYQ.pdf,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzk3Lzc3L2ZhLzVmLzYzMDMtNDVjZC1iZGMwLTdkYmY0MGY3OTU0Mg.xml,SkÃ¦vinge,3320.0,2.0,Egestedvej,3200 Helsinge,"Ãstergade, 20",Til den daglige ledelse i ERTEC DANMARK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser og eventualforpligtelser pr. 31. december 2014.</p>",,,48284892.0,0.0,,20413972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Ole JÃ¸rgensen,Shahriar Negahdarishad,Shahriar Negahdarishad,Nordkyst Revision I/S,"Danske Bank, HillerÃ¸d afdeling",ERTEC DANMARK ApS,Nordkyst Revision I/S,,,16672.0,SkÃ¦vinge,2013-01-01,2013-12-31,,,,0.0,,2014-12-31,2014-01-01,,2015-05-29,Helsinge,"Direktionen indstiller til generalforsamlingen, at der igen i Ã¥r, fravÃ¦lges revision for det kommende regnskabsÃ¥r, idet det erklÃ¦res, at reglerne herfor er opfyldt.",,48284891.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5423256,indberetninger-20180424,2.5949432999999997,20413972,,2018-03-30T10:54:25.634Z,2015-06-02T14:29:00.058Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-58-HT,2015-06-02T14:29:00.173Z,,,,,,,,,,,,,,,,,,,,,,,
20413972,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2MzLzBjL2RiLzkxNjMtNDllNS1iZGQ0LTY3ZWUwMTcwMzliOA.xhtml,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q4LzcwLzAzL2I5MTUtNDBjYi04M2I4LTFkOTYxMDQyYzUyYQ.pdf,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzk3Lzc3L2ZhLzVmLzYzMDMtNDVjZC1iZGMwLTdkYmY0MGY3OTU0Mg.xml,SkÃ¦vinge,3320.0,2.0,Egestedvej,3200 Helsinge,"Ãstergade, 20",Til den daglige ledelse i ERTEC DANMARK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser og eventualforpligtelser pr. 31. december 2014.</p>",,,48284892.0,0.0,,20413972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Ole JÃ¸rgensen,Shahriar Negahdarishad,Shahriar Negahdarishad,Nordkyst Revision I/S,"Danske Bank, HillerÃ¸d afdeling",ERTEC DANMARK ApS,Nordkyst Revision I/S,,,16672.0,SkÃ¦vinge,2013-01-01,2013-12-31,,,,0.0,,2014-12-31,2014-01-01,,2015-05-29,Helsinge,"Direktionen indstiller til generalforsamlingen, at der igen i Ã¥r, fravÃ¦lges revision for det kommende regnskabsÃ¥r, idet det erklÃ¦res, at reglerne herfor er opfyldt.",,48284891.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5423256,indberetninger-20180424,2.5949432999999997,20413972,,2018-03-30T10:54:25.634Z,2015-06-02T14:29:00.058Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-58-HT,2015-06-02T14:29:00.173Z,,,,,,,,,,,,,,,,,,,,,,,Shahriar Negahdarishad
20413972,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2MzLzBjL2RiLzkxNjMtNDllNS1iZGQ0LTY3ZWUwMTcwMzliOA.xhtml,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q4LzcwLzAzL2I5MTUtNDBjYi04M2I4LTFkOTYxMDQyYzUyYQ.pdf,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzk3Lzc3L2ZhLzVmLzYzMDMtNDVjZC1iZGMwLTdkYmY0MGY3OTU0Mg.xml,SkÃ¦vinge,3320.0,2.0,Egestedvej,3200 Helsinge,"Ãstergade, 20",Til den daglige ledelse i ERTEC DANMARK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser og eventualforpligtelser pr. 31. december 2014.</p>",,,48284892.0,0.0,,20413972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Ole JÃ¸rgensen,Shahriar Negahdarishad,Shahriar Negahdarishad,Nordkyst Revision I/S,"Danske Bank, HillerÃ¸d afdeling",ERTEC DANMARK ApS,Nordkyst Revision I/S,,,16672.0,SkÃ¦vinge,2013-01-01,2013-12-31,,,,0.0,,2014-12-31,2014-01-01,,2015-05-29,Helsinge,"Direktionen indstiller til generalforsamlingen, at der igen i Ã¥r, fravÃ¦lges revision for det kommende regnskabsÃ¥r, idet det erklÃ¦res, at reglerne herfor er opfyldt.",,48284891.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5423256,indberetninger-20180424,2.5949432999999997,20413972,,2018-03-30T10:54:25.634Z,2015-06-02T14:29:00.058Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-58-HT,2015-06-02T14:29:00.173Z,,,,,,,,,,,,,,,,,,,,,,,Geir Horst SÃ¸raker
20413972,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2MzLzBjL2RiLzkxNjMtNDllNS1iZGQ0LTY3ZWUwMTcwMzliOA.xhtml,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q4LzcwLzAzL2I5MTUtNDBjYi04M2I4LTFkOTYxMDQyYzUyYQ.pdf,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzk3Lzc3L2ZhLzVmLzYzMDMtNDVjZC1iZGMwLTdkYmY0MGY3OTU0Mg.xml,SkÃ¦vinge,3320.0,2.0,Egestedvej,3200 Helsinge,"Ãstergade, 20",Til den daglige ledelse i ERTEC DANMARK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser og eventualforpligtelser pr. 31. december 2014.</p>",,,48284892.0,0.0,,20413972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Ole JÃ¸rgensen,Shahriar Negahdarishad,Shahriar Negahdarishad,Nordkyst Revision I/S,"Danske Bank, HillerÃ¸d afdeling",ERTEC DANMARK ApS,Nordkyst Revision I/S,,,16672.0,SkÃ¦vinge,2013-01-01,2013-12-31,,,,0.0,,2014-12-31,2014-01-01,,2015-05-29,Helsinge,"Direktionen indstiller til generalforsamlingen, at der igen i Ã¥r, fravÃ¦lges revision for det kommende regnskabsÃ¥r, idet det erklÃ¦res, at reglerne herfor er opfyldt.",,48284891.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5423256,indberetninger-20180424,2.5949432999999997,20413972,,2018-03-30T10:54:25.634Z,2015-06-02T14:29:00.058Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-58-HT,2015-06-02T14:29:00.173Z,,,,,,,,,,,,,,,,,,,,,,,Arild Eriksen
20413972,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2MzLzBjL2RiLzkxNjMtNDllNS1iZGQ0LTY3ZWUwMTcwMzliOA.xhtml,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q4LzcwLzAzL2I5MTUtNDBjYi04M2I4LTFkOTYxMDQyYzUyYQ.pdf,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzk3Lzc3L2ZhLzVmLzYzMDMtNDVjZC1iZGMwLTdkYmY0MGY3OTU0Mg.xml,SkÃ¦vinge,3320.0,2.0,Egestedvej,3200 Helsinge,"Ãstergade, 20",Til den daglige ledelse i ERTEC DANMARK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser og eventualforpligtelser pr. 31. december 2014.</p>",,,48284892.0,0.0,,20413972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Ole JÃ¸rgensen,Shahriar Negahdarishad,Shahriar Negahdarishad,Nordkyst Revision I/S,"Danske Bank, HillerÃ¸d afdeling",ERTEC DANMARK ApS,Nordkyst Revision I/S,,,16672.0,SkÃ¦vinge,2013-01-01,2013-12-31,,,,0.0,,2014-12-31,2014-01-01,,2015-05-29,Helsinge,"Direktionen indstiller til generalforsamlingen, at der igen i Ã¥r, fravÃ¦lges revision for det kommende regnskabsÃ¥r, idet det erklÃ¦res, at reglerne herfor er opfyldt.",,48284891.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5423256,indberetninger-20180424,2.5949432999999997,20413972,,2018-03-30T10:54:25.634Z,2015-06-02T14:29:00.058Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-58-HT,2015-06-02T14:29:00.173Z,,,,,,,,,,,,,,,,,,,,,,,
20413972,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2MzLzBjL2RiLzkxNjMtNDllNS1iZGQ0LTY3ZWUwMTcwMzliOA.xhtml,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2Q4LzcwLzAzL2I5MTUtNDBjYi04M2I4LTFkOTYxMDQyYzUyYQ.pdf,http://regnskaber.virk.dk/27931402/ZG9rdW1lbnRsYWdlcjovLzAzLzk3Lzc3L2ZhLzVmLzYzMDMtNDVjZC1iZGMwLTdkYmY0MGY3OTU0Mg.xml,SkÃ¦vinge,3320.0,2.0,Egestedvej,3200 Helsinge,"Ãstergade, 20",Til den daglige ledelse i ERTEC DANMARK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der er ingen sikkerhedsstillelser og eventualforpligtelser pr. 31. december 2014.</p>",,,48284892.0,0.0,,20413972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,0.0,Ole JÃ¸rgensen,Shahriar Negahdarishad,Shahriar Negahdarishad,Nordkyst Revision I/S,"Danske Bank, HillerÃ¸d afdeling",ERTEC DANMARK ApS,Nordkyst Revision I/S,,,16672.0,SkÃ¦vinge,2013-01-01,2013-12-31,5352.0,,,0.0,,2014-12-31,2014-01-01,,2015-05-29,Helsinge,"Direktionen indstiller til generalforsamlingen, at der igen i Ã¥r, fravÃ¦lges revision for det kommende regnskabsÃ¥r, idet det erklÃ¦res, at reglerne herfor er opfyldt.",,48284891.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5423256,indberetninger-20180424,2.5949432999999997,20413972,,2018-03-30T10:54:25.634Z,2015-06-02T14:29:00.058Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-58-HT,2015-06-02T14:29:00.173Z,,,,,,,,,,,,,,,,,,,,,,,
