entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,ReserveForNetRevaluationAccordingToEquityMethod,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables
35652191,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzlkLzEzL2M4L2Q5Y2UtNDQwNC05MzA3LTUzMzdlZjRjMjRlOQ.xhtml,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQ2LzMwLzk4L2MwMjYtNGY1Zi04NDI4LTVjNjJmMjhjYzBjMg.pdf,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2MxL2FhLzc0LzdhZTMtNDA2OS1hYWZiLTJiY2UzY2IyZDBlNg.xml,true,Greve,2670.0,16.0,KrogÃ¥rdsvej,2800 Lyngby,HjortekÃ¦rsvej 143C,Regnskabsklasse B,2018-05-30,2018-05-30,-21375.0,35652191.0,180422.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Kronborg,Mette Elsine Kronborg,M. KRONBORG 2500 HOLDING ApS,Brian Nyegaard,21375.0,7.0,Greve,2016-01-01,2016-12-31,159040.0,159040.0,-21375.0,2017-12-31,2017-01-01,139955.0,false,false,false,false,Ingen bistand,urn:ofk:oid:25621191,indberetninger-20180424,2.5927935,35652191.0,AWOzGa2Y0wkEsASktNAQ,2018-05-30T22:10:56.061Z,2018-05-30T22:09:53.647Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-08-MY,2018-05-30T22:09:54.026Z,,,,,,,,,,,,,,,,
35652191,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzlkLzEzL2M4L2Q5Y2UtNDQwNC05MzA3LTUzMzdlZjRjMjRlOQ.xhtml,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQ2LzMwLzk4L2MwMjYtNGY1Zi04NDI4LTVjNjJmMjhjYzBjMg.pdf,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2MxL2FhLzc0LzdhZTMtNDA2OS1hYWZiLTJiY2UzY2IyZDBlNg.xml,true,Greve,2670.0,16.0,KrogÃ¥rdsvej,2800 Lyngby,HjortekÃ¦rsvej 143C,Regnskabsklasse B,2018-05-30,2018-05-30,,35652191.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Kronborg,Mette Elsine Kronborg,M. KRONBORG 2500 HOLDING ApS,Brian Nyegaard,,,Greve,2016-01-01,2016-12-31,51700.0,,,2017-12-31,2017-01-01,139955.0,false,false,false,false,Ingen bistand,urn:ofk:oid:25621191,indberetninger-20180424,2.5927935,35652191.0,AWOzGa2Y0wkEsASktNAQ,2018-05-30T22:10:56.061Z,2018-05-30T22:09:53.647Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-08-MY,2018-05-30T22:09:54.026Z,,,,,,,,,,,,,,,,
35652191,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzlkLzEzL2M4L2Q5Y2UtNDQwNC05MzA3LTUzMzdlZjRjMjRlOQ.xhtml,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQ2LzMwLzk4L2MwMjYtNGY1Zi04NDI4LTVjNjJmMjhjYzBjMg.pdf,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2MxL2FhLzc0LzdhZTMtNDA2OS1hYWZiLTJiY2UzY2IyZDBlNg.xml,true,Greve,2670.0,16.0,KrogÃ¥rdsvej,2800 Lyngby,HjortekÃ¦rsvej 143C,Regnskabsklasse B,2018-05-30,2018-05-30,,35652191.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Kronborg,Mette Elsine Kronborg,M. KRONBORG 2500 HOLDING ApS,Brian Nyegaard,,,Greve,2016-01-01,2016-12-31,-26578.0,,,2017-12-31,2017-01-01,139955.0,false,false,false,false,Ingen bistand,urn:ofk:oid:25621191,indberetninger-20180424,2.5927935,35652191.0,AWOzGa2Y0wkEsASktNAQ,2018-05-30T22:10:56.061Z,2018-05-30T22:09:53.647Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-08-MY,2018-05-30T22:09:54.026Z,,,,,,,,,,,,,,,,
35652191,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzlkLzEzL2M4L2Q5Y2UtNDQwNC05MzA3LTUzMzdlZjRjMjRlOQ.xhtml,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQ2LzMwLzk4L2MwMjYtNGY1Zi04NDI4LTVjNjJmMjhjYzBjMg.pdf,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2MxL2FhLzc0LzdhZTMtNDA2OS1hYWZiLTJiY2UzY2IyZDBlNg.xml,true,Greve,2670.0,16.0,KrogÃ¥rdsvej,2800 Lyngby,HjortekÃ¦rsvej 143C,Regnskabsklasse B,2018-05-30,2018-05-30,,35652191.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Kronborg,Mette Elsine Kronborg,M. KRONBORG 2500 HOLDING ApS,Brian Nyegaard,,,Greve,2016-01-01,2016-12-31,133918.0,,,2017-12-31,2017-01-01,139955.0,false,false,false,false,Ingen bistand,urn:ofk:oid:25621191,indberetninger-20180424,2.5927935,35652191.0,AWOzGa2Y0wkEsASktNAQ,2018-05-30T22:10:56.061Z,2018-05-30T22:09:53.647Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-08-MY,2018-05-30T22:09:54.026Z,,,,,,,,,,,,,,,,
35652191,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzlkLzEzL2M4L2Q5Y2UtNDQwNC05MzA3LTUzMzdlZjRjMjRlOQ.xhtml,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQ2LzMwLzk4L2MwMjYtNGY1Zi04NDI4LTVjNjJmMjhjYzBjMg.pdf,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2MxL2FhLzc0LzdhZTMtNDA2OS1hYWZiLTJiY2UzY2IyZDBlNg.xml,true,Greve,2670.0,16.0,KrogÃ¥rdsvej,2800 Lyngby,HjortekÃ¦rsvej 143C,Regnskabsklasse B,2018-05-30,2018-05-30,,35652191.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Kronborg,Mette Elsine Kronborg,M. KRONBORG 2500 HOLDING ApS,Brian Nyegaard,,,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,139955.0,false,false,false,false,Ingen bistand,urn:ofk:oid:25621191,indberetninger-20180424,2.5927935,35652191.0,AWOzGa2Y0wkEsASktNAQ,2018-05-30T22:10:56.061Z,2018-05-30T22:09:53.647Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-08-MY,2018-05-30T22:09:54.026Z,240180.0,40180.0,50000.0,240180.0,235618.0,240180.0,4562.0,0.0,0.0,0.0,4562.0,200000.0,51700.0,133918.0,4562.0,200000.0
35652191,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzlkLzEzL2M4L2Q5Y2UtNDQwNC05MzA3LTUzMzdlZjRjMjRlOQ.xhtml,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQ2LzMwLzk4L2MwMjYtNGY1Zi04NDI4LTVjNjJmMjhjYzBjMg.pdf,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2MxL2FhLzc0LzdhZTMtNDA2OS1hYWZiLTJiY2UzY2IyZDBlNg.xml,true,Greve,2670.0,16.0,KrogÃ¥rdsvej,2800 Lyngby,HjortekÃ¦rsvej 143C,Regnskabsklasse B,2018-05-30,2018-05-30,-2806.0,35652191.0,-139955.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Kronborg,Mette Elsine Kronborg,M. KRONBORG 2500 HOLDING ApS,Brian Nyegaard,2806.0,133.0,Greve,2016-01-01,2016-12-31,-142894.0,-142894.0,-2806.0,2017-12-31,2017-01-01,139955.0,false,false,false,false,Ingen bistand,urn:ofk:oid:25621191,indberetninger-20180424,2.5927935,35652191.0,AWOzGa2Y0wkEsASktNAQ,2018-05-30T22:10:56.061Z,2018-05-30T22:09:53.647Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-08-MY,2018-05-30T22:09:54.026Z,,,,,,,,,,,,,,,,
35652191,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzlkLzEzL2M4L2Q5Y2UtNDQwNC05MzA3LTUzMzdlZjRjMjRlOQ.xhtml,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQ2LzMwLzk4L2MwMjYtNGY1Zi04NDI4LTVjNjJmMjhjYzBjMg.pdf,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2MxL2FhLzc0LzdhZTMtNDA2OS1hYWZiLTJiY2UzY2IyZDBlNg.xml,true,Greve,2670.0,16.0,KrogÃ¥rdsvej,2800 Lyngby,HjortekÃ¦rsvej 143C,Regnskabsklasse B,2018-05-30,2018-05-30,,35652191.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Kronborg,Mette Elsine Kronborg,M. KRONBORG 2500 HOLDING ApS,Brian Nyegaard,,,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,139955.0,false,false,false,false,Ingen bistand,urn:ofk:oid:25621191,indberetninger-20180424,2.5927935,35652191.0,AWOzGa2Y0wkEsASktNAQ,2018-05-30T22:10:56.061Z,2018-05-30T22:09:53.647Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-08-MY,2018-05-30T22:09:54.026Z,,,,,,,,,,,,,,,,
35652191,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzlkLzEzL2M4L2Q5Y2UtNDQwNC05MzA3LTUzMzdlZjRjMjRlOQ.xhtml,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQ2LzMwLzk4L2MwMjYtNGY1Zi04NDI4LTVjNjJmMjhjYzBjMg.pdf,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2MxL2FhLzc0LzdhZTMtNDA2OS1hYWZiLTJiY2UzY2IyZDBlNg.xml,true,Greve,2670.0,16.0,KrogÃ¥rdsvej,2800 Lyngby,HjortekÃ¦rsvej 143C,Regnskabsklasse B,2018-05-30,2018-05-30,,35652191.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Kronborg,Mette Elsine Kronborg,M. KRONBORG 2500 HOLDING ApS,Brian Nyegaard,,,Greve,2016-01-01,2016-12-31,-139955.0,,,2017-12-31,2017-01-01,139955.0,false,false,false,false,Ingen bistand,urn:ofk:oid:25621191,indberetninger-20180424,2.5927935,35652191.0,AWOzGa2Y0wkEsASktNAQ,2018-05-30T22:10:56.061Z,2018-05-30T22:09:53.647Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-08-MY,2018-05-30T22:09:54.026Z,,,,,,,,,,,,,,,,
35652191,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzlkLzEzL2M4L2Q5Y2UtNDQwNC05MzA3LTUzMzdlZjRjMjRlOQ.xhtml,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQ2LzMwLzk4L2MwMjYtNGY1Zi04NDI4LTVjNjJmMjhjYzBjMg.pdf,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2MxL2FhLzc0LzdhZTMtNDA2OS1hYWZiLTJiY2UzY2IyZDBlNg.xml,true,Greve,2670.0,16.0,KrogÃ¥rdsvej,2800 Lyngby,HjortekÃ¦rsvej 143C,Regnskabsklasse B,2018-05-30,2018-05-30,,35652191.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Kronborg,Mette Elsine Kronborg,M. KRONBORG 2500 HOLDING ApS,Brian Nyegaard,,,Greve,2016-01-01,2016-12-31,-2939.0,,,2017-12-31,2017-01-01,139955.0,false,false,false,false,Ingen bistand,urn:ofk:oid:25621191,indberetninger-20180424,2.5927935,35652191.0,AWOzGa2Y0wkEsASktNAQ,2018-05-30T22:10:56.061Z,2018-05-30T22:09:53.647Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-08-MY,2018-05-30T22:09:54.026Z,,,,,,,,,,,,,,,,
35652191,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2NiLzlkLzEzL2M4L2Q5Y2UtNDQwNC05MzA3LTUzMzdlZjRjMjRlOQ.xhtml,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzQ2LzMwLzk4L2MwMjYtNGY1Zi04NDI4LTVjNjJmMjhjYzBjMg.pdf,http://regnskaber.virk.dk/19125653/ZG9rdW1lbnRsYWdlcjovLzAzL2RiL2MxL2FhLzc0LzdhZTMtNDA2OS1hYWZiLTJiY2UzY2IyZDBlNg.xml,true,Greve,2670.0,16.0,KrogÃ¥rdsvej,2800 Lyngby,HjortekÃ¦rsvej 143C,Regnskabsklasse B,2018-05-30,2018-05-30,,35652191.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mette Kronborg,Mette Elsine Kronborg,M. KRONBORG 2500 HOLDING ApS,Brian Nyegaard,,,Greve,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,139955.0,false,false,false,false,Ingen bistand,urn:ofk:oid:25621191,indberetninger-20180424,2.5927935,35652191.0,AWOzGa2Y0wkEsASktNAQ,2018-05-30T22:10:56.061Z,2018-05-30T22:09:53.647Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-08-MY,2018-05-30T22:09:54.026Z,41024.0,1929.0,50000.0,130979.0,41024.0,41024.0,0.0,-89955.0,-89955.0,-89955.0,0.0,129050.0,0.0,-148931.0,0.0,129050.0
