entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToIntangibleAssets,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfInvestments,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfImpairmentLossesAndDepreciationOfDisposedInvestments,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AmortisationOfIntangibleAssets,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,EmployeeExpensesTransferredToAssets,GrossProfitLoss,ImpairmentLossesOfIntangibleAssets,ImpairmentLossesOfPropertyPlantAndEquipment,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsOfWorkInProgress,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,WorkInProgress,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedImpairmentLossesAndDepreciationOfInvestments,InvestmentsGross,NameAndSurnameOfMemberOfSupervisoryBoard,IncreaseOfCapital,NumberOfIssuedShares
32891802,2013-01-01,2013-12-31,c195,,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2UzLzU0L2NjL2M0ZTMtNGVjZS04MmRhLTU3MjgxM2U2ZTRkMg.pdf,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzUzLzVmLzZlLzJkMmEtNDgxZi1iNDhiLTA0YWI0MDJhZmIzOQ.xml,180752.0,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ryslinge,5856.0,22.0,Hestehavevej,"Postboks 330, 8000 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2015-06-19,2015-06-19,2010-05-06,2015-06-19,statsaut. revisor,-20263860.0,32891802.0,30700228.0,Ãrsrapport,Henrik Andersen,G. J. M. Hassink,Lennart Roger Gustafsson,Nordea,Hunter Douglas Architectural Projects Scandinavia ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Ryslinge, den",-7646319.0,Faaborg-Midtfyn,2014-12-31,2014-01-01,-4061981.0,2015-06-19,"Aarhus, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5595785,indberetninger-20180424,2.5118417999999996,32891802.0,,2018-03-31T01:37:20.247Z,2015-06-25T14:46:40.976Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-65-SA,2015-06-25T14:46:41.057Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32891802,2013-01-01,2013-12-31,c4,,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2UzLzU0L2NjL2M0ZTMtNGVjZS04MmRhLTU3MjgxM2U2ZTRkMg.pdf,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzUzLzVmLzZlLzJkMmEtNDgxZi1iNDhiLTA0YWI0MDJhZmIzOQ.xml,180752.0,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ryslinge,5856.0,22.0,Hestehavevej,"Postboks 330, 8000 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2015-06-19,2015-06-19,2010-05-06,2015-06-19,statsaut. revisor,-20263860.0,32891802.0,30700228.0,Ãrsrapport,Henrik Andersen,G. J. M. Hassink,Lennart Roger Gustafsson,Nordea,Hunter Douglas Architectural Projects Scandinavia ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Ryslinge, den",-7646319.0,Faaborg-Midtfyn,2014-12-31,2014-01-01,-4061981.0,2015-06-19,"Aarhus, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5595785,indberetninger-20180424,2.5118417999999996,32891802.0,,2018-03-31T01:37:20.247Z,2015-06-25T14:46:40.976Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-65-SA,2015-06-25T14:46:41.057Z,146941.0,0.0,155284.0,8343.0,15673615.0,-1508311.0,10999015.0,0.0,0.0,-2147859.0,516375.0,291620.0,139419.0,807995.0,139419.0,1205839.0,-7646319.0,-4829884.0,445268.0,0.0,15530819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32891802,2013-12-31,2013-12-31,c1294,,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2UzLzU0L2NjL2M0ZTMtNGVjZS04MmRhLTU3MjgxM2U2ZTRkMg.pdf,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzUzLzVmLzZlLzJkMmEtNDgxZi1iNDhiLTA0YWI0MDJhZmIzOQ.xml,180752.0,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ryslinge,5856.0,22.0,Hestehavevej,"Postboks 330, 8000 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2015-06-19,2015-06-19,2010-05-06,2015-06-19,statsaut. revisor,-20263860.0,32891802.0,30700228.0,Ãrsrapport,Henrik Andersen,G. J. M. Hassink,Lennart Roger Gustafsson,Nordea,Hunter Douglas Architectural Projects Scandinavia ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Ryslinge, den",,Faaborg-Midtfyn,2014-12-31,2014-01-01,-4061981.0,2015-06-19,"Aarhus, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5595785,indberetninger-20180424,2.5118417999999996,32891802.0,,2018-03-31T01:37:20.247Z,2015-06-25T14:46:40.976Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-65-SA,2015-06-25T14:46:41.057Z,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32891802,2013-12-31,2013-12-31,c1296,,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2UzLzU0L2NjL2M0ZTMtNGVjZS04MmRhLTU3MjgxM2U2ZTRkMg.pdf,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzUzLzVmLzZlLzJkMmEtNDgxZi1iNDhiLTA0YWI0MDJhZmIzOQ.xml,180752.0,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ryslinge,5856.0,22.0,Hestehavevej,"Postboks 330, 8000 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2015-06-19,2015-06-19,2010-05-06,2015-06-19,statsaut. revisor,-20263860.0,32891802.0,30700228.0,Ãrsrapport,Henrik Andersen,G. J. M. Hassink,Lennart Roger Gustafsson,Nordea,Hunter Douglas Architectural Projects Scandinavia ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Ryslinge, den",,Faaborg-Midtfyn,2014-12-31,2014-01-01,-4061981.0,2015-06-19,"Aarhus, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5595785,indberetninger-20180424,2.5118417999999996,32891802.0,,2018-03-31T01:37:20.247Z,2015-06-25T14:46:40.976Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-65-SA,2015-06-25T14:46:41.057Z,,,,,,,,,,,,,,,,,,,,,,9775000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32891802,2013-12-31,2013-12-31,c5,,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2UzLzU0L2NjL2M0ZTMtNGVjZS04MmRhLTU3MjgxM2U2ZTRkMg.pdf,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzUzLzVmLzZlLzJkMmEtNDgxZi1iNDhiLTA0YWI0MDJhZmIzOQ.xml,180752.0,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ryslinge,5856.0,22.0,Hestehavevej,"Postboks 330, 8000 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2015-06-19,2015-06-19,2010-05-06,2015-06-19,statsaut. revisor,-20263860.0,32891802.0,30700228.0,Ãrsrapport,Henrik Andersen,G. J. M. Hassink,Lennart Roger Gustafsson,Nordea,Hunter Douglas Architectural Projects Scandinavia ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Ryslinge, den",,Faaborg-Midtfyn,2014-12-31,2014-01-01,-4061981.0,2015-06-19,"Aarhus, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5595785,indberetninger-20180424,2.5118417999999996,32891802.0,,2018-03-31T01:37:20.247Z,2015-06-25T14:46:40.976Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-65-SA,2015-06-25T14:46:41.057Z,,,,,,,,,,,,,,,,,,,,,,,113945.0,26812862.0,536195.0,1513006.0,10775000.0,10480351.0,535520.0,-903196.0,0.0,113945.0,1867231.0,26812862.0,27716058.0,16201879.0,16201879.0,1671517.0,16332511.0,0.0,3719756.0,112675.0,16687.0,16687.0,0.0,130792.0,-11678196.0,27716058.0,21984526.0,633602.0,8076925.0,413274.0,1378174.0,5502450.0,64922.0,,,,,,,,,
32891802,2014-01-01,2014-01-01,c136,,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2UzLzU0L2NjL2M0ZTMtNGVjZS04MmRhLTU3MjgxM2U2ZTRkMg.pdf,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzUzLzVmLzZlLzJkMmEtNDgxZi1iNDhiLTA0YWI0MDJhZmIzOQ.xml,180752.0,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ryslinge,5856.0,22.0,Hestehavevej,"Postboks 330, 8000 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2015-06-19,2015-06-19,2010-05-06,2015-06-19,statsaut. revisor,-20263860.0,32891802.0,30700228.0,Ãrsrapport,Henrik Andersen,G. J. M. Hassink,Lennart Roger Gustafsson,Nordea,Hunter Douglas Architectural Projects Scandinavia ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Ryslinge, den",,Faaborg-Midtfyn,2014-12-31,2014-01-01,-4061981.0,2015-06-19,"Aarhus, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5595785,indberetninger-20180424,2.5118417999999996,32891802.0,,2018-03-31T01:37:20.247Z,2015-06-25T14:46:40.976Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-65-SA,2015-06-25T14:46:41.057Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10715075.0,10829020.0,,,,,,,
32891802,2014-01-01,2014-01-01,c231,,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2UzLzU0L2NjL2M0ZTMtNGVjZS04MmRhLTU3MjgxM2U2ZTRkMg.pdf,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzUzLzVmLzZlLzJkMmEtNDgxZi1iNDhiLTA0YWI0MDJhZmIzOQ.xml,180752.0,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ryslinge,5856.0,22.0,Hestehavevej,"Postboks 330, 8000 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2015-06-19,2015-06-19,2010-05-06,2015-06-19,statsaut. revisor,-20263860.0,32891802.0,30700228.0,Ãrsrapport,Henrik Andersen,G. J. M. Hassink,Lennart Roger Gustafsson,Nordea,Hunter Douglas Architectural Projects Scandinavia ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Ryslinge, den",,Faaborg-Midtfyn,2014-12-31,2014-01-01,-4061981.0,2015-06-19,"Aarhus, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5595785,indberetninger-20180424,2.5118417999999996,32891802.0,,2018-03-31T01:37:20.247Z,2015-06-25T14:46:40.976Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-65-SA,2015-06-25T14:46:41.057Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727129.0,1743816.0,,,,,
32891802,2014-01-01,2014-01-01,c235,,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2UzLzU0L2NjL2M0ZTMtNGVjZS04MmRhLTU3MjgxM2U2ZTRkMg.pdf,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzUzLzVmLzZlLzJkMmEtNDgxZi1iNDhiLTA0YWI0MDJhZmIzOQ.xml,180752.0,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ryslinge,5856.0,22.0,Hestehavevej,"Postboks 330, 8000 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2015-06-19,2015-06-19,2010-05-06,2015-06-19,statsaut. revisor,-20263860.0,32891802.0,30700228.0,Ãrsrapport,Henrik Andersen,G. J. M. Hassink,Lennart Roger Gustafsson,Nordea,Hunter Douglas Architectural Projects Scandinavia ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Ryslinge, den",,Faaborg-Midtfyn,2014-12-31,2014-01-01,-4061981.0,2015-06-19,"Aarhus, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5595785,indberetninger-20180424,2.5118417999999996,32891802.0,,2018-03-31T01:37:20.247Z,2015-06-25T14:46:40.976Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-65-SA,2015-06-25T14:46:41.057Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588735.0,1588735.0,,,,,
32891802,2014-01-01,2014-01-01,c261,,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2UzLzU0L2NjL2M0ZTMtNGVjZS04MmRhLTU3MjgxM2U2ZTRkMg.pdf,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzUzLzVmLzZlLzJkMmEtNDgxZi1iNDhiLTA0YWI0MDJhZmIzOQ.xml,180752.0,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ryslinge,5856.0,22.0,Hestehavevej,"Postboks 330, 8000 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2015-06-19,2015-06-19,2010-05-06,2015-06-19,statsaut. revisor,-20263860.0,32891802.0,30700228.0,Ãrsrapport,Henrik Andersen,G. J. M. Hassink,Lennart Roger Gustafsson,Nordea,Hunter Douglas Architectural Projects Scandinavia ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Ryslinge, den",,Faaborg-Midtfyn,2014-12-31,2014-01-01,-4061981.0,2015-06-19,"Aarhus, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5595785,indberetninger-20180424,2.5118417999999996,32891802.0,,2018-03-31T01:37:20.247Z,2015-06-25T14:46:40.976Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-65-SA,2015-06-25T14:46:41.057Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4061981.0,20263860.0,,,
32891802,2014-01-01,2014-01-01,c312,,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2UzLzU0L2NjL2M0ZTMtNGVjZS04MmRhLTU3MjgxM2U2ZTRkMg.pdf,http://regnskaber.virk.dk/20819823/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzUzLzVmLzZlLzJkMmEtNDgxZi1iNDhiLTA0YWI0MDJhZmIzOQ.xml,180752.0,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ryslinge,5856.0,22.0,Hestehavevej,"Postboks 330, 8000 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2015-06-19,2015-06-19,2010-05-06,2015-06-19,statsaut. revisor,-20263860.0,32891802.0,30700228.0,Ãrsrapport,Henrik Andersen,G. J. M. Hassink,Lennart Roger Gustafsson,Nordea,Hunter Douglas Architectural Projects Scandinavia ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Ryslinge, den",,Faaborg-Midtfyn,2014-12-31,2014-01-01,-4061981.0,2015-06-19,"Aarhus, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:5595785,indberetninger-20180424,2.5118417999999996,32891802.0,,2018-03-31T01:37:20.247Z,2015-06-25T14:46:40.976Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-65-SA,2015-06-25T14:46:41.057Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10775000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
