entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherShorttermPayables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises
34456429,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2VkL2Q5LzhkL2U3ZTAtNDU3My05NmQzLTQ2YWMwNGY3NDA1Nw.xhtml,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzQyLzg1L2RjLzNhMzctNDM3Zi04OTNiLTllYTZiMmZhNmEwNg.pdf,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzJjL2U3Lzc1L2I4MWMtNDhjMS1iYTc3LTQ4N2IwMGVhNmE5Nw.xml,true,Lejre,4320.0,4.0,Birkevej,3480 Fredensborg,Fiskedamsvej 3,Regnskabsklasse B,2017-05-30,2017-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og med 1. juli 2012 ligeledes for de eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>",4825.0,34456429.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Selch Larsen,Claus Selch Larsen,DEP-XPLORA HOLDING ApS,SÃ¸ren WÃ¦ber,-4825.0,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,4825.0,4825.0,4825.0,2016-12-31,2016-01-01,false,false,46481009.0,false,false,Ingen bistand,urn:ofk:oid:23994172,indberetninger-20180424,2.5949414,34456429.0,,2018-03-28T13:08:31.668Z,2017-05-30T17:45:33.910Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-20-MJ,2017-05-30T17:45:34.089Z,,,,,,,,,,,,,,,
34456429,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2VkL2Q5LzhkL2U3ZTAtNDU3My05NmQzLTQ2YWMwNGY3NDA1Nw.xhtml,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzQyLzg1L2RjLzNhMzctNDM3Zi04OTNiLTllYTZiMmZhNmEwNg.pdf,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzJjL2U3Lzc1L2I4MWMtNDhjMS1iYTc3LTQ4N2IwMGVhNmE5Nw.xml,true,Lejre,4320.0,4.0,Birkevej,3480 Fredensborg,Fiskedamsvej 3,Regnskabsklasse B,2017-05-30,2017-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og med 1. juli 2012 ligeledes for de eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>",,34456429.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Selch Larsen,Claus Selch Larsen,DEP-XPLORA HOLDING ApS,SÃ¸ren WÃ¦ber,,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,4825.0,,,2016-12-31,2016-01-01,false,false,46481009.0,false,false,Ingen bistand,urn:ofk:oid:23994172,indberetninger-20180424,2.5949414,34456429.0,,2018-03-28T13:08:31.668Z,2017-05-30T17:45:33.910Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-20-MJ,2017-05-30T17:45:34.089Z,,,,,,,,,,,,,,,
34456429,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2VkL2Q5LzhkL2U3ZTAtNDU3My05NmQzLTQ2YWMwNGY3NDA1Nw.xhtml,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzQyLzg1L2RjLzNhMzctNDM3Zi04OTNiLTllYTZiMmZhNmEwNg.pdf,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzJjL2U3Lzc1L2I4MWMtNDhjMS1iYTc3LTQ4N2IwMGVhNmE5Nw.xml,true,Lejre,4320.0,4.0,Birkevej,3480 Fredensborg,Fiskedamsvej 3,Regnskabsklasse B,2017-05-30,2017-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og med 1. juli 2012 ligeledes for de eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>",,34456429.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Selch Larsen,Claus Selch Larsen,DEP-XPLORA HOLDING ApS,SÃ¸ren WÃ¦ber,,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,46481009.0,false,false,Ingen bistand,urn:ofk:oid:23994172,indberetninger-20180424,2.5949414,34456429.0,,2018-03-28T13:08:31.668Z,2017-05-30T17:45:33.910Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-20-MJ,2017-05-30T17:45:34.089Z,398639.0,54407.0,88000.0,54407.0,219270.0,398639.0,179369.0,344232.0,344232.0,132488.0,132488.0,344232.0,131270.0,46881.0,46881.0
34456429,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2VkL2Q5LzhkL2U3ZTAtNDU3My05NmQzLTQ2YWMwNGY3NDA1Nw.xhtml,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzQyLzg1L2RjLzNhMzctNDM3Zi04OTNiLTllYTZiMmZhNmEwNg.pdf,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzJjL2U3Lzc1L2I4MWMtNDhjMS1iYTc3LTQ4N2IwMGVhNmE5Nw.xml,true,Lejre,4320.0,4.0,Birkevej,3480 Fredensborg,Fiskedamsvej 3,Regnskabsklasse B,2017-05-30,2017-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og med 1. juli 2012 ligeledes for de eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>",,34456429.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Selch Larsen,Claus Selch Larsen,DEP-XPLORA HOLDING ApS,SÃ¸ren WÃ¦ber,,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,46481009.0,false,false,Ingen bistand,urn:ofk:oid:23994172,indberetninger-20180424,2.5949414,34456429.0,,2018-03-28T13:08:31.668Z,2017-05-30T17:45:33.910Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-20-MJ,2017-05-30T17:45:34.089Z,,,,,88000.0,,,,,,,,,,
34456429,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2VkL2Q5LzhkL2U3ZTAtNDU3My05NmQzLTQ2YWMwNGY3NDA1Nw.xhtml,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzQyLzg1L2RjLzNhMzctNDM3Zi04OTNiLTllYTZiMmZhNmEwNg.pdf,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzJjL2U3Lzc1L2I4MWMtNDhjMS1iYTc3LTQ4N2IwMGVhNmE5Nw.xml,true,Lejre,4320.0,4.0,Birkevej,3480 Fredensborg,Fiskedamsvej 3,Regnskabsklasse B,2017-05-30,2017-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og med 1. juli 2012 ligeledes for de eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>",,34456429.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Selch Larsen,Claus Selch Larsen,DEP-XPLORA HOLDING ApS,SÃ¸ren WÃ¦ber,,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,46481009.0,false,false,Ingen bistand,urn:ofk:oid:23994172,indberetninger-20180424,2.5949414,34456429.0,,2018-03-28T13:08:31.668Z,2017-05-30T17:45:33.910Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-20-MJ,2017-05-30T17:45:34.089Z,,,,,131270.0,,,,,,,,,,
34456429,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2VkL2Q5LzhkL2U3ZTAtNDU3My05NmQzLTQ2YWMwNGY3NDA1Nw.xhtml,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzQyLzg1L2RjLzNhMzctNDM3Zi04OTNiLTllYTZiMmZhNmEwNg.pdf,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzJjL2U3Lzc1L2I4MWMtNDhjMS1iYTc3LTQ4N2IwMGVhNmE5Nw.xml,true,Lejre,4320.0,4.0,Birkevej,3480 Fredensborg,Fiskedamsvej 3,Regnskabsklasse B,2017-05-30,2017-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og med 1. juli 2012 ligeledes for de eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>",,34456429.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Selch Larsen,Claus Selch Larsen,DEP-XPLORA HOLDING ApS,SÃ¸ren WÃ¦ber,,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,46481009.0,false,false,Ingen bistand,urn:ofk:oid:23994172,indberetninger-20180424,2.5949414,34456429.0,,2018-03-28T13:08:31.668Z,2017-05-30T17:45:33.910Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-20-MJ,2017-05-30T17:45:34.089Z,,,,,219270.0,,,,,,,,,,
34456429,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2VkL2Q5LzhkL2U3ZTAtNDU3My05NmQzLTQ2YWMwNGY3NDA1Nw.xhtml,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzQyLzg1L2RjLzNhMzctNDM3Zi04OTNiLTllYTZiMmZhNmEwNg.pdf,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzJjL2U3Lzc1L2I4MWMtNDhjMS1iYTc3LTQ4N2IwMGVhNmE5Nw.xml,true,Lejre,4320.0,4.0,Birkevej,3480 Fredensborg,Fiskedamsvej 3,Regnskabsklasse B,2017-05-30,2017-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og med 1. juli 2012 ligeledes for de eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>",-180.0,34456429.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Selch Larsen,Claus Selch Larsen,DEP-XPLORA HOLDING ApS,SÃ¸ren WÃ¦ber,180.0,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,-180.0,-180.0,-180.0,2016-12-31,2016-01-01,false,false,46481009.0,false,false,Ingen bistand,urn:ofk:oid:23994172,indberetninger-20180424,2.5949414,34456429.0,,2018-03-28T13:08:31.668Z,2017-05-30T17:45:33.910Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-20-MJ,2017-05-30T17:45:34.089Z,,,,,,,,,,,,,,,
34456429,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2VkL2Q5LzhkL2U3ZTAtNDU3My05NmQzLTQ2YWMwNGY3NDA1Nw.xhtml,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzQyLzg1L2RjLzNhMzctNDM3Zi04OTNiLTllYTZiMmZhNmEwNg.pdf,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzJjL2U3Lzc1L2I4MWMtNDhjMS1iYTc3LTQ4N2IwMGVhNmE5Nw.xml,true,Lejre,4320.0,4.0,Birkevej,3480 Fredensborg,Fiskedamsvej 3,Regnskabsklasse B,2017-05-30,2017-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og med 1. juli 2012 ligeledes for de eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>",,34456429.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Selch Larsen,Claus Selch Larsen,DEP-XPLORA HOLDING ApS,SÃ¸ren WÃ¦ber,,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,46481009.0,false,false,Ingen bistand,urn:ofk:oid:23994172,indberetninger-20180424,2.5949414,34456429.0,,2018-03-28T13:08:31.668Z,2017-05-30T17:45:33.910Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-20-MJ,2017-05-30T17:45:34.089Z,,,,,,,,,,,,,,,
34456429,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2VkL2Q5LzhkL2U3ZTAtNDU3My05NmQzLTQ2YWMwNGY3NDA1Nw.xhtml,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzQyLzg1L2RjLzNhMzctNDM3Zi04OTNiLTllYTZiMmZhNmEwNg.pdf,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzJjL2U3Lzc1L2I4MWMtNDhjMS1iYTc3LTQ4N2IwMGVhNmE5Nw.xml,true,Lejre,4320.0,4.0,Birkevej,3480 Fredensborg,Fiskedamsvej 3,Regnskabsklasse B,2017-05-30,2017-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og med 1. juli 2012 ligeledes for de eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>",,34456429.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Selch Larsen,Claus Selch Larsen,DEP-XPLORA HOLDING ApS,SÃ¸ren WÃ¦ber,,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,-180.0,,,2016-12-31,2016-01-01,false,false,46481009.0,false,false,Ingen bistand,urn:ofk:oid:23994172,indberetninger-20180424,2.5949414,34456429.0,,2018-03-28T13:08:31.668Z,2017-05-30T17:45:33.910Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-20-MJ,2017-05-30T17:45:34.089Z,,,,,,,,,,,,,,,
34456429,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2IwL2VkL2Q5LzhkL2U3ZTAtNDU3My05NmQzLTQ2YWMwNGY3NDA1Nw.xhtml,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzQyLzg1L2RjLzNhMzctNDM3Zi04OTNiLTllYTZiMmZhNmEwNg.pdf,http://regnskaber.virk.dk/92465443/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzJjL2U3Lzc1L2I4MWMtNDhjMS1iYTc3LTQ4N2IwMGVhNmE5Nw.xml,true,Lejre,4320.0,4.0,Birkevej,3480 Fredensborg,Fiskedamsvej 3,Regnskabsklasse B,2017-05-30,2017-05-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er administrationsselskab i en dansk sambeskatning. Selskabet hÃ¦fter derfor i henhold til selskabsskattelovens regler herom fra og med regnskabsÃ¥ret 2013 for indkomstskatter mv. for de sambeskattede selskaber og fra og med 1. juli 2012 ligeledes for de eventuelle forpligtelser til at indeholde kildeskat pÃ¥ renter, royalties og udbytter for de sambeskattede selskaber.</p>",,34456429.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Selch Larsen,Claus Selch Larsen,DEP-XPLORA HOLDING ApS,SÃ¸ren WÃ¦ber,,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,-180.0,,,2016-12-31,2016-01-01,false,false,46481009.0,false,false,Ingen bistand,urn:ofk:oid:23994172,indberetninger-20180424,2.5949414,34456429.0,,2018-03-28T13:08:31.668Z,2017-05-30T17:45:33.910Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-20-MJ,2017-05-30T17:45:34.089Z,,,,,,,,,,,,,,,
