entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherInvestmentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividend,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29515395,2013-10-01,2014-09-30,ID_10,,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAxLzgyLzk4LzUwZmQtNDE0Ni04ZWQyLTFlMWFiYjZmMzBmMg.pdf,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzg0L2FjL2QxLzg3NGYtNGQ0Ni1hODNkLWFlYzdmNWQyODU5OQ.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-12-07,2006-04-20,2015-12-16,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Odense, den 7. december 2015",-100000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2015-09-30,2014-10-01,2015-12-07,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21872075,indberetninger-20180424,2.5116906,29515395.0,,2018-03-28T15:38:50.006Z,2016-01-08T08:31:43.901Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-08-JQ,2016-01-08T08:31:44.056Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2013-10-01,2014-09-30,ID_12,,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAxLzgyLzk4LzUwZmQtNDE0Ni04ZWQyLTFlMWFiYjZmMzBmMg.pdf,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzg0L2FjL2QxLzg3NGYtNGQ0Ni1hODNkLWFlYzdmNWQyODU5OQ.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-12-07,2006-04-20,2015-12-16,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Odense, den 7. december 2015",466335.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2015-09-30,2014-10-01,2015-12-07,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21872075,indberetninger-20180424,2.5116906,29515395.0,,2018-03-28T15:38:50.006Z,2016-01-08T08:31:43.901Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-08-JQ,2016-01-08T08:31:44.056Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2013-10-01,2014-09-30,ID_14,,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAxLzgyLzk4LzUwZmQtNDE0Ni04ZWQyLTFlMWFiYjZmMzBmMg.pdf,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzg0L2FjL2QxLzg3NGYtNGQ0Ni1hODNkLWFlYzdmNWQyODU5OQ.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-12-07,2006-04-20,2015-12-16,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Odense, den 7. december 2015",29850.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2015-09-30,2014-10-01,2015-12-07,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21872075,indberetninger-20180424,2.5116906,29515395.0,,2018-03-28T15:38:50.006Z,2016-01-08T08:31:43.901Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-08-JQ,2016-01-08T08:31:44.056Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2013-10-01,2014-09-30,ID_16,,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAxLzgyLzk4LzUwZmQtNDE0Ni04ZWQyLTFlMWFiYjZmMzBmMg.pdf,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzg0L2FjL2QxLzg3NGYtNGQ0Ni1hODNkLWFlYzdmNWQyODU5OQ.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-12-07,2006-04-20,2015-12-16,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Odense, den 7. december 2015",396185.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2015-09-30,2014-10-01,2015-12-07,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21872075,indberetninger-20180424,2.5116906,29515395.0,,2018-03-28T15:38:50.006Z,2016-01-08T08:31:43.901Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-08-JQ,2016-01-08T08:31:44.056Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2013-10-01,2014-09-30,ID_8,,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAxLzgyLzk4LzUwZmQtNDE0Ni04ZWQyLTFlMWFiYjZmMzBmMg.pdf,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzg0L2FjL2QxLzg3NGYtNGQ0Ni1hODNkLWFlYzdmNWQyODU5OQ.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-12-07,2006-04-20,2015-12-16,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Odense, den 7. december 2015",-396185.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2015-09-30,2014-10-01,2015-12-07,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21872075,indberetninger-20180424,2.5116906,29515395.0,,2018-03-28T15:38:50.006Z,2016-01-08T08:31:43.901Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-08-JQ,2016-01-08T08:31:44.056Z,231158.0,271629.0,-466335.0,69066.0,121377.0,-373553.0,40471.0,22632.0,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2014-09-30,2014-09-30,ID_18,,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAxLzgyLzk4LzUwZmQtNDE0Ni04ZWQyLTFlMWFiYjZmMzBmMg.pdf,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzg0L2FjL2QxLzg3NGYtNGQ0Ni1hODNkLWFlYzdmNWQyODU5OQ.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-12-07,2006-04-20,2015-12-16,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Odense, den 7. december 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2015-09-30,2014-10-01,2015-12-07,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21872075,indberetninger-20180424,2.5116906,29515395.0,,2018-03-28T15:38:50.006Z,2016-01-08T08:31:43.901Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-08-JQ,2016-01-08T08:31:44.056Z,,,,,,,,,4739503.0,5066.0,125000.0,2339195.0,70437.0,3137305.0,4739503.0,1602198.0,2388176.0,2388176.0,2400308.0,12132.0,57787.0,12132.0,100000.0,340422.0,2671883.0,1602198.0,1322216.0,37000.0,2334129.0,2263692.0,85195.0,0.0,
29515395,2014-10-01,2015-09-30,ID_0,,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAxLzgyLzk4LzUwZmQtNDE0Ni04ZWQyLTFlMWFiYjZmMzBmMg.pdf,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzg0L2FjL2QxLzg3NGYtNGQ0Ni1hODNkLWFlYzdmNWQyODU5OQ.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-12-07,2006-04-20,2015-12-16,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Odense, den 7. december 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2015-09-30,2014-10-01,2015-12-07,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21872075,indberetninger-20180424,2.5116906,29515395.0,,2018-03-28T15:38:50.006Z,2016-01-08T08:31:43.901Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-08-JQ,2016-01-08T08:31:44.056Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2014-10-01,2015-09-30,ID_1,,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAxLzgyLzk4LzUwZmQtNDE0Ni04ZWQyLTFlMWFiYjZmMzBmMg.pdf,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzg0L2FjL2QxLzg3NGYtNGQ0Ni1hODNkLWFlYzdmNWQyODU5OQ.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-12-07,2006-04-20,2015-12-16,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Odense, den 7. december 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2015-09-30,2014-10-01,2015-12-07,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21872075,indberetninger-20180424,2.5116906,29515395.0,,2018-03-28T15:38:50.006Z,2016-01-08T08:31:43.901Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-08-JQ,2016-01-08T08:31:44.056Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2014-10-01,2015-09-30,ID_11,,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAxLzgyLzk4LzUwZmQtNDE0Ni04ZWQyLTFlMWFiYjZmMzBmMg.pdf,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzg0L2FjL2QxLzg3NGYtNGQ0Ni1hODNkLWFlYzdmNWQyODU5OQ.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-12-07,2006-04-20,2015-12-16,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Odense, den 7. december 2015",339891.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2015-09-30,2014-10-01,2015-12-07,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21872075,indberetninger-20180424,2.5116906,29515395.0,,2018-03-28T15:38:50.006Z,2016-01-08T08:31:43.901Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-08-JQ,2016-01-08T08:31:44.056Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2014-10-01,2015-09-30,ID_13,,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzAxLzgyLzk4LzUwZmQtNDE0Ni04ZWQyLTFlMWFiYjZmMzBmMg.pdf,http://regnskaber.virk.dk/59351592/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzg0L2FjL2QxLzg3NGYtNGQ0Ni1hODNkLWFlYzdmNWQyODU5OQ.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-12-07,2006-04-20,2015-12-16,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,"ANKER HÃST, registreret revisionsaktieselskab","Odense, den 7. december 2015",13045.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2015-09-30,2014-10-01,2015-12-07,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21872075,indberetninger-20180424,2.5116906,29515395.0,,2018-03-28T15:38:50.006Z,2016-01-08T08:31:43.901Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-08-JQ,2016-01-08T08:31:44.056Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
