entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherInvestmentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividend,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
29515395,2012-10-01,2013-09-30,ID_10,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8vcGRmcy8yOTUxNTM5NTtBcFMzNzIwMDI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDIwN18xMDAzMTdfNDQz.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-12,2006-04-20,2014-12-15,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,ANKER HÃST registreret revisionsaktieselskab,"Odense, den 12. december 2014",-100000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2014-09-30,2013-10-01,2014-12-12,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17554438,indberetninger-20180424,2.5122662,29515395.0,,2018-03-30T10:41:29.645Z,2015-02-07T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-364.131,2015-02-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2012-10-01,2013-09-30,ID_12,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8vcGRmcy8yOTUxNTM5NTtBcFMzNzIwMDI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDIwN18xMDAzMTdfNDQz.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-12,2006-04-20,2014-12-15,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,ANKER HÃST registreret revisionsaktieselskab,"Odense, den 12. december 2014",-43237.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2014-09-30,2013-10-01,2014-12-12,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17554438,indberetninger-20180424,2.5122662,29515395.0,,2018-03-30T10:41:29.645Z,2015-02-07T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-364.131,2015-02-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2012-10-01,2013-09-30,ID_14,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8vcGRmcy8yOTUxNTM5NTtBcFMzNzIwMDI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDIwN18xMDAzMTdfNDQz.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-12,2006-04-20,2014-12-15,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,ANKER HÃST registreret revisionsaktieselskab,"Odense, den 12. december 2014",65752.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2014-09-30,2013-10-01,2014-12-12,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17554438,indberetninger-20180424,2.5122662,29515395.0,,2018-03-30T10:41:29.645Z,2015-02-07T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-364.131,2015-02-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2012-10-01,2013-09-30,ID_16,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8vcGRmcy8yOTUxNTM5NTtBcFMzNzIwMDI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDIwN18xMDAzMTdfNDQz.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-12,2006-04-20,2014-12-15,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,ANKER HÃST registreret revisionsaktieselskab,"Odense, den 12. december 2014",-77485.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2014-09-30,2013-10-01,2014-12-12,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17554438,indberetninger-20180424,2.5122662,29515395.0,,2018-03-30T10:41:29.645Z,2015-02-07T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-364.131,2015-02-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2012-10-01,2013-09-30,ID_8,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8vcGRmcy8yOTUxNTM5NTtBcFMzNzIwMDI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDIwN18xMDAzMTdfNDQz.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-12,2006-04-20,2014-12-15,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,ANKER HÃST registreret revisionsaktieselskab,"Odense, den 12. december 2014",77485.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2014-09-30,2013-10-01,2014-12-12,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17554438,indberetninger-20180424,2.5122662,29515395.0,,2018-03-30T10:41:29.645Z,2015-02-07T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-364.131,2015-02-07T23:00:00.000Z,241706.0,250884.0,43327.0,67488.0,108016.0,93033.0,9178.0,15548.0,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2013-09-30,2013-09-30,ID_18,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8vcGRmcy8yOTUxNTM5NTtBcFMzNzIwMDI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDIwN18xMDAzMTdfNDQz.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-12,2006-04-20,2014-12-15,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,ANKER HÃST registreret revisionsaktieselskab,"Odense, den 12. december 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2014-09-30,2013-10-01,2014-12-12,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17554438,indberetninger-20180424,2.5122662,29515395.0,,2018-03-30T10:41:29.645Z,2015-02-07T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-364.131,2015-02-07T23:00:00.000Z,,,,,,,,,5313126.0,5731.0,125000.0,2449015.0,0.0,3633489.0,5313126.0,1679637.0,2854511.0,2854511.0,2864111.0,9600.0,52823.0,9600.0,100000.0,806757.0,2701732.0,1679637.0,1443320.0,0.0,2443284.0,2443284.0,83494.0,
29515395,2013-10-01,2014-09-30,ID_0,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8vcGRmcy8yOTUxNTM5NTtBcFMzNzIwMDI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDIwN18xMDAzMTdfNDQz.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-12,2006-04-20,2014-12-15,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,ANKER HÃST registreret revisionsaktieselskab,"Odense, den 12. december 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2014-09-30,2013-10-01,2014-12-12,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17554438,indberetninger-20180424,2.5122662,29515395.0,,2018-03-30T10:41:29.645Z,2015-02-07T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-364.131,2015-02-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2013-10-01,2014-09-30,ID_1,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8vcGRmcy8yOTUxNTM5NTtBcFMzNzIwMDI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDIwN18xMDAzMTdfNDQz.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-12,2006-04-20,2014-12-15,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,ANKER HÃST registreret revisionsaktieselskab,"Odense, den 12. december 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2014-09-30,2013-10-01,2014-12-12,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17554438,indberetninger-20180424,2.5122662,29515395.0,,2018-03-30T10:41:29.645Z,2015-02-07T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-364.131,2015-02-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2013-10-01,2014-09-30,ID_11,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8vcGRmcy8yOTUxNTM5NTtBcFMzNzIwMDI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDIwN18xMDAzMTdfNDQz.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-12,2006-04-20,2014-12-15,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,ANKER HÃST registreret revisionsaktieselskab,"Odense, den 12. december 2014",466335.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2014-09-30,2013-10-01,2014-12-12,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17554438,indberetninger-20180424,2.5122662,29515395.0,,2018-03-30T10:41:29.645Z,2015-02-07T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-364.131,2015-02-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29515395,2013-10-01,2014-09-30,ID_13,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8vcGRmcy8yOTUxNTM5NTtBcFMzNzIwMDI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/59351592/Y3ZyLmRrOi8veGJybHMvWC03QUYyNDU5RC0yMDE1MDIwN18xMDAzMTdfNDQz.xml,"7400, Herning",Ãstergade 12,Til kapitalejerne i MBBK Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2014-12-12,2006-04-20,2014-12-15,29515395.0,31626536.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for MBBK Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kjeld Christoffersen,MBBK Holding ApS,ANKER HÃST registreret revisionsaktieselskab,"Odense, den 12. december 2014",29850.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Odense, 461",2014-09-30,2013-10-01,2014-12-12,Herning,66163230.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:17554438,indberetninger-20180424,2.5122662,29515395.0,,2018-03-30T10:41:29.645Z,2015-02-07T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-364.131,2015-02-07T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
