entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,NameOfAuditFirm
14244573,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2YxLzM1LzdlLzZmNDYtNDJlMS05NDE0LTI5Zjc2MTdmOWQ4YQ.xhtml,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2VmL2I3LzZkL2U2ZDktNDg2NC05OWE4LTk0YmE0MjA2ZmI1MQ.pdf,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0Lzc3L2ZjL2ZiL2QxNjAtNDVhZS1hNTQzLTVkNTkxYTkyOTI3Mw.xml,Danmark,DK,Ringsted,8.0,Sct Bendtsgade,Ringsted,4100.0,10.0,Teglovnsvej,4100 Ringsted,Sct. Bendtsgade 8,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-13,2015-05-12,Statsautoriseret revior,19400.0,62646.0,-19400.0,16839736.0,14244573.0,1001169492.0,89711.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãhauge Pedersen,Eva-Marie Wilken,Eva-Marie Wilken,Sydbank,EVA-MARIE FINANS ApS,Revisionsfirmaet Carsten Ãhauge A/S,7665.0,Ringsted,2013-01-01,2013-12-31,50978.0,62646.0,-19400.0,2014-12-31,2014-01-01,2015-04-13,Ringsted,11668.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5235520,indberetninger-20180424,2.5949402000000004,14244573.0,,2018-03-30T10:58:23.424Z,2015-05-13T10:57:28.789Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-22-PW,2015-05-13T10:57:28.874Z,,,,,,,,,,,,,,,,,,,,
14244573,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2YxLzM1LzdlLzZmNDYtNDJlMS05NDE0LTI5Zjc2MTdmOWQ4YQ.xhtml,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2VmL2I3LzZkL2U2ZDktNDg2NC05OWE4LTk0YmE0MjA2ZmI1MQ.pdf,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0Lzc3L2ZjL2ZiL2QxNjAtNDVhZS1hNTQzLTVkNTkxYTkyOTI3Mw.xml,Danmark,DK,Ringsted,8.0,Sct Bendtsgade,Ringsted,4100.0,10.0,Teglovnsvej,4100 Ringsted,Sct. Bendtsgade 8,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-13,2015-05-12,Statsautoriseret revior,,,,16839736.0,14244573.0,1001169492.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãhauge Pedersen,Eva-Marie Wilken,Eva-Marie Wilken,Sydbank,EVA-MARIE FINANS ApS,Revisionsfirmaet Carsten Ãhauge A/S,,Ringsted,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,2015-04-13,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5235520,indberetninger-20180424,2.5949402000000004,14244573.0,,2018-03-30T10:58:23.424Z,2015-05-13T10:57:28.789Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-22-PW,2015-05-13T10:57:28.874Z,,,,,,,,,,,,,,,,,,,,
14244573,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2YxLzM1LzdlLzZmNDYtNDJlMS05NDE0LTI5Zjc2MTdmOWQ4YQ.xhtml,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2VmL2I3LzZkL2U2ZDktNDg2NC05OWE4LTk0YmE0MjA2ZmI1MQ.pdf,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0Lzc3L2ZjL2ZiL2QxNjAtNDVhZS1hNTQzLTVkNTkxYTkyOTI3Mw.xml,Danmark,DK,Ringsted,8.0,Sct Bendtsgade,Ringsted,4100.0,10.0,Teglovnsvej,4100 Ringsted,Sct. Bendtsgade 8,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-13,2015-05-12,Statsautoriseret revior,,,,16839736.0,14244573.0,1001169492.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãhauge Pedersen,Eva-Marie Wilken,Eva-Marie Wilken,Sydbank,EVA-MARIE FINANS ApS,Revisionsfirmaet Carsten Ãhauge A/S,,Ringsted,2013-01-01,2013-12-31,50978.0,,,2014-12-31,2014-01-01,2015-04-13,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5235520,indberetninger-20180424,2.5949402000000004,14244573.0,,2018-03-30T10:58:23.424Z,2015-05-13T10:57:28.789Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-22-PW,2015-05-13T10:57:28.874Z,,,,,,,,,,,,,,,,,,,,
14244573,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2YxLzM1LzdlLzZmNDYtNDJlMS05NDE0LTI5Zjc2MTdmOWQ4YQ.xhtml,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2VmL2I3LzZkL2U2ZDktNDg2NC05OWE4LTk0YmE0MjA2ZmI1MQ.pdf,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0Lzc3L2ZjL2ZiL2QxNjAtNDVhZS1hNTQzLTVkNTkxYTkyOTI3Mw.xml,Danmark,DK,Ringsted,8.0,Sct Bendtsgade,Ringsted,4100.0,10.0,Teglovnsvej,4100 Ringsted,Sct. Bendtsgade 8,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-13,2015-05-12,Statsautoriseret revior,,,,16839736.0,14244573.0,1001169492.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãhauge Pedersen,Eva-Marie Wilken,Eva-Marie Wilken,Sydbank,EVA-MARIE FINANS ApS,Revisionsfirmaet Carsten Ãhauge A/S,,Ringsted,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-13,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5235520,indberetninger-20180424,2.5949402000000004,14244573.0,,2018-03-30T10:58:23.424Z,2015-05-13T10:57:28.789Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-22-PW,2015-05-13T10:57:28.874Z,948385.0,0.0,125000.0,0.0,0.0,734045.0,948385.0,214340.0,948385.0,948385.0,948385.0,197018.0,0.0,609045.0,214340.0,9913.0,0.0,7409.0,0.0,
14244573,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2YxLzM1LzdlLzZmNDYtNDJlMS05NDE0LTI5Zjc2MTdmOWQ4YQ.xhtml,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2VmL2I3LzZkL2U2ZDktNDg2NC05OWE4LTk0YmE0MjA2ZmI1MQ.pdf,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0Lzc3L2ZjL2ZiL2QxNjAtNDVhZS1hNTQzLTVkNTkxYTkyOTI3Mw.xml,Danmark,DK,Ringsted,8.0,Sct Bendtsgade,Ringsted,4100.0,10.0,Teglovnsvej,4100 Ringsted,Sct. Bendtsgade 8,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-13,2015-05-12,Statsautoriseret revior,19934.0,141103.0,-19934.0,16839736.0,14244573.0,1001169492.0,168348.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãhauge Pedersen,Eva-Marie Wilken,Eva-Marie Wilken,Sydbank,EVA-MARIE FINANS ApS,Revisionsfirmaet Carsten Ãhauge A/S,7311.0,Ringsted,2013-01-01,2013-12-31,101163.0,141103.0,-19934.0,2014-12-31,2014-01-01,2015-04-13,Ringsted,39940.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5235520,indberetninger-20180424,2.5949402000000004,14244573.0,,2018-03-30T10:58:23.424Z,2015-05-13T10:57:28.789Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-22-PW,2015-05-13T10:57:28.874Z,,,,,,,,,,,,,,,,,,,,
14244573,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2YxLzM1LzdlLzZmNDYtNDJlMS05NDE0LTI5Zjc2MTdmOWQ4YQ.xhtml,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2VmL2I3LzZkL2U2ZDktNDg2NC05OWE4LTk0YmE0MjA2ZmI1MQ.pdf,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0Lzc3L2ZjL2ZiL2QxNjAtNDVhZS1hNTQzLTVkNTkxYTkyOTI3Mw.xml,Danmark,DK,Ringsted,8.0,Sct Bendtsgade,Ringsted,4100.0,10.0,Teglovnsvej,4100 Ringsted,Sct. Bendtsgade 8,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-13,2015-05-12,Statsautoriseret revior,,,,16839736.0,14244573.0,1001169492.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãhauge Pedersen,Eva-Marie Wilken,Eva-Marie Wilken,Sydbank,EVA-MARIE FINANS ApS,Revisionsfirmaet Carsten Ãhauge A/S,,Ringsted,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-13,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5235520,indberetninger-20180424,2.5949402000000004,14244573.0,,2018-03-30T10:58:23.424Z,2015-05-13T10:57:28.789Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-22-PW,2015-05-13T10:57:28.874Z,,,,,,,,,,,,,,,,,,,,REVISIONSFIRMAET CARSTEN ÃHAUGE STATSAUT. REVISIONSAKTIESELSKAB
14244573,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2YxLzM1LzdlLzZmNDYtNDJlMS05NDE0LTI5Zjc2MTdmOWQ4YQ.xhtml,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2VmL2I3LzZkL2U2ZDktNDg2NC05OWE4LTk0YmE0MjA2ZmI1MQ.pdf,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0Lzc3L2ZjL2ZiL2QxNjAtNDVhZS1hNTQzLTVkNTkxYTkyOTI3Mw.xml,Danmark,DK,Ringsted,8.0,Sct Bendtsgade,Ringsted,4100.0,10.0,Teglovnsvej,4100 Ringsted,Sct. Bendtsgade 8,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-13,2015-05-12,Statsautoriseret revior,,,,16839736.0,14244573.0,1001169492.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãhauge Pedersen,Eva-Marie Wilken,Eva-Marie Wilken,Sydbank,EVA-MARIE FINANS ApS,Revisionsfirmaet Carsten Ãhauge A/S,,Ringsted,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-13,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5235520,indberetninger-20180424,2.5949402000000004,14244573.0,,2018-03-30T10:58:23.424Z,2015-05-13T10:57:28.789Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-22-PW,2015-05-13T10:57:28.874Z,,,,,,,,,,,,,,,,,,,,
14244573,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2YxLzM1LzdlLzZmNDYtNDJlMS05NDE0LTI5Zjc2MTdmOWQ4YQ.xhtml,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2VmL2I3LzZkL2U2ZDktNDg2NC05OWE4LTk0YmE0MjA2ZmI1MQ.pdf,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0Lzc3L2ZjL2ZiL2QxNjAtNDVhZS1hNTQzLTVkNTkxYTkyOTI3Mw.xml,Danmark,DK,Ringsted,8.0,Sct Bendtsgade,Ringsted,4100.0,10.0,Teglovnsvej,4100 Ringsted,Sct. Bendtsgade 8,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-13,2015-05-12,Statsautoriseret revior,,,,16839736.0,14244573.0,1001169492.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãhauge Pedersen,Eva-Marie Wilken,Eva-Marie Wilken,Sydbank,EVA-MARIE FINANS ApS,Revisionsfirmaet Carsten Ãhauge A/S,,Ringsted,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,2015-04-13,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5235520,indberetninger-20180424,2.5949402000000004,14244573.0,,2018-03-30T10:58:23.424Z,2015-05-13T10:57:28.789Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-22-PW,2015-05-13T10:57:28.874Z,,,,,,,,,,,,,,,,,,,,
14244573,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2YxLzM1LzdlLzZmNDYtNDJlMS05NDE0LTI5Zjc2MTdmOWQ4YQ.xhtml,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2VmL2I3LzZkL2U2ZDktNDg2NC05OWE4LTk0YmE0MjA2ZmI1MQ.pdf,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0Lzc3L2ZjL2ZiL2QxNjAtNDVhZS1hNTQzLTVkNTkxYTkyOTI3Mw.xml,Danmark,DK,Ringsted,8.0,Sct Bendtsgade,Ringsted,4100.0,10.0,Teglovnsvej,4100 Ringsted,Sct. Bendtsgade 8,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-13,2015-05-12,Statsautoriseret revior,,,,16839736.0,14244573.0,1001169492.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãhauge Pedersen,Eva-Marie Wilken,Eva-Marie Wilken,Sydbank,EVA-MARIE FINANS ApS,Revisionsfirmaet Carsten Ãhauge A/S,,Ringsted,2013-01-01,2013-12-31,101163.0,,,2014-12-31,2014-01-01,2015-04-13,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5235520,indberetninger-20180424,2.5949402000000004,14244573.0,,2018-03-30T10:58:23.424Z,2015-05-13T10:57:28.789Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-22-PW,2015-05-13T10:57:28.874Z,,,,,,,,,,,,,,,,,,,,
14244573,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2L2YxLzM1LzdlLzZmNDYtNDJlMS05NDE0LTI5Zjc2MTdmOWQ4YQ.xhtml,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2VmL2I3LzZkL2U2ZDktNDg2NC05OWE4LTk0YmE0MjA2ZmI1MQ.pdf,http://regnskaber.virk.dk/37544241/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0Lzc3L2ZjL2ZiL2QxNjAtNDVhZS1hNTQzLTVkNTkxYTkyOTI3Mw.xml,Danmark,DK,Ringsted,8.0,Sct Bendtsgade,Ringsted,4100.0,10.0,Teglovnsvej,4100 Ringsted,Sct. Bendtsgade 8,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-04-13,2015-05-12,Statsautoriseret revior,,,,16839736.0,14244573.0,1001169492.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãhauge Pedersen,Eva-Marie Wilken,Eva-Marie Wilken,Sydbank,EVA-MARIE FINANS ApS,Revisionsfirmaet Carsten Ãhauge A/S,,Ringsted,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-04-13,Ringsted,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5235520,indberetninger-20180424,2.5949402000000004,14244573.0,,2018-03-30T10:58:23.424Z,2015-05-13T10:57:28.789Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-22-PW,2015-05-13T10:57:28.874Z,1055824.0,78933.0,125000.0,82288.0,3355.0,835208.0,1055824.0,220616.0,973536.0,973536.0,973536.0,201202.0,0.0,710208.0,220616.0,0.0,3355.0,19414.0,0.0,
