entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmployeeBenefitsExpense,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermInvestmentsAndReceivables,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherFinanceIncome,OtherLongtermInvestments,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,NameAndSurnameOfMemberOfSupervisoryBoard
55814511,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8vcGRmcy81NTgxNDUxMTtBL1MzMjYzMDsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8veGJybHMvWC1COUJEQTAwNi0yMDE1MDMxMF8xMTM4MTBfMjAz.xml,Frederiksberg C,1920.0,15.0,Forchhammersvej,2770 Kastrup,"fuglebÃ¦kvej 2C,1",Regnskabsklasse B,2015-02-24,2015-03-03,25439.0,18655.0,1944.0,55817519.0,20525.0,55814511.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,539907.0,JÃ¸rgen Roager,Peter Christian Toft,Nordea A/S,A/S MÃENS STENMINER,exacta Revision ApS,539907.0,6858.0,539907.0,Frederiksberg,2013-01-01,2013-12-31,1944.0,1944.0,-4914.0,2014-12-31,2014-01-01,39180.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,55817219.0,Ingen bistand,urn:ofk:oid:21052846,indberetninger-20180424,2.5117154,55814511.0,,2018-03-30T16:25:10.803Z,2015-03-10T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.409,2015-03-10T23:00:00.000Z,,,,,,,,,,,,
55814511,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8vcGRmcy81NTgxNDUxMTtBL1MzMjYzMDsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8veGJybHMvWC1COUJEQTAwNi0yMDE1MDMxMF8xMTM4MTBfMjAz.xml,Frederiksberg C,1920.0,15.0,Forchhammersvej,2770 Kastrup,"fuglebÃ¦kvej 2C,1",Regnskabsklasse B,2015-02-24,2015-03-03,,,,55817519.0,,55814511.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,539907.0,JÃ¸rgen Roager,Peter Christian Toft,Nordea A/S,A/S MÃENS STENMINER,exacta Revision ApS,539907.0,,539907.0,Frederiksberg,2013-01-01,2013-12-31,90000.0,,,2014-12-31,2014-01-01,39180.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,55817219.0,Ingen bistand,urn:ofk:oid:21052846,indberetninger-20180424,2.5117154,55814511.0,,2018-03-30T16:25:10.803Z,2015-03-10T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.409,2015-03-10T23:00:00.000Z,,,,,,,,,,,,
55814511,2013-01-01,2013-12-31,c9,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8vcGRmcy81NTgxNDUxMTtBL1MzMjYzMDsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8veGJybHMvWC1COUJEQTAwNi0yMDE1MDMxMF8xMTM4MTBfMjAz.xml,Frederiksberg C,1920.0,15.0,Forchhammersvej,2770 Kastrup,"fuglebÃ¦kvej 2C,1",Regnskabsklasse B,2015-02-24,2015-03-03,,,,55817519.0,,55814511.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,539907.0,JÃ¸rgen Roager,Peter Christian Toft,Nordea A/S,A/S MÃENS STENMINER,exacta Revision ApS,539907.0,,539907.0,Frederiksberg,2013-01-01,2013-12-31,-88056.0,,,2014-12-31,2014-01-01,39180.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,55817219.0,Ingen bistand,urn:ofk:oid:21052846,indberetninger-20180424,2.5117154,55814511.0,,2018-03-30T16:25:10.803Z,2015-03-10T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.409,2015-03-10T23:00:00.000Z,,,,,,,,,,,,
55814511,2013-12-31,2013-12-31,c11,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8vcGRmcy81NTgxNDUxMTtBL1MzMjYzMDsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8veGJybHMvWC1COUJEQTAwNi0yMDE1MDMxMF8xMTM4MTBfMjAz.xml,Frederiksberg C,1920.0,15.0,Forchhammersvej,2770 Kastrup,"fuglebÃ¦kvej 2C,1",Regnskabsklasse B,2015-02-24,2015-03-03,,,,55817519.0,,55814511.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,539907.0,JÃ¸rgen Roager,Peter Christian Toft,Nordea A/S,A/S MÃENS STENMINER,exacta Revision ApS,539907.0,,539907.0,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,39180.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,55817219.0,Ingen bistand,urn:ofk:oid:21052846,indberetninger-20180424,2.5117154,55814511.0,,2018-03-30T16:25:10.803Z,2015-03-10T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.409,2015-03-10T23:00:00.000Z,972471.0,972471.0,500000.0,972471.0,964471.0,972471.0,8000.0,8000.0,90000.0,374471.0,8000.0,
55814511,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8vcGRmcy81NTgxNDUxMTtBL1MzMjYzMDsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8veGJybHMvWC1COUJEQTAwNi0yMDE1MDMxMF8xMTM4MTBfMjAz.xml,Frederiksberg C,1920.0,15.0,Forchhammersvej,2770 Kastrup,"fuglebÃ¦kvej 2C,1",Regnskabsklasse B,2015-02-24,2015-03-03,15093.0,132038.0,-103610.0,55817519.0,-132038.0,55814511.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,539907.0,JÃ¸rgen Roager,Peter Christian Toft,Nordea A/S,A/S MÃENS STENMINER,exacta Revision ApS,539907.0,43521.0,539907.0,Frederiksberg,2013-01-01,2013-12-31,-103610.0,-103610.0,-147131.0,2014-12-31,2014-01-01,39180.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,55817219.0,Ingen bistand,urn:ofk:oid:21052846,indberetninger-20180424,2.5117154,55814511.0,,2018-03-30T16:25:10.803Z,2015-03-10T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.409,2015-03-10T23:00:00.000Z,,,,,,,,,,,,
55814511,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8vcGRmcy81NTgxNDUxMTtBL1MzMjYzMDsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8veGJybHMvWC1COUJEQTAwNi0yMDE1MDMxMF8xMTM4MTBfMjAz.xml,Frederiksberg C,1920.0,15.0,Forchhammersvej,2770 Kastrup,"fuglebÃ¦kvej 2C,1",Regnskabsklasse B,2015-02-24,2015-03-03,,,,55817519.0,,55814511.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,539907.0,JÃ¸rgen Roager,Peter Christian Toft,Nordea A/S,A/S MÃENS STENMINER,exacta Revision ApS,539907.0,,539907.0,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,39180.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,55817219.0,Ingen bistand,urn:ofk:oid:21052846,indberetninger-20180424,2.5117154,55814511.0,,2018-03-30T16:25:10.803Z,2015-03-10T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.409,2015-03-10T23:00:00.000Z,,,,,,,,,,,,
55814511,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8vcGRmcy81NTgxNDUxMTtBL1MzMjYzMDsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8veGJybHMvWC1COUJEQTAwNi0yMDE1MDMxMF8xMTM4MTBfMjAz.xml,Frederiksberg C,1920.0,15.0,Forchhammersvej,2770 Kastrup,"fuglebÃ¦kvej 2C,1",Regnskabsklasse B,2015-02-24,2015-03-03,,,,55817519.0,,55814511.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,539907.0,JÃ¸rgen Roager,Peter Christian Toft,Nordea A/S,A/S MÃENS STENMINER,exacta Revision ApS,539907.0,,539907.0,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,39180.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,55817219.0,Ingen bistand,urn:ofk:oid:21052846,indberetninger-20180424,2.5117154,55814511.0,,2018-03-30T16:25:10.803Z,2015-03-10T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.409,2015-03-10T23:00:00.000Z,,,,,,,,,,,,Ingelis Katrine Toft
55814511,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8vcGRmcy81NTgxNDUxMTtBL1MzMjYzMDsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8veGJybHMvWC1COUJEQTAwNi0yMDE1MDMxMF8xMTM4MTBfMjAz.xml,Frederiksberg C,1920.0,15.0,Forchhammersvej,2770 Kastrup,"fuglebÃ¦kvej 2C,1",Regnskabsklasse B,2015-02-24,2015-03-03,,,,55817519.0,,55814511.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,539907.0,JÃ¸rgen Roager,Peter Christian Toft,Nordea A/S,A/S MÃENS STENMINER,exacta Revision ApS,539907.0,,539907.0,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,39180.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,55817219.0,Ingen bistand,urn:ofk:oid:21052846,indberetninger-20180424,2.5117154,55814511.0,,2018-03-30T16:25:10.803Z,2015-03-10T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.409,2015-03-10T23:00:00.000Z,,,,,,,,,,,,Peter Toft
55814511,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8vcGRmcy81NTgxNDUxMTtBL1MzMjYzMDsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8veGJybHMvWC1COUJEQTAwNi0yMDE1MDMxMF8xMTM4MTBfMjAz.xml,Frederiksberg C,1920.0,15.0,Forchhammersvej,2770 Kastrup,"fuglebÃ¦kvej 2C,1",Regnskabsklasse B,2015-02-24,2015-03-03,,,,55817519.0,,55814511.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,539907.0,JÃ¸rgen Roager,Peter Christian Toft,Nordea A/S,A/S MÃENS STENMINER,exacta Revision ApS,539907.0,,539907.0,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,39180.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,55817219.0,Ingen bistand,urn:ofk:oid:21052846,indberetninger-20180424,2.5117154,55814511.0,,2018-03-30T16:25:10.803Z,2015-03-10T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.409,2015-03-10T23:00:00.000Z,,,,,,,,,,,,Charlotte Anna Germaine Fournais
55814511,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8vcGRmcy81NTgxNDUxMTtBL1MzMjYzMDsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/11541855/Y3ZyLmRrOi8veGJybHMvWC1COUJEQTAwNi0yMDE1MDMxMF8xMTM4MTBfMjAz.xml,Frederiksberg C,1920.0,15.0,Forchhammersvej,2770 Kastrup,"fuglebÃ¦kvej 2C,1",Regnskabsklasse B,2015-02-24,2015-03-03,,,,55817519.0,,55814511.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,539907.0,JÃ¸rgen Roager,Peter Christian Toft,Nordea A/S,A/S MÃENS STENMINER,exacta Revision ApS,539907.0,,539907.0,Frederiksberg,2013-01-01,2013-12-31,95000.0,,,2014-12-31,2014-01-01,39180.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,55817219.0,Ingen bistand,urn:ofk:oid:21052846,indberetninger-20180424,2.5117154,55814511.0,,2018-03-30T16:25:10.803Z,2015-03-10T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-29.409,2015-03-10T23:00:00.000Z,,,,,,,,,,,,
