entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,NoncurrentDeferredTaxAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradeReceivables,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
21826537,2013-01-01,2013-12-31,c6,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzhiL2IwL2Y2L2E4OWItNDRmOS04OGJiLTczNWIxNDlhOGMxZg.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2UyLzNmLzI2L2FkZmMtNDllNC1hNDdjLTZiN2E4YzcyZDVkOQ.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZlLzNhLzU3L2Q0NDQtNDkzOC1hNGUzLTFhZWRiMDhiOTgxNA.xml,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-23,2015-06-25,32292.0,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>",887969.0,-15219.0,922822.0,26668840.0,21826537.0,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Anette Clausen,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,18037.0,257.0,Ãrhus,2013-01-01,2013-12-31,-12042.0,-15219.0,2561.0,2014-12-31,2014-01-01,2015-06-23,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse,-3177.0,26162202.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5602255,indberetninger-20180424,2.59278,21826537.0,,2018-03-31T02:10:01.372Z,2015-06-26T12:07:52.513Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-30-LQ,2015-06-26T12:07:52.651Z,,,,,,,,,,,,,,,,,,,,,,,,
21826537,2013-01-01,2013-12-31,c8,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzhiL2IwL2Y2L2E4OWItNDRmOS04OGJiLTczNWIxNDlhOGMxZg.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2UyLzNmLzI2L2FkZmMtNDllNC1hNDdjLTZiN2E4YzcyZDVkOQ.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZlLzNhLzU3L2Q0NDQtNDkzOC1hNGUzLTFhZWRiMDhiOTgxNA.xml,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-23,2015-06-25,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>",,,,26668840.0,21826537.0,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Anette Clausen,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,,Ãrhus,2013-01-01,2013-12-31,-12042.0,,,2014-12-31,2014-01-01,2015-06-23,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse,,26162202.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5602255,indberetninger-20180424,2.59278,21826537.0,,2018-03-31T02:10:01.372Z,2015-06-26T12:07:52.513Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-30-LQ,2015-06-26T12:07:52.651Z,,,,,,,,,,,,,,,,,,,,,,,,
21826537,2013-12-31,2013-12-31,c10,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzhiL2IwL2Y2L2E4OWItNDRmOS04OGJiLTczNWIxNDlhOGMxZg.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2UyLzNmLzI2L2FkZmMtNDllNC1hNDdjLTZiN2E4YzcyZDVkOQ.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZlLzNhLzU3L2Q0NDQtNDkzOC1hNGUzLTFhZWRiMDhiOTgxNA.xml,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-23,2015-06-25,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>",,,,26668840.0,21826537.0,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Anette Clausen,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,,Ãrhus,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-23,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse,,26162202.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5602255,indberetninger-20180424,2.59278,21826537.0,,2018-03-31T02:10:01.372Z,2015-06-26T12:07:52.513Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-30-LQ,2015-06-26T12:07:52.651Z,2371052.0,63121.0,500000.0,327052.0,0.0,384031.0,1993000.0,2371052.0,1987021.0,51000.0,1597000.0,1597000.0,2044000.0,51000.0,298021.0,28962.0,1993000.0,-115969.0,390021.0,92000.0,263931.0,234969.0,,
21826537,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzhiL2IwL2Y2L2E4OWItNDRmOS04OGJiLTczNWIxNDlhOGMxZg.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2UyLzNmLzI2L2FkZmMtNDllNC1hNDdjLTZiN2E4YzcyZDVkOQ.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZlLzNhLzU3L2Q0NDQtNDkzOC1hNGUzLTFhZWRiMDhiOTgxNA.xml,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-23,2015-06-25,6865.0,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>",885110.0,-49042.0,867060.0,26668840.0,21826537.0,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Anette Clausen,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,24162.0,35.0,Ãrhus,2013-01-01,2013-12-31,-41042.0,-49042.0,-24915.0,2014-12-31,2014-01-01,2015-06-23,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse,-8000.0,26162202.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5602255,indberetninger-20180424,2.59278,21826537.0,,2018-03-31T02:10:01.372Z,2015-06-26T12:07:52.513Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-30-LQ,2015-06-26T12:07:52.651Z,,,,,,,,,,,,,,,,,,,,,,,,
21826537,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzhiL2IwL2Y2L2E4OWItNDRmOS04OGJiLTczNWIxNDlhOGMxZg.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2UyLzNmLzI2L2FkZmMtNDllNC1hNDdjLTZiN2E4YzcyZDVkOQ.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZlLzNhLzU3L2Q0NDQtNDkzOC1hNGUzLTFhZWRiMDhiOTgxNA.xml,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-23,2015-06-25,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>",,,,26668840.0,21826537.0,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Anette Clausen,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,,Ãrhus,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-23,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse,,26162202.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5602255,indberetninger-20180424,2.59278,21826537.0,,2018-03-31T02:10:01.372Z,2015-06-26T12:07:52.513Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-30-LQ,2015-06-26T12:07:52.651Z,,,,,,,,,,,,,,,,,,,,,,,"ANDERSEN OG PARTNERE, REGISTRERET REVISIONSANPARTSSELSKAB",
21826537,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzhiL2IwL2Y2L2E4OWItNDRmOS04OGJiLTczNWIxNDlhOGMxZg.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2UyLzNmLzI2L2FkZmMtNDllNC1hNDdjLTZiN2E4YzcyZDVkOQ.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZlLzNhLzU3L2Q0NDQtNDkzOC1hNGUzLTFhZWRiMDhiOTgxNA.xml,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-23,2015-06-25,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>",,,,26668840.0,21826537.0,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Anette Clausen,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,,Ãrhus,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-23,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse,,26162202.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5602255,indberetninger-20180424,2.59278,21826537.0,,2018-03-31T02:10:01.372Z,2015-06-26T12:07:52.513Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-30-LQ,2015-06-26T12:07:52.651Z,,,,,,,,,,,,,,,,,,,,,,,,
21826537,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzhiL2IwL2Y2L2E4OWItNDRmOS04OGJiLTczNWIxNDlhOGMxZg.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2UyLzNmLzI2L2FkZmMtNDllNC1hNDdjLTZiN2E4YzcyZDVkOQ.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZlLzNhLzU3L2Q0NDQtNDkzOC1hNGUzLTFhZWRiMDhiOTgxNA.xml,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-23,2015-06-25,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>",,,,26668840.0,21826537.0,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Anette Clausen,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,,Ãrhus,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-23,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse,,26162202.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5602255,indberetninger-20180424,2.59278,21826537.0,,2018-03-31T02:10:01.372Z,2015-06-26T12:07:52.513Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-30-LQ,2015-06-26T12:07:52.651Z,,,,,,,,,,,,,,,,,,,,,,,,Dorthe Andreassen
21826537,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzhiL2IwL2Y2L2E4OWItNDRmOS04OGJiLTczNWIxNDlhOGMxZg.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2UyLzNmLzI2L2FkZmMtNDllNC1hNDdjLTZiN2E4YzcyZDVkOQ.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZlLzNhLzU3L2Q0NDQtNDkzOC1hNGUzLTFhZWRiMDhiOTgxNA.xml,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-23,2015-06-25,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>",,,,26668840.0,21826537.0,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Anette Clausen,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,,Ãrhus,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-23,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse,,26162202.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5602255,indberetninger-20180424,2.59278,21826537.0,,2018-03-31T02:10:01.372Z,2015-06-26T12:07:52.513Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-30-LQ,2015-06-26T12:07:52.651Z,,,,,,,,,,,,,,,,,,,,,,,,Anette Hegelund Clausen
21826537,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzhiL2IwL2Y2L2E4OWItNDRmOS04OGJiLTczNWIxNDlhOGMxZg.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2UyLzNmLzI2L2FkZmMtNDllNC1hNDdjLTZiN2E4YzcyZDVkOQ.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZlLzNhLzU3L2Q0NDQtNDkzOC1hNGUzLTFhZWRiMDhiOTgxNA.xml,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-23,2015-06-25,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>",,,,26668840.0,21826537.0,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Anette Clausen,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,,Ãrhus,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-06-23,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse,,26162202.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5602255,indberetninger-20180424,2.59278,21826537.0,,2018-03-31T02:10:01.372Z,2015-06-26T12:07:52.513Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-30-LQ,2015-06-26T12:07:52.651Z,,,,,,,,,,,,,,,,,,,,,,,,Svend Hegelund
21826537,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzhiL2IwL2Y2L2E4OWItNDRmOS04OGJiLTczNWIxNDlhOGMxZg.xhtml,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2UyLzNmLzI2L2FkZmMtNDllNC1hNDdjLTZiN2E4YzcyZDVkOQ.pdf,http://regnskaber.virk.dk/73562812/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZlLzNhLzU3L2Q0NDQtNDkzOC1hNGUzLTFhZWRiMDhiOTgxNA.xml,Danmark,DK,VedbÃ¦k,2950.0,5.0,Larsensvej,Aarhus N,8200.0,121.0,Ladefogedvej,2950 VedbÃ¦k,Larsensvej 5 B,Til den daglige ledelse i Prime Solutions A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-06-23,2015-06-25,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke leasing eller andre eventualforpligtigelser</p>",,,,26668840.0,21826537.0,1009180784.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Andersen,Anette Clausen,Svend Hegelund,PRIME SOLUTIONS A/S,Henrik Andersen,,,Ãrhus,2013-01-01,2013-12-31,-41042.0,,,2014-12-31,2014-01-01,2015-06-23,VedbÃ¦k,Fremadrettet Ã¸nskes fortsat fravalg af revision som fÃ¸lge af selskabets stÃ¸rrelse,,26162202.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5602255,indberetninger-20180424,2.59278,21826537.0,,2018-03-31T02:10:01.372Z,2015-06-26T12:07:52.513Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-30-LQ,2015-06-26T12:07:52.651Z,,,,,,,,,,,,,,,,,,,,,,,,
