entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfSupervisoryBoard
28115393,2013-10-01,2014-09-30,c5,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzVjLzNhLzM5L2I0OWMtNDdkNi04MzkxLTBkN2Q5NzkzMjQ4Mw.xhtml,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2VkL2FiLzc4L2M4Y2QtNGI0OS04MzM2LWI5YTJkYWVkZGEyNg.pdf,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2FkLzcyLzdmLzNiMjItNDI0Ni1hMDgyLTJlNjA3ZDE1NGJkNw.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2016-01-30,2016-01-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",3989.0,-3989.0,28115393.0,-4786.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,0.0,416.0,Hammel,2013-10-01,2014-09-30,-8344.0,-8359.0,-3989.0,2015-09-30,2014-10-01,Revisionen er fravalgt for det kommende regnskabsÃ¥r.,-15.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22009301,indberetninger-20180424,2.5955422,28115393.0,,2018-03-28T21:10:31.095Z,2016-02-22T10:29:42.206Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-75-YK,2016-02-22T10:29:42.424Z,,,,,,,,,,,,,,,,
28115393,2013-10-01,2014-09-30,c7,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzVjLzNhLzM5L2I0OWMtNDdkNi04MzkxLTBkN2Q5NzkzMjQ4Mw.xhtml,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2VkL2FiLzc4L2M4Y2QtNGI0OS04MzM2LWI5YTJkYWVkZGEyNg.pdf,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2FkLzcyLzdmLzNiMjItNDI0Ni1hMDgyLTJlNjA3ZDE1NGJkNw.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2016-01-30,2016-01-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2013-10-01,2014-09-30,-8344.0,,,2015-09-30,2014-10-01,Revisionen er fravalgt for det kommende regnskabsÃ¥r.,,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22009301,indberetninger-20180424,2.5955422,28115393.0,,2018-03-28T21:10:31.095Z,2016-02-22T10:29:42.206Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-75-YK,2016-02-22T10:29:42.424Z,,,,,,,,,,,,,,,,
28115393,2014-09-30,2014-09-30,c9,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzVjLzNhLzM5L2I0OWMtNDdkNi04MzkxLTBkN2Q5NzkzMjQ4Mw.xhtml,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2VkL2FiLzc4L2M4Y2QtNGI0OS04MzM2LWI5YTJkYWVkZGEyNg.pdf,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2FkLzcyLzdmLzNiMjItNDI0Ni1hMDgyLTJlNjA3ZDE1NGJkNw.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2016-01-30,2016-01-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revisionen er fravalgt for det kommende regnskabsÃ¥r.,,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22009301,indberetninger-20180424,2.5955422,28115393.0,,2018-03-28T21:10:31.095Z,2016-02-22T10:29:42.206Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-75-YK,2016-02-22T10:29:42.424Z,60158.0,530000.0,17085.0,56170.0,60158.0,3988.0,43073.0,43073.0,43073.0,3988.0,10503.0,-473830.0,3988.0,17085.0,6582.0,
28115393,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzVjLzNhLzM5L2I0OWMtNDdkNi04MzkxLTBkN2Q5NzkzMjQ4Mw.xhtml,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2VkL2FiLzc4L2M4Y2QtNGI0OS04MzM2LWI5YTJkYWVkZGEyNg.pdf,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2FkLzcyLzdmLzNiMjItNDI0Ni1hMDgyLTJlNjA3ZDE1NGJkNw.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2016-01-30,2016-01-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,0.0,28115393.0,-4786.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,2055.0,0.0,Hammel,2013-10-01,2014-09-30,-6000.0,-6841.0,0.0,2015-09-30,2014-10-01,Revisionen er fravalgt for det kommende regnskabsÃ¥r.,-841.0,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22009301,indberetninger-20180424,2.5955422,28115393.0,,2018-03-28T21:10:31.095Z,2016-02-22T10:29:42.206Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-75-YK,2016-02-22T10:29:42.424Z,,,,,,,,,,,,,,,,
28115393,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzVjLzNhLzM5L2I0OWMtNDdkNi04MzkxLTBkN2Q5NzkzMjQ4Mw.xhtml,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2VkL2FiLzc4L2M4Y2QtNGI0OS04MzM2LWI5YTJkYWVkZGEyNg.pdf,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2FkLzcyLzdmLzNiMjItNDI0Ni1hMDgyLTJlNjA3ZDE1NGJkNw.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2016-01-30,2016-01-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revisionen er fravalgt for det kommende regnskabsÃ¥r.,,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22009301,indberetninger-20180424,2.5955422,28115393.0,,2018-03-28T21:10:31.095Z,2016-02-22T10:29:42.206Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-75-YK,2016-02-22T10:29:42.424Z,,,,,,,,,,,,,,,,
28115393,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzVjLzNhLzM5L2I0OWMtNDdkNi04MzkxLTBkN2Q5NzkzMjQ4Mw.xhtml,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2VkL2FiLzc4L2M4Y2QtNGI0OS04MzM2LWI5YTJkYWVkZGEyNg.pdf,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2FkLzcyLzdmLzNiMjItNDI0Ni1hMDgyLTJlNjA3ZDE1NGJkNw.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2016-01-30,2016-01-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revisionen er fravalgt for det kommende regnskabsÃ¥r.,,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22009301,indberetninger-20180424,2.5955422,28115393.0,,2018-03-28T21:10:31.095Z,2016-02-22T10:29:42.206Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-75-YK,2016-02-22T10:29:42.424Z,,,,,,,,,,,,,,,,Helle Munk
28115393,2014-10-01,2015-09-30,c3,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzVjLzNhLzM5L2I0OWMtNDdkNi04MzkxLTBkN2Q5NzkzMjQ4Mw.xhtml,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2VkL2FiLzc4L2M4Y2QtNGI0OS04MzM2LWI5YTJkYWVkZGEyNg.pdf,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2FkLzcyLzdmLzNiMjItNDI0Ni1hMDgyLTJlNjA3ZDE1NGJkNw.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2016-01-30,2016-01-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revisionen er fravalgt for det kommende regnskabsÃ¥r.,,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22009301,indberetninger-20180424,2.5955422,28115393.0,,2018-03-28T21:10:31.095Z,2016-02-22T10:29:42.206Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-75-YK,2016-02-22T10:29:42.424Z,,,,,,,,,,,,,,,,SÃ¸ren Munk
28115393,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzVjLzNhLzM5L2I0OWMtNDdkNi04MzkxLTBkN2Q5NzkzMjQ4Mw.xhtml,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2VkL2FiLzc4L2M4Y2QtNGI0OS04MzM2LWI5YTJkYWVkZGEyNg.pdf,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2FkLzcyLzdmLzNiMjItNDI0Ni1hMDgyLTJlNjA3ZDE1NGJkNw.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2016-01-30,2016-01-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revisionen er fravalgt for det kommende regnskabsÃ¥r.,,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22009301,indberetninger-20180424,2.5955422,28115393.0,,2018-03-28T21:10:31.095Z,2016-02-22T10:29:42.206Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-75-YK,2016-02-22T10:29:42.424Z,,,,,,,,,,,,,,,,Anette Munk
28115393,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzVjLzNhLzM5L2I0OWMtNDdkNi04MzkxLTBkN2Q5NzkzMjQ4Mw.xhtml,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2VkL2FiLzc4L2M4Y2QtNGI0OS04MzM2LWI5YTJkYWVkZGEyNg.pdf,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2FkLzcyLzdmLzNiMjItNDI0Ni1hMDgyLTJlNjA3ZDE1NGJkNw.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2016-01-30,2016-01-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2013-10-01,2014-09-30,-6000.0,,,2015-09-30,2014-10-01,Revisionen er fravalgt for det kommende regnskabsÃ¥r.,,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22009301,indberetninger-20180424,2.5955422,28115393.0,,2018-03-28T21:10:31.095Z,2016-02-22T10:29:42.206Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-75-YK,2016-02-22T10:29:42.424Z,,,,,,,,,,,,,,,,
28115393,2015-09-30,2015-09-30,c8,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzVjLzNhLzM5L2I0OWMtNDdkNi04MzkxLTBkN2Q5NzkzMjQ4Mw.xhtml,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2E1L2VkL2FiLzc4L2M4Y2QtNGI0OS04MzM2LWI5YTJkYWVkZGEyNg.pdf,http://regnskaber.virk.dk/39351182/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2FkLzcyLzdmLzNiMjItNDI0Ni1hMDgyLTJlNjA3ZDE1NGJkNw.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,Solbakken 33,Regnskabsklasse B,2016-01-30,2016-01-30,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,Revisionen er fravalgt for det kommende regnskabsÃ¥r.,,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:22009301,indberetninger-20180424,2.5955422,28115393.0,,2018-03-28T21:10:31.095Z,2016-02-22T10:29:42.206Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-75-YK,2016-02-22T10:29:42.424Z,50170.0,530000.0,11883.0,50170.0,50170.0,0.0,38287.0,38287.0,38287.0,0.0,8448.0,-479830.0,0.0,11883.0,3435.0,
