entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfSupervisoryBoard
28115393,2012-10-01,2013-09-30,c5,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8vcGRmcy8yODExNTM5MztBL1MzMzYzMDA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8veGJybHMvWC1GQUM0QTNGOS0yMDE1MDIwOV8wMDI3MTJfMDQ2.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,solbakken 33,Regnskabsklasse B,2015-02-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,-12046.0,0.0,28115393.0,-11965.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,81.0,0.0,Hammel,2012-10-01,2013-09-30,-12046.0,-12046.0,0.0,2014-09-30,2013-10-01,Revision er fravalgt for det kommende regnskabsÃ¥r.,0.0,Ingen bistand,urn:ofk:oid:21105441,indberetninger-20180424,2.5121284,28115393.0,,2018-03-30T10:43:01.636Z,2015-02-08T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.381,2015-02-08T23:00:00.000Z,,,,,,,,,,,,,,,,,
28115393,2012-10-01,2013-09-30,c7,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8vcGRmcy8yODExNTM5MztBL1MzMzYzMDA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8veGJybHMvWC1GQUM0QTNGOS0yMDE1MDIwOV8wMDI3MTJfMDQ2.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,solbakken 33,Regnskabsklasse B,2015-02-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2012-10-01,2013-09-30,-12046.0,,,2014-09-30,2013-10-01,Revision er fravalgt for det kommende regnskabsÃ¥r.,,Ingen bistand,urn:ofk:oid:21105441,indberetninger-20180424,2.5121284,28115393.0,,2018-03-30T10:43:01.636Z,2015-02-08T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.381,2015-02-08T23:00:00.000Z,,,,,,,,,,,,,,,,,
28115393,2013-09-30,2013-09-30,c9,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8vcGRmcy8yODExNTM5MztBL1MzMzYzMDA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8veGJybHMvWC1GQUM0QTNGOS0yMDE1MDIwOV8wMDI3MTJfMDQ2.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,solbakken 33,Regnskabsklasse B,2015-02-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,Revision er fravalgt for det kommende regnskabsÃ¥r.,,Ingen bistand,urn:ofk:oid:21105441,indberetninger-20180424,2.5121284,28115393.0,,2018-03-30T10:43:01.636Z,2015-02-08T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.381,2015-02-08T23:00:00.000Z,64513.0,6568.0,530000.0,16654.0,64513.0,64513.0,0.0,47859.0,47859.0,47859.0,0.0,10086.0,-465487.0,0.0,10086.0,0.0,
28115393,2013-10-01,2014-09-30,c0,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8vcGRmcy8yODExNTM5MztBL1MzMzYzMDA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8veGJybHMvWC1GQUM0QTNGOS0yMDE1MDIwOV8wMDI3MTJfMDQ2.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,solbakken 33,Regnskabsklasse B,2015-02-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",3989.0,-8359.0,-3989.0,28115393.0,-4786.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,0.0,416.0,Hammel,2012-10-01,2013-09-30,-8344.0,-8359.0,-3989.0,2014-09-30,2013-10-01,Revision er fravalgt for det kommende regnskabsÃ¥r.,-15.0,Ingen bistand,urn:ofk:oid:21105441,indberetninger-20180424,2.5121284,28115393.0,,2018-03-30T10:43:01.636Z,2015-02-08T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.381,2015-02-08T23:00:00.000Z,,,,,,,,,,,,,,,,,
28115393,2013-10-01,2014-09-30,c1,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8vcGRmcy8yODExNTM5MztBL1MzMzYzMDA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8veGJybHMvWC1GQUM0QTNGOS0yMDE1MDIwOV8wMDI3MTJfMDQ2.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,solbakken 33,Regnskabsklasse B,2015-02-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,Revision er fravalgt for det kommende regnskabsÃ¥r.,,Ingen bistand,urn:ofk:oid:21105441,indberetninger-20180424,2.5121284,28115393.0,,2018-03-30T10:43:01.636Z,2015-02-08T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.381,2015-02-08T23:00:00.000Z,,,,,,,,,,,,,,,,,
28115393,2013-10-01,2014-09-30,c2,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8vcGRmcy8yODExNTM5MztBL1MzMzYzMDA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8veGJybHMvWC1GQUM0QTNGOS0yMDE1MDIwOV8wMDI3MTJfMDQ2.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,solbakken 33,Regnskabsklasse B,2015-02-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,Revision er fravalgt for det kommende regnskabsÃ¥r.,,Ingen bistand,urn:ofk:oid:21105441,indberetninger-20180424,2.5121284,28115393.0,,2018-03-30T10:43:01.636Z,2015-02-08T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.381,2015-02-08T23:00:00.000Z,,,,,,,,,,,,,,,,,Helle Munk
28115393,2013-10-01,2014-09-30,c3,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8vcGRmcy8yODExNTM5MztBL1MzMzYzMDA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8veGJybHMvWC1GQUM0QTNGOS0yMDE1MDIwOV8wMDI3MTJfMDQ2.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,solbakken 33,Regnskabsklasse B,2015-02-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,Revision er fravalgt for det kommende regnskabsÃ¥r.,,Ingen bistand,urn:ofk:oid:21105441,indberetninger-20180424,2.5121284,28115393.0,,2018-03-30T10:43:01.636Z,2015-02-08T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.381,2015-02-08T23:00:00.000Z,,,,,,,,,,,,,,,,,SÃ¸ren Munk
28115393,2013-10-01,2014-09-30,c4,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8vcGRmcy8yODExNTM5MztBL1MzMzYzMDA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8veGJybHMvWC1GQUM0QTNGOS0yMDE1MDIwOV8wMDI3MTJfMDQ2.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,solbakken 33,Regnskabsklasse B,2015-02-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,Revision er fravalgt for det kommende regnskabsÃ¥r.,,Ingen bistand,urn:ofk:oid:21105441,indberetninger-20180424,2.5121284,28115393.0,,2018-03-30T10:43:01.636Z,2015-02-08T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.381,2015-02-08T23:00:00.000Z,,,,,,,,,,,,,,,,,Anette Munk
28115393,2013-10-01,2014-09-30,c6,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8vcGRmcy8yODExNTM5MztBL1MzMzYzMDA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8veGJybHMvWC1GQUM0QTNGOS0yMDE1MDIwOV8wMDI3MTJfMDQ2.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,solbakken 33,Regnskabsklasse B,2015-02-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2012-10-01,2013-09-30,-8344.0,,,2014-09-30,2013-10-01,Revision er fravalgt for det kommende regnskabsÃ¥r.,,Ingen bistand,urn:ofk:oid:21105441,indberetninger-20180424,2.5121284,28115393.0,,2018-03-30T10:43:01.636Z,2015-02-08T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.381,2015-02-08T23:00:00.000Z,,,,,,,,,,,,,,,,,
28115393,2014-09-30,2014-09-30,c8,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8vcGRmcy8yODExNTM5MztBL1MzMzYzMDA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/39351182/Y3ZyLmRrOi8veGJybHMvWC1GQUM0QTNGOS0yMDE1MDIwOV8wMDI3MTJfMDQ2.xml,Hammel,8450.0,33.0,Solbakken,8450 Hammel,solbakken 33,Regnskabsklasse B,2015-02-08,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,28115393.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Munk,SÃ¸ren Munk,EACP A/S,Erik Munk,,,Hammel,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,Revision er fravalgt for det kommende regnskabsÃ¥r.,,Ingen bistand,urn:ofk:oid:21105441,indberetninger-20180424,2.5121284,28115393.0,,2018-03-30T10:43:01.636Z,2015-02-08T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-376.381,2015-02-08T23:00:00.000Z,60158.0,0.0,530000.0,17085.0,56170.0,60158.0,3988.0,43073.0,43073.0,43073.0,3988.0,10503.0,-473830.0,3988.0,17085.0,6582.0,
