entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherReserves,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,NameAndSurnameOfMemberOfSupervisoryBoard
32768725,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzFiL2M3LzU0LzM4NmMtNDVjMy1iMTZlLTVlODkwYTBhZGEwZA.xhtml,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzg2L2M0LzA5L2YxZWItNGU3ZC04ODY5LWZlMWRiZmZiYzAzZA.pdf,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhLzg2Lzg0L2Q3MzYtNGU5My05MjZiLTI5NGQyNzcwY2MyOA.xml,4200 Slagelse,Kalundborg,4400.0,54.0,Solbakken,4400  Kalundborg,Solbakken 54,Regnskabsklasse B,2015-05-26,2015-05-26,0.0,0.0,59501562.0,0.0,32768725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bent Daugaard,Bent Daugaard,Sydbank A/S,2X2 INVEST A/S,Bent Daugaard,Kalundborg,2013-01-01,2013-12-31,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,0.0,59501526.0,Ingen bistand,urn:ofk:oid:5302210,indberetninger-20180424,2.5949414,32768725.0,,2018-03-30T16:17:37.014Z,2015-05-26T11:42:05.906Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-21-GD,2015-05-26T11:42:06.102Z,,,,,,,,,,,,,
32768725,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzFiL2M3LzU0LzM4NmMtNDVjMy1iMTZlLTVlODkwYTBhZGEwZA.xhtml,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzg2L2M0LzA5L2YxZWItNGU3ZC04ODY5LWZlMWRiZmZiYzAzZA.pdf,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhLzg2Lzg0L2Q3MzYtNGU5My05MjZiLTI5NGQyNzcwY2MyOA.xml,4200 Slagelse,Kalundborg,4400.0,54.0,Solbakken,4400  Kalundborg,Solbakken 54,Regnskabsklasse B,2015-05-26,2015-05-26,,,59501562.0,,32768725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bent Daugaard,Bent Daugaard,Sydbank A/S,2X2 INVEST A/S,Bent Daugaard,Kalundborg,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,,,59501526.0,Ingen bistand,urn:ofk:oid:5302210,indberetninger-20180424,2.5949414,32768725.0,,2018-03-30T16:17:37.014Z,2015-05-26T11:42:05.906Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-21-GD,2015-05-26T11:42:06.102Z,,,,,,,,,,,,,
32768725,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzFiL2M3LzU0LzM4NmMtNDVjMy1iMTZlLTVlODkwYTBhZGEwZA.xhtml,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzg2L2M0LzA5L2YxZWItNGU3ZC04ODY5LWZlMWRiZmZiYzAzZA.pdf,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhLzg2Lzg0L2Q3MzYtNGU5My05MjZiLTI5NGQyNzcwY2MyOA.xml,4200 Slagelse,Kalundborg,4400.0,54.0,Solbakken,4400  Kalundborg,Solbakken 54,Regnskabsklasse B,2015-05-26,2015-05-26,,,59501562.0,,32768725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bent Daugaard,Bent Daugaard,Sydbank A/S,2X2 INVEST A/S,Bent Daugaard,Kalundborg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,59501526.0,Ingen bistand,urn:ofk:oid:5302210,indberetninger-20180424,2.5949414,32768725.0,,2018-03-30T16:17:37.014Z,2015-05-26T11:42:05.906Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-21-GD,2015-05-26T11:42:06.102Z,907.0,907.0,600000.0,907.0,-49193.0,907.0,50100.0,-649193.0,50100.0,0.0,0.0,50100.0,
32768725,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzFiL2M3LzU0LzM4NmMtNDVjMy1iMTZlLTVlODkwYTBhZGEwZA.xhtml,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzg2L2M0LzA5L2YxZWItNGU3ZC04ODY5LWZlMWRiZmZiYzAzZA.pdf,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhLzg2Lzg0L2Q3MzYtNGU5My05MjZiLTI5NGQyNzcwY2MyOA.xml,4200 Slagelse,Kalundborg,4400.0,54.0,Solbakken,4400  Kalundborg,Solbakken 54,Regnskabsklasse B,2015-05-26,2015-05-26,0.0,0.0,59501562.0,0.0,32768725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bent Daugaard,Bent Daugaard,Sydbank A/S,2X2 INVEST A/S,Bent Daugaard,Kalundborg,2013-01-01,2013-12-31,0.0,0.0,0.0,2014-12-31,2014-01-01,0.0,0.0,59501526.0,Ingen bistand,urn:ofk:oid:5302210,indberetninger-20180424,2.5949414,32768725.0,,2018-03-30T16:17:37.014Z,2015-05-26T11:42:05.906Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-21-GD,2015-05-26T11:42:06.102Z,,,,,,,,,,,,,
32768725,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzFiL2M3LzU0LzM4NmMtNDVjMy1iMTZlLTVlODkwYTBhZGEwZA.xhtml,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzg2L2M0LzA5L2YxZWItNGU3ZC04ODY5LWZlMWRiZmZiYzAzZA.pdf,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhLzg2Lzg0L2Q3MzYtNGU5My05MjZiLTI5NGQyNzcwY2MyOA.xml,4200 Slagelse,Kalundborg,4400.0,54.0,Solbakken,4400  Kalundborg,Solbakken 54,Regnskabsklasse B,2015-05-26,2015-05-26,,,59501562.0,,32768725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bent Daugaard,Bent Daugaard,Sydbank A/S,2X2 INVEST A/S,Bent Daugaard,Kalundborg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,59501526.0,Ingen bistand,urn:ofk:oid:5302210,indberetninger-20180424,2.5949414,32768725.0,,2018-03-30T16:17:37.014Z,2015-05-26T11:42:05.906Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-21-GD,2015-05-26T11:42:06.102Z,,,,,,,,,,,,,
32768725,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzFiL2M3LzU0LzM4NmMtNDVjMy1iMTZlLTVlODkwYTBhZGEwZA.xhtml,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzg2L2M0LzA5L2YxZWItNGU3ZC04ODY5LWZlMWRiZmZiYzAzZA.pdf,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhLzg2Lzg0L2Q3MzYtNGU5My05MjZiLTI5NGQyNzcwY2MyOA.xml,4200 Slagelse,Kalundborg,4400.0,54.0,Solbakken,4400  Kalundborg,Solbakken 54,Regnskabsklasse B,2015-05-26,2015-05-26,,,59501562.0,,32768725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bent Daugaard,Bent Daugaard,Sydbank A/S,2X2 INVEST A/S,Bent Daugaard,Kalundborg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,59501526.0,Ingen bistand,urn:ofk:oid:5302210,indberetninger-20180424,2.5949414,32768725.0,,2018-03-30T16:17:37.014Z,2015-05-26T11:42:05.906Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-21-GD,2015-05-26T11:42:06.102Z,,,,,,,,,,,,,Henrik Daugaard Pedersen
32768725,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzFiL2M3LzU0LzM4NmMtNDVjMy1iMTZlLTVlODkwYTBhZGEwZA.xhtml,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzg2L2M0LzA5L2YxZWItNGU3ZC04ODY5LWZlMWRiZmZiYzAzZA.pdf,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhLzg2Lzg0L2Q3MzYtNGU5My05MjZiLTI5NGQyNzcwY2MyOA.xml,4200 Slagelse,Kalundborg,4400.0,54.0,Solbakken,4400  Kalundborg,Solbakken 54,Regnskabsklasse B,2015-05-26,2015-05-26,,,59501562.0,,32768725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bent Daugaard,Bent Daugaard,Sydbank A/S,2X2 INVEST A/S,Bent Daugaard,Kalundborg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,59501526.0,Ingen bistand,urn:ofk:oid:5302210,indberetninger-20180424,2.5949414,32768725.0,,2018-03-30T16:17:37.014Z,2015-05-26T11:42:05.906Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-21-GD,2015-05-26T11:42:06.102Z,,,,,,,,,,,,,BÃ¸je Ivan Larsen
32768725,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzFiL2M3LzU0LzM4NmMtNDVjMy1iMTZlLTVlODkwYTBhZGEwZA.xhtml,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzg2L2M0LzA5L2YxZWItNGU3ZC04ODY5LWZlMWRiZmZiYzAzZA.pdf,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhLzg2Lzg0L2Q3MzYtNGU5My05MjZiLTI5NGQyNzcwY2MyOA.xml,4200 Slagelse,Kalundborg,4400.0,54.0,Solbakken,4400  Kalundborg,Solbakken 54,Regnskabsklasse B,2015-05-26,2015-05-26,,,59501562.0,,32768725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bent Daugaard,Bent Daugaard,Sydbank A/S,2X2 INVEST A/S,Bent Daugaard,Kalundborg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,59501526.0,Ingen bistand,urn:ofk:oid:5302210,indberetninger-20180424,2.5949414,32768725.0,,2018-03-30T16:17:37.014Z,2015-05-26T11:42:05.906Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-21-GD,2015-05-26T11:42:06.102Z,,,,,,,,,,,,,Hans Hartvig Hemmingsen
32768725,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzFiL2M3LzU0LzM4NmMtNDVjMy1iMTZlLTVlODkwYTBhZGEwZA.xhtml,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzg2L2M0LzA5L2YxZWItNGU3ZC04ODY5LWZlMWRiZmZiYzAzZA.pdf,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhLzg2Lzg0L2Q3MzYtNGU5My05MjZiLTI5NGQyNzcwY2MyOA.xml,4200 Slagelse,Kalundborg,4400.0,54.0,Solbakken,4400  Kalundborg,Solbakken 54,Regnskabsklasse B,2015-05-26,2015-05-26,,,59501562.0,,32768725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bent Daugaard,Bent Daugaard,Sydbank A/S,2X2 INVEST A/S,Bent Daugaard,Kalundborg,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,,,59501526.0,Ingen bistand,urn:ofk:oid:5302210,indberetninger-20180424,2.5949414,32768725.0,,2018-03-30T16:17:37.014Z,2015-05-26T11:42:05.906Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-21-GD,2015-05-26T11:42:06.102Z,,,,,,,,,,,,,
32768725,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzFiL2M3LzU0LzM4NmMtNDVjMy1iMTZlLTVlODkwYTBhZGEwZA.xhtml,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzL2I0Lzg2L2M0LzA5L2YxZWItNGU3ZC04ODY5LWZlMWRiZmZiYzAzZA.pdf,http://regnskaber.virk.dk/52786723/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzdhLzg2Lzg0L2Q3MzYtNGU5My05MjZiLTI5NGQyNzcwY2MyOA.xml,4200 Slagelse,Kalundborg,4400.0,54.0,Solbakken,4400  Kalundborg,Solbakken 54,Regnskabsklasse B,2015-05-26,2015-05-26,,,59501562.0,,32768725.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bent Daugaard,Bent Daugaard,Sydbank A/S,2X2 INVEST A/S,Bent Daugaard,Kalundborg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,59501526.0,Ingen bistand,urn:ofk:oid:5302210,indberetninger-20180424,2.5949414,32768725.0,,2018-03-30T16:17:37.014Z,2015-05-26T11:42:05.906Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-21-GD,2015-05-26T11:42:06.102Z,907.0,907.0,600000.0,907.0,-49193.0,907.0,50100.0,-649193.0,50100.0,0.0,0.0,50100.0,
