entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
27202527,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzYyL2Y1LzVlLzQ2NTAtNGEwYy1hMTI0LTRjOTE3NzJiYjdhNA.xhtml,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2ZmLzIwLzI3L2EzNGMtNDUyNC1hMjM2LTdmMTExOWM3NDBiYg.pdf,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzNmLzNiLzQzLzMwYTAtNGIwYi1hMGMzLWQwYjU0MWM1ODcxMA.xml,true,Esbjerg,6700.0,97.0,Kronprinsensgade,6715 Esbjerg N,SkolevÃ¦nget 9,5.0,Regnskabsklasse B,2019-02-14,2019-02-14,5258.0,1802990.0,75128491.0,1808174.0,27202527.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Vestermark,Lene Doris Nielsen,KAJ MADSEN SLAGTERFORRETNING ApS,Lene Doris Nielsen,19222.0,Esbjerg,2017-01-01,2017-12-31,-15117.0,-19296.0,-74.0,2018-12-31,2018-01-01,false,false,Direktionen anser fortsat betingelserne for at fravÃ¦lge revision for opfyldte og fravÃ¦lger fortsat revision.,-4179.0,75128495.0,false,false,Ingen bistand,urn:ofk:oid:26684117,indberetninger-20180424,2.5949414,27202527.0,AWjrRNYHet7j816D4FhQ,2019-02-14T09:09:56.407Z,2019-02-14T09:09:42.929Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-06-PT,2019-02-14T09:09:43.127Z,,,,,,,,,,,,,,,,,,,,,,,,
27202527,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzYyL2Y1LzVlLzQ2NTAtNGEwYy1hMTI0LTRjOTE3NzJiYjdhNA.xhtml,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2ZmLzIwLzI3L2EzNGMtNDUyNC1hMjM2LTdmMTExOWM3NDBiYg.pdf,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzNmLzNiLzQzLzMwYTAtNGIwYi1hMGMzLWQwYjU0MWM1ODcxMA.xml,true,Esbjerg,6700.0,97.0,Kronprinsensgade,6715 Esbjerg N,SkolevÃ¦nget 9,5.0,Regnskabsklasse B,2019-02-14,2019-02-14,,,75128491.0,,27202527.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Vestermark,Lene Doris Nielsen,KAJ MADSEN SLAGTERFORRETNING ApS,Lene Doris Nielsen,,Esbjerg,2017-01-01,2017-12-31,-15117.0,,,2018-12-31,2018-01-01,false,false,Direktionen anser fortsat betingelserne for at fravÃ¦lge revision for opfyldte og fravÃ¦lger fortsat revision.,,75128495.0,false,false,Ingen bistand,urn:ofk:oid:26684117,indberetninger-20180424,2.5949414,27202527.0,AWjrRNYHet7j816D4FhQ,2019-02-14T09:09:56.407Z,2019-02-14T09:09:42.929Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-06-PT,2019-02-14T09:09:43.127Z,,,,,,,,,,,,,,,,,,,,,,,,
27202527,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzYyL2Y1LzVlLzQ2NTAtNGEwYy1hMTI0LTRjOTE3NzJiYjdhNA.xhtml,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2ZmLzIwLzI3L2EzNGMtNDUyNC1hMjM2LTdmMTExOWM3NDBiYg.pdf,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzNmLzNiLzQzLzMwYTAtNGIwYi1hMGMzLWQwYjU0MWM1ODcxMA.xml,true,Esbjerg,6700.0,97.0,Kronprinsensgade,6715 Esbjerg N,SkolevÃ¦nget 9,5.0,Regnskabsklasse B,2019-02-14,2019-02-14,,,75128491.0,,27202527.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Vestermark,Lene Doris Nielsen,KAJ MADSEN SLAGTERFORRETNING ApS,Lene Doris Nielsen,,Esbjerg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,Direktionen anser fortsat betingelserne for at fravÃ¦lge revision for opfyldte og fravÃ¦lger fortsat revision.,,75128495.0,false,false,Ingen bistand,urn:ofk:oid:26684117,indberetninger-20180424,2.5949414,27202527.0,AWjrRNYHet7j816D4FhQ,2019-02-14T09:09:56.407Z,2019-02-14T09:09:42.929Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-06-PT,2019-02-14T09:09:43.127Z,1279139.0,42730.0,500000.0,1273341.0,13854.0,760438.0,5798.0,494922.0,1279139.0,518701.0,494922.0,5798.0,355439.0,24302.0,5798.0,260438.0,0.0,518701.0,735689.0,642736.0,0.0,163262.0,54797.0,
27202527,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzYyL2Y1LzVlLzQ2NTAtNGEwYy1hMTI0LTRjOTE3NzJiYjdhNA.xhtml,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2ZmLzIwLzI3L2EzNGMtNDUyNC1hMjM2LTdmMTExOWM3NDBiYg.pdf,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzNmLzNiLzQzLzMwYTAtNGIwYi1hMGMzLWQwYjU0MWM1ODcxMA.xml,true,Esbjerg,6700.0,97.0,Kronprinsensgade,6715 Esbjerg N,SkolevÃ¦nget 9,5.0,Regnskabsklasse B,2019-02-14,2019-02-14,,,75128491.0,,27202527.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Vestermark,Lene Doris Nielsen,KAJ MADSEN SLAGTERFORRETNING ApS,Lene Doris Nielsen,,Esbjerg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,Direktionen anser fortsat betingelserne for at fravÃ¦lge revision for opfyldte og fravÃ¦lger fortsat revision.,,75128495.0,false,false,Ingen bistand,urn:ofk:oid:26684117,indberetninger-20180424,2.5949414,27202527.0,AWjrRNYHet7j816D4FhQ,2019-02-14T09:09:56.407Z,2019-02-14T09:09:42.929Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-06-PT,2019-02-14T09:09:43.127Z,,,,,,760438.0,,,,,,,,,,,,,,,,,,
27202527,2018-01-01,2018-01-01,c7,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzYyL2Y1LzVlLzQ2NTAtNGEwYy1hMTI0LTRjOTE3NzJiYjdhNA.xhtml,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2ZmLzIwLzI3L2EzNGMtNDUyNC1hMjM2LTdmMTExOWM3NDBiYg.pdf,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzNmLzNiLzQzLzMwYTAtNGIwYi1hMGMzLWQwYjU0MWM1ODcxMA.xml,true,Esbjerg,6700.0,97.0,Kronprinsensgade,6715 Esbjerg N,SkolevÃ¦nget 9,5.0,Regnskabsklasse B,2019-02-14,2019-02-14,,,75128491.0,,27202527.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Vestermark,Lene Doris Nielsen,KAJ MADSEN SLAGTERFORRETNING ApS,Lene Doris Nielsen,,Esbjerg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,Direktionen anser fortsat betingelserne for at fravÃ¦lge revision for opfyldte og fravÃ¦lger fortsat revision.,,75128495.0,false,false,Ingen bistand,urn:ofk:oid:26684117,indberetninger-20180424,2.5949414,27202527.0,AWjrRNYHet7j816D4FhQ,2019-02-14T09:09:56.407Z,2019-02-14T09:09:42.929Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-06-PT,2019-02-14T09:09:43.127Z,,,,,,500000.0,,,,,,,,,,,,,,,,,,
27202527,2018-01-01,2018-01-01,c8,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzYyL2Y1LzVlLzQ2NTAtNGEwYy1hMTI0LTRjOTE3NzJiYjdhNA.xhtml,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2ZmLzIwLzI3L2EzNGMtNDUyNC1hMjM2LTdmMTExOWM3NDBiYg.pdf,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzNmLzNiLzQzLzMwYTAtNGIwYi1hMGMzLWQwYjU0MWM1ODcxMA.xml,true,Esbjerg,6700.0,97.0,Kronprinsensgade,6715 Esbjerg N,SkolevÃ¦nget 9,5.0,Regnskabsklasse B,2019-02-14,2019-02-14,,,75128491.0,,27202527.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Vestermark,Lene Doris Nielsen,KAJ MADSEN SLAGTERFORRETNING ApS,Lene Doris Nielsen,,Esbjerg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,Direktionen anser fortsat betingelserne for at fravÃ¦lge revision for opfyldte og fravÃ¦lger fortsat revision.,,75128495.0,false,false,Ingen bistand,urn:ofk:oid:26684117,indberetninger-20180424,2.5949414,27202527.0,AWjrRNYHet7j816D4FhQ,2019-02-14T09:09:56.407Z,2019-02-14T09:09:42.929Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-06-PT,2019-02-14T09:09:43.127Z,,,,,,260438.0,,,,,,,,,,,,,,,,,,
27202527,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzYyL2Y1LzVlLzQ2NTAtNGEwYy1hMTI0LTRjOTE3NzJiYjdhNA.xhtml,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2ZmLzIwLzI3L2EzNGMtNDUyNC1hMjM2LTdmMTExOWM3NDBiYg.pdf,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzNmLzNiLzQzLzMwYTAtNGIwYi1hMGMzLWQwYjU0MWM1ODcxMA.xml,true,Esbjerg,6700.0,97.0,Kronprinsensgade,6715 Esbjerg N,SkolevÃ¦nget 9,5.0,Regnskabsklasse B,2019-02-14,2019-02-14,,,75128491.0,,27202527.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Vestermark,Lene Doris Nielsen,KAJ MADSEN SLAGTERFORRETNING ApS,Lene Doris Nielsen,,Esbjerg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,Direktionen anser fortsat betingelserne for at fravÃ¦lge revision for opfyldte og fravÃ¦lger fortsat revision.,,75128495.0,false,false,Ingen bistand,urn:ofk:oid:26684117,indberetninger-20180424,2.5949414,27202527.0,AWjrRNYHet7j816D4FhQ,2019-02-14T09:09:56.407Z,2019-02-14T09:09:42.929Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-06-PT,2019-02-14T09:09:43.127Z,,,,,,0.0,,,,,,,,,,,,,,,,,,
27202527,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzYyL2Y1LzVlLzQ2NTAtNGEwYy1hMTI0LTRjOTE3NzJiYjdhNA.xhtml,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2ZmLzIwLzI3L2EzNGMtNDUyNC1hMjM2LTdmMTExOWM3NDBiYg.pdf,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzNmLzNiLzQzLzMwYTAtNGIwYi1hMGMzLWQwYjU0MWM1ODcxMA.xml,true,Esbjerg,6700.0,97.0,Kronprinsensgade,6715 Esbjerg N,SkolevÃ¦nget 9,5.0,Regnskabsklasse B,2019-02-14,2019-02-14,5258.0,1769258.0,75128491.0,1800079.0,27202527.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Vestermark,Lene Doris Nielsen,KAJ MADSEN SLAGTERFORRETNING ApS,Lene Doris Nielsen,26686.0,Esbjerg,2017-01-01,2017-12-31,-1276.0,-1123.0,25563.0,2018-12-31,2018-01-01,false,false,Direktionen anser fortsat betingelserne for at fravÃ¦lge revision for opfyldte og fravÃ¦lger fortsat revision.,153.0,75128495.0,false,false,Ingen bistand,urn:ofk:oid:26684117,indberetninger-20180424,2.5949414,27202527.0,AWjrRNYHet7j816D4FhQ,2019-02-14T09:09:56.407Z,2019-02-14T09:09:42.929Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-06-PT,2019-02-14T09:09:43.127Z,,,,,,,,,,,,,,,,,,,,,,,,0.0
27202527,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzYyL2Y1LzVlLzQ2NTAtNGEwYy1hMTI0LTRjOTE3NzJiYjdhNA.xhtml,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2ZmLzIwLzI3L2EzNGMtNDUyNC1hMjM2LTdmMTExOWM3NDBiYg.pdf,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzNmLzNiLzQzLzMwYTAtNGIwYi1hMGMzLWQwYjU0MWM1ODcxMA.xml,true,Esbjerg,6700.0,97.0,Kronprinsensgade,6715 Esbjerg N,SkolevÃ¦nget 9,5.0,Regnskabsklasse B,2019-02-14,2019-02-14,,,75128491.0,,27202527.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Vestermark,Lene Doris Nielsen,KAJ MADSEN SLAGTERFORRETNING ApS,Lene Doris Nielsen,,Esbjerg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,false,Direktionen anser fortsat betingelserne for at fravÃ¦lge revision for opfyldte og fravÃ¦lger fortsat revision.,,75128495.0,false,false,Ingen bistand,urn:ofk:oid:26684117,indberetninger-20180424,2.5949414,27202527.0,AWjrRNYHet7j816D4FhQ,2019-02-14T09:09:56.407Z,2019-02-14T09:09:42.929Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-06-PT,2019-02-14T09:09:43.127Z,,,,,,,,,,,,,,,,,,,,,,,,
27202527,2018-01-01,2018-12-31,c11,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzYyL2Y1LzVlLzQ2NTAtNGEwYy1hMTI0LTRjOTE3NzJiYjdhNA.xhtml,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzcwL2ZmLzIwLzI3L2EzNGMtNDUyNC1hMjM2LTdmMTExOWM3NDBiYg.pdf,http://regnskaber.virk.dk/72520272/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzNmLzNiLzQzLzMwYTAtNGIwYi1hMGMzLWQwYjU0MWM1ODcxMA.xml,true,Esbjerg,6700.0,97.0,Kronprinsensgade,6715 Esbjerg N,SkolevÃ¦nget 9,5.0,Regnskabsklasse B,2019-02-14,2019-02-14,,,75128491.0,,27202527.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Claus Vestermark,Lene Doris Nielsen,KAJ MADSEN SLAGTERFORRETNING ApS,Lene Doris Nielsen,,Esbjerg,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,false,Direktionen anser fortsat betingelserne for at fravÃ¦lge revision for opfyldte og fravÃ¦lger fortsat revision.,,75128495.0,false,false,Ingen bistand,urn:ofk:oid:26684117,indberetninger-20180424,2.5949414,27202527.0,AWjrRNYHet7j816D4FhQ,2019-02-14T09:09:56.407Z,2019-02-14T09:09:42.929Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AL-06-PT,2019-02-14T09:09:43.127Z,,,,,,,,,,,,,,,,,,,,,,,,0.0
