entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,PropertyPlantAndEquipmentGross
32102433,2012-10-01,2012-10-01,c723,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8vcGRmcy8zMjEwMjQzMztBcFM0NTQ3MDg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8veGJybHMvWC03NURFMDIyOS0yMDE1MDMwMl8xMjU5NTVfNTI3.xml,58665.0,KÃ¸benhavn K,1256.0,36.0,Amaliegade,"2000, Frederiksberg","Roskildevej, 37A, 3.sal",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2015-02-27,2015-02-27,2009-04-01,2015-02-27,58665.0,Udviklingsomkostninger og internt oparbejdede rettigheder indregnes som omkostninger i anskaffelsesÃ¥ret.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",125000.0,32102433.0,27674399.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Smarter ApS.,Ãrsrapport,Stefan HonorÃ©,Stefan HonorÃ©,Smarter ApS,"One Revision Ãst, Statsautoriseret revisionsaktieselskab",KÃ¸benhavn K,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2014-09-30,2013-10-01,2015-02-27,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20194060,indberetninger-20180424,2.5124211,32102433.0,,2018-03-30T14:27:49.754Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-368.680,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32102433,2012-10-01,2012-10-01,c741,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8vcGRmcy8zMjEwMjQzMztBcFM0NTQ3MDg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8veGJybHMvWC03NURFMDIyOS0yMDE1MDMwMl8xMjU5NTVfNTI3.xml,58665.0,KÃ¸benhavn K,1256.0,36.0,Amaliegade,"2000, Frederiksberg","Roskildevej, 37A, 3.sal",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2015-02-27,2015-02-27,2009-04-01,2015-02-27,58665.0,Udviklingsomkostninger og internt oparbejdede rettigheder indregnes som omkostninger i anskaffelsesÃ¥ret.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",2287699.0,32102433.0,27674399.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Smarter ApS.,Ãrsrapport,Stefan HonorÃ©,Stefan HonorÃ©,Smarter ApS,"One Revision Ãst, Statsautoriseret revisionsaktieselskab",KÃ¸benhavn K,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2014-09-30,2013-10-01,2015-02-27,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20194060,indberetninger-20180424,2.5124211,32102433.0,,2018-03-30T14:27:49.754Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-368.680,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32102433,2012-10-01,2013-09-30,c109,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8vcGRmcy8zMjEwMjQzMztBcFM0NTQ3MDg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8veGJybHMvWC03NURFMDIyOS0yMDE1MDMwMl8xMjU5NTVfNTI3.xml,58665.0,KÃ¸benhavn K,1256.0,36.0,Amaliegade,"2000, Frederiksberg","Roskildevej, 37A, 3.sal",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2015-02-27,2015-02-27,2009-04-01,2015-02-27,58665.0,Udviklingsomkostninger og internt oparbejdede rettigheder indregnes som omkostninger i anskaffelsesÃ¥ret.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,32102433.0,27674399.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Smarter ApS.,Ãrsrapport,Stefan HonorÃ©,Stefan HonorÃ©,Smarter ApS,"One Revision Ãst, Statsautoriseret revisionsaktieselskab",KÃ¸benhavn K,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2014-09-30,2013-10-01,2015-02-27,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20194060,indberetninger-20180424,2.5124211,32102433.0,,2018-03-30T14:27:49.754Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-368.680,2015-03-02T23:00:00.000Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32102433,2012-10-01,2013-09-30,c123,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8vcGRmcy8zMjEwMjQzMztBcFM0NTQ3MDg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8veGJybHMvWC03NURFMDIyOS0yMDE1MDMwMl8xMjU5NTVfNTI3.xml,58665.0,KÃ¸benhavn K,1256.0,36.0,Amaliegade,"2000, Frederiksberg","Roskildevej, 37A, 3.sal",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2015-02-27,2015-02-27,2009-04-01,2015-02-27,58665.0,Udviklingsomkostninger og internt oparbejdede rettigheder indregnes som omkostninger i anskaffelsesÃ¥ret.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,32102433.0,27674399.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Smarter ApS.,Ãrsrapport,Stefan HonorÃ©,Stefan HonorÃ©,Smarter ApS,"One Revision Ãst, Statsautoriseret revisionsaktieselskab",KÃ¸benhavn K,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2014-09-30,2013-10-01,2015-02-27,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20194060,indberetninger-20180424,2.5124211,32102433.0,,2018-03-30T14:27:49.754Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-368.680,2015-03-02T23:00:00.000Z,51428.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32102433,2012-10-01,2013-09-30,c3,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8vcGRmcy8zMjEwMjQzMztBcFM0NTQ3MDg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8veGJybHMvWC03NURFMDIyOS0yMDE1MDMwMl8xMjU5NTVfNTI3.xml,58665.0,KÃ¸benhavn K,1256.0,36.0,Amaliegade,"2000, Frederiksberg","Roskildevej, 37A, 3.sal",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2015-02-27,2015-02-27,2009-04-01,2015-02-27,58665.0,Udviklingsomkostninger og internt oparbejdede rettigheder indregnes som omkostninger i anskaffelsesÃ¥ret.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,32102433.0,27674399.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Smarter ApS.,Ãrsrapport,Stefan HonorÃ©,Stefan HonorÃ©,Smarter ApS,"One Revision Ãst, Statsautoriseret revisionsaktieselskab",KÃ¸benhavn K,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2014-09-30,2013-10-01,2015-02-27,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20194060,indberetninger-20180424,2.5124211,32102433.0,,2018-03-30T14:27:49.754Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-368.680,2015-03-02T23:00:00.000Z,51428.0,0.0,68570.0,68570.0,68570.0,17142.0,,,,,,,,,,,,,,,,,,,,,
32102433,2012-10-01,2013-09-30,c742,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8vcGRmcy8zMjEwMjQzMztBcFM0NTQ3MDg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8veGJybHMvWC03NURFMDIyOS0yMDE1MDMwMl8xMjU5NTVfNTI3.xml,58665.0,KÃ¸benhavn K,1256.0,36.0,Amaliegade,"2000, Frederiksberg","Roskildevej, 37A, 3.sal",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2015-02-27,2015-02-27,2009-04-01,2015-02-27,58665.0,Udviklingsomkostninger og internt oparbejdede rettigheder indregnes som omkostninger i anskaffelsesÃ¥ret.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,32102433.0,27674399.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Smarter ApS.,Ãrsrapport,Stefan HonorÃ©,Stefan HonorÃ©,Smarter ApS,"One Revision Ãst, Statsautoriseret revisionsaktieselskab",KÃ¸benhavn K,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2014-09-30,2013-10-01,2015-02-27,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20194060,indberetninger-20180424,2.5124211,32102433.0,,2018-03-30T14:27:49.754Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-368.680,2015-03-02T23:00:00.000Z,51428.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32102433,2012-10-01,2013-09-30,c745,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8vcGRmcy8zMjEwMjQzMztBcFM0NTQ3MDg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8veGJybHMvWC03NURFMDIyOS0yMDE1MDMwMl8xMjU5NTVfNTI3.xml,58665.0,KÃ¸benhavn K,1256.0,36.0,Amaliegade,"2000, Frederiksberg","Roskildevej, 37A, 3.sal",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2015-02-27,2015-02-27,2009-04-01,2015-02-27,58665.0,Udviklingsomkostninger og internt oparbejdede rettigheder indregnes som omkostninger i anskaffelsesÃ¥ret.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",,32102433.0,27674399.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Smarter ApS.,Ãrsrapport,Stefan HonorÃ©,Stefan HonorÃ©,Smarter ApS,"One Revision Ãst, Statsautoriseret revisionsaktieselskab",KÃ¸benhavn K,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2014-09-30,2013-10-01,2015-02-27,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20194060,indberetninger-20180424,2.5124211,32102433.0,,2018-03-30T14:27:49.754Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-368.680,2015-03-02T23:00:00.000Z,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
32102433,2013-09-30,2013-09-30,c4,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8vcGRmcy8zMjEwMjQzMztBcFM0NTQ3MDg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8veGJybHMvWC03NURFMDIyOS0yMDE1MDMwMl8xMjU5NTVfNTI3.xml,58665.0,KÃ¸benhavn K,1256.0,36.0,Amaliegade,"2000, Frederiksberg","Roskildevej, 37A, 3.sal",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2015-02-27,2015-02-27,2009-04-01,2015-02-27,58665.0,Udviklingsomkostninger og internt oparbejdede rettigheder indregnes som omkostninger i anskaffelsesÃ¥ret.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",2464127.0,32102433.0,27674399.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Smarter ApS.,Ãrsrapport,Stefan HonorÃ©,Stefan HonorÃ©,Smarter ApS,"One Revision Ãst, Statsautoriseret revisionsaktieselskab",KÃ¸benhavn K,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2014-09-30,2013-10-01,2015-02-27,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20194060,indberetninger-20180424,2.5124211,32102433.0,,2018-03-30T14:27:49.754Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-368.680,2015-03-02T23:00:00.000Z,,,,,,,,3092491.0,544096.0,125000.0,1332541.0,1759950.0,3092491.0,628364.0,1759950.0,155289.0,1759950.0,0.0,0.0,0.0,2339127.0,628364.0,788445.0,39653.0,433422.0,788445.0,
32102433,2013-09-30,2013-09-30,c722,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8vcGRmcy8zMjEwMjQzMztBcFM0NTQ3MDg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8veGJybHMvWC03NURFMDIyOS0yMDE1MDMwMl8xMjU5NTVfNTI3.xml,58665.0,KÃ¸benhavn K,1256.0,36.0,Amaliegade,"2000, Frederiksberg","Roskildevej, 37A, 3.sal",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2015-02-27,2015-02-27,2009-04-01,2015-02-27,58665.0,Udviklingsomkostninger og internt oparbejdede rettigheder indregnes som omkostninger i anskaffelsesÃ¥ret.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",125000.0,32102433.0,27674399.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Smarter ApS.,Ãrsrapport,Stefan HonorÃ©,Stefan HonorÃ©,Smarter ApS,"One Revision Ãst, Statsautoriseret revisionsaktieselskab",KÃ¸benhavn K,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2014-09-30,2013-10-01,2015-02-27,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20194060,indberetninger-20180424,2.5124211,32102433.0,,2018-03-30T14:27:49.754Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-368.680,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32102433,2013-09-30,2013-09-30,c743,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8vcGRmcy8zMjEwMjQzMztBcFM0NTQ3MDg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/33420123/Y3ZyLmRrOi8veGJybHMvWC03NURFMDIyOS0yMDE1MDMwMl8xMjU5NTVfNTI3.xml,58665.0,KÃ¸benhavn K,1256.0,36.0,Amaliegade,"2000, Frederiksberg","Roskildevej, 37A, 3.sal",ledelsen,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2015-02-27,2015-02-27,2009-04-01,2015-02-27,58665.0,Udviklingsomkostninger og internt oparbejdede rettigheder indregnes som omkostninger i anskaffelsesÃ¥ret.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",2339127.0,32102433.0,27674399.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Smarter ApS.,Ãrsrapport,Stefan HonorÃ©,Stefan HonorÃ©,Smarter ApS,"One Revision Ãst, Statsautoriseret revisionsaktieselskab",KÃ¸benhavn K,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn K,2014-09-30,2013-10-01,2015-02-27,Frederiksberg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20194060,indberetninger-20180424,2.5124211,32102433.0,,2018-03-30T14:27:49.754Z,2015-03-02T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-368.680,2015-03-02T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
