entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,EmailOfReportingEntity,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
31885507,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzdjLzEwLzgyLzVjZGUtNDI1ZS1iYzM3LTFiYTA1YWVjMGJlZg.pdf,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2IzLzYxLzg2L2U2NDMtNDI1OS1hZjZlLTg2MWZiNmE1YjJlOA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Varde,6800.0,1.0,LerpÃ¸tvej,6800 Varde,Lunddalsvej 7,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Anne-Fie Foght-Pedersen Holding ApS,3222.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",3806.0,2019-04-12,2008-12-15,2019-05-03,Statsautoriseret revisor,-105800.0,lape@steelcon.com,+45 75 12 07 20,-7731.0,20222670.0,31885507.0,20222670.0,mne35421,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Anne-Fie Foght-Pedersen Holding ApS.,150000.0,44357.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jochens LÃ¼ck,Anne-Fie Foght-Thomsen,Anne-Fie Foght-Thomsen,Jyske Bank,Anne-Fie Foght-Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,5838.0,Varde,2017-01-01,2017-12-31,173760.0,180788.0,-7731.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-12,Herning,7028.0,+45 75 12 14 20,urn:ofk:oid:27085924,indberetninger-20180424,2.5124211,31885507.0,AWqNefAMRYGX6_YTHcCX,2019-05-06T14:09:08.934Z,2019-05-06T14:08:59.354Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-86-NM,2019-05-06T14:08:59.506Z,,,,,,,,,,,,,,,,,,,
31885507,2017-01-01,2017-12-31,c177,,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzdjLzEwLzgyLzVjZGUtNDI1ZS1iYzM3LTFiYTA1YWVjMGJlZg.pdf,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2IzLzYxLzg2L2U2NDMtNDI1OS1hZjZlLTg2MWZiNmE1YjJlOA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Varde,6800.0,1.0,LerpÃ¸tvej,6800 Varde,Lunddalsvej 7,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Anne-Fie Foght-Pedersen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-12,2008-12-15,2019-05-03,Statsautoriseret revisor,-105800.0,lape@steelcon.com,+45 75 12 07 20,,20222670.0,31885507.0,20222670.0,mne35421,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Anne-Fie Foght-Pedersen Holding ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jochens LÃ¼ck,Anne-Fie Foght-Thomsen,Anne-Fie Foght-Thomsen,Jyske Bank,Anne-Fie Foght-Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Varde,2017-01-01,2017-12-31,105800.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-12,Herning,,+45 75 12 14 20,urn:ofk:oid:27085924,indberetninger-20180424,2.5124211,31885507.0,AWqNefAMRYGX6_YTHcCX,2019-05-06T14:09:08.934Z,2019-05-06T14:08:59.354Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-86-NM,2019-05-06T14:08:59.506Z,,,,,,,,,,,,,,,,,,,
31885507,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzdjLzEwLzgyLzVjZGUtNDI1ZS1iYzM3LTFiYTA1YWVjMGJlZg.pdf,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2IzLzYxLzg2L2U2NDMtNDI1OS1hZjZlLTg2MWZiNmE1YjJlOA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Varde,6800.0,1.0,LerpÃ¸tvej,6800 Varde,Lunddalsvej 7,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Anne-Fie Foght-Pedersen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-12,2008-12-15,2019-05-03,Statsautoriseret revisor,-105800.0,lape@steelcon.com,+45 75 12 07 20,,20222670.0,31885507.0,20222670.0,mne35421,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Anne-Fie Foght-Pedersen Holding ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jochens LÃ¼ck,Anne-Fie Foght-Thomsen,Anne-Fie Foght-Thomsen,Jyske Bank,Anne-Fie Foght-Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Varde,2017-01-01,2017-12-31,67960.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-12,Herning,,+45 75 12 14 20,urn:ofk:oid:27085924,indberetninger-20180424,2.5124211,31885507.0,AWqNefAMRYGX6_YTHcCX,2019-05-06T14:09:08.934Z,2019-05-06T14:08:59.354Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-86-NM,2019-05-06T14:08:59.506Z,,,,,,,,,,,,,,,,,,,
31885507,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzdjLzEwLzgyLzVjZGUtNDI1ZS1iYzM3LTFiYTA1YWVjMGJlZg.pdf,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2IzLzYxLzg2L2U2NDMtNDI1OS1hZjZlLTg2MWZiNmE1YjJlOA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Varde,6800.0,1.0,LerpÃ¸tvej,6800 Varde,Lunddalsvej 7,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Anne-Fie Foght-Pedersen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-12,2008-12-15,2019-05-03,Statsautoriseret revisor,-105800.0,lape@steelcon.com,+45 75 12 07 20,,20222670.0,31885507.0,20222670.0,mne35421,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Anne-Fie Foght-Pedersen Holding ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jochens LÃ¼ck,Anne-Fie Foght-Thomsen,Anne-Fie Foght-Thomsen,Jyske Bank,Anne-Fie Foght-Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Varde,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-12,Herning,,+45 75 12 14 20,urn:ofk:oid:27085924,indberetninger-20180424,2.5124211,31885507.0,AWqNefAMRYGX6_YTHcCX,2019-05-06T14:09:08.934Z,2019-05-06T14:08:59.354Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-86-NM,2019-05-06T14:08:59.506Z,2089352.0,66122.0,125000.0,0.0,1991513.0,2089352.0,97839.0,1072500.0,1072500.0,1072500.0,947799.0,105800.0,1760713.0,947799.0,97839.0,2931.0,2931.0,,
31885507,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzdjLzEwLzgyLzVjZGUtNDI1ZS1iYzM3LTFiYTA1YWVjMGJlZg.pdf,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2IzLzYxLzg2L2U2NDMtNDI1OS1hZjZlLTg2MWZiNmE1YjJlOA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Varde,6800.0,1.0,LerpÃ¸tvej,6800 Varde,Lunddalsvej 7,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Anne-Fie Foght-Pedersen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-12,2008-12-15,2019-05-03,Statsautoriseret revisor,-105800.0,lape@steelcon.com,+45 75 12 07 20,,20222670.0,31885507.0,20222670.0,mne35421,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Anne-Fie Foght-Pedersen Holding ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jochens LÃ¼ck,Anne-Fie Foght-Thomsen,Anne-Fie Foght-Thomsen,Jyske Bank,Anne-Fie Foght-Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Varde,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-12,Herning,,+45 75 12 14 20,urn:ofk:oid:27085924,indberetninger-20180424,2.5124211,31885507.0,AWqNefAMRYGX6_YTHcCX,2019-05-06T14:09:08.934Z,2019-05-06T14:08:59.354Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-86-NM,2019-05-06T14:08:59.506Z,,,,,125000.0,,,,,,,,,,,,,,
31885507,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzdjLzEwLzgyLzVjZGUtNDI1ZS1iYzM3LTFiYTA1YWVjMGJlZg.pdf,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2IzLzYxLzg2L2U2NDMtNDI1OS1hZjZlLTg2MWZiNmE1YjJlOA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Varde,6800.0,1.0,LerpÃ¸tvej,6800 Varde,Lunddalsvej 7,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Anne-Fie Foght-Pedersen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-12,2008-12-15,2019-05-03,Statsautoriseret revisor,-105800.0,lape@steelcon.com,+45 75 12 07 20,,20222670.0,31885507.0,20222670.0,mne35421,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Anne-Fie Foght-Pedersen Holding ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jochens LÃ¼ck,Anne-Fie Foght-Thomsen,Anne-Fie Foght-Thomsen,Jyske Bank,Anne-Fie Foght-Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Varde,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-12,Herning,,+45 75 12 14 20,urn:ofk:oid:27085924,indberetninger-20180424,2.5124211,31885507.0,AWqNefAMRYGX6_YTHcCX,2019-05-06T14:09:08.934Z,2019-05-06T14:08:59.354Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-86-NM,2019-05-06T14:08:59.506Z,,,,,1760713.0,,,,,,,,,,,,,,
31885507,2018-01-01,2018-01-01,c257,,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzdjLzEwLzgyLzVjZGUtNDI1ZS1iYzM3LTFiYTA1YWVjMGJlZg.pdf,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2IzLzYxLzg2L2U2NDMtNDI1OS1hZjZlLTg2MWZiNmE1YjJlOA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Varde,6800.0,1.0,LerpÃ¸tvej,6800 Varde,Lunddalsvej 7,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Anne-Fie Foght-Pedersen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-12,2008-12-15,2019-05-03,Statsautoriseret revisor,-105800.0,lape@steelcon.com,+45 75 12 07 20,,20222670.0,31885507.0,20222670.0,mne35421,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Anne-Fie Foght-Pedersen Holding ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jochens LÃ¼ck,Anne-Fie Foght-Thomsen,Anne-Fie Foght-Thomsen,Jyske Bank,Anne-Fie Foght-Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Varde,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-12,Herning,,+45 75 12 14 20,urn:ofk:oid:27085924,indberetninger-20180424,2.5124211,31885507.0,AWqNefAMRYGX6_YTHcCX,2019-05-06T14:09:08.934Z,2019-05-06T14:08:59.354Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-86-NM,2019-05-06T14:08:59.506Z,,,,,105800.0,,,,,,,,,,,,,,
31885507,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzdjLzEwLzgyLzVjZGUtNDI1ZS1iYzM3LTFiYTA1YWVjMGJlZg.pdf,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2IzLzYxLzg2L2U2NDMtNDI1OS1hZjZlLTg2MWZiNmE1YjJlOA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Varde,6800.0,1.0,LerpÃ¸tvej,6800 Varde,Lunddalsvej 7,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Anne-Fie Foght-Pedersen Holding ApS,-37601.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",0.0,2019-04-12,2008-12-15,2019-05-03,Statsautoriseret revisor,-105800.0,lape@steelcon.com,+45 75 12 07 20,-8586.0,20222670.0,31885507.0,20222670.0,mne35421,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Anne-Fie Foght-Pedersen Holding ApS.,150000.0,48824.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jochens LÃ¼ck,Anne-Fie Foght-Thomsen,Anne-Fie Foght-Thomsen,Jyske Bank,Anne-Fie Foght-Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,211153.0,Varde,2017-01-01,2017-12-31,16686.0,-20915.0,-8586.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-12,Herning,-37601.0,+45 75 12 14 20,urn:ofk:oid:27085924,indberetninger-20180424,2.5124211,31885507.0,AWqNefAMRYGX6_YTHcCX,2019-05-06T14:09:08.934Z,2019-05-06T14:08:59.354Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-86-NM,2019-05-06T14:08:59.506Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang
31885507,2018-01-01,2018-12-31,c176,,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzdjLzEwLzgyLzVjZGUtNDI1ZS1iYzM3LTFiYTA1YWVjMGJlZg.pdf,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2IzLzYxLzg2L2U2NDMtNDI1OS1hZjZlLTg2MWZiNmE1YjJlOA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Varde,6800.0,1.0,LerpÃ¸tvej,6800 Varde,Lunddalsvej 7,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Anne-Fie Foght-Pedersen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-12,2008-12-15,2019-05-03,Statsautoriseret revisor,-105800.0,lape@steelcon.com,+45 75 12 07 20,,20222670.0,31885507.0,20222670.0,mne35421,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Anne-Fie Foght-Pedersen Holding ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jochens LÃ¼ck,Anne-Fie Foght-Thomsen,Anne-Fie Foght-Thomsen,Jyske Bank,Anne-Fie Foght-Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Varde,2017-01-01,2017-12-31,200000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-12,Herning,,+45 75 12 14 20,urn:ofk:oid:27085924,indberetninger-20180424,2.5124211,31885507.0,AWqNefAMRYGX6_YTHcCX,2019-05-06T14:09:08.934Z,2019-05-06T14:08:59.354Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-86-NM,2019-05-06T14:08:59.506Z,,,,,,,,,,,,,,,,,,,
31885507,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzdjLzEwLzgyLzVjZGUtNDI1ZS1iYzM3LTFiYTA1YWVjMGJlZg.pdf,http://regnskaber.virk.dk/70558813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2IzLzYxLzg2L2U2NDMtNDI1OS1hZjZlLTg2MWZiNmE1YjJlOA.xml,true,Herning,7400.0,30.0,Birk Centerpark,Varde,6800.0,1.0,LerpÃ¸tvej,6800 Varde,Lunddalsvej 7,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Anne-Fie Foght-Pedersen Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-04-12,2008-12-15,2019-05-03,Statsautoriseret revisor,-105800.0,lape@steelcon.com,+45 75 12 07 20,,20222670.0,31885507.0,20222670.0,mne35421,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Anne-Fie Foght-Pedersen Holding ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jochens LÃ¼ck,Anne-Fie Foght-Thomsen,Anne-Fie Foght-Thomsen,Jyske Bank,Anne-Fie Foght-Pedersen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Varde,2017-01-01,2017-12-31,-183314.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2018-12-31,2018-01-01,true,2019-04-12,Herning,,+45 75 12 14 20,urn:ofk:oid:27085924,indberetninger-20180424,2.5124211,31885507.0,AWqNefAMRYGX6_YTHcCX,2019-05-06T14:09:08.934Z,2019-05-06T14:08:59.354Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-86-NM,2019-05-06T14:08:59.506Z,,,,,,,,,,,,,,,,,,,
