entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,IncomeFromInvestmentsInGroupEnterprises,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
28891512,2014-01-01,2014-12-31,c10,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzExLzlkL2UxLzQzZWEtNGE2NC1hYjdlLTk0MzZlNTk2NjE0Yw.xhtml,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2E5LzY3LzE4L2JiMDUtNGE5NS1hMTQzLTk4NjkxNTMwMjU3Mg.pdf,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2JiL2YzLzY5LzQ5OWYtNDgwMi04ZTM0LWFmODVkMTMzOTBjZA.xml,Danmark,DK,Odense C,"9, 1",Vesterbro,Odense M,5230.0,155.0,Hunderupvej,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i SchÃ¸nsted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-19,2016-02-19,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.Â </p>",28891512.0,1002497487.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn HÃ¸ffner,Malene Hessner SchÃ¸nsted,Ulf SchÃ¸nsted-Madsen,SCHÃNSTED HOLDING ApS,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER,Odense,2014-01-01,2014-12-31,0.0,2015-12-31,2015-01-01,2016-02-19,Odense,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22019562,indberetninger-20180424,2.5953956000000002,28891512.0,,2018-03-28T21:50:48.542Z,2016-02-24T11:03:42.566Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-45-JH,2016-02-24T11:03:42.812Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28891512,2014-01-01,2014-12-31,c12,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzExLzlkL2UxLzQzZWEtNGE2NC1hYjdlLTk0MzZlNTk2NjE0Yw.xhtml,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2E5LzY3LzE4L2JiMDUtNGE5NS1hMTQzLTk4NjkxNTMwMjU3Mg.pdf,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2JiL2YzLzY5LzQ5OWYtNDgwMi04ZTM0LWFmODVkMTMzOTBjZA.xml,Danmark,DK,Odense C,"9, 1",Vesterbro,Odense M,5230.0,155.0,Hunderupvej,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i SchÃ¸nsted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-19,2016-02-19,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.Â </p>",28891512.0,1002497487.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn HÃ¸ffner,Malene Hessner SchÃ¸nsted,Ulf SchÃ¸nsted-Madsen,SCHÃNSTED HOLDING ApS,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER,Odense,2014-01-01,2014-12-31,752497.0,2015-12-31,2015-01-01,2016-02-19,Odense,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22019562,indberetninger-20180424,2.5953956000000002,28891512.0,,2018-03-28T21:50:48.542Z,2016-02-24T11:03:42.566Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-45-JH,2016-02-24T11:03:42.812Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28891512,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzExLzlkL2UxLzQzZWEtNGE2NC1hYjdlLTk0MzZlNTk2NjE0Yw.xhtml,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2E5LzY3LzE4L2JiMDUtNGE5NS1hMTQzLTk4NjkxNTMwMjU3Mg.pdf,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2JiL2YzLzY5LzQ5OWYtNDgwMi04ZTM0LWFmODVkMTMzOTBjZA.xml,Danmark,DK,Odense C,"9, 1",Vesterbro,Odense M,5230.0,155.0,Hunderupvej,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i SchÃ¸nsted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-19,2016-02-19,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.Â </p>",28891512.0,1002497487.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn HÃ¸ffner,Malene Hessner SchÃ¸nsted,Ulf SchÃ¸nsted-Madsen,SCHÃNSTED HOLDING ApS,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER,Odense,2014-01-01,2014-12-31,852297.0,2015-12-31,2015-01-01,2016-02-19,Odense,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22019562,indberetninger-20180424,2.5953956000000002,28891512.0,,2018-03-28T21:50:48.542Z,2016-02-24T11:03:42.566Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-45-JH,2016-02-24T11:03:42.812Z,33000.0,-156973.0,879414.0,149439.0,1007.0,58106.0,895979.0,-189973.0,43682.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28891512,2014-01-01,2014-12-31,c8,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzExLzlkL2UxLzQzZWEtNGE2NC1hYjdlLTk0MzZlNTk2NjE0Yw.xhtml,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2E5LzY3LzE4L2JiMDUtNGE5NS1hMTQzLTk4NjkxNTMwMjU3Mg.pdf,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2JiL2YzLzY5LzQ5OWYtNDgwMi04ZTM0LWFmODVkMTMzOTBjZA.xml,Danmark,DK,Odense C,"9, 1",Vesterbro,Odense M,5230.0,155.0,Hunderupvej,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i SchÃ¸nsted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-19,2016-02-19,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.Â </p>",28891512.0,1002497487.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn HÃ¸ffner,Malene Hessner SchÃ¸nsted,Ulf SchÃ¸nsted-Madsen,SCHÃNSTED HOLDING ApS,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER,Odense,2014-01-01,2014-12-31,99800.0,2015-12-31,2015-01-01,2016-02-19,Odense,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22019562,indberetninger-20180424,2.5953956000000002,28891512.0,,2018-03-28T21:50:48.542Z,2016-02-24T11:03:42.566Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-45-JH,2016-02-24T11:03:42.812Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28891512,2014-12-31,2014-12-31,c14,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzExLzlkL2UxLzQzZWEtNGE2NC1hYjdlLTk0MzZlNTk2NjE0Yw.xhtml,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2E5LzY3LzE4L2JiMDUtNGE5NS1hMTQzLTk4NjkxNTMwMjU3Mg.pdf,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2JiL2YzLzY5LzQ5OWYtNDgwMi04ZTM0LWFmODVkMTMzOTBjZA.xml,Danmark,DK,Odense C,"9, 1",Vesterbro,Odense M,5230.0,155.0,Hunderupvej,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i SchÃ¸nsted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-19,2016-02-19,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.Â </p>",28891512.0,1002497487.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn HÃ¸ffner,Malene Hessner SchÃ¸nsted,Ulf SchÃ¸nsted-Madsen,SCHÃNSTED HOLDING ApS,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER,Odense,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,2016-02-19,Odense,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22019562,indberetninger-20180424,2.5953956000000002,28891512.0,,2018-03-28T21:50:48.542Z,2016-02-24T11:03:42.566Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-45-JH,2016-02-24T11:03:42.812Z,,,,,,,,,,5682431.0,1097215.0,125000.0,2334151.0,1446.0,5614649.0,51000.0,5682431.0,67782.0,3297280.0,261272.0,3348280.0,3036008.0,66705.0,51000.0,99800.0,5389849.0,67782.0,1077.0,1236936.0,1145066.0,0.0,90424.0,,,
28891512,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzExLzlkL2UxLzQzZWEtNGE2NC1hYjdlLTk0MzZlNTk2NjE0Yw.xhtml,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2E5LzY3LzE4L2JiMDUtNGE5NS1hMTQzLTk4NjkxNTMwMjU3Mg.pdf,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2JiL2YzLzY5LzQ5OWYtNDgwMi04ZTM0LWFmODVkMTMzOTBjZA.xml,Danmark,DK,Odense C,"9, 1",Vesterbro,Odense M,5230.0,155.0,Hunderupvej,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i SchÃ¸nsted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-19,2016-02-19,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.Â </p>",28891512.0,1002497487.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn HÃ¸ffner,Malene Hessner SchÃ¸nsted,Ulf SchÃ¸nsted-Madsen,SCHÃNSTED HOLDING ApS,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER,Odense,2014-01-01,2014-12-31,493803.0,2015-12-31,2015-01-01,2016-02-19,Odense,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22019562,indberetninger-20180424,2.5953956000000002,28891512.0,,2018-03-28T21:50:48.542Z,2016-02-24T11:03:42.566Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-45-JH,2016-02-24T11:03:42.812Z,-17000.0,-89331.0,274824.0,321434.0,2048.0,41568.0,563447.0,-72331.0,69644.0,,,,,,,,,,,,,,,,,,,,,,,,,,
28891512,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzExLzlkL2UxLzQzZWEtNGE2NC1hYjdlLTk0MzZlNTk2NjE0Yw.xhtml,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2E5LzY3LzE4L2JiMDUtNGE5NS1hMTQzLTk4NjkxNTMwMjU3Mg.pdf,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2JiL2YzLzY5LzQ5OWYtNDgwMi04ZTM0LWFmODVkMTMzOTBjZA.xml,Danmark,DK,Odense C,"9, 1",Vesterbro,Odense M,5230.0,155.0,Hunderupvej,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i SchÃ¸nsted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-19,2016-02-19,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.Â </p>",28891512.0,1002497487.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn HÃ¸ffner,Malene Hessner SchÃ¸nsted,Ulf SchÃ¸nsted-Madsen,SCHÃNSTED HOLDING ApS,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER,Odense,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,2016-02-19,Odense,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22019562,indberetninger-20180424,2.5953956000000002,28891512.0,,2018-03-28T21:50:48.542Z,2016-02-24T11:03:42.566Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-45-JH,2016-02-24T11:03:42.812Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76637415.0,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER,
28891512,2015-01-01,2015-12-31,c11,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzExLzlkL2UxLzQzZWEtNGE2NC1hYjdlLTk0MzZlNTk2NjE0Yw.xhtml,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2E5LzY3LzE4L2JiMDUtNGE5NS1hMTQzLTk4NjkxNTMwMjU3Mg.pdf,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2JiL2YzLzY5LzQ5OWYtNDgwMi04ZTM0LWFmODVkMTMzOTBjZA.xml,Danmark,DK,Odense C,"9, 1",Vesterbro,Odense M,5230.0,155.0,Hunderupvej,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i SchÃ¸nsted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-19,2016-02-19,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.Â </p>",28891512.0,1002497487.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn HÃ¸ffner,Malene Hessner SchÃ¸nsted,Ulf SchÃ¸nsted-Madsen,SCHÃNSTED HOLDING ApS,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER,Odense,2014-01-01,2014-12-31,239103.0,2015-12-31,2015-01-01,2016-02-19,Odense,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22019562,indberetninger-20180424,2.5953956000000002,28891512.0,,2018-03-28T21:50:48.542Z,2016-02-24T11:03:42.566Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-45-JH,2016-02-24T11:03:42.812Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28891512,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzExLzlkL2UxLzQzZWEtNGE2NC1hYjdlLTk0MzZlNTk2NjE0Yw.xhtml,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2E5LzY3LzE4L2JiMDUtNGE5NS1hMTQzLTk4NjkxNTMwMjU3Mg.pdf,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2JiL2YzLzY5LzQ5OWYtNDgwMi04ZTM0LWFmODVkMTMzOTBjZA.xml,Danmark,DK,Odense C,"9, 1",Vesterbro,Odense M,5230.0,155.0,Hunderupvej,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i SchÃ¸nsted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-19,2016-02-19,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.Â </p>",28891512.0,1002497487.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn HÃ¸ffner,Malene Hessner SchÃ¸nsted,Ulf SchÃ¸nsted-Madsen,SCHÃNSTED HOLDING ApS,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER,Odense,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,2016-02-19,Odense,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22019562,indberetninger-20180424,2.5953956000000002,28891512.0,,2018-03-28T21:50:48.542Z,2016-02-24T11:03:42.566Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-45-JH,2016-02-24T11:03:42.812Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28891512,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzExLzlkL2UxLzQzZWEtNGE2NC1hYjdlLTk0MzZlNTk2NjE0Yw.xhtml,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2E5LzY3LzE4L2JiMDUtNGE5NS1hMTQzLTk4NjkxNTMwMjU3Mg.pdf,http://regnskaber.virk.dk/21519882/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2JiL2YzLzY5LzQ5OWYtNDgwMi04ZTM0LWFmODVkMTMzOTBjZA.xml,Danmark,DK,Odense C,"9, 1",Vesterbro,Odense M,5230.0,155.0,Hunderupvej,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i SchÃ¸nsted Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,"Regnskabsklasse B, mikrovirksomhed",2016-02-19,2016-02-19,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.Â </p>",28891512.0,1002497487.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Finn HÃ¸ffner,Malene Hessner SchÃ¸nsted,Ulf SchÃ¸nsted-Madsen,SCHÃNSTED HOLDING ApS,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER,Odense,2014-01-01,2014-12-31,,2015-12-31,2015-01-01,2016-02-19,Odense,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22019562,indberetninger-20180424,2.5953956000000002,28891512.0,,2018-03-28T21:50:48.542Z,2016-02-24T11:03:42.566Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-45-JH,2016-02-24T11:03:42.812Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulf SchÃ¸nsted-Madsen
