entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepositsLongtermInvestmentsAndReceivables,EmailOfReportingEntity,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
35377476,2013-12-31,2013-12-31,ID_8,,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzhhL2YwLzI3L2ViNGMtNGIwMy04NGVkLTBiZGE2ZWFjNDMwOA.pdf,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzk0L2JhLzI2Lzc1NTktNDdhNy1iOWFkLTBmNWVhYWQ0ZjlmOA.xml,"Slagelse, 4200","Nytorv 6, 1. sal",Til den daglige ledelse i Phoenix  ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-02,2013-06-03,2015-06-02,163410.0,pub@theupperhill.dk,0.0,35377476.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Phoenix  ApS.,Ãrsrapport,0.0,Simon Vedel Kristensen,Spar Nord Bank A/S,Phoenix  ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 02-06-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-02,Slagelse,28 45 89 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5544980,indberetninger-20180424,2.5097437,35377476.0,,2018-03-30T21:34:38.274Z,2015-06-17T11:23:05.031Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-85-QL,2015-06-17T11:23:05.070Z,
35377476,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzhhL2YwLzI3L2ViNGMtNGIwMy04NGVkLTBiZGE2ZWFjNDMwOA.pdf,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzk0L2JhLzI2Lzc1NTktNDdhNy1iOWFkLTBmNWVhYWQ0ZjlmOA.xml,"Slagelse, 4200","Nytorv 6, 1. sal",Til den daglige ledelse i Phoenix  ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-02,2013-06-03,2015-06-02,,pub@theupperhill.dk,0.0,35377476.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Phoenix  ApS.,Ãrsrapport,0.0,Simon Vedel Kristensen,Spar Nord Bank A/S,Phoenix  ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 02-06-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-02,Slagelse,28 45 89 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5544980,indberetninger-20180424,2.5097437,35377476.0,,2018-03-30T21:34:38.274Z,2015-06-17T11:23:05.031Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-85-QL,2015-06-17T11:23:05.070Z,
35377476,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzhhL2YwLzI3L2ViNGMtNGIwMy04NGVkLTBiZGE2ZWFjNDMwOA.pdf,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzk0L2JhLzI2Lzc1NTktNDdhNy1iOWFkLTBmNWVhYWQ0ZjlmOA.xml,"Slagelse, 4200","Nytorv 6, 1. sal",Til den daglige ledelse i Phoenix  ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-02,2013-06-03,2015-06-02,,pub@theupperhill.dk,0.0,35377476.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Phoenix  ApS.,Ãrsrapport,0.0,Simon Vedel Kristensen,Spar Nord Bank A/S,Phoenix  ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 02-06-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-02,Slagelse,28 45 89 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5544980,indberetninger-20180424,2.5097437,35377476.0,,2018-03-30T21:34:38.274Z,2015-06-17T11:23:05.031Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-85-QL,2015-06-17T11:23:05.070Z,
35377476,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzhhL2YwLzI3L2ViNGMtNGIwMy04NGVkLTBiZGE2ZWFjNDMwOA.pdf,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzk0L2JhLzI2Lzc1NTktNDdhNy1iOWFkLTBmNWVhYWQ0ZjlmOA.xml,"Slagelse, 4200","Nytorv 6, 1. sal",Til den daglige ledelse i Phoenix  ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-02,2013-06-03,2015-06-02,,pub@theupperhill.dk,0.0,35377476.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Phoenix  ApS.,Ãrsrapport,0.0,Simon Vedel Kristensen,Spar Nord Bank A/S,Phoenix  ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 02-06-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-02,Slagelse,28 45 89 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5544980,indberetninger-20180424,2.5097437,35377476.0,,2018-03-30T21:34:38.274Z,2015-06-17T11:23:05.031Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-85-QL,2015-06-17T11:23:05.070Z,
35377476,2014-01-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzhhL2YwLzI3L2ViNGMtNGIwMy04NGVkLTBiZGE2ZWFjNDMwOA.pdf,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzk0L2JhLzI2Lzc1NTktNDdhNy1iOWFkLTBmNWVhYWQ0ZjlmOA.xml,"Slagelse, 4200","Nytorv 6, 1. sal",Til den daglige ledelse i Phoenix  ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-02,2013-06-03,2015-06-02,,pub@theupperhill.dk,0.0,35377476.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Phoenix  ApS.,Ãrsrapport,0.0,Simon Vedel Kristensen,Spar Nord Bank A/S,Phoenix  ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 02-06-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-02,Slagelse,28 45 89 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5544980,indberetninger-20180424,2.5097437,35377476.0,,2018-03-30T21:34:38.274Z,2015-06-17T11:23:05.031Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-85-QL,2015-06-17T11:23:05.070Z,
35377476,2014-01-01,2014-12-31,ID_12,,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzhhL2YwLzI3L2ViNGMtNGIwMy04NGVkLTBiZGE2ZWFjNDMwOA.pdf,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzk0L2JhLzI2Lzc1NTktNDdhNy1iOWFkLTBmNWVhYWQ0ZjlmOA.xml,"Slagelse, 4200","Nytorv 6, 1. sal",Til den daglige ledelse i Phoenix  ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-02,2013-06-03,2015-06-02,,pub@theupperhill.dk,0.0,35377476.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Phoenix  ApS.,Ãrsrapport,0.0,Simon Vedel Kristensen,Spar Nord Bank A/S,Phoenix  ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 02-06-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-02,Slagelse,28 45 89 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5544980,indberetninger-20180424,2.5097437,35377476.0,,2018-03-30T21:34:38.274Z,2015-06-17T11:23:05.031Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-85-QL,2015-06-17T11:23:05.070Z,
35377476,2014-01-01,2014-12-31,ID_2,,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzhhL2YwLzI3L2ViNGMtNGIwMy04NGVkLTBiZGE2ZWFjNDMwOA.pdf,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzk0L2JhLzI2Lzc1NTktNDdhNy1iOWFkLTBmNWVhYWQ0ZjlmOA.xml,"Slagelse, 4200","Nytorv 6, 1. sal",Til den daglige ledelse i Phoenix  ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-02,2013-06-03,2015-06-02,,pub@theupperhill.dk,0.0,35377476.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Phoenix  ApS.,Ãrsrapport,0.0,Simon Vedel Kristensen,Spar Nord Bank A/S,Phoenix  ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 02-06-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-02,Slagelse,28 45 89 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5544980,indberetninger-20180424,2.5097437,35377476.0,,2018-03-30T21:34:38.274Z,2015-06-17T11:23:05.031Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-85-QL,2015-06-17T11:23:05.070Z,Simon Vedel Kristensen
35377476,2014-01-01,2014-12-31,ID_3,,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzhhL2YwLzI3L2ViNGMtNGIwMy04NGVkLTBiZGE2ZWFjNDMwOA.pdf,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzk0L2JhLzI2Lzc1NTktNDdhNy1iOWFkLTBmNWVhYWQ0ZjlmOA.xml,"Slagelse, 4200","Nytorv 6, 1. sal",Til den daglige ledelse i Phoenix  ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-02,2013-06-03,2015-06-02,,pub@theupperhill.dk,0.0,35377476.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Phoenix  ApS.,Ãrsrapport,0.0,Simon Vedel Kristensen,Spar Nord Bank A/S,Phoenix  ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 02-06-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-02,Slagelse,28 45 89 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5544980,indberetninger-20180424,2.5097437,35377476.0,,2018-03-30T21:34:38.274Z,2015-06-17T11:23:05.031Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-85-QL,2015-06-17T11:23:05.070Z,
35377476,2014-01-01,2014-12-31,ID_4,,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzhhL2YwLzI3L2ViNGMtNGIwMy04NGVkLTBiZGE2ZWFjNDMwOA.pdf,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzk0L2JhLzI2Lzc1NTktNDdhNy1iOWFkLTBmNWVhYWQ0ZjlmOA.xml,"Slagelse, 4200","Nytorv 6, 1. sal",Til den daglige ledelse i Phoenix  ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-02,2013-06-03,2015-06-02,,pub@theupperhill.dk,0.0,35377476.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Phoenix  ApS.,Ãrsrapport,0.0,Simon Vedel Kristensen,Spar Nord Bank A/S,Phoenix  ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 02-06-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-02,Slagelse,28 45 89 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5544980,indberetninger-20180424,2.5097437,35377476.0,,2018-03-30T21:34:38.274Z,2015-06-17T11:23:05.031Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-85-QL,2015-06-17T11:23:05.070Z,
35377476,2014-01-01,2014-12-31,ID_5,,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzhhL2YwLzI3L2ViNGMtNGIwMy04NGVkLTBiZGE2ZWFjNDMwOA.pdf,http://regnskaber.virk.dk/67477353/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzk0L2JhLzI2Lzc1NTktNDdhNy1iOWFkLTBmNWVhYWQ0ZjlmOA.xml,"Slagelse, 4200","Nytorv 6, 1. sal",Til den daglige ledelse i Phoenix  ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-06-02,2013-06-03,2015-06-02,,pub@theupperhill.dk,0.0,35377476.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Phoenix  ApS.,Ãrsrapport,0.0,Simon Vedel Kristensen,Spar Nord Bank A/S,Phoenix  ApS,Revisionscentret v/Jesper Thygesen,"Slagelse, den 02-06-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-02,Slagelse,28 45 89 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5544980,indberetninger-20180424,2.5097437,35377476.0,,2018-03-30T21:34:38.274Z,2015-06-17T11:23:05.031Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-85-QL,2015-06-17T11:23:05.070Z,
