entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,ImpairmentLossesOfInvestments,ImpairmentOfFinancialAssets,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,InvestmentsGross,NameOfAuditFirm
29842752,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UxLzQ3L2RiLzQ5OTgtNGQyYy04M2QxLThiYWZmZmQxMzdiMQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzY5LzY3L2UxLzA2NTQtNDRlOS05Zjg3LWYwMDJmYWNiYTA2Yg.xml,1.0,110000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,-101.0,2016-07-06,2006-09-01,2016-07-06,Statsautoriseret revisor,20222670.0,29842752.0,20222670.0,110000.0,0.0,Ãrsrapport,Morten Kenhof,Ivano Pagotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,-14821.0,-62964.0,75780.0,KÃ¸benhavn,-2106.0,-2005.0,-14821.0,KÃ¸benhavn,2015-12-31,2015-01-01,2016-07-06,KÃ¸benhavn,-101.0,RevisionspÃ¥tegning,urn:ofk:oid:22819493,indberetninger-20180424,2.5117235,29842752.0,,2018-03-28T15:42:38.794Z,2016-07-06T12:23:43.650Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-15-SE,2016-07-06T12:23:43.775Z,,,,,,,,,,,,,,,,,,,
29842752,2014-01-01,2014-12-31,c30,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UxLzQ3L2RiLzQ5OTgtNGQyYy04M2QxLThiYWZmZmQxMzdiMQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzY5LzY3L2UxLzA2NTQtNDRlOS05Zjg3LWYwMDJmYWNiYTA2Yg.xml,1.0,110000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2016-07-06,2006-09-01,2016-07-06,Statsautoriseret revisor,20222670.0,29842752.0,20222670.0,110000.0,,Ãrsrapport,Morten Kenhof,Ivano Pagotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,-2106.0,,,KÃ¸benhavn,2015-12-31,2015-01-01,2016-07-06,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:22819493,indberetninger-20180424,2.5117235,29842752.0,,2018-03-28T15:42:38.794Z,2016-07-06T12:23:43.650Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-15-SE,2016-07-06T12:23:43.775Z,,,,,,,,,,,,,,,,,,,
29842752,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UxLzQ3L2RiLzQ5OTgtNGQyYy04M2QxLThiYWZmZmQxMzdiMQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzY5LzY3L2UxLzA2NTQtNDRlOS05Zjg3LWYwMDJmYWNiYTA2Yg.xml,1.0,110000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2016-07-06,2006-09-01,2016-07-06,Statsautoriseret revisor,20222670.0,29842752.0,20222670.0,110000.0,,Ãrsrapport,Morten Kenhof,Ivano Pagotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,,,KÃ¸benhavn,2015-12-31,2015-01-01,2016-07-06,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:22819493,indberetninger-20180424,2.5117235,29842752.0,,2018-03-28T15:42:38.794Z,2016-07-06T12:23:43.650Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-15-SE,2016-07-06T12:23:43.775Z,3283601.0,17000.0,3093601.0,3250.0,32111.0,3283601.0,3251490.0,190000.0,190000.0,190000.0,211482.0,2118.0,15111.0,3251490.0,3040008.0,3093601.0,3088233.0,,
29842752,2015-01-01,2015-01-01,c113,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UxLzQ3L2RiLzQ5OTgtNGQyYy04M2QxLThiYWZmZmQxMzdiMQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzY5LzY3L2UxLzA2NTQtNDRlOS05Zjg3LWYwMDJmYWNiYTA2Yg.xml,1.0,110000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2016-07-06,2006-09-01,2016-07-06,Statsautoriseret revisor,20222670.0,29842752.0,20222670.0,110000.0,,Ãrsrapport,Morten Kenhof,Ivano Pagotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,,,KÃ¸benhavn,2015-12-31,2015-01-01,2016-07-06,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:22819493,indberetninger-20180424,2.5117235,29842752.0,,2018-03-28T15:42:38.794Z,2016-07-06T12:23:43.650Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-15-SE,2016-07-06T12:23:43.775Z,,,,,,,,,,,,,,,,,,190000.0,
29842752,2015-01-01,2015-01-01,c137,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UxLzQ3L2RiLzQ5OTgtNGQyYy04M2QxLThiYWZmZmQxMzdiMQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzY5LzY3L2UxLzA2NTQtNDRlOS05Zjg3LWYwMDJmYWNiYTA2Yg.xml,1.0,110000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2016-07-06,2006-09-01,2016-07-06,Statsautoriseret revisor,20222670.0,29842752.0,20222670.0,110000.0,,Ãrsrapport,Morten Kenhof,Ivano Pagotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,,,KÃ¸benhavn,2015-12-31,2015-01-01,2016-07-06,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:22819493,indberetninger-20180424,2.5117235,29842752.0,,2018-03-28T15:42:38.794Z,2016-07-06T12:23:43.650Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-15-SE,2016-07-06T12:23:43.775Z,,,,,17000.0,,,,,,,,,,,,,,
29842752,2015-01-01,2015-01-01,c158,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UxLzQ3L2RiLzQ5OTgtNGQyYy04M2QxLThiYWZmZmQxMzdiMQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzY5LzY3L2UxLzA2NTQtNDRlOS05Zjg3LWYwMDJmYWNiYTA2Yg.xml,1.0,110000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2016-07-06,2006-09-01,2016-07-06,Statsautoriseret revisor,20222670.0,29842752.0,20222670.0,110000.0,,Ãrsrapport,Morten Kenhof,Ivano Pagotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,,,KÃ¸benhavn,2015-12-31,2015-01-01,2016-07-06,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:22819493,indberetninger-20180424,2.5117235,29842752.0,,2018-03-28T15:42:38.794Z,2016-07-06T12:23:43.650Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-15-SE,2016-07-06T12:23:43.775Z,,,,,15111.0,,,,,,,,,,,,,,
29842752,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UxLzQ3L2RiLzQ5OTgtNGQyYy04M2QxLThiYWZmZmQxMzdiMQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzY5LzY3L2UxLzA2NTQtNDRlOS05Zjg3LWYwMDJmYWNiYTA2Yg.xml,1.0,110000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,0.0,2016-07-06,2006-09-01,2016-07-06,Statsautoriseret revisor,20222670.0,29842752.0,20222670.0,110000.0,-110000.0,Ãrsrapport,Morten Kenhof,Ivano Pagotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,-848532.0,-62964.0,75781.0,KÃ¸benhavn,-945715.0,-945715.0,-848532.0,KÃ¸benhavn,2015-12-31,2015-01-01,2016-07-06,KÃ¸benhavn,0.0,RevisionspÃ¥tegning,urn:ofk:oid:22819493,indberetninger-20180424,2.5117235,29842752.0,,2018-03-28T15:42:38.794Z,2016-07-06T12:23:43.650Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-15-SE,2016-07-06T12:23:43.775Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
29842752,2015-01-01,2015-12-31,c114,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UxLzQ3L2RiLzQ5OTgtNGQyYy04M2QxLThiYWZmZmQxMzdiMQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzY5LzY3L2UxLzA2NTQtNDRlOS05Zjg3LWYwMDJmYWNiYTA2Yg.xml,1.0,110000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2016-07-06,2006-09-01,2016-07-06,Statsautoriseret revisor,20222670.0,29842752.0,20222670.0,110000.0,,Ãrsrapport,Morten Kenhof,Ivano Pagotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,,,KÃ¸benhavn,2015-12-31,2015-01-01,2016-07-06,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:22819493,indberetninger-20180424,2.5117235,29842752.0,,2018-03-28T15:42:38.794Z,2016-07-06T12:23:43.650Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-15-SE,2016-07-06T12:23:43.775Z,,,,,,,,,,,,,,,,,,,
29842752,2015-01-01,2015-12-31,c159,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UxLzQ3L2RiLzQ5OTgtNGQyYy04M2QxLThiYWZmZmQxMzdiMQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzY5LzY3L2UxLzA2NTQtNDRlOS05Zjg3LWYwMDJmYWNiYTA2Yg.xml,1.0,110000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2016-07-06,2006-09-01,2016-07-06,Statsautoriseret revisor,20222670.0,29842752.0,20222670.0,110000.0,,Ãrsrapport,Morten Kenhof,Ivano Pagotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,-945715.0,,,KÃ¸benhavn,2015-12-31,2015-01-01,2016-07-06,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:22819493,indberetninger-20180424,2.5117235,29842752.0,,2018-03-28T15:42:38.794Z,2016-07-06T12:23:43.650Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-15-SE,2016-07-06T12:23:43.775Z,,,,,,,,,,,,,,,,,,,
29842752,2015-01-01,2015-12-31,c199,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2UxLzQ3L2RiLzQ5OTgtNGQyYy04M2QxLThiYWZmZmQxMzdiMQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzY5LzY3L2UxLzA2NTQtNDRlOS05Zjg3LWYwMDJmYWNiYTA2Yg.xml,1.0,110000.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2016-07-06,2006-09-01,2016-07-06,Statsautoriseret revisor,20222670.0,29842752.0,20222670.0,110000.0,,Ãrsrapport,Morten Kenhof,Ivano Pagotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,,KÃ¸benhavn,,,,KÃ¸benhavn,2015-12-31,2015-01-01,2016-07-06,KÃ¸benhavn,,RevisionspÃ¥tegning,urn:ofk:oid:22819493,indberetninger-20180424,2.5117235,29842752.0,,2018-03-28T15:42:38.794Z,2016-07-06T12:23:43.650Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-15-SE,2016-07-06T12:23:43.775Z,,,,,,,,,,,,,,,,,,,
