entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,ImpairmentLossesOfInvestments,ImpairmentOfFinancialAssets,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyLegislationOnFinancialReportingIncludingAccountingAndStorageOfAccountingRecordsAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCompaniesActOrEquivalentLegislationThatTheCompanyIsSubjectToAudit,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,AccumulatedImpairmentLossesAndDepreciationOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
29842752,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzcwL2YwL2M2L2MyNzAtNGU0My04YmMwLTc3MzkxMTNhNTQ5NQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzRiLzM1LzBkLzUzMDMtNGUwYS1hYjBjLTFhNzY2MjE5MDQ5Yg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-07-24,2006-09-01,2017-07-24,Statsautoriseret revisor,15522.0,20222670.0,29842752.0,20222670.0,80000.0,943009.0,Ãrsrapport,62964.0,75780.0,Morten Kenhof,Ivano Pogotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,62964.0,75780.0,KÃ¸benhavn,2015-01-01,2015-12-31,-945715.0,-945715.0,-15522.0,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,false,2017-07-24,KÃ¸benhavn,0.0,urn:ofk:oid:24378686,indberetninger-20180424,2.5095167,29842752,,2018-03-27T12:22:20.810Z,2017-07-25T17:40:46.028Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-69-FJ,2017-07-25T17:40:46.156Z,,,,,,,,,,,,,,,,,,,,
29842752,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzcwL2YwL2M2L2MyNzAtNGU0My04YmMwLTc3MzkxMTNhNTQ5NQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzRiLzM1LzBkLzUzMDMtNGUwYS1hYjBjLTFhNzY2MjE5MDQ5Yg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-07-24,2006-09-01,2017-07-24,Statsautoriseret revisor,,20222670.0,29842752.0,20222670.0,80000.0,,Ãrsrapport,,,Morten Kenhof,Ivano Pogotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,-945715.0,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,false,2017-07-24,KÃ¸benhavn,,urn:ofk:oid:24378686,indberetninger-20180424,2.5095167,29842752,,2018-03-27T12:22:20.810Z,2017-07-25T17:40:46.028Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-69-FJ,2017-07-25T17:40:46.156Z,,,,,,,,,,,,,,,,,,,,
29842752,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzcwL2YwL2M2L2MyNzAtNGU0My04YmMwLTc3MzkxMTNhNTQ5NQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzRiLzM1LzBkLzUzMDMtNGUwYS1hYjBjLTFhNzY2MjE5MDQ5Yg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-07-24,2006-09-01,2017-07-24,Statsautoriseret revisor,,20222670.0,29842752.0,20222670.0,80000.0,,Ãrsrapport,,,Morten Kenhof,Ivano Pogotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,false,2017-07-24,KÃ¸benhavn,,urn:ofk:oid:24378686,indberetninger-20180424,2.5095167,29842752,,2018-03-27T12:22:20.810Z,2017-07-25T17:40:46.028Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-69-FJ,2017-07-25T17:40:46.156Z,2413122.0,17000.0,-913604.0,2413122.0,3326726.0,80000.0,80000.0,80000.0,1.0,223754.0,2119.0,-930604.0,3326726.0,3102972.0,2333122.0,2331003.0,,,,
29842752,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzcwL2YwL2M2L2MyNzAtNGU0My04YmMwLTc3MzkxMTNhNTQ5NQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzRiLzM1LzBkLzUzMDMtNGUwYS1hYjBjLTFhNzY2MjE5MDQ5Yg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-07-24,2006-09-01,2017-07-24,Statsautoriseret revisor,,20222670.0,29842752.0,20222670.0,80000.0,,Ãrsrapport,,,Morten Kenhof,Ivano Pogotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,false,2017-07-24,KÃ¸benhavn,,urn:ofk:oid:24378686,indberetninger-20180424,2.5095167,29842752,,2018-03-27T12:22:20.810Z,2017-07-25T17:40:46.028Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-69-FJ,2017-07-25T17:40:46.156Z,,,17000.0,,,,,,,,,,,,,,,,,
29842752,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzcwL2YwL2M2L2MyNzAtNGU0My04YmMwLTc3MzkxMTNhNTQ5NQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzRiLzM1LzBkLzUzMDMtNGUwYS1hYjBjLTFhNzY2MjE5MDQ5Yg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-07-24,2006-09-01,2017-07-24,Statsautoriseret revisor,,20222670.0,29842752.0,20222670.0,80000.0,,Ãrsrapport,,,Morten Kenhof,Ivano Pogotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,false,2017-07-24,KÃ¸benhavn,,urn:ofk:oid:24378686,indberetninger-20180424,2.5095167,29842752,,2018-03-27T12:22:20.810Z,2017-07-25T17:40:46.028Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-69-FJ,2017-07-25T17:40:46.156Z,,,-930605.0,,,,,,,,,,,,,,,,,
29842752,2016-01-01,2016-01-01,c564,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzcwL2YwL2M2L2MyNzAtNGU0My04YmMwLTc3MzkxMTNhNTQ5NQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzRiLzM1LzBkLzUzMDMtNGUwYS1hYjBjLTFhNzY2MjE5MDQ5Yg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-07-24,2006-09-01,2017-07-24,Statsautoriseret revisor,,20222670.0,29842752.0,20222670.0,80000.0,,Ãrsrapport,,,Morten Kenhof,Ivano Pogotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,false,2017-07-24,KÃ¸benhavn,,urn:ofk:oid:24378686,indberetninger-20180424,2.5095167,29842752,,2018-03-27T12:22:20.810Z,2017-07-25T17:40:46.028Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-69-FJ,2017-07-25T17:40:46.156Z,,,,,,,,,,,,,,,,,110000.0,190000.0,,
29842752,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzcwL2YwL2M2L2MyNzAtNGU0My04YmMwLTc3MzkxMTNhNTQ5NQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzRiLzM1LzBkLzUzMDMtNGUwYS1hYjBjLTFhNzY2MjE5MDQ5Yg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-07-24,2006-09-01,2017-07-24,Statsautoriseret revisor,10592.0,20222670.0,29842752.0,20222670.0,80000.0,2486783.0,Ãrsrapport,62964.0,75780.0,Morten Kenhof,Ivano Pogotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,62964.0,75780.0,KÃ¸benhavn,2015-01-01,2015-12-31,-2484559.0,-2484559.0,-10592.0,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,false,2017-07-24,KÃ¸benhavn,0.0,urn:ofk:oid:24378686,indberetninger-20180424,2.5095167,29842752,,2018-03-27T12:22:20.810Z,2017-07-25T17:40:46.028Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-69-FJ,2017-07-25T17:40:46.156Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
29842752,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzcwL2YwL2M2L2MyNzAtNGU0My04YmMwLTc3MzkxMTNhNTQ5NQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzRiLzM1LzBkLzUzMDMtNGUwYS1hYjBjLTFhNzY2MjE5MDQ5Yg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-07-24,2006-09-01,2017-07-24,Statsautoriseret revisor,,20222670.0,29842752.0,20222670.0,80000.0,,Ãrsrapport,,,Morten Kenhof,Ivano Pogotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,-2484559.0,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,false,2017-07-24,KÃ¸benhavn,,urn:ofk:oid:24378686,indberetninger-20180424,2.5095167,29842752,,2018-03-27T12:22:20.810Z,2017-07-25T17:40:46.028Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-69-FJ,2017-07-25T17:40:46.156Z,,,,,,,,,,,,,,,,,,,,
29842752,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzcwL2YwL2M2L2MyNzAtNGU0My04YmMwLTc3MzkxMTNhNTQ5NQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzRiLzM1LzBkLzUzMDMtNGUwYS1hYjBjLTFhNzY2MjE5MDQ5Yg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-07-24,2006-09-01,2017-07-24,Statsautoriseret revisor,,20222670.0,29842752.0,20222670.0,80000.0,,Ãrsrapport,,,Morten Kenhof,Ivano Pogotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,-2484559.0,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,false,2017-07-24,KÃ¸benhavn,,urn:ofk:oid:24378686,indberetninger-20180424,2.5095167,29842752,,2018-03-27T12:22:20.810Z,2017-07-25T17:40:46.028Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-69-FJ,2017-07-25T17:40:46.156Z,,,,,,,,,,,,,,,,,,,,
29842752,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzcwL2YwL2M2L2MyNzAtNGU0My04YmMwLTc3MzkxMTNhNTQ5NQ.pdf,http://regnskaber.virk.dk/25724892/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzRiLzM1LzBkLzUzMDMtNGUwYS1hYjBjLTFhNzY2MjE5MDQ5Yg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1561 KÃ¸benhavn V,c/o BDO,DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-07-24,2006-09-01,2017-07-24,Statsautoriseret revisor,,20222670.0,29842752.0,20222670.0,80000.0,,Ãrsrapport,,,Morten Kenhof,Ivano Pogotto,Ivano Pagotto,Small Hell Properties ApS,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,false,2017-07-24,KÃ¸benhavn,,urn:ofk:oid:24378686,indberetninger-20180424,2.5095167,29842752,,2018-03-27T12:22:20.810Z,2017-07-25T17:40:46.028Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AQ-69-FJ,2017-07-25T17:40:46.156Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
