entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
25840755,2014-07-01,2015-06-30,ID_5,,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQyL2YxL2FmL2U4OTYtNDBkYS1hNTk5LTRkZjQ3MGMxZjI5Ng.pdf,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzAzL2NlLzgwL2YyYWEtNGQxZC04ZGMyLWFiMTEwNmQ0YzUxOA.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-12,2001-01-01,2016-08-12,-64475.0,25840755.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Gurmer Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Bech,Gurmer Invest ApS,Revisionsfirmaet Gutfelt A/S,64475.0,207944.0,1345411.0,"HelsingÃ¸r, den 12. august 2016",2014-07-01,2015-06-30,820924.0,1072992.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,252068.0,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22903531,indberetninger-20180424,2.5097342,25840755,,2018-03-28T17:53:31.848Z,2016-08-18T12:18:46.361Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-73-TY,2016-08-18T12:18:46.739Z,,,,,,,,,,,,,,,,
25840755,2014-07-01,2015-06-30,ID_7,,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQyL2YxL2FmL2U4OTYtNDBkYS1hNTk5LTRkZjQ3MGMxZjI5Ng.pdf,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzAzL2NlLzgwL2YyYWEtNGQxZC04ZGMyLWFiMTEwNmQ0YzUxOA.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-12,2001-01-01,2016-08-12,,25840755.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Gurmer Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Bech,Gurmer Invest ApS,Revisionsfirmaet Gutfelt A/S,,,,"HelsingÃ¸r, den 12. august 2016",2014-07-01,2015-06-30,-820924.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22903531,indberetninger-20180424,2.5097342,25840755,,2018-03-28T17:53:31.848Z,2016-08-18T12:18:46.361Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-73-TY,2016-08-18T12:18:46.739Z,,,,,,,,,,,,,,,,
25840755,2014-07-01,2015-06-30,ID_9,,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQyL2YxL2FmL2U4OTYtNDBkYS1hNTk5LTRkZjQ3MGMxZjI5Ng.pdf,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzAzL2NlLzgwL2YyYWEtNGQxZC04ZGMyLWFiMTEwNmQ0YzUxOA.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-12,2001-01-01,2016-08-12,,25840755.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Gurmer Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Bech,Gurmer Invest ApS,Revisionsfirmaet Gutfelt A/S,,,,"HelsingÃ¸r, den 12. august 2016",2014-07-01,2015-06-30,-820924.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22903531,indberetninger-20180424,2.5097342,25840755,,2018-03-28T17:53:31.848Z,2016-08-18T12:18:46.361Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-73-TY,2016-08-18T12:18:46.739Z,,,,,,,,,,,,,,,,
25840755,2015-06-30,2015-06-30,ID_11,,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQyL2YxL2FmL2U4OTYtNDBkYS1hNTk5LTRkZjQ3MGMxZjI5Ng.pdf,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzAzL2NlLzgwL2YyYWEtNGQxZC04ZGMyLWFiMTEwNmQ0YzUxOA.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-12,2001-01-01,2016-08-12,,25840755.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Gurmer Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Bech,Gurmer Invest ApS,Revisionsfirmaet Gutfelt A/S,,,,"HelsingÃ¸r, den 12. august 2016",2014-07-01,2015-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22903531,indberetninger-20180424,2.5097342,25840755,,2018-03-28T17:53:31.848Z,2016-08-18T12:18:46.361Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-73-TY,2016-08-18T12:18:46.739Z,31746378.0,705258.0,125000.0,31746378.0,24802187.0,31746378.0,6944191.0,30665100.0,6771831.0,376020.0,24677187.0,30665100.0,6944191.0,376020.0,172360.0,
25840755,2015-07-01,2016-06-30,ID_0,,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQyL2YxL2FmL2U4OTYtNDBkYS1hNTk5LTRkZjQ3MGMxZjI5Ng.pdf,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzAzL2NlLzgwL2YyYWEtNGQxZC04ZGMyLWFiMTEwNmQ0YzUxOA.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-12,2001-01-01,2016-08-12,,25840755.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Gurmer Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Bech,Gurmer Invest ApS,Revisionsfirmaet Gutfelt A/S,,,,"HelsingÃ¸r, den 12. august 2016",2014-07-01,2015-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22903531,indberetninger-20180424,2.5097342,25840755,,2018-03-28T17:53:31.848Z,2016-08-18T12:18:46.361Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-73-TY,2016-08-18T12:18:46.739Z,,,,,,,,,,,,,,,,
25840755,2015-07-01,2016-06-30,ID_1,,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQyL2YxL2FmL2U4OTYtNDBkYS1hNTk5LTRkZjQ3MGMxZjI5Ng.pdf,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzAzL2NlLzgwL2YyYWEtNGQxZC04ZGMyLWFiMTEwNmQ0YzUxOA.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-12,2001-01-01,2016-08-12,,25840755.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Gurmer Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Bech,Gurmer Invest ApS,Revisionsfirmaet Gutfelt A/S,,,,"HelsingÃ¸r, den 12. august 2016",2014-07-01,2015-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22903531,indberetninger-20180424,2.5097342,25840755,,2018-03-28T17:53:31.848Z,2016-08-18T12:18:46.361Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-73-TY,2016-08-18T12:18:46.739Z,,,,,,,,,,,,,,,,
25840755,2015-07-01,2016-06-30,ID_12,,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQyL2YxL2FmL2U4OTYtNDBkYS1hNTk5LTRkZjQ3MGMxZjI5Ng.pdf,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzAzL2NlLzgwL2YyYWEtNGQxZC04ZGMyLWFiMTEwNmQ0YzUxOA.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-12,2001-01-01,2016-08-12,,25840755.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Gurmer Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Bech,Gurmer Invest ApS,Revisionsfirmaet Gutfelt A/S,,,,"HelsingÃ¸r, den 12. august 2016",2014-07-01,2015-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22903531,indberetninger-20180424,2.5097342,25840755,,2018-03-28T17:53:31.848Z,2016-08-18T12:18:46.361Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-73-TY,2016-08-18T12:18:46.739Z,,,,,,,,,,,,,,,,
25840755,2015-07-01,2016-06-30,ID_13,,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQyL2YxL2FmL2U4OTYtNDBkYS1hNTk5LTRkZjQ3MGMxZjI5Ng.pdf,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzAzL2NlLzgwL2YyYWEtNGQxZC04ZGMyLWFiMTEwNmQ0YzUxOA.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-12,2001-01-01,2016-08-12,,25840755.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Gurmer Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Bech,Gurmer Invest ApS,Revisionsfirmaet Gutfelt A/S,,,,"HelsingÃ¸r, den 12. august 2016",2014-07-01,2015-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22903531,indberetninger-20180424,2.5097342,25840755,,2018-03-28T17:53:31.848Z,2016-08-18T12:18:46.361Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-73-TY,2016-08-18T12:18:46.739Z,,,,,,,,,,,,,,,,
25840755,2015-07-01,2016-06-30,ID_14,,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQyL2YxL2FmL2U4OTYtNDBkYS1hNTk5LTRkZjQ3MGMxZjI5Ng.pdf,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzAzL2NlLzgwL2YyYWEtNGQxZC04ZGMyLWFiMTEwNmQ0YzUxOA.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-12,2001-01-01,2016-08-12,,25840755.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Gurmer Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Bech,Gurmer Invest ApS,Revisionsfirmaet Gutfelt A/S,,,,"HelsingÃ¸r, den 12. august 2016",2014-07-01,2015-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22903531,indberetninger-20180424,2.5097342,25840755,,2018-03-28T17:53:31.848Z,2016-08-18T12:18:46.361Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-73-TY,2016-08-18T12:18:46.739Z,,,,,,,,,,,,,,,,
25840755,2015-07-01,2016-06-30,ID_15,,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzQyL2YxL2FmL2U4OTYtNDBkYS1hNTk5LTRkZjQ3MGMxZjI5Ng.pdf,http://regnskaber.virk.dk/55704852/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzAzL2NlLzgwL2YyYWEtNGQxZC04ZGMyLWFiMTEwNmQ0YzUxOA.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-12,2001-01-01,2016-08-12,,25840755.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Gurmer Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Klaus Bech,Gurmer Invest ApS,Revisionsfirmaet Gutfelt A/S,,,,"HelsingÃ¸r, den 12. august 2016",2014-07-01,2015-06-30,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22903531,indberetninger-20180424,2.5097342,25840755,,2018-03-28T17:53:31.848Z,2016-08-18T12:18:46.361Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BC-73-TY,2016-08-18T12:18:46.739Z,,,,,,,,,,,,,,,,
