entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
10244099,2014-01-01,2014-01-01,c720,,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JiL2I2L2FhL2I3MDItNDk2NS04YzMxLTBkODRkNWE2OWFkYQ.pdf,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2YyLzk2Lzg3L2VlMmItNGU1NC05NGM0LTk2NzZlMmIzYTdkOA.xml,Vejle,7100.0,1.0,AbildstrÃ¦de,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-04-29,2016-04-29,2016-05-13,33325.0,306000.0,10244099.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for J.M. Invest Vejle ApS.,Ãrsrapport,Birgit Kristine Haastrup,Birgit Kristine Haastrup,J.M. Invest Vejle ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-29,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22381322,indberetninger-20180424,2.5118417999999996,10244099.0,,2018-03-28T21:25:41.403Z,2016-05-18T11:56:35.990Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-13-GP,2016-05-18T11:56:36.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10244099,2014-01-01,2014-01-01,c741,,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JiL2I2L2FhL2I3MDItNDk2NS04YzMxLTBkODRkNWE2OWFkYQ.pdf,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2YyLzk2Lzg3L2VlMmItNGU1NC05NGM0LTk2NzZlMmIzYTdkOA.xml,Vejle,7100.0,1.0,AbildstrÃ¦de,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-04-29,2016-04-29,2016-05-13,33325.0,4136792.0,10244099.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for J.M. Invest Vejle ApS.,Ãrsrapport,Birgit Kristine Haastrup,Birgit Kristine Haastrup,J.M. Invest Vejle ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-29,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22381322,indberetninger-20180424,2.5118417999999996,10244099.0,,2018-03-28T21:25:41.403Z,2016-05-18T11:56:35.990Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-13-GP,2016-05-18T11:56:36.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10244099,2014-01-01,2014-12-31,c111,,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JiL2I2L2FhL2I3MDItNDk2NS04YzMxLTBkODRkNWE2OWFkYQ.pdf,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2YyLzk2Lzg3L2VlMmItNGU1NC05NGM0LTk2NzZlMmIzYTdkOA.xml,Vejle,7100.0,1.0,AbildstrÃ¦de,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-04-29,2016-04-29,2016-05-13,33325.0,,10244099.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for J.M. Invest Vejle ApS.,Ãrsrapport,Birgit Kristine Haastrup,Birgit Kristine Haastrup,J.M. Invest Vejle ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-29,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22381322,indberetninger-20180424,2.5118417999999996,10244099.0,,2018-03-28T21:25:41.403Z,2016-05-18T11:56:35.990Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-13-GP,2016-05-18T11:56:36.089Z,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10244099,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JiL2I2L2FhL2I3MDItNDk2NS04YzMxLTBkODRkNWE2OWFkYQ.pdf,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2YyLzk2Lzg3L2VlMmItNGU1NC05NGM0LTk2NzZlMmIzYTdkOA.xml,Vejle,7100.0,1.0,AbildstrÃ¦de,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-04-29,2016-04-29,2016-05-13,33325.0,,10244099.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for J.M. Invest Vejle ApS.,Ãrsrapport,Birgit Kristine Haastrup,Birgit Kristine Haastrup,J.M. Invest Vejle ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-29,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22381322,indberetninger-20180424,2.5118417999999996,10244099.0,,2018-03-28T21:25:41.403Z,2016-05-18T11:56:35.990Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-13-GP,2016-05-18T11:56:36.089Z,147695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10244099,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JiL2I2L2FhL2I3MDItNDk2NS04YzMxLTBkODRkNWE2OWFkYQ.pdf,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2YyLzk2Lzg3L2VlMmItNGU1NC05NGM0LTk2NzZlMmIzYTdkOA.xml,Vejle,7100.0,1.0,AbildstrÃ¦de,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-04-29,2016-04-29,2016-05-13,33325.0,,10244099.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for J.M. Invest Vejle ApS.,Ãrsrapport,Birgit Kristine Haastrup,Birgit Kristine Haastrup,J.M. Invest Vejle ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-29,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22381322,indberetninger-20180424,2.5118417999999996,10244099.0,,2018-03-28T21:25:41.403Z,2016-05-18T11:56:35.990Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-13-GP,2016-05-18T11:56:36.089Z,247695.0,33325.0,59645.0,0.0,254521.0,280841.0,26320.0,33146.0,,,,,,,,,,,,,,,,,,,,,,,
10244099,2014-01-01,2014-12-31,c742,,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JiL2I2L2FhL2I3MDItNDk2NS04YzMxLTBkODRkNWE2OWFkYQ.pdf,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2YyLzk2Lzg3L2VlMmItNGU1NC05NGM0LTk2NzZlMmIzYTdkOA.xml,Vejle,7100.0,1.0,AbildstrÃ¦de,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-04-29,2016-04-29,2016-05-13,33325.0,,10244099.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for J.M. Invest Vejle ApS.,Ãrsrapport,Birgit Kristine Haastrup,Birgit Kristine Haastrup,J.M. Invest Vejle ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-29,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22381322,indberetninger-20180424,2.5118417999999996,10244099.0,,2018-03-28T21:25:41.403Z,2016-05-18T11:56:35.990Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-13-GP,2016-05-18T11:56:36.089Z,147695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10244099,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JiL2I2L2FhL2I3MDItNDk2NS04YzMxLTBkODRkNWE2OWFkYQ.pdf,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2YyLzk2Lzg3L2VlMmItNGU1NC05NGM0LTk2NzZlMmIzYTdkOA.xml,Vejle,7100.0,1.0,AbildstrÃ¦de,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-04-29,2016-04-29,2016-05-13,33325.0,4590487.0,10244099.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for J.M. Invest Vejle ApS.,Ãrsrapport,Birgit Kristine Haastrup,Birgit Kristine Haastrup,J.M. Invest Vejle ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-29,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22381322,indberetninger-20180424,2.5118417999999996,10244099.0,,2018-03-28T21:25:41.403Z,2016-05-18T11:56:35.990Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-13-GP,2016-05-18T11:56:36.089Z,,,,,,,,,4722587.0,204928.0,306000.0,2537887.0,24600.0,2184700.0,4722587.0,132100.0,24600.0,2184700.0,2029058.0,263339.0,2184700.0,100000.0,4284487.0,2029058.0,107500.0,0.0,303901.0,40562.0,7500.0,,
10244099,2014-12-31,2014-12-31,c722,,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JiL2I2L2FhL2I3MDItNDk2NS04YzMxLTBkODRkNWE2OWFkYQ.pdf,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2YyLzk2Lzg3L2VlMmItNGU1NC05NGM0LTk2NzZlMmIzYTdkOA.xml,Vejle,7100.0,1.0,AbildstrÃ¦de,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-04-29,2016-04-29,2016-05-13,33325.0,306000.0,10244099.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for J.M. Invest Vejle ApS.,Ãrsrapport,Birgit Kristine Haastrup,Birgit Kristine Haastrup,J.M. Invest Vejle ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-29,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22381322,indberetninger-20180424,2.5118417999999996,10244099.0,,2018-03-28T21:25:41.403Z,2016-05-18T11:56:35.990Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-13-GP,2016-05-18T11:56:36.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10244099,2014-12-31,2014-12-31,c743,,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JiL2I2L2FhL2I3MDItNDk2NS04YzMxLTBkODRkNWE2OWFkYQ.pdf,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2YyLzk2Lzg3L2VlMmItNGU1NC05NGM0LTk2NzZlMmIzYTdkOA.xml,Vejle,7100.0,1.0,AbildstrÃ¦de,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-04-29,2016-04-29,2016-05-13,33325.0,4284487.0,10244099.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for J.M. Invest Vejle ApS.,Ãrsrapport,Birgit Kristine Haastrup,Birgit Kristine Haastrup,J.M. Invest Vejle ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-29,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22381322,indberetninger-20180424,2.5118417999999996,10244099.0,,2018-03-28T21:25:41.403Z,2016-05-18T11:56:35.990Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-13-GP,2016-05-18T11:56:36.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10244099,2015-01-01,2015-01-01,c145,,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JiL2I2L2FhL2I3MDItNDk2NS04YzMxLTBkODRkNWE2OWFkYQ.pdf,http://regnskaber.virk.dk/99044201/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2YyLzk2Lzg3L2VlMmItNGU1NC05NGM0LTk2NzZlMmIzYTdkOA.xml,Vejle,7100.0,1.0,AbildstrÃ¦de,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-04-29,2016-04-29,2016-05-13,33325.0,,10244099.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for J.M. Invest Vejle ApS.,Ãrsrapport,Birgit Kristine Haastrup,Birgit Kristine Haastrup,J.M. Invest Vejle ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-29,Vejle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22381322,indberetninger-20180424,2.5118417999999996,10244099.0,,2018-03-28T21:25:41.403Z,2016-05-18T11:56:35.990Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-13-GP,2016-05-18T11:56:36.089Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33325.0,2218025.0
