entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfFinancialInstitution,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises
35256806,2017-01-01,2017-01-01,c172,,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzUwLzllLzJhL2NlMzAtNDY3Ni05YzkwLTIxZmMxMTg4YjZkMw.pdf,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2UzL2QzLzM3LzJkOGMtNGYyNS1iY2M4LTVlNDE0MDEwNmE3Yg.xml,-1067511.0,Danmark,Skjern,6900.0,7B,Erhvervsparken,Skjern,6900.0,7.0,Lindvigvej,"6900, Skjern","Erhvervsparken, 7B",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-28,2019-02-28,2013-06-06,2019-03-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,12626509.0,35256806.0,15807776.0,mne27779,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Lindviggaard Holding ApS.,Ãrsrapport,4155667.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Poul Sandfeld Nielsen,Poul Sandfeld Nielsen,"Partner Revision, statsautoriseret revisionsaktieselskab",Lindviggaard Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,Lindviggaard ApS,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,100.0,2019-02-28,Skjern,97 35 18 11,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26782807,indberetninger-20180424,2.5117056,35256806.0,AWlTK-ozRYGX6_YTFnI9,2019-03-06T13:23:58.460Z,2019-03-06T13:23:00.370Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-69-JM,2019-03-06T13:23:00.549Z,,,,,,,,,,,,,,,,,,,,,
35256806,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzUwLzllLzJhL2NlMzAtNDY3Ni05YzkwLTIxZmMxMTg4YjZkMw.pdf,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2UzL2QzLzM3LzJkOGMtNGYyNS1iY2M4LTVlNDE0MDEwNmE3Yg.xml,,Danmark,Skjern,6900.0,7B,Erhvervsparken,Skjern,6900.0,7.0,Lindvigvej,"6900, Skjern","Erhvervsparken, 7B",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-28,2019-02-28,2013-06-06,2019-03-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,12626509.0,35256806.0,15807776.0,mne27779,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Lindviggaard Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Poul Sandfeld Nielsen,Poul Sandfeld Nielsen,"Partner Revision, statsautoriseret revisionsaktieselskab",Lindviggaard Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,Lindviggaard ApS,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,100.0,2019-02-28,Skjern,97 35 18 11,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26782807,indberetninger-20180424,2.5117056,35256806.0,AWlTK-ozRYGX6_YTFnI9,2019-03-06T13:23:58.460Z,2019-03-06T13:23:00.370Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-69-JM,2019-03-06T13:23:00.549Z,80000.0,,,,,,,,,,,,,,,,,,,,
35256806,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzUwLzllLzJhL2NlMzAtNDY3Ni05YzkwLTIxZmMxMTg4YjZkMw.pdf,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2UzL2QzLzM3LzJkOGMtNGYyNS1iY2M4LTVlNDE0MDEwNmE3Yg.xml,,Danmark,Skjern,6900.0,7B,Erhvervsparken,Skjern,6900.0,7.0,Lindvigvej,"6900, Skjern","Erhvervsparken, 7B",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-28,2019-02-28,2013-06-06,2019-03-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,12626509.0,35256806.0,15807776.0,mne27779,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Lindviggaard Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Poul Sandfeld Nielsen,Poul Sandfeld Nielsen,"Partner Revision, statsautoriseret revisionsaktieselskab",Lindviggaard Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,Lindviggaard ApS,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,100.0,2019-02-28,Skjern,97 35 18 11,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26782807,indberetninger-20180424,2.5117056,35256806.0,AWlTK-ozRYGX6_YTFnI9,2019-03-06T13:23:58.460Z,2019-03-06T13:23:00.370Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-69-JM,2019-03-06T13:23:00.549Z,2977494.0,,,,,,,,,,,,,,,,,,,,
35256806,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzUwLzllLzJhL2NlMzAtNDY3Ni05YzkwLTIxZmMxMTg4YjZkMw.pdf,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2UzL2QzLzM3LzJkOGMtNGYyNS1iY2M4LTVlNDE0MDEwNmE3Yg.xml,,Danmark,Skjern,6900.0,7B,Erhvervsparken,Skjern,6900.0,7.0,Lindvigvej,"6900, Skjern","Erhvervsparken, 7B",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-28,2019-02-28,2013-06-06,2019-03-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,12626509.0,35256806.0,15807776.0,mne27779,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Lindviggaard Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Poul Sandfeld Nielsen,Poul Sandfeld Nielsen,"Partner Revision, statsautoriseret revisionsaktieselskab",Lindviggaard Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,Lindviggaard ApS,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,100.0,2019-02-28,Skjern,97 35 18 11,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26782807,indberetninger-20180424,2.5117056,35256806.0,AWlTK-ozRYGX6_YTFnI9,2019-03-06T13:23:58.460Z,2019-03-06T13:23:00.370Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-69-JM,2019-03-06T13:23:00.549Z,,426403.0,,,,,,,,,,,,,,,,,,,
35256806,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzUwLzllLzJhL2NlMzAtNDY3Ni05YzkwLTIxZmMxMTg4YjZkMw.pdf,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2UzL2QzLzM3LzJkOGMtNGYyNS1iY2M4LTVlNDE0MDEwNmE3Yg.xml,,Danmark,Skjern,6900.0,7B,Erhvervsparken,Skjern,6900.0,7.0,Lindvigvej,"6900, Skjern","Erhvervsparken, 7B",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-28,2019-02-28,2013-06-06,2019-03-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,12626509.0,35256806.0,15807776.0,mne27779,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Lindviggaard Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Poul Sandfeld Nielsen,Poul Sandfeld Nielsen,"Partner Revision, statsautoriseret revisionsaktieselskab",Lindviggaard Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,Lindviggaard ApS,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,100.0,2019-02-28,Skjern,97 35 18 11,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26782807,indberetninger-20180424,2.5117056,35256806.0,AWlTK-ozRYGX6_YTFnI9,2019-03-06T13:23:58.460Z,2019-03-06T13:23:00.370Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-69-JM,2019-03-06T13:23:00.549Z,,,436486.0,,,,,,,,,,,,,,,,,,
35256806,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzUwLzllLzJhL2NlMzAtNDY3Ni05YzkwLTIxZmMxMTg4YjZkMw.pdf,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2UzL2QzLzM3LzJkOGMtNGYyNS1iY2M4LTVlNDE0MDEwNmE3Yg.xml,,Danmark,Skjern,6900.0,7B,Erhvervsparken,Skjern,6900.0,7.0,Lindvigvej,"6900, Skjern","Erhvervsparken, 7B",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-28,2019-02-28,2013-06-06,2019-03-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,12626509.0,35256806.0,15807776.0,mne27779,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Lindviggaard Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Poul Sandfeld Nielsen,Poul Sandfeld Nielsen,"Partner Revision, statsautoriseret revisionsaktieselskab",Lindviggaard Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,Lindviggaard ApS,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,100.0,2019-02-28,Skjern,97 35 18 11,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26782807,indberetninger-20180424,2.5117056,35256806.0,AWlTK-ozRYGX6_YTFnI9,2019-03-06T13:23:58.460Z,2019-03-06T13:23:00.370Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-69-JM,2019-03-06T13:23:00.549Z,,426403.0,,-6250.0,436486.0,1286.0,1286.0,428950.0,-6250.0,2547.0,,,,,,,,,,,
35256806,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzUwLzllLzJhL2NlMzAtNDY3Ni05YzkwLTIxZmMxMTg4YjZkMw.pdf,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2UzL2QzLzM3LzJkOGMtNGYyNS1iY2M4LTVlNDE0MDEwNmE3Yg.xml,,Danmark,Skjern,6900.0,7B,Erhvervsparken,Skjern,6900.0,7.0,Lindvigvej,"6900, Skjern","Erhvervsparken, 7B",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-28,2019-02-28,2013-06-06,2019-03-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,12626509.0,35256806.0,15807776.0,mne27779,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Lindviggaard Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Poul Sandfeld Nielsen,Poul Sandfeld Nielsen,"Partner Revision, statsautoriseret revisionsaktieselskab",Lindviggaard Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,Lindviggaard ApS,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,100.0,2019-02-28,Skjern,97 35 18 11,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26782807,indberetninger-20180424,2.5117056,35256806.0,AWlTK-ozRYGX6_YTFnI9,2019-03-06T13:23:58.460Z,2019-03-06T13:23:00.370Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-69-JM,2019-03-06T13:23:00.549Z,,426403.0,,,,,,,,,,,,,,,,,,,
35256806,2017-12-31,2017-12-31,c176,,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzUwLzllLzJhL2NlMzAtNDY3Ni05YzkwLTIxZmMxMTg4YjZkMw.pdf,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2UzL2QzLzM3LzJkOGMtNGYyNS1iY2M4LTVlNDE0MDEwNmE3Yg.xml,-631025.0,Danmark,Skjern,6900.0,7B,Erhvervsparken,Skjern,6900.0,7.0,Lindvigvej,"6900, Skjern","Erhvervsparken, 7B",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-28,2019-02-28,2013-06-06,2019-03-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,12626509.0,35256806.0,15807776.0,mne27779,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Lindviggaard Holding ApS.,Ãrsrapport,4155667.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Poul Sandfeld Nielsen,Poul Sandfeld Nielsen,"Partner Revision, statsautoriseret revisionsaktieselskab",Lindviggaard Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,Lindviggaard ApS,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,100.0,2019-02-28,Skjern,97 35 18 11,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26782807,indberetninger-20180424,2.5117056,35256806.0,AWlTK-ozRYGX6_YTFnI9,2019-03-06T13:23:58.460Z,2019-03-06T13:23:00.370Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-69-JM,2019-03-06T13:23:00.549Z,,,,,,,,,,,3524642.0,,,,,,,,,,
35256806,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzUwLzllLzJhL2NlMzAtNDY3Ni05YzkwLTIxZmMxMTg4YjZkMw.pdf,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2UzL2QzLzM3LzJkOGMtNGYyNS1iY2M4LTVlNDE0MDEwNmE3Yg.xml,,Danmark,Skjern,6900.0,7B,Erhvervsparken,Skjern,6900.0,7.0,Lindvigvej,"6900, Skjern","Erhvervsparken, 7B",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-28,2019-02-28,2013-06-06,2019-03-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,12626509.0,35256806.0,15807776.0,mne27779,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Lindviggaard Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Poul Sandfeld Nielsen,Poul Sandfeld Nielsen,"Partner Revision, statsautoriseret revisionsaktieselskab",Lindviggaard Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,Lindviggaard ApS,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,100.0,2019-02-28,Skjern,97 35 18 11,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26782807,indberetninger-20180424,2.5117056,35256806.0,AWlTK-ozRYGX6_YTFnI9,2019-03-06T13:23:58.460Z,2019-03-06T13:23:00.370Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-69-JM,2019-03-06T13:23:00.549Z,3483897.0,,,,,,,,,,3524642.0,3524642.0,80000.0,3524642.0,40745.0,3524642.0,3524642.0,5000.0,3403897.0,40745.0,35745.0
35256806,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzUwLzllLzJhL2NlMzAtNDY3Ni05YzkwLTIxZmMxMTg4YjZkMw.pdf,http://regnskaber.virk.dk/60865253/ZG9rdW1lbnRsYWdlcjovLzAzL2I1L2UzL2QzLzM3LzJkOGMtNGYyNS1iY2M4LTVlNDE0MDEwNmE3Yg.xml,,Danmark,Skjern,6900.0,7B,Erhvervsparken,Skjern,6900.0,7.0,Lindvigvej,"6900, Skjern","Erhvervsparken, 7B",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-28,2019-02-28,2013-06-06,2019-03-01,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,12626509.0,35256806.0,15807776.0,mne27779,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Lindviggaard Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",John Andersen,Poul Sandfeld Nielsen,Poul Sandfeld Nielsen,"Partner Revision, statsautoriseret revisionsaktieselskab",Lindviggaard Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Skjern,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern,ApS,Lindviggaard ApS,RingkÃ¸bing-Skjern,2018-12-31,2018-01-01,100.0,2019-02-28,Skjern,97 35 18 11,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26782807,indberetninger-20180424,2.5117056,35256806.0,AWlTK-ozRYGX6_YTFnI9,2019-03-06T13:23:58.460Z,2019-03-06T13:23:00.370Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AQ-69-JM,2019-03-06T13:23:00.549Z,80000.0,,,,,,,,,,,,,,,,,,,,
