entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
32311628,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzZiLzUxLzBkL2IwOTktNGQzOS05Yjk0LWRjN2UxMmVlZDc5YQ.xhtml,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzAwL2NjL2NlLzYwOTQtNDk0MS05MGFjLTY1NDQyOGY4MmUzNg.pdf,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzc2L2QxL2Y2L2JhYmEtNGQ3Mi04MDVlLWVhNDE0ZTI2YmJiOA.xml,true,HerfÃ¸lge,4681.0,2.0,Scheelsvej,4653 Karise,ElverhÃ¸jvej 25,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,0.0,406061.0,403276.0,32311628.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Warm,Lars Warm,KSK FACILITY ApS,Lea Ahrenkiel-Frellsen,0.0,1452920.0,0.0,2785.0,857801.0,KÃ¸ge,2017-01-01,2017-12-31,0.0,0.0,-2785.0,2018-12-31,2018-01-01,998395.0,false,0.0,false,false,Ingen bistand,urn:ofk:oid:27581554,indberetninger-20180424,2.5927877,32311628.0,AWuKCihlIXJRhhXBLXXF,2019-06-24T15:11:47.398Z,2019-06-24T15:10:49.208Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-09-MM,2019-06-24T15:10:49.468Z,,,,,,,,,,,,,,,,,
32311628,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzZiLzUxLzBkL2IwOTktNGQzOS05Yjk0LWRjN2UxMmVlZDc5YQ.xhtml,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzAwL2NjL2NlLzYwOTQtNDk0MS05MGFjLTY1NDQyOGY4MmUzNg.pdf,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzc2L2QxL2Y2L2JhYmEtNGQ3Mi04MDVlLWVhNDE0ZTI2YmJiOA.xml,true,HerfÃ¸lge,4681.0,2.0,Scheelsvej,4653 Karise,ElverhÃ¸jvej 25,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,,,32311628.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Warm,Lars Warm,KSK FACILITY ApS,Lea Ahrenkiel-Frellsen,0.0,,,,,KÃ¸ge,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,false,Ingen bistand,urn:ofk:oid:27581554,indberetninger-20180424,2.5927877,32311628.0,AWuKCihlIXJRhhXBLXXF,2019-06-24T15:11:47.398Z,2019-06-24T15:10:49.208Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-09-MM,2019-06-24T15:10:49.468Z,,,,,,,,,,,,,,,,,
32311628,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzZiLzUxLzBkL2IwOTktNGQzOS05Yjk0LWRjN2UxMmVlZDc5YQ.xhtml,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzAwL2NjL2NlLzYwOTQtNDk0MS05MGFjLTY1NDQyOGY4MmUzNg.pdf,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzc2L2QxL2Y2L2JhYmEtNGQ3Mi04MDVlLWVhNDE0ZTI2YmJiOA.xml,true,HerfÃ¸lge,4681.0,2.0,Scheelsvej,4653 Karise,ElverhÃ¸jvej 25,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,,,32311628.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Warm,Lars Warm,KSK FACILITY ApS,Lea Ahrenkiel-Frellsen,0.0,,,,,KÃ¸ge,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,false,Ingen bistand,urn:ofk:oid:27581554,indberetninger-20180424,2.5927877,32311628.0,AWuKCihlIXJRhhXBLXXF,2019-06-24T15:11:47.398Z,2019-06-24T15:10:49.208Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-09-MM,2019-06-24T15:10:49.468Z,1054872.0,59918.0,80000.0,1054872.0,493848.0,80001.0,1054872.0,974871.0,51805.0,233136.0,1.0,974871.0,663242.0,994954.0,259824.0,267970.0,
32311628,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzZiLzUxLzBkL2IwOTktNGQzOS05Yjk0LWRjN2UxMmVlZDc5YQ.xhtml,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzAwL2NjL2NlLzYwOTQtNDk0MS05MGFjLTY1NDQyOGY4MmUzNg.pdf,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzc2L2QxL2Y2L2JhYmEtNGQ3Mi04MDVlLWVhNDE0ZTI2YmJiOA.xml,true,HerfÃ¸lge,4681.0,2.0,Scheelsvej,4653 Karise,ElverhÃ¸jvej 25,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,0.0,563273.0,562849.0,32311628.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Warm,Lars Warm,KSK FACILITY ApS,Lea Ahrenkiel-Frellsen,0.0,1279447.0,0.0,424.0,568767.0,KÃ¸ge,2017-01-01,2017-12-31,0.0,0.0,-424.0,2018-12-31,2018-01-01,1273529.0,false,0.0,false,false,Ingen bistand,urn:ofk:oid:27581554,indberetninger-20180424,2.5927877,32311628.0,AWuKCihlIXJRhhXBLXXF,2019-06-24T15:11:47.398Z,2019-06-24T15:10:49.208Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-09-MM,2019-06-24T15:10:49.468Z,,,,,,,,,,,,,,,,,
32311628,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzZiLzUxLzBkL2IwOTktNGQzOS05Yjk0LWRjN2UxMmVlZDc5YQ.xhtml,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzAwL2NjL2NlLzYwOTQtNDk0MS05MGFjLTY1NDQyOGY4MmUzNg.pdf,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzc2L2QxL2Y2L2JhYmEtNGQ3Mi04MDVlLWVhNDE0ZTI2YmJiOA.xml,true,HerfÃ¸lge,4681.0,2.0,Scheelsvej,4653 Karise,ElverhÃ¸jvej 25,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,,,32311628.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Warm,Lars Warm,KSK FACILITY ApS,Lea Ahrenkiel-Frellsen,0.0,,,,,KÃ¸ge,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,false,Ingen bistand,urn:ofk:oid:27581554,indberetninger-20180424,2.5927877,32311628.0,AWuKCihlIXJRhhXBLXXF,2019-06-24T15:11:47.398Z,2019-06-24T15:10:49.208Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-09-MM,2019-06-24T15:10:49.468Z,,,,,,,,,,,,,,,,,
32311628,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzZiLzUxLzBkL2IwOTktNGQzOS05Yjk0LWRjN2UxMmVlZDc5YQ.xhtml,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzAwL2NjL2NlLzYwOTQtNDk0MS05MGFjLTY1NDQyOGY4MmUzNg.pdf,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzc2L2QxL2Y2L2JhYmEtNGQ3Mi04MDVlLWVhNDE0ZTI2YmJiOA.xml,true,HerfÃ¸lge,4681.0,2.0,Scheelsvej,4653 Karise,ElverhÃ¸jvej 25,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,,,32311628.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Warm,Lars Warm,KSK FACILITY ApS,Lea Ahrenkiel-Frellsen,0.0,,,,,KÃ¸ge,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,false,Ingen bistand,urn:ofk:oid:27581554,indberetninger-20180424,2.5927877,32311628.0,AWuKCihlIXJRhhXBLXXF,2019-06-24T15:11:47.398Z,2019-06-24T15:10:49.208Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-09-MM,2019-06-24T15:10:49.468Z,,,,,,,,,,,,,,,,,Lars Warm
32311628,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzZiLzUxLzBkL2IwOTktNGQzOS05Yjk0LWRjN2UxMmVlZDc5YQ.xhtml,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzAwL2NjL2NlLzYwOTQtNDk0MS05MGFjLTY1NDQyOGY4MmUzNg.pdf,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzc2L2QxL2Y2L2JhYmEtNGQ3Mi04MDVlLWVhNDE0ZTI2YmJiOA.xml,true,HerfÃ¸lge,4681.0,2.0,Scheelsvej,4653 Karise,ElverhÃ¸jvej 25,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,,,32311628.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Warm,Lars Warm,KSK FACILITY ApS,Lea Ahrenkiel-Frellsen,0.0,,,,,KÃ¸ge,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,false,Ingen bistand,urn:ofk:oid:27581554,indberetninger-20180424,2.5927877,32311628.0,AWuKCihlIXJRhhXBLXXF,2019-06-24T15:11:47.398Z,2019-06-24T15:10:49.208Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-09-MM,2019-06-24T15:10:49.468Z,,,,,,,,,,,,,,,,,Anders Agerbo Jensen
32311628,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzZiLzUxLzBkL2IwOTktNGQzOS05Yjk0LWRjN2UxMmVlZDc5YQ.xhtml,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzAwL2NjL2NlLzYwOTQtNDk0MS05MGFjLTY1NDQyOGY4MmUzNg.pdf,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzc2L2QxL2Y2L2JhYmEtNGQ3Mi04MDVlLWVhNDE0ZTI2YmJiOA.xml,true,HerfÃ¸lge,4681.0,2.0,Scheelsvej,4653 Karise,ElverhÃ¸jvej 25,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,,,32311628.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Warm,Lars Warm,KSK FACILITY ApS,Lea Ahrenkiel-Frellsen,0.0,,,,,KÃ¸ge,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,false,Ingen bistand,urn:ofk:oid:27581554,indberetninger-20180424,2.5927877,32311628.0,AWuKCihlIXJRhhXBLXXF,2019-06-24T15:11:47.398Z,2019-06-24T15:10:49.208Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-09-MM,2019-06-24T15:10:49.468Z,,,,,,,,,,,,,,,,,Morten Krogh BrÃ¸nnicke
32311628,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzZiLzUxLzBkL2IwOTktNGQzOS05Yjk0LWRjN2UxMmVlZDc5YQ.xhtml,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzAwL2NjL2NlLzYwOTQtNDk0MS05MGFjLTY1NDQyOGY4MmUzNg.pdf,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzc2L2QxL2Y2L2JhYmEtNGQ3Mi04MDVlLWVhNDE0ZTI2YmJiOA.xml,true,HerfÃ¸lge,4681.0,2.0,Scheelsvej,4653 Karise,ElverhÃ¸jvej 25,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,,,32311628.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Warm,Lars Warm,KSK FACILITY ApS,Lea Ahrenkiel-Frellsen,0.0,,,,,KÃ¸ge,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,false,Ingen bistand,urn:ofk:oid:27581554,indberetninger-20180424,2.5927877,32311628.0,AWuKCihlIXJRhhXBLXXF,2019-06-24T15:11:47.398Z,2019-06-24T15:10:49.208Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-09-MM,2019-06-24T15:10:49.468Z,,,,,,,,,,,,,,,,,
32311628,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzZiLzUxLzBkL2IwOTktNGQzOS05Yjk0LWRjN2UxMmVlZDc5YQ.xhtml,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzAwL2NjL2NlLzYwOTQtNDk0MS05MGFjLTY1NDQyOGY4MmUzNg.pdf,http://regnskaber.virk.dk/82611323/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzc2L2QxL2Y2L2JhYmEtNGQ3Mi04MDVlLWVhNDE0ZTI2YmJiOA.xml,true,HerfÃ¸lge,4681.0,2.0,Scheelsvej,4653 Karise,ElverhÃ¸jvej 25,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-31,2019-05-31,,,,32311628.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Warm,Lars Warm,KSK FACILITY ApS,Lea Ahrenkiel-Frellsen,0.0,,,,,KÃ¸ge,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,false,Ingen bistand,urn:ofk:oid:27581554,indberetninger-20180424,2.5927877,32311628.0,AWuKCihlIXJRhhXBLXXF,2019-06-24T15:11:47.398Z,2019-06-24T15:10:49.208Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-09-MM,2019-06-24T15:10:49.468Z,1029194.0,45179.0,80000.0,1029194.0,568767.0,80001.0,1029194.0,949193.0,39528.0,177775.0,1.0,949193.0,607228.0,984015.0,302437.0,237473.0,
