entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdditionsToInvestments,OtherAdjustmentsRelatedToInvestments,ProfitLossRelatedToInvestments,DisposalsOfInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,ContributedCapital,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermTradePayables,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
30594355,2017-01-01,2017-01-01,c251,,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzE2LzQzL2U4LzBlOTktNGJlNi1hN2FkLWNmNmE2ODczMTZkMg.pdf,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzM5L2QxL2QwL2M3NzEtNDAxOC1hNzUxLThmMmQ0ODI4ZTdmNg.xml,-312500.0,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,2.0,Julius Thomsensvej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-05-23,2019-05-29,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,30594355.0,32285201.0,mne24854,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for SKL Invest af 2007 ApS.,Ãrsrapport,312500.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Christensen,Lars Jensen,Lars Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",SKL Invest af 2007 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Vejle,75 82 10 55,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410374,indberetninger-20180424,2.5118406,30594355.0,AWsmHyPXRYGX6_YTIcWS,2019-06-05T05:32:21.697Z,2019-06-05T05:31:42.774Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-XB,2019-06-05T05:31:42.977Z,,,,,,,,,,,,,,,,,,,,,
30594355,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzE2LzQzL2U4LzBlOTktNGJlNi1hN2FkLWNmNmE2ODczMTZkMg.pdf,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzM5L2QxL2QwL2M3NzEtNDAxOC1hNzUxLThmMmQ0ODI4ZTdmNg.xml,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,2.0,Julius Thomsensvej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-05-23,2019-05-29,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,30594355.0,32285201.0,mne24854,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for SKL Invest af 2007 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Christensen,Lars Jensen,Lars Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",SKL Invest af 2007 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Vejle,75 82 10 55,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410374,indberetninger-20180424,2.5118406,30594355.0,AWsmHyPXRYGX6_YTIcWS,2019-06-05T05:32:21.697Z,2019-06-05T05:31:42.774Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-XB,2019-06-05T05:31:42.977Z,125000.0,,,,,,,,,,,,,,,,,,,,
30594355,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzE2LzQzL2U4LzBlOTktNGJlNi1hN2FkLWNmNmE2ODczMTZkMg.pdf,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzM5L2QxL2QwL2M3NzEtNDAxOC1hNzUxLThmMmQ0ODI4ZTdmNg.xml,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,2.0,Julius Thomsensvej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-05-23,2019-05-29,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,30594355.0,32285201.0,mne24854,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for SKL Invest af 2007 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Christensen,Lars Jensen,Lars Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",SKL Invest af 2007 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Vejle,75 82 10 55,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410374,indberetninger-20180424,2.5118406,30594355.0,AWsmHyPXRYGX6_YTIcWS,2019-06-05T05:32:21.697Z,2019-06-05T05:31:42.774Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-XB,2019-06-05T05:31:42.977Z,-370315.0,,,,,,,,,,,,,,,,,,,,
30594355,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzE2LzQzL2U4LzBlOTktNGJlNi1hN2FkLWNmNmE2ODczMTZkMg.pdf,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzM5L2QxL2QwL2M3NzEtNDAxOC1hNzUxLThmMmQ0ODI4ZTdmNg.xml,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,2.0,Julius Thomsensvej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-05-23,2019-05-29,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,30594355.0,32285201.0,mne24854,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for SKL Invest af 2007 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Christensen,Lars Jensen,Lars Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",SKL Invest af 2007 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Vejle,75 82 10 55,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410374,indberetninger-20180424,2.5118406,30594355.0,AWsmHyPXRYGX6_YTIcWS,2019-06-05T05:32:21.697Z,2019-06-05T05:31:42.774Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-XB,2019-06-05T05:31:42.977Z,,-4625.0,,,,,,,,,,,,,,,,,,,
30594355,2017-01-01,2017-12-31,c178,,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzE2LzQzL2U4LzBlOTktNGJlNi1hN2FkLWNmNmE2ODczMTZkMg.pdf,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzM5L2QxL2QwL2M3NzEtNDAxOC1hNzUxLThmMmQ0ODI4ZTdmNg.xml,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,2.0,Julius Thomsensvej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-05-23,2019-05-29,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,30594355.0,32285201.0,mne24854,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for SKL Invest af 2007 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Christensen,Lars Jensen,Lars Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",SKL Invest af 2007 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Vejle,75 82 10 55,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410374,indberetninger-20180424,2.5118406,30594355.0,AWsmHyPXRYGX6_YTIcWS,2019-06-05T05:32:21.697Z,2019-06-05T05:31:42.774Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-XB,2019-06-05T05:31:42.977Z,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,
30594355,2017-01-01,2017-12-31,c252,,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzE2LzQzL2U4LzBlOTktNGJlNi1hN2FkLWNmNmE2ODczMTZkMg.pdf,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzM5L2QxL2QwL2M3NzEtNDAxOC1hNzUxLThmMmQ0ODI4ZTdmNg.xml,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,2.0,Julius Thomsensvej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-05-23,2019-05-29,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,30594355.0,32285201.0,mne24854,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for SKL Invest af 2007 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Christensen,Lars Jensen,Lars Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",SKL Invest af 2007 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Vejle,75 82 10 55,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410374,indberetninger-20180424,2.5118406,30594355.0,AWsmHyPXRYGX6_YTIcWS,2019-06-05T05:32:21.697Z,2019-06-05T05:31:42.774Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-XB,2019-06-05T05:31:42.977Z,,,,0.0,,0.0,,,,,,,,,,,,,,,
30594355,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzE2LzQzL2U4LzBlOTktNGJlNi1hN2FkLWNmNmE2ODczMTZkMg.pdf,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzM5L2QxL2QwL2M3NzEtNDAxOC1hNzUxLThmMmQ0ODI4ZTdmNg.xml,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,2.0,Julius Thomsensvej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-05-23,2019-05-29,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,30594355.0,32285201.0,mne24854,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for SKL Invest af 2007 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Christensen,Lars Jensen,Lars Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",SKL Invest af 2007 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Vejle,75 82 10 55,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410374,indberetninger-20180424,2.5118406,30594355.0,AWsmHyPXRYGX6_YTIcWS,2019-06-05T05:32:21.697Z,2019-06-05T05:31:42.774Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-XB,2019-06-05T05:31:42.977Z,,-4625.0,,,,,-4625.0,0.0,-4625.0,-4625.0,,,,,,,,,,,
30594355,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzE2LzQzL2U4LzBlOTktNGJlNi1hN2FkLWNmNmE2ODczMTZkMg.pdf,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzM5L2QxL2QwL2M3NzEtNDAxOC1hNzUxLThmMmQ0ODI4ZTdmNg.xml,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,2.0,Julius Thomsensvej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-05-23,2019-05-29,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,30594355.0,32285201.0,mne24854,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for SKL Invest af 2007 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Christensen,Lars Jensen,Lars Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",SKL Invest af 2007 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Vejle,75 82 10 55,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410374,indberetninger-20180424,2.5118406,30594355.0,AWsmHyPXRYGX6_YTIcWS,2019-06-05T05:32:21.697Z,2019-06-05T05:31:42.774Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-XB,2019-06-05T05:31:42.977Z,,-4625.0,,,,,,,,,,,,,,,,,,,
30594355,2017-12-31,2017-12-31,c180,,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzE2LzQzL2U4LzBlOTktNGJlNi1hN2FkLWNmNmE2ODczMTZkMg.pdf,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzM5L2QxL2QwL2M3NzEtNDAxOC1hNzUxLThmMmQ0ODI4ZTdmNg.xml,0.0,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,2.0,Julius Thomsensvej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-05-23,2019-05-29,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,30594355.0,32285201.0,mne24854,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for SKL Invest af 2007 ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Christensen,Lars Jensen,Lars Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",SKL Invest af 2007 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Vejle,75 82 10 55,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410374,indberetninger-20180424,2.5118406,30594355.0,AWsmHyPXRYGX6_YTIcWS,2019-06-05T05:32:21.697Z,2019-06-05T05:31:42.774Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-XB,2019-06-05T05:31:42.977Z,,,,,,,,,,,,,,,,,,,,,
30594355,2017-12-31,2017-12-31,c253,,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzE2LzQzL2U4LzBlOTktNGJlNi1hN2FkLWNmNmE2ODczMTZkMg.pdf,http://regnskaber.virk.dk/55349503/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzM5L2QxL2QwL2M3NzEtNDAxOC1hNzUxLThmMmQ0ODI4ZTdmNg.xml,-312500.0,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,2.0,Julius Thomsensvej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2007-05-23,2019-05-29,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,32285201.0,30594355.0,32285201.0,mne24854,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for SKL Invest af 2007 ApS.,Ãrsrapport,312500.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Christensen,Lars Jensen,Lars Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",SKL Invest af 2007 ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Vejle,75 82 10 55,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410374,indberetninger-20180424,2.5118406,30594355.0,AWsmHyPXRYGX6_YTIcWS,2019-06-05T05:32:21.697Z,2019-06-05T05:31:42.774Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-XB,2019-06-05T05:31:42.977Z,,,,,,,,,,,,,,,,,,,,,
