entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividend,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables
29917590,2013-07-01,2013-07-01,c172,,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzRmLzdjLzAyLzZjYzItNDZhOS05ZjAzLTdlNjJjOGYxNmRkNA.pdf,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzU1LzlkL2JhL2E0MDItNGI3NC04NmU5LWIxZWMyZWRjZTJjZA.xml,-638649.0,Kolding,6000.0,13.0,VenÃ¸vÃ¦nget,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-08,2015-09-08,2006-09-15,2015-09-22,29917590.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rogild Holding ApS.,Ãrsrapport,774342.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Rogild,Henrik Rogild,Rogild Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Kolding,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,ApS,HR Vejle ApS,Kolding,2015-06-30,2014-07-01,100.0,2015-09-08,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21676617,indberetninger-20180424,2.5118417999999996,29917590.0,,2018-03-30T16:38:35.047Z,2015-11-30T08:54:45.210Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-BL,2015-11-30T08:54:45.326Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917590,2013-07-01,2013-07-01,c416,,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzRmLzdjLzAyLzZjYzItNDZhOS05ZjAzLTdlNjJjOGYxNmRkNA.pdf,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzU1LzlkL2JhL2E0MDItNGI3NC04NmU5LWIxZWMyZWRjZTJjZA.xml,,Kolding,6000.0,13.0,VenÃ¸vÃ¦nget,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-08,2015-09-08,2006-09-15,2015-09-22,29917590.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rogild Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Rogild,Henrik Rogild,Rogild Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Kolding,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,ApS,HR Vejle ApS,Kolding,2015-06-30,2014-07-01,100.0,2015-09-08,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21676617,indberetninger-20180424,2.5118417999999996,29917590.0,,2018-03-30T16:38:35.047Z,2015-11-30T08:54:45.210Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-BL,2015-11-30T08:54:45.326Z,527658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917590,2013-07-01,2014-06-30,c108,,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzRmLzdjLzAyLzZjYzItNDZhOS05ZjAzLTdlNjJjOGYxNmRkNA.pdf,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzU1LzlkL2JhL2E0MDItNGI3NC04NmU5LWIxZWMyZWRjZTJjZA.xml,,Kolding,6000.0,13.0,VenÃ¸vÃ¦nget,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-08,2015-09-08,2006-09-15,2015-09-22,29917590.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rogild Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Rogild,Henrik Rogild,Rogild Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Kolding,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,ApS,HR Vejle ApS,Kolding,2015-06-30,2014-07-01,100.0,2015-09-08,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21676617,indberetninger-20180424,2.5118417999999996,29917590.0,,2018-03-30T16:38:35.047Z,2015-11-30T08:54:45.210Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-BL,2015-11-30T08:54:45.326Z,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917590,2013-07-01,2014-06-30,c120,,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzRmLzdjLzAyLzZjYzItNDZhOS05ZjAzLTdlNjJjOGYxNmRkNA.pdf,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzU1LzlkL2JhL2E0MDItNGI3NC04NmU5LWIxZWMyZWRjZTJjZA.xml,,Kolding,6000.0,13.0,VenÃ¸vÃ¦nget,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-08,2015-09-08,2006-09-15,2015-09-22,29917590.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rogild Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Rogild,Henrik Rogild,Rogild Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Kolding,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,ApS,HR Vejle ApS,Kolding,2015-06-30,2014-07-01,100.0,2015-09-08,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21676617,indberetninger-20180424,2.5118417999999996,29917590.0,,2018-03-30T16:38:35.047Z,2015-11-30T08:54:45.210Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-BL,2015-11-30T08:54:45.326Z,,383879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917590,2013-07-01,2014-06-30,c174,,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzRmLzdjLzAyLzZjYzItNDZhOS05ZjAzLTdlNjJjOGYxNmRkNA.pdf,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzU1LzlkL2JhL2E0MDItNGI3NC04NmU5LWIxZWMyZWRjZTJjZA.xml,,Kolding,6000.0,13.0,VenÃ¸vÃ¦nget,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-08,2015-09-08,2006-09-15,2015-09-22,29917590.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rogild Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Rogild,Henrik Rogild,Rogild Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Kolding,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,ApS,HR Vejle ApS,Kolding,2015-06-30,2014-07-01,100.0,2015-09-08,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21676617,indberetninger-20180424,2.5118417999999996,29917590.0,,2018-03-30T16:38:35.047Z,2015-11-30T08:54:45.210Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-BL,2015-11-30T08:54:45.326Z,,,-770000.0,777695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917590,2013-07-01,2014-06-30,c3,,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzRmLzdjLzAyLzZjYzItNDZhOS05ZjAzLTdlNjJjOGYxNmRkNA.pdf,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzU1LzlkL2JhL2E0MDItNGI3NC04NmU5LWIxZWMyZWRjZTJjZA.xml,,Kolding,6000.0,13.0,VenÃ¸vÃ¦nget,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-08,2015-09-08,2006-09-15,2015-09-22,29917590.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rogild Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Rogild,Henrik Rogild,Rogild Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Kolding,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,ApS,HR Vejle ApS,Kolding,2015-06-30,2014-07-01,100.0,2015-09-08,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21676617,indberetninger-20180424,2.5118417999999996,29917590.0,,2018-03-30T16:38:35.047Z,2015-11-30T08:54:45.210Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-BL,2015-11-30T08:54:45.326Z,,883879.0,,,0.0,-115.0,777695.0,0.0,1635.0,112809.0,888754.0,-115.0,0.0,4875.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
29917590,2013-07-01,2014-06-30,c417,,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzRmLzdjLzAyLzZjYzItNDZhOS05ZjAzLTdlNjJjOGYxNmRkNA.pdf,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzU1LzlkL2JhL2E0MDItNGI3NC04NmU5LWIxZWMyZWRjZTJjZA.xml,,Kolding,6000.0,13.0,VenÃ¸vÃ¦nget,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-08,2015-09-08,2006-09-15,2015-09-22,29917590.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rogild Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Rogild,Henrik Rogild,Rogild Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Kolding,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,ApS,HR Vejle ApS,Kolding,2015-06-30,2014-07-01,100.0,2015-09-08,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21676617,indberetninger-20180424,2.5118417999999996,29917590.0,,2018-03-30T16:38:35.047Z,2015-11-30T08:54:45.210Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-BL,2015-11-30T08:54:45.326Z,,383879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29917590,2014-06-30,2014-06-30,c176,,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzRmLzdjLzAyLzZjYzItNDZhOS05ZjAzLTdlNjJjOGYxNmRkNA.pdf,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzU1LzlkL2JhL2E0MDItNGI3NC04NmU5LWIxZWMyZWRjZTJjZA.xml,-630954.0,Kolding,6000.0,13.0,VenÃ¸vÃ¦nget,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-08,2015-09-08,2006-09-15,2015-09-22,29917590.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rogild Holding ApS.,Ãrsrapport,774342.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Rogild,Henrik Rogild,Rogild Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Kolding,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,ApS,HR Vejle ApS,Kolding,2015-06-30,2014-07-01,100.0,2015-09-08,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21676617,indberetninger-20180424,2.5118417999999996,29917590.0,,2018-03-30T16:38:35.047Z,2015-11-30T08:54:45.210Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-BL,2015-11-30T08:54:45.326Z,,,,,,,,,,,,,,,,143388.0,,,,,,,,,,,,,,,,,,,,,,
29917590,2014-06-30,2014-06-30,c4,,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzRmLzdjLzAyLzZjYzItNDZhOS05ZjAzLTdlNjJjOGYxNmRkNA.pdf,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzU1LzlkL2JhL2E0MDItNGI3NC04NmU5LWIxZWMyZWRjZTJjZA.xml,,Kolding,6000.0,13.0,VenÃ¸vÃ¦nget,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-08,2015-09-08,2006-09-15,2015-09-22,29917590.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rogild Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Rogild,Henrik Rogild,Rogild Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Kolding,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,ApS,HR Vejle ApS,Kolding,2015-06-30,2014-07-01,100.0,2015-09-08,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21676617,indberetninger-20180424,2.5118417999999996,29917590.0,,2018-03-30T16:38:35.047Z,2015-11-30T08:54:45.210Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-BL,2015-11-30T08:54:45.326Z,1036537.0,,,,,,,,,,,,,,,143388.0,1629900.0,1740.0,125000.0,1486512.0,5900.0,1629900.0,593363.0,143388.0,143388.0,157760.0,15263.0,770000.0,500000.0,911537.0,157760.0,593363.0,0.0,1327012.0,551112.0,70600.0,0.0,7500.0
29917590,2014-06-30,2014-06-30,c418,,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzRmLzdjLzAyLzZjYzItNDZhOS05ZjAzLTdlNjJjOGYxNmRkNA.pdf,http://regnskaber.virk.dk/09571992/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzU1LzlkL2JhL2E0MDItNGI3NC04NmU5LWIxZWMyZWRjZTJjZA.xml,,Kolding,6000.0,13.0,VenÃ¸vÃ¦nget,"6000, Kolding","Jupitervej, 4",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-08,2015-09-08,2006-09-15,2015-09-22,29917590.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for Rogild Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Rogild,Henrik Rogild,Rogild Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Kolding,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Kolding,ApS,HR Vejle ApS,Kolding,2015-06-30,2014-07-01,100.0,2015-09-08,Kolding,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21676617,indberetninger-20180424,2.5118417999999996,29917590.0,,2018-03-30T16:38:35.047Z,2015-11-30T08:54:45.210Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-BL,2015-11-30T08:54:45.326Z,911537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
