entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DisposalsOfInvestments,Equity,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,Dividend,AdditionsToInvestments,OtherAdjustmentsRelatedToInvestments,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,AccumulatedRevaluationsOfInvestments,InvestmentsGross,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToShareholdersAndManagement,NoncurrentAssets,OtherLongtermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables
36462809,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzA4Lzc1L2Q1LzFlM2ItNGEyMy1iNzZhLTI5YTkyNjY3OTgxNg.pdf,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2IwL2QwL2U1LzMwZWQtNDA5Yy1hZDMyLWUzNjFkMzU4NDY0ZA.xml,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-06,2019-03-06,2014-12-11,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,12500.0,50000.0,52900.0,32285201.0,36462809.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Ebbe Stryhn Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Mads Ebbe Stryhn,Mads Ebbe Stryhn,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ebbe Stryhn Invest ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Crazy Daisy Svendborg ApS,Svendborg,2018-12-31,2018-01-01,20.0,2019-03-06,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26798023,indberetninger-20180424,2.5118417999999996,36462809.0,AWldqOOzRYGX6_YTFrp-,2019-03-08T14:16:31.619Z,2019-03-08T14:15:42.721Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-18-HA,2019-03-08T14:15:42.838Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36462809,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzA4Lzc1L2Q1LzFlM2ItNGEyMy1iNzZhLTI5YTkyNjY3OTgxNg.pdf,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2IwL2QwL2U1LzMwZWQtNDA5Yy1hZDMyLWUzNjFkMzU4NDY0ZA.xml,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-06,2019-03-06,2014-12-11,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,12500.0,-15964.0,52900.0,32285201.0,36462809.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Ebbe Stryhn Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Mads Ebbe Stryhn,Mads Ebbe Stryhn,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ebbe Stryhn Invest ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Crazy Daisy Svendborg ApS,Svendborg,2018-12-31,2018-01-01,20.0,2019-03-06,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26798023,indberetninger-20180424,2.5118417999999996,36462809.0,AWldqOOzRYGX6_YTFrp-,2019-03-08T14:16:31.619Z,2019-03-08T14:15:42.721Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-18-HA,2019-03-08T14:15:42.838Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36462809,2017-01-01,2017-12-31,c109,,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzA4Lzc1L2Q1LzFlM2ItNGEyMy1iNzZhLTI5YTkyNjY3OTgxNg.pdf,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2IwL2QwL2U1LzMwZWQtNDA5Yy1hZDMyLWUzNjFkMzU4NDY0ZA.xml,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-06,2019-03-06,2014-12-11,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,12500.0,,52900.0,32285201.0,36462809.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Ebbe Stryhn Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Mads Ebbe Stryhn,Mads Ebbe Stryhn,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ebbe Stryhn Invest ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Crazy Daisy Svendborg ApS,Svendborg,2018-12-31,2018-01-01,20.0,2019-03-06,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26798023,indberetninger-20180424,2.5118417999999996,36462809.0,AWldqOOzRYGX6_YTFrp-,2019-03-08T14:16:31.619Z,2019-03-08T14:15:42.721Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-18-HA,2019-03-08T14:15:42.838Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36462809,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzA4Lzc1L2Q1LzFlM2ItNGEyMy1iNzZhLTI5YTkyNjY3OTgxNg.pdf,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2IwL2QwL2U1LzMwZWQtNDA5Yy1hZDMyLWUzNjFkMzU4NDY0ZA.xml,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-06,2019-03-06,2014-12-11,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,12500.0,,52900.0,32285201.0,36462809.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Ebbe Stryhn Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Mads Ebbe Stryhn,Mads Ebbe Stryhn,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ebbe Stryhn Invest ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Crazy Daisy Svendborg ApS,Svendborg,2018-12-31,2018-01-01,20.0,2019-03-06,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26798023,indberetninger-20180424,2.5118417999999996,36462809.0,AWldqOOzRYGX6_YTFrp-,2019-03-08T14:16:31.619Z,2019-03-08T14:15:42.721Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-18-HA,2019-03-08T14:15:42.838Z,41602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36462809,2017-01-01,2017-12-31,c2019,,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzA4Lzc1L2Q1LzFlM2ItNGEyMy1iNzZhLTI5YTkyNjY3OTgxNg.pdf,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2IwL2QwL2U1LzMwZWQtNDA5Yy1hZDMyLWUzNjFkMzU4NDY0ZA.xml,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-06,2019-03-06,2014-12-11,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,12500.0,,52900.0,32285201.0,36462809.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Ebbe Stryhn Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Mads Ebbe Stryhn,Mads Ebbe Stryhn,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ebbe Stryhn Invest ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Crazy Daisy Svendborg ApS,Svendborg,2018-12-31,2018-01-01,20.0,2019-03-06,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26798023,indberetninger-20180424,2.5118417999999996,36462809.0,AWldqOOzRYGX6_YTFrp-,2019-03-08T14:16:31.619Z,2019-03-08T14:15:42.721Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-18-HA,2019-03-08T14:15:42.838Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36462809,2017-01-01,2017-12-31,c252,,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzA4Lzc1L2Q1LzFlM2ItNGEyMy1iNzZhLTI5YTkyNjY3OTgxNg.pdf,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2IwL2QwL2U1LzMwZWQtNDA5Yy1hZDMyLWUzNjFkMzU4NDY0ZA.xml,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-06,2019-03-06,2014-12-11,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,12500.0,,52900.0,32285201.0,36462809.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Ebbe Stryhn Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Mads Ebbe Stryhn,Mads Ebbe Stryhn,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ebbe Stryhn Invest ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Crazy Daisy Svendborg ApS,Svendborg,2018-12-31,2018-01-01,20.0,2019-03-06,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26798023,indberetninger-20180424,2.5118417999999996,36462809.0,AWldqOOzRYGX6_YTFrp-,2019-03-08T14:16:31.619Z,2019-03-08T14:15:42.721Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-18-HA,2019-03-08T14:15:42.838Z,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
36462809,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzA4Lzc1L2Q1LzFlM2ItNGEyMy1iNzZhLTI5YTkyNjY3OTgxNg.pdf,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2IwL2QwL2U1LzMwZWQtNDA5Yy1hZDMyLWUzNjFkMzU4NDY0ZA.xml,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-06,2019-03-06,2014-12-11,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,12500.0,,52900.0,32285201.0,36462809.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Ebbe Stryhn Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Mads Ebbe Stryhn,Mads Ebbe Stryhn,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ebbe Stryhn Invest ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Crazy Daisy Svendborg ApS,Svendborg,2018-12-31,2018-01-01,20.0,2019-03-06,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26798023,indberetninger-20180424,2.5118417999999996,36462809.0,AWldqOOzRYGX6_YTFrp-,2019-03-08T14:16:31.619Z,2019-03-08T14:15:42.721Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-18-HA,2019-03-08T14:15:42.838Z,41602.0,,,,,-8380.0,0.0,18.0,50000.0,41602.0,-8380.0,,,,,,,,,,,,,,,,,,
36462809,2017-01-01,2017-12-31,c426,,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzA4Lzc1L2Q1LzFlM2ItNGEyMy1iNzZhLTI5YTkyNjY3OTgxNg.pdf,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2IwL2QwL2U1LzMwZWQtNDA5Yy1hZDMyLWUzNjFkMzU4NDY0ZA.xml,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-06,2019-03-06,2014-12-11,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,12500.0,,52900.0,32285201.0,36462809.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Ebbe Stryhn Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Mads Ebbe Stryhn,Mads Ebbe Stryhn,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ebbe Stryhn Invest ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Crazy Daisy Svendborg ApS,Svendborg,2018-12-31,2018-01-01,20.0,2019-03-06,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26798023,indberetninger-20180424,2.5118417999999996,36462809.0,AWldqOOzRYGX6_YTFrp-,2019-03-08T14:16:31.619Z,2019-03-08T14:15:42.721Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-18-HA,2019-03-08T14:15:42.838Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36462809,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzA4Lzc1L2Q1LzFlM2ItNGEyMy1iNzZhLTI5YTkyNjY3OTgxNg.pdf,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2IwL2QwL2U1LzMwZWQtNDA5Yy1hZDMyLWUzNjFkMzU4NDY0ZA.xml,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-06,2019-03-06,2014-12-11,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,12500.0,,52900.0,32285201.0,36462809.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Ebbe Stryhn Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Mads Ebbe Stryhn,Mads Ebbe Stryhn,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ebbe Stryhn Invest ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Crazy Daisy Svendborg ApS,Svendborg,2018-12-31,2018-01-01,20.0,2019-03-06,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26798023,indberetninger-20180424,2.5118417999999996,36462809.0,AWldqOOzRYGX6_YTFrp-,2019-03-08T14:16:31.619Z,2019-03-08T14:15:42.721Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-18-HA,2019-03-08T14:15:42.838Z,41602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36462809,2017-12-31,2017-12-31,c253,,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzA4Lzc1L2Q1LzFlM2ItNGEyMy1iNzZhLTI5YTkyNjY3OTgxNg.pdf,http://regnskaber.virk.dk/90826463/ZG9rdW1lbnRsYWdlcjovLzAzLzg4L2IwL2QwL2U1LzMwZWQtNDA5Yy1hZDMyLWUzNjFkMzU4NDY0ZA.xml,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-03-06,2019-03-06,2014-12-11,2019-03-06,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,12500.0,,52900.0,32285201.0,36462809.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Ebbe Stryhn Invest ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Mads Ebbe Stryhn,Mads Ebbe Stryhn,"Martinsen, Statsautoriseret Revisionspartnerselskab",Ebbe Stryhn Invest ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Crazy Daisy Svendborg ApS,Svendborg,2018-12-31,2018-01-01,20.0,2019-03-06,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26798023,indberetninger-20180424,2.5118417999999996,36462809.0,AWldqOOzRYGX6_YTFrp-,2019-03-08T14:16:31.619Z,2019-03-08T14:15:42.721Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AR-18-HA,2019-03-08T14:15:42.838Z,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,
