entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,ShorttermTaxPayables,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
35250719,2013-05-30,2013-12-31,c4,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzU3L2VhLzc0L2U5ZTEtNDcwYS1hNDk4LTk5Yjk0ZjE0MzJhMw.xhtml,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QyL2Q0L2I4L2YxMjktNDM2OC1iZmNhLWVjODM5OGFlNDUxMw.pdf,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzE2LzliL2YwLzViODYtNDA0Ny1hYTA2LTVlM2JmZjc4YzFmYw.xml,KÃ¸benhavn S,2300.0,10.0,Eliasgade,2200 KÃ¸benhavn N,"Ewaldsgade 2, 1. t.v.",Til kapitalejerne i Wingstad ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig eventualskatteforpligtigelser udover det i Ã¥rsrapporten anfÃ¸rte..</p>",0.0,-19316.0,38099.0,35250719.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dan Pilegaard,Mikkel Skovgaard,WINGSTAD ApS,Dan Pilegaard,374.0,0.0,KÃ¸benhavn,2013-05-30,2013-12-31,28125.0,37725.0,38099.0,2014-12-31,2014-01-01,9974.0,2015-04-27,KÃ¸benhavn,"Det indstilles pÃ¥ selskabets ordinÃ¦re generalforsamling, at Ã¥rsrapporten for 2015 ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",9600.0,24803018.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5406427,indberetninger-20180424,2.5927916,35250719.0,,2018-03-30T09:24:16.099Z,2015-06-01T16:47:36.974Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-16-GR,2015-06-01T16:47:37.301Z,,,,,,,,,,,,,,,
35250719,2013-05-30,2013-12-31,c6,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzU3L2VhLzc0L2U5ZTEtNDcwYS1hNDk4LTk5Yjk0ZjE0MzJhMw.xhtml,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QyL2Q0L2I4L2YxMjktNDM2OC1iZmNhLWVjODM5OGFlNDUxMw.pdf,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzE2LzliL2YwLzViODYtNDA0Ny1hYTA2LTVlM2JmZjc4YzFmYw.xml,KÃ¸benhavn S,2300.0,10.0,Eliasgade,2200 KÃ¸benhavn N,"Ewaldsgade 2, 1. t.v.",Til kapitalejerne i Wingstad ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig eventualskatteforpligtigelser udover det i Ã¥rsrapporten anfÃ¸rte..</p>",0.0,-19316.0,,35250719.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dan Pilegaard,Mikkel Skovgaard,WINGSTAD ApS,Dan Pilegaard,,0.0,KÃ¸benhavn,2013-05-30,2013-12-31,0.0,,,2014-12-31,2014-01-01,9974.0,2015-04-27,KÃ¸benhavn,"Det indstilles pÃ¥ selskabets ordinÃ¦re generalforsamling, at Ã¥rsrapporten for 2015 ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,24803018.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5406427,indberetninger-20180424,2.5927916,35250719.0,,2018-03-30T09:24:16.099Z,2015-06-01T16:47:36.974Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-16-GR,2015-06-01T16:47:37.301Z,,,,,,,,,,,,,,,
35250719,2013-05-30,2013-12-31,c8,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzU3L2VhLzc0L2U5ZTEtNDcwYS1hNDk4LTk5Yjk0ZjE0MzJhMw.xhtml,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QyL2Q0L2I4L2YxMjktNDM2OC1iZmNhLWVjODM5OGFlNDUxMw.pdf,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzE2LzliL2YwLzViODYtNDA0Ny1hYTA2LTVlM2JmZjc4YzFmYw.xml,KÃ¸benhavn S,2300.0,10.0,Eliasgade,2200 KÃ¸benhavn N,"Ewaldsgade 2, 1. t.v.",Til kapitalejerne i Wingstad ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig eventualskatteforpligtigelser udover det i Ã¥rsrapporten anfÃ¸rte..</p>",0.0,-19316.0,,35250719.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dan Pilegaard,Mikkel Skovgaard,WINGSTAD ApS,Dan Pilegaard,,0.0,KÃ¸benhavn,2013-05-30,2013-12-31,28125.0,,,2014-12-31,2014-01-01,9974.0,2015-04-27,KÃ¸benhavn,"Det indstilles pÃ¥ selskabets ordinÃ¦re generalforsamling, at Ã¥rsrapporten for 2015 ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,24803018.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5406427,indberetninger-20180424,2.5927916,35250719.0,,2018-03-30T09:24:16.099Z,2015-06-01T16:47:36.974Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-16-GR,2015-06-01T16:47:37.301Z,,,,,,,,,,,,,,,
35250719,2013-12-31,2013-12-31,c10,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzU3L2VhLzc0L2U5ZTEtNDcwYS1hNDk4LTk5Yjk0ZjE0MzJhMw.xhtml,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QyL2Q0L2I4L2YxMjktNDM2OC1iZmNhLWVjODM5OGFlNDUxMw.pdf,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzE2LzliL2YwLzViODYtNDA0Ny1hYTA2LTVlM2JmZjc4YzFmYw.xml,KÃ¸benhavn S,2300.0,10.0,Eliasgade,2200 KÃ¸benhavn N,"Ewaldsgade 2, 1. t.v.",Til kapitalejerne i Wingstad ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig eventualskatteforpligtigelser udover det i Ã¥rsrapporten anfÃ¸rte..</p>",0.0,-19316.0,,35250719.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dan Pilegaard,Mikkel Skovgaard,WINGSTAD ApS,Dan Pilegaard,,0.0,KÃ¸benhavn,2013-05-30,2013-12-31,,,,2014-12-31,2014-01-01,9974.0,2015-04-27,KÃ¸benhavn,"Det indstilles pÃ¥ selskabets ordinÃ¦re generalforsamling, at Ã¥rsrapporten for 2015 ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,24803018.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5406427,indberetninger-20180424,2.5927916,35250719.0,,2018-03-30T09:24:16.099Z,2015-06-01T16:47:36.974Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-16-GR,2015-06-01T16:47:37.301Z,254849.0,127294.0,80000.0,254849.0,108125.0,254849.0,146724.0,10000.0,22923.0,28125.0,146724.0,126750.0,127555.0,104632.0,
35250719,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzU3L2VhLzc0L2U5ZTEtNDcwYS1hNDk4LTk5Yjk0ZjE0MzJhMw.xhtml,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QyL2Q0L2I4L2YxMjktNDM2OC1iZmNhLWVjODM5OGFlNDUxMw.pdf,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzE2LzliL2YwLzViODYtNDA0Ny1hYTA2LTVlM2JmZjc4YzFmYw.xml,KÃ¸benhavn S,2300.0,10.0,Eliasgade,2200 KÃ¸benhavn N,"Ewaldsgade 2, 1. t.v.",Til kapitalejerne i Wingstad ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig eventualskatteforpligtigelser udover det i Ã¥rsrapporten anfÃ¸rte..</p>",0.0,-19316.0,-19251.0,35250719.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dan Pilegaard,Mikkel Skovgaard,WINGSTAD ApS,Dan Pilegaard,65.0,0.0,KÃ¸benhavn,2013-05-30,2013-12-31,-19316.0,-19316.0,-19251.0,2014-12-31,2014-01-01,9974.0,2015-04-27,KÃ¸benhavn,"Det indstilles pÃ¥ selskabets ordinÃ¦re generalforsamling, at Ã¥rsrapporten for 2015 ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",0.0,24803018.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5406427,indberetninger-20180424,2.5927916,35250719.0,,2018-03-30T09:24:16.099Z,2015-06-01T16:47:36.974Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-16-GR,2015-06-01T16:47:37.301Z,,,,,,,,,,,,,,,
35250719,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzU3L2VhLzc0L2U5ZTEtNDcwYS1hNDk4LTk5Yjk0ZjE0MzJhMw.xhtml,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QyL2Q0L2I4L2YxMjktNDM2OC1iZmNhLWVjODM5OGFlNDUxMw.pdf,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzE2LzliL2YwLzViODYtNDA0Ny1hYTA2LTVlM2JmZjc4YzFmYw.xml,KÃ¸benhavn S,2300.0,10.0,Eliasgade,2200 KÃ¸benhavn N,"Ewaldsgade 2, 1. t.v.",Til kapitalejerne i Wingstad ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig eventualskatteforpligtigelser udover det i Ã¥rsrapporten anfÃ¸rte..</p>",0.0,-19316.0,,35250719.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dan Pilegaard,Mikkel Skovgaard,WINGSTAD ApS,Dan Pilegaard,,0.0,KÃ¸benhavn,2013-05-30,2013-12-31,,,,2014-12-31,2014-01-01,9974.0,2015-04-27,KÃ¸benhavn,"Det indstilles pÃ¥ selskabets ordinÃ¦re generalforsamling, at Ã¥rsrapporten for 2015 ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,24803018.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5406427,indberetninger-20180424,2.5927916,35250719.0,,2018-03-30T09:24:16.099Z,2015-06-01T16:47:36.974Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-16-GR,2015-06-01T16:47:37.301Z,,,,,,,,,,,,,,,Zand Babak Ahani
35250719,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzU3L2VhLzc0L2U5ZTEtNDcwYS1hNDk4LTk5Yjk0ZjE0MzJhMw.xhtml,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QyL2Q0L2I4L2YxMjktNDM2OC1iZmNhLWVjODM5OGFlNDUxMw.pdf,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzE2LzliL2YwLzViODYtNDA0Ny1hYTA2LTVlM2JmZjc4YzFmYw.xml,KÃ¸benhavn S,2300.0,10.0,Eliasgade,2200 KÃ¸benhavn N,"Ewaldsgade 2, 1. t.v.",Til kapitalejerne i Wingstad ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig eventualskatteforpligtigelser udover det i Ã¥rsrapporten anfÃ¸rte..</p>",0.0,-19316.0,,35250719.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dan Pilegaard,Mikkel Skovgaard,WINGSTAD ApS,Dan Pilegaard,,0.0,KÃ¸benhavn,2013-05-30,2013-12-31,,,,2014-12-31,2014-01-01,9974.0,2015-04-27,KÃ¸benhavn,"Det indstilles pÃ¥ selskabets ordinÃ¦re generalforsamling, at Ã¥rsrapporten for 2015 ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,24803018.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5406427,indberetninger-20180424,2.5927916,35250719.0,,2018-03-30T09:24:16.099Z,2015-06-01T16:47:36.974Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-16-GR,2015-06-01T16:47:37.301Z,,,,,,,,,,,,,,,Mikkel Skovgaard
35250719,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzU3L2VhLzc0L2U5ZTEtNDcwYS1hNDk4LTk5Yjk0ZjE0MzJhMw.xhtml,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QyL2Q0L2I4L2YxMjktNDM2OC1iZmNhLWVjODM5OGFlNDUxMw.pdf,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzE2LzliL2YwLzViODYtNDA0Ny1hYTA2LTVlM2JmZjc4YzFmYw.xml,KÃ¸benhavn S,2300.0,10.0,Eliasgade,2200 KÃ¸benhavn N,"Ewaldsgade 2, 1. t.v.",Til kapitalejerne i Wingstad ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig eventualskatteforpligtigelser udover det i Ã¥rsrapporten anfÃ¸rte..</p>",0.0,-19316.0,,35250719.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dan Pilegaard,Mikkel Skovgaard,WINGSTAD ApS,Dan Pilegaard,,0.0,KÃ¸benhavn,2013-05-30,2013-12-31,,,,2014-12-31,2014-01-01,9974.0,2015-04-27,KÃ¸benhavn,"Det indstilles pÃ¥ selskabets ordinÃ¦re generalforsamling, at Ã¥rsrapporten for 2015 ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,24803018.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5406427,indberetninger-20180424,2.5927916,35250719.0,,2018-03-30T09:24:16.099Z,2015-06-01T16:47:36.974Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-16-GR,2015-06-01T16:47:37.301Z,,,,,,,,,,,,,,,
35250719,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzU3L2VhLzc0L2U5ZTEtNDcwYS1hNDk4LTk5Yjk0ZjE0MzJhMw.xhtml,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QyL2Q0L2I4L2YxMjktNDM2OC1iZmNhLWVjODM5OGFlNDUxMw.pdf,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzE2LzliL2YwLzViODYtNDA0Ny1hYTA2LTVlM2JmZjc4YzFmYw.xml,KÃ¸benhavn S,2300.0,10.0,Eliasgade,2200 KÃ¸benhavn N,"Ewaldsgade 2, 1. t.v.",Til kapitalejerne i Wingstad ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig eventualskatteforpligtigelser udover det i Ã¥rsrapporten anfÃ¸rte..</p>",0.0,-19316.0,,35250719.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dan Pilegaard,Mikkel Skovgaard,WINGSTAD ApS,Dan Pilegaard,,0.0,KÃ¸benhavn,2013-05-30,2013-12-31,0.0,,,2014-12-31,2014-01-01,9974.0,2015-04-27,KÃ¸benhavn,"Det indstilles pÃ¥ selskabets ordinÃ¦re generalforsamling, at Ã¥rsrapporten for 2015 ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,24803018.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5406427,indberetninger-20180424,2.5927916,35250719.0,,2018-03-30T09:24:16.099Z,2015-06-01T16:47:36.974Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-16-GR,2015-06-01T16:47:37.301Z,,,,,,,,,,,,,,,
35250719,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzU3L2VhLzc0L2U5ZTEtNDcwYS1hNDk4LTk5Yjk0ZjE0MzJhMw.xhtml,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2QyL2Q0L2I4L2YxMjktNDM2OC1iZmNhLWVjODM5OGFlNDUxMw.pdf,http://regnskaber.virk.dk/91705253/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzE2LzliL2YwLzViODYtNDA0Ny1hYTA2LTVlM2JmZjc4YzFmYw.xml,KÃ¸benhavn S,2300.0,10.0,Eliasgade,2200 KÃ¸benhavn N,"Ewaldsgade 2, 1. t.v.",Til kapitalejerne i Wingstad ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-29,2015-05-29,Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig eventualskatteforpligtigelser udover det i Ã¥rsrapporten anfÃ¸rte..</p>",0.0,-19316.0,,35250719.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dan Pilegaard,Mikkel Skovgaard,WINGSTAD ApS,Dan Pilegaard,,0.0,KÃ¸benhavn,2013-05-30,2013-12-31,-19316.0,,,2014-12-31,2014-01-01,9974.0,2015-04-27,KÃ¸benhavn,"Det indstilles pÃ¥ selskabets ordinÃ¦re generalforsamling, at Ã¥rsrapporten for 2015 ikke skal revideres. Ledelsen anser betingelserne for at undlade revision for opfyldt.",,24803018.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5406427,indberetninger-20180424,2.5927916,35250719.0,,2018-03-30T09:24:16.099Z,2015-06-01T16:47:36.974Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-16-GR,2015-06-01T16:47:37.301Z,,,,,,,,,,,,,,,
