entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,CurrentTaxExpense,EmployeeBenefitsExpense,GrossProfitLoss,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables
24218457,2013-10-01,2014-09-30,c195,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzhjL2QxLzI1Lzk5MjEtNDA1Mi1hNzM4LTY3ODViNjc2OTAzNA.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzE2L2JkLzljLzkwZWItNGEyOC1hNGE3LWIxN2FiMGRlZGMzYQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-12-16,2015-12-16,2009-05-01,2015-12-16,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",191849.0,Greve,2015-09-30,2014-10-01,2015-12-16,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21848502,indberetninger-20180424,2.5117068,24218457.0,,2018-03-31T01:34:54.319Z,2015-12-29T12:55:29.894Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AM-55-BK,2015-12-29T12:55:30.043Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24218457,2013-10-01,2014-09-30,c4,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzhjL2QxLzI1Lzk5MjEtNDA1Mi1hNzM4LTY3ODViNjc2OTAzNA.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzE2L2JkLzljLzkwZWItNGEyOC1hNGE3LWIxN2FiMGRlZGMzYQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-12-16,2015-12-16,2009-05-01,2015-12-16,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",191849.0,Greve,2015-09-30,2014-10-01,2015-12-16,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21848502,indberetninger-20180424,2.5117068,24218457.0,,2018-03-31T01:34:54.319Z,2015-12-29T12:55:29.894Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AM-55-BK,2015-12-29T12:55:30.043Z,31825.0,98321.0,4614462.0,4945967.0,1881477.0,9541.0,31.0,69242.0,321995.0,331505.0,6827444.0,47390.0,130146.0,4497830.0,,,,,,,,,,,,,,
24218457,2014-09-30,2014-09-30,c5,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzhjL2QxLzI1Lzk5MjEtNDA1Mi1hNzM4LTY3ODViNjc2OTAzNA.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzE2L2JkLzljLzkwZWItNGEyOC1hNGE3LWIxN2FiMGRlZGMzYQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-12-16,2015-12-16,2009-05-01,2015-12-16,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",,Greve,2015-09-30,2014-10-01,2015-12-16,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21848502,indberetninger-20180424,2.5117068,24218457.0,,2018-03-31T01:34:54.319Z,2015-12-29T12:55:29.894Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AM-55-BK,2015-12-29T12:55:30.043Z,,,,,,,,,,,,,,,3367610.0,746485.0,125000.0,3367610.0,2252643.0,3367610.0,1114967.0,973696.0,263471.0,2127643.0,1114967.0,2621125.0,2357654.0,141271.0
24218457,2014-10-01,2014-10-01,c312,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzhjL2QxLzI1Lzk5MjEtNDA1Mi1hNzM4LTY3ODViNjc2OTAzNA.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzE2L2JkLzljLzkwZWItNGEyOC1hNGE3LWIxN2FiMGRlZGMzYQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-12-16,2015-12-16,2009-05-01,2015-12-16,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",,Greve,2015-09-30,2014-10-01,2015-12-16,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21848502,indberetninger-20180424,2.5117068,24218457.0,,2018-03-31T01:34:54.319Z,2015-12-29T12:55:29.894Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AM-55-BK,2015-12-29T12:55:30.043Z,,,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,
24218457,2014-10-01,2014-10-01,c351,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzhjL2QxLzI1Lzk5MjEtNDA1Mi1hNzM4LTY3ODViNjc2OTAzNA.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzE2L2JkLzljLzkwZWItNGEyOC1hNGE3LWIxN2FiMGRlZGMzYQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-12-16,2015-12-16,2009-05-01,2015-12-16,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",,Greve,2015-09-30,2014-10-01,2015-12-16,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21848502,indberetninger-20180424,2.5117068,24218457.0,,2018-03-31T01:34:54.319Z,2015-12-29T12:55:29.894Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AM-55-BK,2015-12-29T12:55:30.043Z,,,,,,,,,,,,,,,,,,,2127643.0,,,,,,,,,
24218457,2014-10-01,2015-09-30,c1,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzhjL2QxLzI1Lzk5MjEtNDA1Mi1hNzM4LTY3ODViNjc2OTAzNA.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzE2L2JkLzljLzkwZWItNGEyOC1hNGE3LWIxN2FiMGRlZGMzYQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-12-16,2015-12-16,2009-05-01,2015-12-16,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",166984.0,Greve,2015-09-30,2014-10-01,2015-12-16,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21848502,indberetninger-20180424,2.5117068,24218457.0,,2018-03-31T01:34:54.319Z,2015-12-29T12:55:29.894Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AM-55-BK,2015-12-29T12:55:30.043Z,0.0,61732.0,3295991.0,3541132.0,1325429.0,16427.0,2.0,118075.0,228716.0,245141.0,4866561.0,38356.0,61732.0,3139560.0,,,,,,,,,,,,,,
24218457,2014-10-01,2015-09-30,c106,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzhjL2QxLzI1Lzk5MjEtNDA1Mi1hNzM4LTY3ODViNjc2OTAzNA.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzE2L2JkLzljLzkwZWItNGEyOC1hNGE3LWIxN2FiMGRlZGMzYQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-12-16,2015-12-16,2009-05-01,2015-12-16,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",,Greve,2015-09-30,2014-10-01,2015-12-16,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21848502,indberetninger-20180424,2.5117068,24218457.0,,2018-03-31T01:34:54.319Z,2015-12-29T12:55:29.894Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AM-55-BK,2015-12-29T12:55:30.043Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24218457,2014-10-01,2015-09-30,c194,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzhjL2QxLzI1Lzk5MjEtNDA1Mi1hNzM4LTY3ODViNjc2OTAzNA.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzE2L2JkLzljLzkwZWItNGEyOC1hNGE3LWIxN2FiMGRlZGMzYQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-12-16,2015-12-16,2009-05-01,2015-12-16,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",166984.0,Greve,2015-09-30,2014-10-01,2015-12-16,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21848502,indberetninger-20180424,2.5117068,24218457.0,,2018-03-31T01:34:54.319Z,2015-12-29T12:55:29.894Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AM-55-BK,2015-12-29T12:55:30.043Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24218457,2014-10-01,2015-09-30,c352,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzhjL2QxLzI1Lzk5MjEtNDA1Mi1hNzM4LTY3ODViNjc2OTAzNA.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzE2L2JkLzljLzkwZWItNGEyOC1hNGE3LWIxN2FiMGRlZGMzYQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-12-16,2015-12-16,2009-05-01,2015-12-16,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",166984.0,Greve,2015-09-30,2014-10-01,2015-12-16,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21848502,indberetninger-20180424,2.5117068,24218457.0,,2018-03-31T01:34:54.319Z,2015-12-29T12:55:29.894Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AM-55-BK,2015-12-29T12:55:30.043Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24218457,2014-10-01,2015-09-30,c76,,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzL2VmLzhjL2QxLzI1Lzk5MjEtNDA1Mi1hNzM4LTY3ODViNjc2OTAzNA.pdf,http://regnskaber.virk.dk/75481242/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzE2L2JkLzljLzkwZWItNGEyOC1hNGE3LWIxN2FiMGRlZGMzYQ.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-12-16,2015-12-16,2009-05-01,2015-12-16,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",,Greve,2015-09-30,2014-10-01,2015-12-16,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21848502,indberetninger-20180424,2.5117068,24218457.0,,2018-03-31T01:34:54.319Z,2015-12-29T12:55:29.894Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AM-55-BK,2015-12-29T12:55:30.043Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
