entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,CurrentTaxExpense,EmployeeBenefitsExpense,GrossProfitLoss,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables
24218457,2012-10-01,2013-09-30,c195,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8vcGRmcy8yNDIxODQ1NztBcFMyNTYyMzA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8veGJybHMvWC00QUFFRURFNi0yMDE1MDIyNl8xMTA0NTdfNjE1.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-02-24,2015-02-24,2009-05-01,2015-02-24,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",268468.0,Greve,2014-09-30,2013-10-01,2015-02-24,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352900,indberetninger-20180424,2.5122786,24218457.0,,2018-03-30T13:10:58.148Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-369.404,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24218457,2012-10-01,2013-09-30,c4,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8vcGRmcy8yNDIxODQ1NztBcFMyNTYyMzA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8veGJybHMvWC00QUFFRURFNi0yMDE1MDIyNl8xMTA0NTdfNjE1.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-02-24,2015-02-24,2009-05-01,2015-02-24,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",268468.0,Greve,2014-09-30,2013-10-01,2015-02-24,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352900,indberetninger-20180424,2.5122786,24218457.0,,2018-03-30T13:10:58.148Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-369.404,2015-02-26T23:00:00.000Z,0.0,67857.0,5007264.0,5352506.0,1739103.0,8917.0,0.0,8640.0,336325.0,345242.0,7091609.0,23705.0,67857.0,4974919.0,,,,,,,,,,,,,,
24218457,2013-09-30,2013-09-30,c5,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8vcGRmcy8yNDIxODQ1NztBcFMyNTYyMzA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8veGJybHMvWC00QUFFRURFNi0yMDE1MDIyNl8xMTA0NTdfNjE1.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-02-24,2015-02-24,2009-05-01,2015-02-24,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",,Greve,2014-09-30,2013-10-01,2015-02-24,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352900,indberetninger-20180424,2.5122786,24218457.0,,2018-03-30T13:10:58.148Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-369.404,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,3075474.0,160849.0,125000.0,3075474.0,2060794.0,3075474.0,1014680.0,907004.0,159447.0,1935794.0,1014680.0,2914625.0,2755178.0,107676.0
24218457,2013-10-01,2013-10-01,c312,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8vcGRmcy8yNDIxODQ1NztBcFMyNTYyMzA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8veGJybHMvWC00QUFFRURFNi0yMDE1MDIyNl8xMTA0NTdfNjE1.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-02-24,2015-02-24,2009-05-01,2015-02-24,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",,Greve,2014-09-30,2013-10-01,2015-02-24,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352900,indberetninger-20180424,2.5122786,24218457.0,,2018-03-30T13:10:58.148Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-369.404,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,
24218457,2013-10-01,2013-10-01,c351,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8vcGRmcy8yNDIxODQ1NztBcFMyNTYyMzA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8veGJybHMvWC00QUFFRURFNi0yMDE1MDIyNl8xMTA0NTdfNjE1.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-02-24,2015-02-24,2009-05-01,2015-02-24,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",,Greve,2014-09-30,2013-10-01,2015-02-24,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352900,indberetninger-20180424,2.5122786,24218457.0,,2018-03-30T13:10:58.148Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-369.404,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,1935794.0,,,,,,,,,
24218457,2013-10-01,2014-09-30,c1,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8vcGRmcy8yNDIxODQ1NztBcFMyNTYyMzA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8veGJybHMvWC00QUFFRURFNi0yMDE1MDIyNl8xMTA0NTdfNjE1.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-02-24,2015-02-24,2009-05-01,2015-02-24,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",191849.0,Greve,2014-09-30,2013-10-01,2015-02-24,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352900,indberetninger-20180424,2.5122786,24218457.0,,2018-03-30T13:10:58.148Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-369.404,2015-02-26T23:00:00.000Z,31825.0,98321.0,4614462.0,4945967.0,1881477.0,9541.0,31.0,69242.0,321995.0,331505.0,6827444.0,47390.0,130146.0,4497830.0,,,,,,,,,,,,,,
24218457,2013-10-01,2014-09-30,c106,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8vcGRmcy8yNDIxODQ1NztBcFMyNTYyMzA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8veGJybHMvWC00QUFFRURFNi0yMDE1MDIyNl8xMTA0NTdfNjE1.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-02-24,2015-02-24,2009-05-01,2015-02-24,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",,Greve,2014-09-30,2013-10-01,2015-02-24,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352900,indberetninger-20180424,2.5122786,24218457.0,,2018-03-30T13:10:58.148Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-369.404,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24218457,2013-10-01,2014-09-30,c194,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8vcGRmcy8yNDIxODQ1NztBcFMyNTYyMzA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8veGJybHMvWC00QUFFRURFNi0yMDE1MDIyNl8xMTA0NTdfNjE1.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-02-24,2015-02-24,2009-05-01,2015-02-24,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",191849.0,Greve,2014-09-30,2013-10-01,2015-02-24,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352900,indberetninger-20180424,2.5122786,24218457.0,,2018-03-30T13:10:58.148Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-369.404,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24218457,2013-10-01,2014-09-30,c352,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8vcGRmcy8yNDIxODQ1NztBcFMyNTYyMzA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8veGJybHMvWC00QUFFRURFNi0yMDE1MDIyNl8xMTA0NTdfNjE1.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-02-24,2015-02-24,2009-05-01,2015-02-24,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",191849.0,Greve,2014-09-30,2013-10-01,2015-02-24,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352900,indberetninger-20180424,2.5122786,24218457.0,,2018-03-30T13:10:58.148Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-369.404,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24218457,2013-10-01,2014-09-30,c76,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8vcGRmcy8yNDIxODQ1NztBcFMyNTYyMzA7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/75481242/Y3ZyLmRrOi8veGJybHMvWC00QUFFRURFNi0yMDE1MDIyNl8xMTA0NTdfNjE1.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Greve,2670.0,"39D, 1.",Agenavej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-02-24,2015-02-24,2009-05-01,2015-02-24,statsaut. revisor,24218457.0,30700228.0,Ãrsrapport,Peter Jensen,Michael Dunne,Michael Dunne,Citibank,Targus Denmark ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Hounslow, den",,Greve,2014-09-30,2013-10-01,2015-02-24,"KÃ¸benhavn, den",direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14352900,indberetninger-20180424,2.5122786,24218457.0,,2018-03-30T13:10:58.148Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-369.404,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
