entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
29417806,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2JhLzJjLzQ0LzRhODMtNGYxYi05NDQxLTBiZDc4OWJiOTkyOA.xhtml,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzJkLzc2L2Y5LzVmYzYtNGM1Ni1iNDNiLTBlN2M5YWY3MTAxZA.pdf,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2NkL2NhLzFiL2RkMzQtNGYyMS1hMGVhLTJjN2FlZjRkOWYyYw.xml,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,156.0,Dalagervej,8700 Horsens,SandÃ¸vej 1 B,Til anpartshaverne i Mikael Dahl Andersen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-20,2016-04-20,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som fÃ¸lge af sambeskatning er der solidarisk hÃ¦ftelse for selskabsskatter og kildeskatter af udbytter mv.</p>",149303.0,29417806.0,1009256039.0,153996.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Schou,Mikael Andersen,Mikael Andersen,MIKAEL DAHL ANDERSEN HOLDING ApS,Revisto,4693.0,3525.0,Horsens,2014-01-01,2014-12-31,153114.0,152828.0,149303.0,2015-12-31,2015-01-01,2016-03-20,Horsens,Der er fravalgt revision for det kommende regnskabsÃ¥r.,-286.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22256269,indberetninger-20180424,2.59278,29417806.0,,2018-03-28T20:32:40.986Z,2016-04-20T14:10:40.283Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-62-SB,2016-04-20T14:10:40.468Z,,,,,,,,,,,,,,,,,,,,,,,,
29417806,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2JhLzJjLzQ0LzRhODMtNGYxYi05NDQxLTBiZDc4OWJiOTkyOA.xhtml,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzJkLzc2L2Y5LzVmYzYtNGM1Ni1iNDNiLTBlN2M5YWY3MTAxZA.pdf,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2NkL2NhLzFiL2RkMzQtNGYyMS1hMGVhLTJjN2FlZjRkOWYyYw.xml,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,156.0,Dalagervej,8700 Horsens,SandÃ¸vej 1 B,Til anpartshaverne i Mikael Dahl Andersen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-20,2016-04-20,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som fÃ¸lge af sambeskatning er der solidarisk hÃ¦ftelse for selskabsskatter og kildeskatter af udbytter mv.</p>",,29417806.0,1009256039.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Schou,Mikael Andersen,Mikael Andersen,MIKAEL DAHL ANDERSEN HOLDING ApS,Revisto,,,Horsens,2014-01-01,2014-12-31,99800.0,,,2015-12-31,2015-01-01,2016-03-20,Horsens,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22256269,indberetninger-20180424,2.59278,29417806.0,,2018-03-28T20:32:40.986Z,2016-04-20T14:10:40.283Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-62-SB,2016-04-20T14:10:40.468Z,,,,,,,,,,,,,,,,,,,,,,,,
29417806,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2JhLzJjLzQ0LzRhODMtNGYxYi05NDQxLTBiZDc4OWJiOTkyOA.xhtml,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzJkLzc2L2Y5LzVmYzYtNGM1Ni1iNDNiLTBlN2M5YWY3MTAxZA.pdf,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2NkL2NhLzFiL2RkMzQtNGYyMS1hMGVhLTJjN2FlZjRkOWYyYw.xml,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,156.0,Dalagervej,8700 Horsens,SandÃ¸vej 1 B,Til anpartshaverne i Mikael Dahl Andersen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-20,2016-04-20,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som fÃ¸lge af sambeskatning er der solidarisk hÃ¦ftelse for selskabsskatter og kildeskatter af udbytter mv.</p>",,29417806.0,1009256039.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Schou,Mikael Andersen,Mikael Andersen,MIKAEL DAHL ANDERSEN HOLDING ApS,Revisto,,,Horsens,2014-01-01,2014-12-31,3996.0,,,2015-12-31,2015-01-01,2016-03-20,Horsens,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22256269,indberetninger-20180424,2.59278,29417806.0,,2018-03-28T20:32:40.986Z,2016-04-20T14:10:40.283Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-62-SB,2016-04-20T14:10:40.468Z,,,,,,,,,,,,,,,,,,,,,,,,
29417806,2014-01-01,2014-12-31,c9,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2JhLzJjLzQ0LzRhODMtNGYxYi05NDQxLTBiZDc4OWJiOTkyOA.xhtml,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzJkLzc2L2Y5LzVmYzYtNGM1Ni1iNDNiLTBlN2M5YWY3MTAxZA.pdf,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2NkL2NhLzFiL2RkMzQtNGYyMS1hMGVhLTJjN2FlZjRkOWYyYw.xml,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,156.0,Dalagervej,8700 Horsens,SandÃ¸vej 1 B,Til anpartshaverne i Mikael Dahl Andersen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-20,2016-04-20,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som fÃ¸lge af sambeskatning er der solidarisk hÃ¦ftelse for selskabsskatter og kildeskatter af udbytter mv.</p>",,29417806.0,1009256039.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Schou,Mikael Andersen,Mikael Andersen,MIKAEL DAHL ANDERSEN HOLDING ApS,Revisto,,,Horsens,2014-01-01,2014-12-31,49318.0,,,2015-12-31,2015-01-01,2016-03-20,Horsens,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22256269,indberetninger-20180424,2.59278,29417806.0,,2018-03-28T20:32:40.986Z,2016-04-20T14:10:40.283Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-62-SB,2016-04-20T14:10:40.468Z,,,,,,,,,,,,,,,,,,,,,,,,
29417806,2014-12-31,2014-12-31,c11,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2JhLzJjLzQ0LzRhODMtNGYxYi05NDQxLTBiZDc4OWJiOTkyOA.xhtml,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzJkLzc2L2Y5LzVmYzYtNGM1Ni1iNDNiLTBlN2M5YWY3MTAxZA.pdf,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2NkL2NhLzFiL2RkMzQtNGYyMS1hMGVhLTJjN2FlZjRkOWYyYw.xml,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,156.0,Dalagervej,8700 Horsens,SandÃ¸vej 1 B,Til anpartshaverne i Mikael Dahl Andersen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-20,2016-04-20,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som fÃ¸lge af sambeskatning er der solidarisk hÃ¦ftelse for selskabsskatter og kildeskatter af udbytter mv.</p>",,29417806.0,1009256039.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Schou,Mikael Andersen,Mikael Andersen,MIKAEL DAHL ANDERSEN HOLDING ApS,Revisto,,,Horsens,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-20,Horsens,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22256269,indberetninger-20180424,2.59278,29417806.0,,2018-03-28T20:32:40.986Z,2016-04-20T14:10:40.283Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-62-SB,2016-04-20T14:10:40.468Z,926312.0,467703.0,125000.0,700224.0,918172.0,926312.0,8140.0,226088.0,169076.0,226088.0,57012.0,8140.0,227.0,99800.0,44076.0,649296.0,8140.0,232521.0,150000.0,82008.0,0.0,286.0,,
29417806,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2JhLzJjLzQ0LzRhODMtNGYxYi05NDQxLTBiZDc4OWJiOTkyOA.xhtml,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzJkLzc2L2Y5LzVmYzYtNGM1Ni1iNDNiLTBlN2M5YWY3MTAxZA.pdf,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2NkL2NhLzFiL2RkMzQtNGYyMS1hMGVhLTJjN2FlZjRkOWYyYw.xml,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,156.0,Dalagervej,8700 Horsens,SandÃ¸vej 1 B,Til anpartshaverne i Mikael Dahl Andersen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-20,2016-04-20,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som fÃ¸lge af sambeskatning er der solidarisk hÃ¦ftelse for selskabsskatter og kildeskatter af udbytter mv.</p>",159001.0,29417806.0,1009256039.0,163322.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Schou,Mikael Andersen,Mikael Andersen,MIKAEL DAHL ANDERSEN HOLDING ApS,Revisto,4321.0,29428.0,Horsens,2014-01-01,2014-12-31,186660.0,188429.0,159001.0,2015-12-31,2015-01-01,2016-03-20,Horsens,Der er fravalgt revision for det kommende regnskabsÃ¥r.,1769.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22256269,indberetninger-20180424,2.59278,29417806.0,,2018-03-28T20:32:40.986Z,2016-04-20T14:10:40.283Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-62-SB,2016-04-20T14:10:40.468Z,,,,,,,,,,,,,,,,,,,,,,,,
29417806,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2JhLzJjLzQ0LzRhODMtNGYxYi05NDQxLTBiZDc4OWJiOTkyOA.xhtml,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzJkLzc2L2Y5LzVmYzYtNGM1Ni1iNDNiLTBlN2M5YWY3MTAxZA.pdf,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2NkL2NhLzFiL2RkMzQtNGYyMS1hMGVhLTJjN2FlZjRkOWYyYw.xml,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,156.0,Dalagervej,8700 Horsens,SandÃ¸vej 1 B,Til anpartshaverne i Mikael Dahl Andersen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-20,2016-04-20,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som fÃ¸lge af sambeskatning er der solidarisk hÃ¦ftelse for selskabsskatter og kildeskatter af udbytter mv.</p>",,29417806.0,1009256039.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Schou,Mikael Andersen,Mikael Andersen,MIKAEL DAHL ANDERSEN HOLDING ApS,Revisto,,,Horsens,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-20,Horsens,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22256269,indberetninger-20180424,2.59278,29417806.0,,2018-03-28T20:32:40.986Z,2016-04-20T14:10:40.283Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-62-SB,2016-04-20T14:10:40.468Z,,,,,,,,,,,,,,,,,,,,,,,26730597.0,Revisto I/S
29417806,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2JhLzJjLzQ0LzRhODMtNGYxYi05NDQxLTBiZDc4OWJiOTkyOA.xhtml,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzJkLzc2L2Y5LzVmYzYtNGM1Ni1iNDNiLTBlN2M5YWY3MTAxZA.pdf,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2NkL2NhLzFiL2RkMzQtNGYyMS1hMGVhLTJjN2FlZjRkOWYyYw.xml,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,156.0,Dalagervej,8700 Horsens,SandÃ¸vej 1 B,Til anpartshaverne i Mikael Dahl Andersen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-20,2016-04-20,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som fÃ¸lge af sambeskatning er der solidarisk hÃ¦ftelse for selskabsskatter og kildeskatter af udbytter mv.</p>",,29417806.0,1009256039.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Schou,Mikael Andersen,Mikael Andersen,MIKAEL DAHL ANDERSEN HOLDING ApS,Revisto,,,Horsens,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-20,Horsens,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22256269,indberetninger-20180424,2.59278,29417806.0,,2018-03-28T20:32:40.986Z,2016-04-20T14:10:40.283Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-62-SB,2016-04-20T14:10:40.468Z,,,,,,,,,,,,,,,,,,,,,,,,
29417806,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2JhLzJjLzQ0LzRhODMtNGYxYi05NDQxLTBiZDc4OWJiOTkyOA.xhtml,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzJkLzc2L2Y5LzVmYzYtNGM1Ni1iNDNiLTBlN2M5YWY3MTAxZA.pdf,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2NkL2NhLzFiL2RkMzQtNGYyMS1hMGVhLTJjN2FlZjRkOWYyYw.xml,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,156.0,Dalagervej,8700 Horsens,SandÃ¸vej 1 B,Til anpartshaverne i Mikael Dahl Andersen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-20,2016-04-20,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som fÃ¸lge af sambeskatning er der solidarisk hÃ¦ftelse for selskabsskatter og kildeskatter af udbytter mv.</p>",,29417806.0,1009256039.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Schou,Mikael Andersen,Mikael Andersen,MIKAEL DAHL ANDERSEN HOLDING ApS,Revisto,,,Horsens,2014-01-01,2014-12-31,101200.0,,,2015-12-31,2015-01-01,2016-03-20,Horsens,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22256269,indberetninger-20180424,2.59278,29417806.0,,2018-03-28T20:32:40.986Z,2016-04-20T14:10:40.283Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-62-SB,2016-04-20T14:10:40.468Z,,,,,,,,,,,,,,,,,,,,,,,,
29417806,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2JhLzJjLzQ0LzRhODMtNGYxYi05NDQxLTBiZDc4OWJiOTkyOA.xhtml,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzJkLzc2L2Y5LzVmYzYtNGM1Ni1iNDNiLTBlN2M5YWY3MTAxZA.pdf,http://regnskaber.virk.dk/60871492/ZG9rdW1lbnRsYWdlcjovLzAzLzg2L2NkL2NhLzFiL2RkMzQtNGYyMS1hMGVhLTJjN2FlZjRkOWYyYw.xml,Danmark,DK,Horsens,8700.0,1 B,SandÃ¸vej,Horsens,8700.0,156.0,Dalagervej,8700 Horsens,SandÃ¸vej 1 B,Til anpartshaverne i Mikael Dahl Andersen Holding ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-20,2016-04-20,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som fÃ¸lge af sambeskatning er der solidarisk hÃ¦ftelse for selskabsskatter og kildeskatter af udbytter mv.</p>",,29417806.0,1009256039.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Schou,Mikael Andersen,Mikael Andersen,MIKAEL DAHL ANDERSEN HOLDING ApS,Revisto,,,Horsens,2014-01-01,2014-12-31,13322.0,,,2015-12-31,2015-01-01,2016-03-20,Horsens,Der er fravalgt revision for det kommende regnskabsÃ¥r.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22256269,indberetninger-20180424,2.59278,29417806.0,,2018-03-28T20:32:40.986Z,2016-04-20T14:10:40.283Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-62-SB,2016-04-20T14:10:40.468Z,,,,,,,,,,,,,,,,,,,,,,,,
