entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,DividendPaid
36901349,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzkwL2JkL2MzL2NmOTMtNDA1Zi05MzUyLWFmYjk4MThlZGM1ZA.xhtml,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I3L2JmLzdiLzE3MTktNGNkZS05NzJkLTA0MDk2N2Y0MTQyMw.pdf,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY4L2YzLzZlLzc3NmItNDhiNS04NGI2LWVhNzcyM2ZhMTk1MA.xml,true,Hvidovre,2650.0,17.0,Strandvangsvej,1260 KÃ¸benhavn K,Bredgade 30,0.0,Regnskabsklasse B,2019-03-20,2019-03-20,kaspergreve@me.com,0.0,0.0,36901349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Greve,Kasper Klarskov Greve,KG Invest Holding IVS,Jan Greve,Hvidovre,2017-01-01,2017-12-31,0.0,0.0,0.0,2018-12-31,2018-01-01,false,21202886.0,false,false,Ingen bistand,urn:ofk:oid:26855543,indberetninger-20180424,2.5955422,36901349.0,AWmbp6JvRYGX6_YTGEFv,2019-03-20T15:11:44.640Z,2019-03-20T15:10:47.759Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-32-PQ,2019-03-20T15:10:47.935Z,,,,,,,,,,,,,,
36901349,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzkwL2JkL2MzL2NmOTMtNDA1Zi05MzUyLWFmYjk4MThlZGM1ZA.xhtml,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I3L2JmLzdiLzE3MTktNGNkZS05NzJkLTA0MDk2N2Y0MTQyMw.pdf,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY4L2YzLzZlLzc3NmItNDhiNS04NGI2LWVhNzcyM2ZhMTk1MA.xml,true,Hvidovre,2650.0,17.0,Strandvangsvej,1260 KÃ¸benhavn K,Bredgade 30,0.0,Regnskabsklasse B,2019-03-20,2019-03-20,kaspergreve@me.com,,,36901349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Greve,Kasper Klarskov Greve,KG Invest Holding IVS,Jan Greve,Hvidovre,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,21202886.0,false,false,Ingen bistand,urn:ofk:oid:26855543,indberetninger-20180424,2.5955422,36901349.0,AWmbp6JvRYGX6_YTGEFv,2019-03-20T15:11:44.640Z,2019-03-20T15:10:47.759Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-32-PQ,2019-03-20T15:10:47.935Z,,,,,,,,,,,,,,
36901349,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzkwL2JkL2MzL2NmOTMtNDA1Zi05MzUyLWFmYjk4MThlZGM1ZA.xhtml,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I3L2JmLzdiLzE3MTktNGNkZS05NzJkLTA0MDk2N2Y0MTQyMw.pdf,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY4L2YzLzZlLzc3NmItNDhiNS04NGI2LWVhNzcyM2ZhMTk1MA.xml,true,Hvidovre,2650.0,17.0,Strandvangsvej,1260 KÃ¸benhavn K,Bredgade 30,0.0,Regnskabsklasse B,2019-03-20,2019-03-20,kaspergreve@me.com,,,36901349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Greve,Kasper Klarskov Greve,KG Invest Holding IVS,Jan Greve,Hvidovre,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,21202886.0,false,false,Ingen bistand,urn:ofk:oid:26855543,indberetninger-20180424,2.5955422,36901349.0,AWmbp6JvRYGX6_YTGEFv,2019-03-20T15:11:44.640Z,2019-03-20T15:10:47.759Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-32-PQ,2019-03-20T15:10:47.935Z,2.0,1.0,2.0,1.0,-668.0,2.0,670.0,1.0,1.0,1.0,670.0,-670.0,670.0,
36901349,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzkwL2JkL2MzL2NmOTMtNDA1Zi05MzUyLWFmYjk4MThlZGM1ZA.xhtml,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I3L2JmLzdiLzE3MTktNGNkZS05NzJkLTA0MDk2N2Y0MTQyMw.pdf,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY4L2YzLzZlLzc3NmItNDhiNS04NGI2LWVhNzcyM2ZhMTk1MA.xml,true,Hvidovre,2650.0,17.0,Strandvangsvej,1260 KÃ¸benhavn K,Bredgade 30,0.0,Regnskabsklasse B,2019-03-20,2019-03-20,kaspergreve@me.com,,,36901349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Greve,Kasper Klarskov Greve,KG Invest Holding IVS,Jan Greve,Hvidovre,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,21202886.0,false,false,Ingen bistand,urn:ofk:oid:26855543,indberetninger-20180424,2.5955422,36901349.0,AWmbp6JvRYGX6_YTGEFv,2019-03-20T15:11:44.640Z,2019-03-20T15:10:47.759Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-32-PQ,2019-03-20T15:10:47.935Z,,,,,-668.0,,,,,,,,,
36901349,2018-01-01,2018-01-01,c7,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzkwL2JkL2MzL2NmOTMtNDA1Zi05MzUyLWFmYjk4MThlZGM1ZA.xhtml,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I3L2JmLzdiLzE3MTktNGNkZS05NzJkLTA0MDk2N2Y0MTQyMw.pdf,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY4L2YzLzZlLzc3NmItNDhiNS04NGI2LWVhNzcyM2ZhMTk1MA.xml,true,Hvidovre,2650.0,17.0,Strandvangsvej,1260 KÃ¸benhavn K,Bredgade 30,0.0,Regnskabsklasse B,2019-03-20,2019-03-20,kaspergreve@me.com,,,36901349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Greve,Kasper Klarskov Greve,KG Invest Holding IVS,Jan Greve,Hvidovre,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,21202886.0,false,false,Ingen bistand,urn:ofk:oid:26855543,indberetninger-20180424,2.5955422,36901349.0,AWmbp6JvRYGX6_YTGEFv,2019-03-20T15:11:44.640Z,2019-03-20T15:10:47.759Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-32-PQ,2019-03-20T15:10:47.935Z,,,,,2.0,,,,,,,,,
36901349,2018-01-01,2018-01-01,c8,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzkwL2JkL2MzL2NmOTMtNDA1Zi05MzUyLWFmYjk4MThlZGM1ZA.xhtml,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I3L2JmLzdiLzE3MTktNGNkZS05NzJkLTA0MDk2N2Y0MTQyMw.pdf,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY4L2YzLzZlLzc3NmItNDhiNS04NGI2LWVhNzcyM2ZhMTk1MA.xml,true,Hvidovre,2650.0,17.0,Strandvangsvej,1260 KÃ¸benhavn K,Bredgade 30,0.0,Regnskabsklasse B,2019-03-20,2019-03-20,kaspergreve@me.com,,,36901349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Greve,Kasper Klarskov Greve,KG Invest Holding IVS,Jan Greve,Hvidovre,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,21202886.0,false,false,Ingen bistand,urn:ofk:oid:26855543,indberetninger-20180424,2.5955422,36901349.0,AWmbp6JvRYGX6_YTGEFv,2019-03-20T15:11:44.640Z,2019-03-20T15:10:47.759Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-32-PQ,2019-03-20T15:10:47.935Z,,,,,-670.0,,,,,,,,,
36901349,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzkwL2JkL2MzL2NmOTMtNDA1Zi05MzUyLWFmYjk4MThlZGM1ZA.xhtml,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I3L2JmLzdiLzE3MTktNGNkZS05NzJkLTA0MDk2N2Y0MTQyMw.pdf,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY4L2YzLzZlLzc3NmItNDhiNS04NGI2LWVhNzcyM2ZhMTk1MA.xml,true,Hvidovre,2650.0,17.0,Strandvangsvej,1260 KÃ¸benhavn K,Bredgade 30,0.0,Regnskabsklasse B,2019-03-20,2019-03-20,kaspergreve@me.com,,,36901349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Greve,Kasper Klarskov Greve,KG Invest Holding IVS,Jan Greve,Hvidovre,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,21202886.0,false,false,Ingen bistand,urn:ofk:oid:26855543,indberetninger-20180424,2.5955422,36901349.0,AWmbp6JvRYGX6_YTGEFv,2019-03-20T15:11:44.640Z,2019-03-20T15:10:47.759Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-32-PQ,2019-03-20T15:10:47.935Z,,,,,0.0,,,,,,,,,
36901349,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzkwL2JkL2MzL2NmOTMtNDA1Zi05MzUyLWFmYjk4MThlZGM1ZA.xhtml,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I3L2JmLzdiLzE3MTktNGNkZS05NzJkLTA0MDk2N2Y0MTQyMw.pdf,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY4L2YzLzZlLzc3NmItNDhiNS04NGI2LWVhNzcyM2ZhMTk1MA.xml,true,Hvidovre,2650.0,17.0,Strandvangsvej,1260 KÃ¸benhavn K,Bredgade 30,0.0,Regnskabsklasse B,2019-03-20,2019-03-20,kaspergreve@me.com,0.0,0.0,36901349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Greve,Kasper Klarskov Greve,KG Invest Holding IVS,Jan Greve,Hvidovre,2017-01-01,2017-12-31,0.0,0.0,0.0,2018-12-31,2018-01-01,false,21202886.0,false,false,Ingen bistand,urn:ofk:oid:26855543,indberetninger-20180424,2.5955422,36901349.0,AWmbp6JvRYGX6_YTGEFv,2019-03-20T15:11:44.640Z,2019-03-20T15:10:47.759Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-32-PQ,2019-03-20T15:10:47.935Z,,,,,,,,,,,,,,0.0
36901349,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzkwL2JkL2MzL2NmOTMtNDA1Zi05MzUyLWFmYjk4MThlZGM1ZA.xhtml,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I3L2JmLzdiLzE3MTktNGNkZS05NzJkLTA0MDk2N2Y0MTQyMw.pdf,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY4L2YzLzZlLzc3NmItNDhiNS04NGI2LWVhNzcyM2ZhMTk1MA.xml,true,Hvidovre,2650.0,17.0,Strandvangsvej,1260 KÃ¸benhavn K,Bredgade 30,0.0,Regnskabsklasse B,2019-03-20,2019-03-20,kaspergreve@me.com,,,36901349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Greve,Kasper Klarskov Greve,KG Invest Holding IVS,Jan Greve,Hvidovre,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,21202886.0,false,false,Ingen bistand,urn:ofk:oid:26855543,indberetninger-20180424,2.5955422,36901349.0,AWmbp6JvRYGX6_YTGEFv,2019-03-20T15:11:44.640Z,2019-03-20T15:10:47.759Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-32-PQ,2019-03-20T15:10:47.935Z,,,,,,,,,,,,,,
36901349,2018-01-01,2018-12-31,c11,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzkwL2JkL2MzL2NmOTMtNDA1Zi05MzUyLWFmYjk4MThlZGM1ZA.xhtml,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I3L2JmLzdiLzE3MTktNGNkZS05NzJkLTA0MDk2N2Y0MTQyMw.pdf,http://regnskaber.virk.dk/94310963/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY4L2YzLzZlLzc3NmItNDhiNS04NGI2LWVhNzcyM2ZhMTk1MA.xml,true,Hvidovre,2650.0,17.0,Strandvangsvej,1260 KÃ¸benhavn K,Bredgade 30,0.0,Regnskabsklasse B,2019-03-20,2019-03-20,kaspergreve@me.com,,,36901349.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kasper Greve,Kasper Klarskov Greve,KG Invest Holding IVS,Jan Greve,Hvidovre,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,21202886.0,false,false,Ingen bistand,urn:ofk:oid:26855543,indberetninger-20180424,2.5955422,36901349.0,AWmbp6JvRYGX6_YTGEFv,2019-03-20T15:11:44.640Z,2019-03-20T15:10:47.759Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-32-PQ,2019-03-20T15:10:47.935Z,,,,,,,,,,,,,,0.0
