entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesDividendsFromAssociates,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
35677496,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzEwLzI4L2I5L2UzN2QtNDdjYi1hYThjLTkzM2RmYTdjMWY0Ng.pdf,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2UyLzU0Lzg1LzFiMTMtNDg4Mi1iYTc0LTJjNmRmZTg4YmEyYg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Jens Nedergaard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-09,2018-01-09,2014-03-05,2018-02-06,39463113.0,35677496.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Jens Nedergaard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jens Nedergaard,KRESTON CM,Jens Nedergaard Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-01-01,2016-12-31,-65427.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-01-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25027364,indberetninger-20180424,2.5095582000000003,35677496.0,,2018-04-03T18:52:26.024Z,2018-02-06T12:26:47.739Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-06-XM,2018-02-06T12:26:47.914Z,,,,,,,,,,,,,,,,,,,,,,,,
35677496,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzEwLzI4L2I5L2UzN2QtNDdjYi1hYThjLTkzM2RmYTdjMWY0Ng.pdf,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2UyLzU0Lzg1LzFiMTMtNDg4Mi1iYTc0LTJjNmRmZTg4YmEyYg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Jens Nedergaard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-09,2018-01-09,2014-03-05,2018-02-06,39463113.0,35677496.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Jens Nedergaard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jens Nedergaard,KRESTON CM,Jens Nedergaard Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-01-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25027364,indberetninger-20180424,2.5095582000000003,35677496.0,,2018-04-03T18:52:26.024Z,2018-02-06T12:26:47.739Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-06-XM,2018-02-06T12:26:47.914Z,,,,,,,,,,,,,,,,,,,,,,,,
35677496,2016-01-01,2016-12-31,ID_14,,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzEwLzI4L2I5L2UzN2QtNDdjYi1hYThjLTkzM2RmYTdjMWY0Ng.pdf,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2UyLzU0Lzg1LzFiMTMtNDg4Mi1iYTc0LTJjNmRmZTg4YmEyYg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Jens Nedergaard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-09,2018-01-09,2014-03-05,2018-02-06,39463113.0,35677496.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Jens Nedergaard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jens Nedergaard,KRESTON CM,Jens Nedergaard Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-01-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25027364,indberetninger-20180424,2.5095582000000003,35677496.0,,2018-04-03T18:52:26.024Z,2018-02-06T12:26:47.739Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-06-XM,2018-02-06T12:26:47.914Z,,,,,,,,,,,,,,,,,,,,,,,,
35677496,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzEwLzI4L2I5L2UzN2QtNDdjYi1hYThjLTkzM2RmYTdjMWY0Ng.pdf,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2UyLzU0Lzg1LzFiMTMtNDg4Mi1iYTc0LTJjNmRmZTg4YmEyYg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Jens Nedergaard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-09,2018-01-09,2014-03-05,2018-02-06,39463113.0,35677496.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Jens Nedergaard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jens Nedergaard,KRESTON CM,Jens Nedergaard Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-01-01,2016-12-31,145886.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-01-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25027364,indberetninger-20180424,2.5095582000000003,35677496.0,,2018-04-03T18:52:26.024Z,2018-02-06T12:26:47.739Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-06-XM,2018-02-06T12:26:47.914Z,81685.0,80459.0,162636.0,16750.0,,,,,,,,,,,,,,,,,,,,
35677496,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzEwLzI4L2I5L2UzN2QtNDdjYi1hYThjLTkzM2RmYTdjMWY0Ng.pdf,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2UyLzU0Lzg1LzFiMTMtNDg4Mi1iYTc0LTJjNmRmZTg4YmEyYg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Jens Nedergaard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-09,2018-01-09,2014-03-05,2018-02-06,39463113.0,35677496.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Jens Nedergaard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jens Nedergaard,KRESTON CM,Jens Nedergaard Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-01-01,2016-12-31,-80459.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-01-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25027364,indberetninger-20180424,2.5095582000000003,35677496.0,,2018-04-03T18:52:26.024Z,2018-02-06T12:26:47.739Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-06-XM,2018-02-06T12:26:47.914Z,,,,,,,,,,,,,,,,,,,,,,,,
35677496,2016-12-31,2016-12-31,ID_6,,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzEwLzI4L2I5L2UzN2QtNDdjYi1hYThjLTkzM2RmYTdjMWY0Ng.pdf,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2UyLzU0Lzg1LzFiMTMtNDg4Mi1iYTc0LTJjNmRmZTg4YmEyYg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Jens Nedergaard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-09,2018-01-09,2014-03-05,2018-02-06,39463113.0,35677496.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Jens Nedergaard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jens Nedergaard,KRESTON CM,Jens Nedergaard Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-01-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25027364,indberetninger-20180424,2.5095582000000003,35677496.0,,2018-04-03T18:52:26.024Z,2018-02-06T12:26:47.739Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-06-XM,2018-02-06T12:26:47.914Z,,,,,326859.0,93435.0,50000.0,104193.0,306984.0,326859.0,19875.0,222666.0,222666.0,222666.0,3125.0,0.0,199416.0,57568.0,19875.0,10758.0,0.0,10758.0,16750.0,
35677496,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzEwLzI4L2I5L2UzN2QtNDdjYi1hYThjLTkzM2RmYTdjMWY0Ng.pdf,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2UyLzU0Lzg1LzFiMTMtNDg4Mi1iYTc0LTJjNmRmZTg4YmEyYg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Jens Nedergaard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-09,2018-01-09,2014-03-05,2018-02-06,39463113.0,35677496.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Jens Nedergaard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jens Nedergaard,KRESTON CM,Jens Nedergaard Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-01-01,2016-12-31,136107.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-01-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25027364,indberetninger-20180424,2.5095582000000003,35677496.0,,2018-04-03T18:52:26.024Z,2018-02-06T12:26:47.739Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-06-XM,2018-02-06T12:26:47.914Z,-3575.0,139472.0,136107.0,0.0,,,,,,,,,,,,,,,,,,,,
35677496,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzEwLzI4L2I5L2UzN2QtNDdjYi1hYThjLTkzM2RmYTdjMWY0Ng.pdf,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2UyLzU0Lzg1LzFiMTMtNDg4Mi1iYTc0LTJjNmRmZTg4YmEyYg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Jens Nedergaard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-09,2018-01-09,2014-03-05,2018-02-06,39463113.0,35677496.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Jens Nedergaard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jens Nedergaard,KRESTON CM,Jens Nedergaard Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-01-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25027364,indberetninger-20180424,2.5095582000000003,35677496.0,,2018-04-03T18:52:26.024Z,2018-02-06T12:26:47.739Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-06-XM,2018-02-06T12:26:47.914Z,,,,,,,,,,,,,,,,,,,,,,,,
35677496,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzEwLzI4L2I5L2UzN2QtNDdjYi1hYThjLTkzM2RmYTdjMWY0Ng.pdf,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2UyLzU0Lzg1LzFiMTMtNDg4Mi1iYTc0LTJjNmRmZTg4YmEyYg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Jens Nedergaard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-09,2018-01-09,2014-03-05,2018-02-06,39463113.0,35677496.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Jens Nedergaard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jens Nedergaard,KRESTON CM,Jens Nedergaard Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-01-01,2016-12-31,-50600.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-01-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25027364,indberetninger-20180424,2.5095582000000003,35677496.0,,2018-04-03T18:52:26.024Z,2018-02-06T12:26:47.739Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-06-XM,2018-02-06T12:26:47.914Z,,,,,,,,,,,,,,,,,,,,,,,,
35677496,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzEwLzI4L2I5L2UzN2QtNDdjYi1hYThjLTkzM2RmYTdjMWY0Ng.pdf,http://regnskaber.virk.dk/69477653/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2UyLzU0Lzg1LzFiMTMtNDg4Mi1iYTc0LTJjNmRmZTg4YmEyYg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Jens Nedergaard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-09,2018-01-09,2014-03-05,2018-02-06,39463113.0,35677496.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Jens Nedergaard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Jens Nedergaard,KRESTON CM,Jens Nedergaard Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-01-01,2016-12-31,-50600.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2017-12-31,2017-01-01,false,2018-01-09,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25027364,indberetninger-20180424,2.5095582000000003,35677496.0,,2018-04-03T18:52:26.024Z,2018-02-06T12:26:47.739Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AD-06-XM,2018-02-06T12:26:47.914Z,,,,,,,,,,,,,,,,,,,,,,,,
