entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
28662629,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFiL2ZlL2NlLzA5N2YtNDE3Yi05OWU2LWFkODYyOWQ3NWMzMQ.pdf,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2IwLzM4LzZiLzU5YzItNGQxZC05MDA0LWE2ZjRlNjQwMjc4MQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Randers SÃ,8960.0,Drastrup,"Ebeltoftvej 3A,","8960, Randers SÃ","Tronholmen, 3",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-01,2019-05-01,2019-05-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",randers@kvistjensen.dk,125000.0,36717785.0,28662629.0,36717785.0,mne31400,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EDC MÃ¦glergruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob V. Kvist,Ivan Hedegaard Jensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",EDC MÃ¦glergruppen ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Randers SÃ,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,2019-05-01,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:27106375,indberetninger-20180424,2.5124211,28662629.0,AWqbm47VRYGX6_YTHh8N,2019-05-09T08:01:23.838Z,2019-05-09T08:00:23.466Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-79-KA,2019-05-09T08:00:23.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28662629,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFiL2ZlL2NlLzA5N2YtNDE3Yi05OWU2LWFkODYyOWQ3NWMzMQ.pdf,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2IwLzM4LzZiLzU5YzItNGQxZC05MDA0LWE2ZjRlNjQwMjc4MQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Randers SÃ,8960.0,Drastrup,"Ebeltoftvej 3A,","8960, Randers SÃ","Tronholmen, 3",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-01,2019-05-01,2019-05-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",randers@kvistjensen.dk,208620.0,36717785.0,28662629.0,36717785.0,mne31400,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EDC MÃ¦glergruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob V. Kvist,Ivan Hedegaard Jensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",EDC MÃ¦glergruppen ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Randers SÃ,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,2019-05-01,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:27106375,indberetninger-20180424,2.5124211,28662629.0,AWqbm47VRYGX6_YTHh8N,2019-05-09T08:01:23.838Z,2019-05-09T08:00:23.466Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-79-KA,2019-05-09T08:00:23.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28662629,2017-01-01,2017-01-01,c744,,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFiL2ZlL2NlLzA5N2YtNDE3Yi05OWU2LWFkODYyOWQ3NWMzMQ.pdf,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2IwLzM4LzZiLzU5YzItNGQxZC05MDA0LWE2ZjRlNjQwMjc4MQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Randers SÃ,8960.0,Drastrup,"Ebeltoftvej 3A,","8960, Randers SÃ","Tronholmen, 3",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-01,2019-05-01,2019-05-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",randers@kvistjensen.dk,0.0,36717785.0,28662629.0,36717785.0,mne31400,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EDC MÃ¦glergruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob V. Kvist,Ivan Hedegaard Jensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",EDC MÃ¦glergruppen ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Randers SÃ,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,2019-05-01,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:27106375,indberetninger-20180424,2.5124211,28662629.0,AWqbm47VRYGX6_YTHh8N,2019-05-09T08:01:23.838Z,2019-05-09T08:00:23.466Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-79-KA,2019-05-09T08:00:23.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28662629,2017-01-01,2017-12-31,c109,,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFiL2ZlL2NlLzA5N2YtNDE3Yi05OWU2LWFkODYyOWQ3NWMzMQ.pdf,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2IwLzM4LzZiLzU5YzItNGQxZC05MDA0LWE2ZjRlNjQwMjc4MQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Randers SÃ,8960.0,Drastrup,"Ebeltoftvej 3A,","8960, Randers SÃ","Tronholmen, 3",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-01,2019-05-01,2019-05-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",randers@kvistjensen.dk,,36717785.0,28662629.0,36717785.0,mne31400,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EDC MÃ¦glergruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob V. Kvist,Ivan Hedegaard Jensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",EDC MÃ¦glergruppen ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Randers SÃ,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,2019-05-01,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:27106375,indberetninger-20180424,2.5124211,28662629.0,AWqbm47VRYGX6_YTHh8N,2019-05-09T08:01:23.838Z,2019-05-09T08:00:23.466Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-79-KA,2019-05-09T08:00:23.744Z,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28662629,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFiL2ZlL2NlLzA5N2YtNDE3Yi05OWU2LWFkODYyOWQ3NWMzMQ.pdf,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2IwLzM4LzZiLzU5YzItNGQxZC05MDA0LWE2ZjRlNjQwMjc4MQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Randers SÃ,8960.0,Drastrup,"Ebeltoftvej 3A,","8960, Randers SÃ","Tronholmen, 3",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-01,2019-05-01,2019-05-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",randers@kvistjensen.dk,,36717785.0,28662629.0,36717785.0,mne31400,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EDC MÃ¦glergruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob V. Kvist,Ivan Hedegaard Jensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",EDC MÃ¦glergruppen ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Randers SÃ,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,2019-05-01,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:27106375,indberetninger-20180424,2.5124211,28662629.0,AWqbm47VRYGX6_YTHh8N,2019-05-09T08:01:23.838Z,2019-05-09T08:00:23.466Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-79-KA,2019-05-09T08:00:23.744Z,263132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28662629,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFiL2ZlL2NlLzA5N2YtNDE3Yi05OWU2LWFkODYyOWQ3NWMzMQ.pdf,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2IwLzM4LzZiLzU5YzItNGQxZC05MDA0LWE2ZjRlNjQwMjc4MQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Randers SÃ,8960.0,Drastrup,"Ebeltoftvej 3A,","8960, Randers SÃ","Tronholmen, 3",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-01,2019-05-01,2019-05-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",randers@kvistjensen.dk,,36717785.0,28662629.0,36717785.0,mne31400,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EDC MÃ¦glergruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob V. Kvist,Ivan Hedegaard Jensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",EDC MÃ¦glergruppen ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Randers SÃ,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,2019-05-01,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:27106375,indberetninger-20180424,2.5124211,28662629.0,AWqbm47VRYGX6_YTHh8N,2019-05-09T08:01:23.838Z,2019-05-09T08:00:23.466Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-79-KA,2019-05-09T08:00:23.744Z,463132.0,4.0,1833366.0,2314939.0,197716.0,5307.0,97350.0,573616.0,481573.0,13632.0,110484.0,1622018.0,,,,,,,,,,,,,,,,,,,,,
28662629,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFiL2ZlL2NlLzA5N2YtNDE3Yi05OWU2LWFkODYyOWQ3NWMzMQ.pdf,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2IwLzM4LzZiLzU5YzItNGQxZC05MDA0LWE2ZjRlNjQwMjc4MQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Randers SÃ,8960.0,Drastrup,"Ebeltoftvej 3A,","8960, Randers SÃ","Tronholmen, 3",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-01,2019-05-01,2019-05-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",randers@kvistjensen.dk,,36717785.0,28662629.0,36717785.0,mne31400,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EDC MÃ¦glergruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob V. Kvist,Ivan Hedegaard Jensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",EDC MÃ¦glergruppen ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Randers SÃ,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,2019-05-01,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:27106375,indberetninger-20180424,2.5124211,28662629.0,AWqbm47VRYGX6_YTHh8N,2019-05-09T08:01:23.838Z,2019-05-09T08:00:23.466Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-79-KA,2019-05-09T08:00:23.744Z,263132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28662629,2017-01-01,2017-12-31,c745,,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFiL2ZlL2NlLzA5N2YtNDE3Yi05OWU2LWFkODYyOWQ3NWMzMQ.pdf,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2IwLzM4LzZiLzU5YzItNGQxZC05MDA0LWE2ZjRlNjQwMjc4MQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Randers SÃ,8960.0,Drastrup,"Ebeltoftvej 3A,","8960, Randers SÃ","Tronholmen, 3",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-01,2019-05-01,2019-05-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",randers@kvistjensen.dk,,36717785.0,28662629.0,36717785.0,mne31400,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EDC MÃ¦glergruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob V. Kvist,Ivan Hedegaard Jensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",EDC MÃ¦glergruppen ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Randers SÃ,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,2019-05-01,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:27106375,indberetninger-20180424,2.5124211,28662629.0,AWqbm47VRYGX6_YTHh8N,2019-05-09T08:01:23.838Z,2019-05-09T08:00:23.466Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-79-KA,2019-05-09T08:00:23.744Z,,,,,,,,,,,,,200000.0,0.0,,,,,,,,,,,,,,,,,,,
28662629,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFiL2ZlL2NlLzA5N2YtNDE3Yi05OWU2LWFkODYyOWQ3NWMzMQ.pdf,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2IwLzM4LzZiLzU5YzItNGQxZC05MDA0LWE2ZjRlNjQwMjc4MQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Randers SÃ,8960.0,Drastrup,"Ebeltoftvej 3A,","8960, Randers SÃ","Tronholmen, 3",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-01,2019-05-01,2019-05-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",randers@kvistjensen.dk,796752.0,36717785.0,28662629.0,36717785.0,mne31400,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EDC MÃ¦glergruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob V. Kvist,Ivan Hedegaard Jensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",EDC MÃ¦glergruppen ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Randers SÃ,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,2019-05-01,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:27106375,indberetninger-20180424,2.5124211,28662629.0,AWqbm47VRYGX6_YTHh8N,2019-05-09T08:01:23.838Z,2019-05-09T08:00:23.466Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-79-KA,2019-05-09T08:00:23.744Z,,,,,,,,,,,,,,,2111295.0,932907.0,125000.0,1536325.0,21150.0,2111295.0,1314543.0,574970.0,574970.0,574970.0,1031691.0,200000.0,471752.0,1314543.0,603418.0,102484.0,180368.0,582268.0,
28662629,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzFiL2ZlL2NlLzA5N2YtNDE3Yi05OWU2LWFkODYyOWQ3NWMzMQ.pdf,http://regnskaber.virk.dk/92626682/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2IwLzM4LzZiLzU5YzItNGQxZC05MDA0LWE2ZjRlNjQwMjc4MQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Randers SÃ,8960.0,Drastrup,"Ebeltoftvej 3A,","8960, Randers SÃ","Tronholmen, 3",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-01,2019-05-01,2019-05-08,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",randers@kvistjensen.dk,125000.0,36717785.0,28662629.0,36717785.0,mne31400,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for EDC MÃ¦glergruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jacob V. Kvist,Ivan Hedegaard Jensen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",EDC MÃ¦glergruppen ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Randers SÃ,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2018-12-31,2018-01-01,2019-05-01,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:27106375,indberetninger-20180424,2.5124211,28662629.0,AWqbm47VRYGX6_YTHh8N,2019-05-09T08:01:23.838Z,2019-05-09T08:00:23.466Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-79-KA,2019-05-09T08:00:23.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
