entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
25628640,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzAxL2NiL2U4LzQ5ZGEtNDhjYS1hZGMwLTVkN2E3NGEyNmIyNQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2FiL2FjLzcyLzYzOWYtNDQzMy05NDJiLTY0MzBhNmEwOTRiYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,125000.0,25492145.0,25628640.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,2017-04-21,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23839355,indberetninger-20180424,2.5124266,25628640.0,,2018-03-27T22:46:32.125Z,2017-05-10T08:20:43.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-89-RE,2017-05-10T08:20:43.241Z,,,,,,,,,,,,,,,,,,,,,,,,
25628640,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzAxL2NiL2U4LzQ5ZGEtNDhjYS1hZGMwLTVkN2E3NGEyNmIyNQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2FiL2FjLzcyLzYzOWYtNDQzMy05NDJiLTY0MzBhNmEwOTRiYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,17985261.0,25492145.0,25628640.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,2017-04-21,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23839355,indberetninger-20180424,2.5124266,25628640.0,,2018-03-27T22:46:32.125Z,2017-05-10T08:20:43.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-89-RE,2017-05-10T08:20:43.241Z,,,,,,,,,,,,,,,,,,,,,,,,
25628640,2015-01-01,2015-01-01,c744,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzAxL2NiL2U4LzQ5ZGEtNDhjYS1hZGMwLTVkN2E3NGEyNmIyNQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2FiL2FjLzcyLzYzOWYtNDQzMy05NDJiLTY0MzBhNmEwOTRiYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,98400.0,25492145.0,25628640.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,2017-04-21,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23839355,indberetninger-20180424,2.5124266,25628640.0,,2018-03-27T22:46:32.125Z,2017-05-10T08:20:43.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-89-RE,2017-05-10T08:20:43.241Z,,,,,,,,,,,,,,,,,,,,,,,,
25628640,2015-01-01,2015-12-31,c109,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzAxL2NiL2U4LzQ5ZGEtNDhjYS1hZGMwLTVkN2E3NGEyNmIyNQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2FiL2FjLzcyLzYzOWYtNDQzMy05NDJiLTY0MzBhNmEwOTRiYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,25628640.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,2017-04-21,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23839355,indberetninger-20180424,2.5124266,25628640.0,,2018-03-27T22:46:32.125Z,2017-05-10T08:20:43.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-89-RE,2017-05-10T08:20:43.241Z,150000.0,,,,,,,,,,,,,,,,,,,,,,,
25628640,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzAxL2NiL2U4LzQ5ZGEtNDhjYS1hZGMwLTVkN2E3NGEyNmIyNQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2FiL2FjLzcyLzYzOWYtNDQzMy05NDJiLTY0MzBhNmEwOTRiYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,25628640.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,2017-04-21,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23839355,indberetninger-20180424,2.5124266,25628640.0,,2018-03-27T22:46:32.125Z,2017-05-10T08:20:43.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-89-RE,2017-05-10T08:20:43.241Z,63922.0,,,,,,,,,,,,,,,,,,,,,,,
25628640,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzAxL2NiL2U4LzQ5ZGEtNDhjYS1hZGMwLTVkN2E3NGEyNmIyNQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2FiL2FjLzcyLzYzOWYtNDQzMy05NDJiLTY0MzBhNmEwOTRiYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,25628640.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,2017-04-21,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23839355,indberetninger-20180424,2.5124266,25628640.0,,2018-03-27T22:46:32.125Z,2017-05-10T08:20:43.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-89-RE,2017-05-10T08:20:43.241Z,213922.0,-14754.0,67810.0,361652.0,279088.0,-14754.0,65166.0,,,,,,,,,,,,,,,,,
25628640,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzAxL2NiL2U4LzQ5ZGEtNDhjYS1hZGMwLTVkN2E3NGEyNmIyNQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2FiL2FjLzcyLzYzOWYtNDQzMy05NDJiLTY0MzBhNmEwOTRiYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,25628640.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,2017-04-21,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23839355,indberetninger-20180424,2.5124266,25628640.0,,2018-03-27T22:46:32.125Z,2017-05-10T08:20:43.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-89-RE,2017-05-10T08:20:43.241Z,63922.0,,,,,,,,,,,,,,,,,,,,,,,
25628640,2015-01-01,2015-12-31,c745,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzAxL2NiL2U4LzQ5ZGEtNDhjYS1hZGMwLTVkN2E3NGEyNmIyNQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2FiL2FjLzcyLzYzOWYtNDQzMy05NDJiLTY0MzBhNmEwOTRiYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,25628640.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,2017-04-21,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23839355,indberetninger-20180424,2.5124266,25628640.0,,2018-03-27T22:46:32.125Z,2017-05-10T08:20:43.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-89-RE,2017-05-10T08:20:43.241Z,,,,,,,,150000.0,98400.0,,,,,,,,,,,,,,,
25628640,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzAxL2NiL2U4LzQ5ZGEtNDhjYS1hZGMwLTVkN2E3NGEyNmIyNQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2FiL2FjLzcyLzYzOWYtNDQzMy05NDJiLTY0MzBhNmEwOTRiYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,18324183.0,25492145.0,25628640.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,2017-04-21,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23839355,indberetninger-20180424,2.5124266,25628640.0,,2018-03-27T22:46:32.125Z,2017-05-10T08:20:43.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-89-RE,2017-05-10T08:20:43.241Z,,,,,,,,,,18335961.0,11185677.0,125000.0,18335961.0,18335961.0,11778.0,7070969.0,11778.0,150000.0,18049183.0,7070969.0,11778.0,79315.0,0.0,79315.0
25628640,2015-12-31,2015-12-31,c722,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzAxL2NiL2U4LzQ5ZGEtNDhjYS1hZGMwLTVkN2E3NGEyNmIyNQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzc3L2FiL2FjLzcyLzYzOWYtNDQzMy05NDJiLTY0MzBhNmEwOTRiYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-04-21,2017-04-21,2017-04-26,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,125000.0,25492145.0,25628640.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,2017-04-21,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23839355,indberetninger-20180424,2.5124266,25628640.0,,2018-03-27T22:46:32.125Z,2017-05-10T08:20:43.085Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-89-RE,2017-05-10T08:20:43.241Z,,,,,,,,,,,,,,,,,,,,,,,,
