entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ExtraordinaryDividendDistributedAfterEndOfReportingPeriodGross
25628640,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2JiL2I2LzdiLzI2YWYtNGUzMy1hMDZlLTgwMTY0NWFlOGMwMQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzk0Lzg1LzhmL2YzL2M3NWMtNDAyYy1hNTY1LTMwZjgzOWJlMmFlYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-25,2019-04-25,2019-04-30,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,125000.0,25492145.0,25628640.0,25492145.0,mne34262,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,2019-04-25,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27048563,indberetninger-20180424,2.5124316,25628640.0,AWptb9fNRYGX6_YTHPh2,2019-04-30T08:50:48.800Z,2019-04-30T08:50:06.803Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-TK,2019-04-30T08:50:06.978Z,,,,,,,,,,,,,,,,,,,,,,,,,
25628640,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2JiL2I2LzdiLzI2YWYtNGUzMy1hMDZlLTgwMTY0NWFlOGMwMQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzk0Lzg1LzhmL2YzL2M3NWMtNDAyYy1hNTY1LTMwZjgzOWJlMmFlYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-25,2019-04-25,2019-04-30,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,18217112.0,25492145.0,25628640.0,25492145.0,mne34262,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,2019-04-25,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27048563,indberetninger-20180424,2.5124316,25628640.0,AWptb9fNRYGX6_YTHPh2,2019-04-30T08:50:48.800Z,2019-04-30T08:50:06.803Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-TK,2019-04-30T08:50:06.978Z,,,,,,,,,,,,,,,,,,,,,,,,,
25628640,2017-01-01,2017-01-01,c744,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2JiL2I2LzdiLzI2YWYtNGUzMy1hMDZlLTgwMTY0NWFlOGMwMQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzk0Lzg1LzhmL2YzL2M3NWMtNDAyYy1hNTY1LTMwZjgzOWJlMmFlYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-25,2019-04-25,2019-04-30,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,200000.0,25492145.0,25628640.0,25492145.0,mne34262,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,2019-04-25,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27048563,indberetninger-20180424,2.5124316,25628640.0,AWptb9fNRYGX6_YTHPh2,2019-04-30T08:50:48.800Z,2019-04-30T08:50:06.803Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-TK,2019-04-30T08:50:06.978Z,,,,,,,,,,,,,,,,,,,,,,,,,
25628640,2017-01-01,2017-12-31,c109,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2JiL2I2LzdiLzI2YWYtNGUzMy1hMDZlLTgwMTY0NWFlOGMwMQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzk0Lzg1LzhmL2YzL2M3NWMtNDAyYy1hNTY1LTMwZjgzOWJlMmFlYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-25,2019-04-25,2019-04-30,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,25628640.0,25492145.0,mne34262,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,2019-04-25,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27048563,indberetninger-20180424,2.5124316,25628640.0,AWptb9fNRYGX6_YTHPh2,2019-04-30T08:50:48.800Z,2019-04-30T08:50:06.803Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-TK,2019-04-30T08:50:06.978Z,200000.0,,,,,,,,,,,,,,,,,,,,,,,,
25628640,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2JiL2I2LzdiLzI2YWYtNGUzMy1hMDZlLTgwMTY0NWFlOGMwMQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzk0Lzg1LzhmL2YzL2M3NWMtNDAyYy1hNTY1LTMwZjgzOWJlMmFlYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-25,2019-04-25,2019-04-30,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,25628640.0,25492145.0,mne34262,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,2019-04-25,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27048563,indberetninger-20180424,2.5124316,25628640.0,AWptb9fNRYGX6_YTHPh2,2019-04-30T08:50:48.800Z,2019-04-30T08:50:06.803Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-TK,2019-04-30T08:50:06.978Z,383782.0,,,,,,,,,,,,,,,,,,,,,,,,
25628640,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2JiL2I2LzdiLzI2YWYtNGUzMy1hMDZlLTgwMTY0NWFlOGMwMQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzk0Lzg1LzhmL2YzL2M3NWMtNDAyYy1hNTY1LTMwZjgzOWJlMmFlYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-25,2019-04-25,2019-04-30,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,25628640.0,25492145.0,mne34262,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,2019-04-25,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27048563,indberetninger-20180424,2.5124316,25628640.0,AWptb9fNRYGX6_YTHPh2,2019-04-30T08:50:48.800Z,2019-04-30T08:50:06.803Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-TK,2019-04-30T08:50:06.978Z,583782.0,-49599.0,452.0,798613.0,748562.0,-49599.0,164780.0,,,,,,,,,,,,,,,,,,
25628640,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2JiL2I2LzdiLzI2YWYtNGUzMy1hMDZlLTgwMTY0NWFlOGMwMQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzk0Lzg1LzhmL2YzL2M3NWMtNDAyYy1hNTY1LTMwZjgzOWJlMmFlYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-25,2019-04-25,2019-04-30,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,25628640.0,25492145.0,mne34262,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,2019-04-25,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27048563,indberetninger-20180424,2.5124316,25628640.0,AWptb9fNRYGX6_YTHPh2,2019-04-30T08:50:48.800Z,2019-04-30T08:50:06.803Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-TK,2019-04-30T08:50:06.978Z,383782.0,,,,,,,,,,,,,,,,,,,,,,,,
25628640,2017-01-01,2017-12-31,c745,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2JiL2I2LzdiLzI2YWYtNGUzMy1hMDZlLTgwMTY0NWFlOGMwMQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzk0Lzg1LzhmL2YzL2M3NWMtNDAyYy1hNTY1LTMwZjgzOWJlMmFlYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-25,2019-04-25,2019-04-30,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,,25492145.0,25628640.0,25492145.0,mne34262,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,2019-04-25,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27048563,indberetninger-20180424,2.5124316,25628640.0,AWptb9fNRYGX6_YTHPh2,2019-04-30T08:50:48.800Z,2019-04-30T08:50:06.803Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-TK,2019-04-30T08:50:06.978Z,,,,,,,,200000.0,200000.0,,,,,,,,,,,,,,,,
25628640,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2JiL2I2LzdiLzI2YWYtNGUzMy1hMDZlLTgwMTY0NWFlOGMwMQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzk0Lzg1LzhmL2YzL2M3NWMtNDAyYy1hNTY1LTMwZjgzOWJlMmFlYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-25,2019-04-25,2019-04-30,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,18925894.0,25492145.0,25628640.0,25492145.0,mne34262,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,2019-04-25,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27048563,indberetninger-20180424,2.5124316,25628640.0,AWptb9fNRYGX6_YTHPh2,2019-04-30T08:50:48.800Z,2019-04-30T08:50:06.803Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-TK,2019-04-30T08:50:06.978Z,,,,,,,,,,18960476.0,4764298.0,125000.0,18960476.0,18960476.0,34582.0,14196178.0,11778.0,200000.0,18600894.0,14196178.0,34582.0,0.0,22804.0,0.0,
25628640,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2JiL2I2LzdiLzI2YWYtNGUzMy1hMDZlLTgwMTY0NWFlOGMwMQ.pdf,http://regnskaber.virk.dk/04682652/ZG9rdW1lbnRsYWdlcjovLzAzLzk0Lzg1LzhmL2YzL2M3NWMtNDAyYy1hNTY1LTMwZjgzOWJlMmFlYw.xml,Danmark,Fredericia,7000.0,60.0,Fredericia,7000.0,17.0,GolfvÃ¦nget,"7000, Fredericia",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-04-25,2019-04-25,2019-04-30,statsautoriseret revisor,Eksterne omkostninger omfatter omkostninger til administration.,fredericia@brandtrevision.dk,125000.0,25492145.0,25628640.0,25492145.0,mne34262,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CNL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",SÃ¸ren Fricke,Carsten Nygaard Lund,Carsten Nygaard Lund,"BRANDT, Statsautoriseret Revisionspartnerselskab",CNL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Fredericia,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,2019-04-25,Fredericia,76 34 40 05,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27048563,indberetninger-20180424,2.5124316,25628640.0,AWptb9fNRYGX6_YTHPh2,2019-04-30T08:50:48.800Z,2019-04-30T08:50:06.803Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-TK,2019-04-30T08:50:06.978Z,,,,,,,,,,,,,,,,,,,,,,,,,
