entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,AuditorsReportsAccordingToOtherLegislationAndRegulation,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnManagementsReviewAuditorsReportOnAuditedFinancialStatements,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
entity identifier,2010-10-01,2011-09-30,ID_10,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8vcGRmcy84OTY4ODkxNDtBcFM1MDgzNzsyMDExMTAwMTsyMDEyMDkzMDtSO1I.pdf,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8veGJybHMvWC1FQzQwN0VEQS0yMDEzMDMxOV8xOTM3MDJfMzAw.xml,"6500, Vojens","Solbakken 28, Hammelev","6100, Haderslev","Jomfrustien 29, 1.",Til kapitalejerne i Henry Stender Handelsselskab ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,1981-12-23,2013-03-19,469505.0,Statsautoriseret revisor,mail@stender-trucks.dk,2989349.0,74507770.0,-6876526.0,www.stender-trucks.dk,25831578.0,89688914.0,25831578.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Henry Stender Handelsselskab ApS.,"Vi har revideret Ã¥rsregnskabet for Henry Stender Handelsselskab ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",0.0,Ãrsrapport,Ole A. Fischer,Henrik Stender,Henrik Stender,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",Henry Stender Handelsselskab ApS,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",2462946.0,-222948.0,-1177032.0,-1177674.0,-3417672.0,2012-09-30,2011-10-01,2013-03-18,Haderslev,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",642.0,74507700.0,urn:ofk:oid:14553595,indberetninger-20180424,2.5097403999999996,89688914.0,,2018-04-01T22:53:21.103Z,2013-03-22T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-350.953,2013-03-22T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2010-10-01,2011-09-30,ID_12,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8vcGRmcy84OTY4ODkxNDtBcFM1MDgzNzsyMDExMTAwMTsyMDEyMDkzMDtSO1I.pdf,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8veGJybHMvWC1FQzQwN0VEQS0yMDEzMDMxOV8xOTM3MDJfMzAw.xml,"6500, Vojens","Solbakken 28, Hammelev","6100, Haderslev","Jomfrustien 29, 1.",Til kapitalejerne i Henry Stender Handelsselskab ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,1981-12-23,2013-03-19,,Statsautoriseret revisor,mail@stender-trucks.dk,,74507770.0,,www.stender-trucks.dk,25831578.0,89688914.0,25831578.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Henry Stender Handelsselskab ApS.,"Vi har revideret Ã¥rsregnskabet for Henry Stender Handelsselskab ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Ole A. Fischer,Henrik Stender,Henrik Stender,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",Henry Stender Handelsselskab ApS,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",,,1177032.0,,,2012-09-30,2011-10-01,2013-03-18,Haderslev,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,74507700.0,urn:ofk:oid:14553595,indberetninger-20180424,2.5097403999999996,89688914.0,,2018-04-01T22:53:21.103Z,2013-03-22T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-350.953,2013-03-22T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2010-10-01,2011-09-30,ID_14,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8vcGRmcy84OTY4ODkxNDtBcFM1MDgzNzsyMDExMTAwMTsyMDEyMDkzMDtSO1I.pdf,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8veGJybHMvWC1FQzQwN0VEQS0yMDEzMDMxOV8xOTM3MDJfMzAw.xml,"6500, Vojens","Solbakken 28, Hammelev","6100, Haderslev","Jomfrustien 29, 1.",Til kapitalejerne i Henry Stender Handelsselskab ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,1981-12-23,2013-03-19,,Statsautoriseret revisor,mail@stender-trucks.dk,,74507770.0,,www.stender-trucks.dk,25831578.0,89688914.0,25831578.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Henry Stender Handelsselskab ApS.,"Vi har revideret Ã¥rsregnskabet for Henry Stender Handelsselskab ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Ole A. Fischer,Henrik Stender,Henrik Stender,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",Henry Stender Handelsselskab ApS,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",,,1177032.0,,,2012-09-30,2011-10-01,2013-03-18,Haderslev,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,74507700.0,urn:ofk:oid:14553595,indberetninger-20180424,2.5097403999999996,89688914.0,,2018-04-01T22:53:21.103Z,2013-03-22T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-350.953,2013-03-22T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-09-30,2011-09-30,ID_16,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8vcGRmcy84OTY4ODkxNDtBcFM1MDgzNzsyMDExMTAwMTsyMDEyMDkzMDtSO1I.pdf,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8veGJybHMvWC1FQzQwN0VEQS0yMDEzMDMxOV8xOTM3MDJfMzAw.xml,"6500, Vojens","Solbakken 28, Hammelev","6100, Haderslev","Jomfrustien 29, 1.",Til kapitalejerne i Henry Stender Handelsselskab ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,1981-12-23,2013-03-19,,Statsautoriseret revisor,mail@stender-trucks.dk,,74507770.0,,www.stender-trucks.dk,25831578.0,89688914.0,25831578.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Henry Stender Handelsselskab ApS.,"Vi har revideret Ã¥rsregnskabet for Henry Stender Handelsselskab ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Ole A. Fischer,Henrik Stender,Henrik Stender,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",Henry Stender Handelsselskab ApS,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",,,,,,2012-09-30,2011-10-01,2013-03-18,Haderslev,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,74507700.0,urn:ofk:oid:14553595,indberetninger-20180424,2.5097403999999996,89688914.0,,2018-04-01T22:53:21.103Z,2013-03-22T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-350.953,2013-03-22T23:00:00.000Z,42942463.0,198276.0,-500000.0,28353081.0,129051.0,-6361594.0,809737.0,11993015.0,13600000.0,-42942463.0,-36580869.0,0.0,179645.0,-8635234.0,-7227282.0,11993015.0,14589382.0,148395.0,-1407952.0,31250.0,-1103315.0,5122560.0,14409737.0,-5861594.0,-20268174.0,-27945635.0,-587400.0,16161790.0,522808.0,1530.0,2329.0,-5986746.0,10383511.0
entity identifier,2011-10-01,2012-09-30,ID_0,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8vcGRmcy84OTY4ODkxNDtBcFM1MDgzNzsyMDExMTAwMTsyMDEyMDkzMDtSO1I.pdf,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8veGJybHMvWC1FQzQwN0VEQS0yMDEzMDMxOV8xOTM3MDJfMzAw.xml,"6500, Vojens","Solbakken 28, Hammelev","6100, Haderslev","Jomfrustien 29, 1.",Til kapitalejerne i Henry Stender Handelsselskab ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,1981-12-23,2013-03-19,,Statsautoriseret revisor,mail@stender-trucks.dk,,74507770.0,,www.stender-trucks.dk,25831578.0,89688914.0,25831578.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Henry Stender Handelsselskab ApS.,"Vi har revideret Ã¥rsregnskabet for Henry Stender Handelsselskab ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Ole A. Fischer,Henrik Stender,Henrik Stender,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",Henry Stender Handelsselskab ApS,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",,,,,,2012-09-30,2011-10-01,2013-03-18,Haderslev,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,74507700.0,urn:ofk:oid:14553595,indberetninger-20180424,2.5097403999999996,89688914.0,,2018-04-01T22:53:21.103Z,2013-03-22T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-350.953,2013-03-22T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_1,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8vcGRmcy84OTY4ODkxNDtBcFM1MDgzNzsyMDExMTAwMTsyMDEyMDkzMDtSO1I.pdf,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8veGJybHMvWC1FQzQwN0VEQS0yMDEzMDMxOV8xOTM3MDJfMzAw.xml,"6500, Vojens","Solbakken 28, Hammelev","6100, Haderslev","Jomfrustien 29, 1.",Til kapitalejerne i Henry Stender Handelsselskab ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,1981-12-23,2013-03-19,,Statsautoriseret revisor,mail@stender-trucks.dk,,74507770.0,,www.stender-trucks.dk,25831578.0,89688914.0,25831578.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Henry Stender Handelsselskab ApS.,"Vi har revideret Ã¥rsregnskabet for Henry Stender Handelsselskab ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Ole A. Fischer,Henrik Stender,Henrik Stender,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",Henry Stender Handelsselskab ApS,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",,,,,,2012-09-30,2011-10-01,2013-03-18,Haderslev,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,74507700.0,urn:ofk:oid:14553595,indberetninger-20180424,2.5097403999999996,89688914.0,,2018-04-01T22:53:21.103Z,2013-03-22T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-350.953,2013-03-22T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_11,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8vcGRmcy84OTY4ODkxNDtBcFM1MDgzNzsyMDExMTAwMTsyMDEyMDkzMDtSO1I.pdf,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8veGJybHMvWC1FQzQwN0VEQS0yMDEzMDMxOV8xOTM3MDJfMzAw.xml,"6500, Vojens","Solbakken 28, Hammelev","6100, Haderslev","Jomfrustien 29, 1.",Til kapitalejerne i Henry Stender Handelsselskab ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,1981-12-23,2013-03-19,,Statsautoriseret revisor,mail@stender-trucks.dk,,74507770.0,,www.stender-trucks.dk,25831578.0,89688914.0,25831578.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Henry Stender Handelsselskab ApS.,"Vi har revideret Ã¥rsregnskabet for Henry Stender Handelsselskab ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Ole A. Fischer,Henrik Stender,Henrik Stender,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",Henry Stender Handelsselskab ApS,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",,,-3360075.0,,,2012-09-30,2011-10-01,2013-03-18,Haderslev,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,74507700.0,urn:ofk:oid:14553595,indberetninger-20180424,2.5097403999999996,89688914.0,,2018-04-01T22:53:21.103Z,2013-03-22T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-350.953,2013-03-22T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_13,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8vcGRmcy84OTY4ODkxNDtBcFM1MDgzNzsyMDExMTAwMTsyMDEyMDkzMDtSO1I.pdf,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8veGJybHMvWC1FQzQwN0VEQS0yMDEzMDMxOV8xOTM3MDJfMzAw.xml,"6500, Vojens","Solbakken 28, Hammelev","6100, Haderslev","Jomfrustien 29, 1.",Til kapitalejerne i Henry Stender Handelsselskab ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,1981-12-23,2013-03-19,,Statsautoriseret revisor,mail@stender-trucks.dk,,74507770.0,,www.stender-trucks.dk,25831578.0,89688914.0,25831578.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Henry Stender Handelsselskab ApS.,"Vi har revideret Ã¥rsregnskabet for Henry Stender Handelsselskab ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Ole A. Fischer,Henrik Stender,Henrik Stender,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",Henry Stender Handelsselskab ApS,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",,,-3360075.0,,,2012-09-30,2011-10-01,2013-03-18,Haderslev,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,74507700.0,urn:ofk:oid:14553595,indberetninger-20180424,2.5097403999999996,89688914.0,,2018-04-01T22:53:21.103Z,2013-03-22T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-350.953,2013-03-22T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_17,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8vcGRmcy84OTY4ODkxNDtBcFM1MDgzNzsyMDExMTAwMTsyMDEyMDkzMDtSO1I.pdf,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8veGJybHMvWC1FQzQwN0VEQS0yMDEzMDMxOV8xOTM3MDJfMzAw.xml,"6500, Vojens","Solbakken 28, Hammelev","6100, Haderslev","Jomfrustien 29, 1.",Til kapitalejerne i Henry Stender Handelsselskab ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,1981-12-23,2013-03-19,,Statsautoriseret revisor,mail@stender-trucks.dk,,74507770.0,,www.stender-trucks.dk,25831578.0,89688914.0,25831578.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Henry Stender Handelsselskab ApS.,"Vi har revideret Ã¥rsregnskabet for Henry Stender Handelsselskab ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Ole A. Fischer,Henrik Stender,Henrik Stender,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",Henry Stender Handelsselskab ApS,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",,,,,,2012-09-30,2011-10-01,2013-03-18,Haderslev,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,74507700.0,urn:ofk:oid:14553595,indberetninger-20180424,2.5097403999999996,89688914.0,,2018-04-01T22:53:21.103Z,2013-03-22T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-350.953,2013-03-22T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-10-01,2012-09-30,ID_18,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8vcGRmcy84OTY4ODkxNDtBcFM1MDgzNzsyMDExMTAwMTsyMDEyMDkzMDtSO1I.pdf,http://regnskaber.virk.dk/41988698/Y3ZyLmRrOi8veGJybHMvWC1FQzQwN0VEQS0yMDEzMDMxOV8xOTM3MDJfMzAw.xml,"6500, Vojens","Solbakken 28, Hammelev","6100, Haderslev","Jomfrustien 29, 1.",Til kapitalejerne i Henry Stender Handelsselskab ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Udtalelse om ledelsesberetningen,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,1981-12-23,2013-03-19,,Statsautoriseret revisor,mail@stender-trucks.dk,,74507770.0,,www.stender-trucks.dk,25831578.0,89688914.0,25831578.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Henry Stender Handelsselskab ApS.,"Vi har revideret Ã¥rsregnskabet for Henry Stender Handelsselskab ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,Ole A. Fischer,Henrik Stender,Henrik Stender,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",Henry Stender Handelsselskab ApS,"Ole A. Fischer, Statsautoriseret revisionsanpartsselskab",,,,,,2012-09-30,2011-10-01,2013-03-18,Haderslev,"Vi har i henhold til Ã¥rsregnskabsloven gennemlÃ¦st ledelsesberetningen. Vi har ikke foretaget yderligere handlinger i tillÃ¦g til den udfÃ¸rte revision af Ã¥rsregnskabet. Det er pÃ¥ denne baggrund vores opfattelse, at oplysningerne i ledelsesberetningen er i overensstemmelse med Ã¥rsregnskabet.",,74507700.0,urn:ofk:oid:14553595,indberetninger-20180424,2.5097403999999996,89688914.0,,2018-04-01T22:53:21.103Z,2013-03-22T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-350.953,2013-03-22T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
