entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdditionsToInvestments,GrossResult,OtherExternalExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard
36202521,2014-09-24,2014-09-24,c176,,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzRkLzE2L2U0L2M4ZjYtNGUzNi04NGVmLTRjODY3MDU3ZDA2MA.pdf,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzUyL2VjL2Q0LzBmMDEtNGU3Yy04ZGE1LTMxYjFmMDMxNDUyMA.xml,BÃ¸rkop,7080.0,102.0,Hasselbakken,"7000, Fredericia",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-20,2016-05-20,2016-05-31,36202521.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for KLOL Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ole Larsen,KLOL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",BÃ¸rkop,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BÃ¸rkop,ApS,Karen & Lars Ole Larsen ApS,Fredericia,2015-12-31,2015-01-01,100.0,2016-05-20,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22598653,indberetninger-20180424,2.5124277999999998,36202521.0,,2018-03-28T22:29:15.235Z,2016-06-03T12:19:28.234Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-CD,2016-06-03T12:19:28.386Z,,,,,,,,,,,,,,,,,,,
36202521,2014-09-24,2014-09-24,c720,,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzRkLzE2L2U0L2M4ZjYtNGUzNi04NGVmLTRjODY3MDU3ZDA2MA.pdf,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzUyL2VjL2Q0LzBmMDEtNGU3Yy04ZGE1LTMxYjFmMDMxNDUyMA.xml,BÃ¸rkop,7080.0,102.0,Hasselbakken,"7000, Fredericia",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-20,2016-05-20,2016-05-31,36202521.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for KLOL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ole Larsen,KLOL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",BÃ¸rkop,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BÃ¸rkop,ApS,Karen & Lars Ole Larsen ApS,Fredericia,2015-12-31,2015-01-01,100.0,2016-05-20,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22598653,indberetninger-20180424,2.5124277999999998,36202521.0,,2018-03-28T22:29:15.235Z,2016-06-03T12:19:28.234Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-CD,2016-06-03T12:19:28.386Z,50000.0,,,,,,,,,,,,,,,,,,
36202521,2014-09-24,2014-09-24,c741,,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzRkLzE2L2U0L2M4ZjYtNGUzNi04NGVmLTRjODY3MDU3ZDA2MA.pdf,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzUyL2VjL2Q0LzBmMDEtNGU3Yy04ZGE1LTMxYjFmMDMxNDUyMA.xml,BÃ¸rkop,7080.0,102.0,Hasselbakken,"7000, Fredericia",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-20,2016-05-20,2016-05-31,36202521.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for KLOL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ole Larsen,KLOL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",BÃ¸rkop,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BÃ¸rkop,ApS,Karen & Lars Ole Larsen ApS,Fredericia,2015-12-31,2015-01-01,100.0,2016-05-20,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22598653,indberetninger-20180424,2.5124277999999998,36202521.0,,2018-03-28T22:29:15.235Z,2016-06-03T12:19:28.234Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-CD,2016-06-03T12:19:28.386Z,0.0,,,,,,,,,,,,,,,,,,
36202521,2014-09-24,2014-12-31,c123,,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzRkLzE2L2U0L2M4ZjYtNGUzNi04NGVmLTRjODY3MDU3ZDA2MA.pdf,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzUyL2VjL2Q0LzBmMDEtNGU3Yy04ZGE1LTMxYjFmMDMxNDUyMA.xml,BÃ¸rkop,7080.0,102.0,Hasselbakken,"7000, Fredericia",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-20,2016-05-20,2016-05-31,36202521.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for KLOL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ole Larsen,KLOL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",BÃ¸rkop,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BÃ¸rkop,ApS,Karen & Lars Ole Larsen ApS,Fredericia,2015-12-31,2015-01-01,100.0,2016-05-20,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22598653,indberetninger-20180424,2.5124277999999998,36202521.0,,2018-03-28T22:29:15.235Z,2016-06-03T12:19:28.234Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-CD,2016-06-03T12:19:28.386Z,,-1250.0,,,,,,,,,,,,,,,,,
36202521,2014-09-24,2014-12-31,c178,,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzRkLzE2L2U0L2M4ZjYtNGUzNi04NGVmLTRjODY3MDU3ZDA2MA.pdf,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzUyL2VjL2Q0LzBmMDEtNGU3Yy04ZGE1LTMxYjFmMDMxNDUyMA.xml,BÃ¸rkop,7080.0,102.0,Hasselbakken,"7000, Fredericia",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-20,2016-05-20,2016-05-31,36202521.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for KLOL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ole Larsen,KLOL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",BÃ¸rkop,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BÃ¸rkop,ApS,Karen & Lars Ole Larsen ApS,Fredericia,2015-12-31,2015-01-01,100.0,2016-05-20,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22598653,indberetninger-20180424,2.5124277999999998,36202521.0,,2018-03-28T22:29:15.235Z,2016-06-03T12:19:28.234Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-CD,2016-06-03T12:19:28.386Z,,,50000.0,,,,,,,,,,,,,,,,
36202521,2014-09-24,2014-12-31,c3,,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzRkLzE2L2U0L2M4ZjYtNGUzNi04NGVmLTRjODY3MDU3ZDA2MA.pdf,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzUyL2VjL2Q0LzBmMDEtNGU3Yy04ZGE1LTMxYjFmMDMxNDUyMA.xml,BÃ¸rkop,7080.0,102.0,Hasselbakken,"7000, Fredericia",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-20,2016-05-20,2016-05-31,36202521.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for KLOL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ole Larsen,KLOL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",BÃ¸rkop,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BÃ¸rkop,ApS,Karen & Lars Ole Larsen ApS,Fredericia,2015-12-31,2015-01-01,100.0,2016-05-20,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22598653,indberetninger-20180424,2.5124277999999998,36202521.0,,2018-03-28T22:29:15.235Z,2016-06-03T12:19:28.234Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-CD,2016-06-03T12:19:28.386Z,,-1250.0,,-1250.0,1250.0,-1250.0,-1250.0,,,,,,,,,,,,
36202521,2014-09-24,2014-12-31,c742,,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzRkLzE2L2U0L2M4ZjYtNGUzNi04NGVmLTRjODY3MDU3ZDA2MA.pdf,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzUyL2VjL2Q0LzBmMDEtNGU3Yy04ZGE1LTMxYjFmMDMxNDUyMA.xml,BÃ¸rkop,7080.0,102.0,Hasselbakken,"7000, Fredericia",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-20,2016-05-20,2016-05-31,36202521.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for KLOL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ole Larsen,KLOL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",BÃ¸rkop,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BÃ¸rkop,ApS,Karen & Lars Ole Larsen ApS,Fredericia,2015-12-31,2015-01-01,100.0,2016-05-20,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22598653,indberetninger-20180424,2.5124277999999998,36202521.0,,2018-03-28T22:29:15.235Z,2016-06-03T12:19:28.234Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-CD,2016-06-03T12:19:28.386Z,,-1250.0,,,,,,,,,,,,,,,,,
36202521,2014-12-31,2014-12-31,c180,,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzRkLzE2L2U0L2M4ZjYtNGUzNi04NGVmLTRjODY3MDU3ZDA2MA.pdf,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzUyL2VjL2Q0LzBmMDEtNGU3Yy04ZGE1LTMxYjFmMDMxNDUyMA.xml,BÃ¸rkop,7080.0,102.0,Hasselbakken,"7000, Fredericia",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-20,2016-05-20,2016-05-31,36202521.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for KLOL Holding ApS.,Ãrsrapport,50000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ole Larsen,KLOL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",BÃ¸rkop,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BÃ¸rkop,ApS,Karen & Lars Ole Larsen ApS,Fredericia,2015-12-31,2015-01-01,100.0,2016-05-20,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22598653,indberetninger-20180424,2.5124277999999998,36202521.0,,2018-03-28T22:29:15.235Z,2016-06-03T12:19:28.234Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-CD,2016-06-03T12:19:28.386Z,,,,,,,,50000.0,,,,,,,,,,,
36202521,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzRkLzE2L2U0L2M4ZjYtNGUzNi04NGVmLTRjODY3MDU3ZDA2MA.pdf,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzUyL2VjL2Q0LzBmMDEtNGU3Yy04ZGE1LTMxYjFmMDMxNDUyMA.xml,BÃ¸rkop,7080.0,102.0,Hasselbakken,"7000, Fredericia",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-20,2016-05-20,2016-05-31,36202521.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for KLOL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ole Larsen,KLOL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",BÃ¸rkop,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BÃ¸rkop,ApS,Karen & Lars Ole Larsen ApS,Fredericia,2015-12-31,2015-01-01,100.0,2016-05-20,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22598653,indberetninger-20180424,2.5124277999999998,36202521.0,,2018-03-28T22:29:15.235Z,2016-06-03T12:19:28.234Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-CD,2016-06-03T12:19:28.386Z,48750.0,,,,,,,50000.0,50000.0,50000.0,50000.0,1250.0,50000.0,50000.0,1250.0,-1250.0,1250.0,0.0,
36202521,2014-12-31,2014-12-31,c722,,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzRkLzE2L2U0L2M4ZjYtNGUzNi04NGVmLTRjODY3MDU3ZDA2MA.pdf,http://regnskaber.virk.dk/12520263/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzUyL2VjL2Q0LzBmMDEtNGU3Yy04ZGE1LTMxYjFmMDMxNDUyMA.xml,BÃ¸rkop,7080.0,102.0,Hasselbakken,"7000, Fredericia",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-20,2016-05-20,2016-05-31,36202521.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2015 for KLOL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ole Larsen,KLOL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",BÃ¸rkop,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BÃ¸rkop,ApS,Karen & Lars Ole Larsen ApS,Fredericia,2015-12-31,2015-01-01,100.0,2016-05-20,Fredericia,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22598653,indberetninger-20180424,2.5124277999999998,36202521.0,,2018-03-28T22:29:15.235Z,2016-06-03T12:19:28.234Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-01-CD,2016-06-03T12:19:28.386Z,50000.0,,,,,,,,,,,,,,,,,,
