entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
36980656,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2M5LzFlLzUyLzI4OGQtNDIyNS05MTlhLThkYjI5NWY1NjNmNg.pdf,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzY1L2ZjL2I0LzcyYzYtNDhkNS1iMTdhLTNhOGU0OWI2M2RmNg.xml,true,"HÃ¸rsholm, 2970","Hovedgaden 28, 2.sal",Til kapitalejerne i Christina Bengtsson Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-23,2018-01-23,2015-06-30,2018-01-23,281270.0,34045607.0,36980656.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Christina Bengtsson Holding ApS.,Ãrsrapport,Bjarne Bastved,Christina Meyer Bengtsson,Revisorkompagniet,Christina Bengtsson Holding ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",1746556.0,3484919.0,HÃ¸rsholm,2016-01-01,2016-12-31,1575314.0,2019633.0,281270.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-01-23,HÃ¸rsholm,444319.0,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24979190,indberetninger-20180424,2.5124266,36980656.0,,2018-04-03T16:33:19.721Z,2018-01-24T10:55:06.213Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-75-XL,2018-01-24T10:55:06.366Z,,,,,,,,,,,,,,,,,,,,,
36980656,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2M5LzFlLzUyLzI4OGQtNDIyNS05MTlhLThkYjI5NWY1NjNmNg.pdf,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzY1L2ZjL2I0LzcyYzYtNDhkNS1iMTdhLTNhOGU0OWI2M2RmNg.xml,true,"HÃ¸rsholm, 2970","Hovedgaden 28, 2.sal",Til kapitalejerne i Christina Bengtsson Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-23,2018-01-23,2015-06-30,2018-01-23,,34045607.0,36980656.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Christina Bengtsson Holding ApS.,Ãrsrapport,Bjarne Bastved,Christina Meyer Bengtsson,Revisorkompagniet,Christina Bengtsson Holding ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",,,HÃ¸rsholm,2016-01-01,2016-12-31,-1575314.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-01-23,HÃ¸rsholm,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24979190,indberetninger-20180424,2.5124266,36980656.0,,2018-04-03T16:33:19.721Z,2018-01-24T10:55:06.213Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-75-XL,2018-01-24T10:55:06.366Z,,,,,,,,,,,,,,,,,,,,,
36980656,2016-12-31,2016-12-31,ID_6,,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2M5LzFlLzUyLzI4OGQtNDIyNS05MTlhLThkYjI5NWY1NjNmNg.pdf,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzY1L2ZjL2I0LzcyYzYtNDhkNS1iMTdhLTNhOGU0OWI2M2RmNg.xml,true,"HÃ¸rsholm, 2970","Hovedgaden 28, 2.sal",Til kapitalejerne i Christina Bengtsson Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-23,2018-01-23,2015-06-30,2018-01-23,,34045607.0,36980656.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Christina Bengtsson Holding ApS.,Ãrsrapport,Bjarne Bastved,Christina Meyer Bengtsson,Revisorkompagniet,Christina Bengtsson Holding ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",,,HÃ¸rsholm,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-01-23,HÃ¸rsholm,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24979190,indberetninger-20180424,2.5124266,36980656.0,,2018-04-03T16:33:19.721Z,2018-01-24T10:55:06.213Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-75-XL,2018-01-24T10:55:06.366Z,39160816.0,2654122.0,50000.0,7417416.0,39075823.0,39160816.0,84993.0,31743400.0,1.0,31743400.0,31743399.0,66713.0,4013497.0,39025823.0,84993.0,15625.0,4763294.0,2655.0,416358.0,333438.0,
36980656,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2M5LzFlLzUyLzI4OGQtNDIyNS05MTlhLThkYjI5NWY1NjNmNg.pdf,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzY1L2ZjL2I0LzcyYzYtNDhkNS1iMTdhLTNhOGU0OWI2M2RmNg.xml,true,"HÃ¸rsholm, 2970","Hovedgaden 28, 2.sal",Til kapitalejerne i Christina Bengtsson Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-23,2018-01-23,2015-06-30,2018-01-23,5433.0,34045607.0,36980656.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Christina Bengtsson Holding ApS.,Ãrsrapport,Bjarne Bastved,Christina Meyer Bengtsson,Revisorkompagniet,Christina Bengtsson Holding ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",33540.0,2336014.0,HÃ¸rsholm,2016-01-01,2016-12-31,1796173.0,2307906.0,5433.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-01-23,HÃ¸rsholm,511733.0,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24979190,indberetninger-20180424,2.5124266,36980656.0,,2018-04-03T16:33:19.721Z,2018-01-24T10:55:06.213Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-75-XL,2018-01-24T10:55:06.366Z,,,,,,,,,,,,,,,,,,,,,
36980656,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2M5LzFlLzUyLzI4OGQtNDIyNS05MTlhLThkYjI5NWY1NjNmNg.pdf,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzY1L2ZjL2I0LzcyYzYtNDhkNS1iMTdhLTNhOGU0OWI2M2RmNg.xml,true,"HÃ¸rsholm, 2970","Hovedgaden 28, 2.sal",Til kapitalejerne i Christina Bengtsson Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-23,2018-01-23,2015-06-30,2018-01-23,,34045607.0,36980656.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Christina Bengtsson Holding ApS.,Ãrsrapport,Bjarne Bastved,Christina Meyer Bengtsson,Revisorkompagniet,Christina Bengtsson Holding ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",,,HÃ¸rsholm,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-01-23,HÃ¸rsholm,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24979190,indberetninger-20180424,2.5124266,36980656.0,,2018-04-03T16:33:19.721Z,2018-01-24T10:55:06.213Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-75-XL,2018-01-24T10:55:06.366Z,,,,,,,,,,,,,,,,,,,,,
36980656,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2M5LzFlLzUyLzI4OGQtNDIyNS05MTlhLThkYjI5NWY1NjNmNg.pdf,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzY1L2ZjL2I0LzcyYzYtNDhkNS1iMTdhLTNhOGU0OWI2M2RmNg.xml,true,"HÃ¸rsholm, 2970","Hovedgaden 28, 2.sal",Til kapitalejerne i Christina Bengtsson Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-23,2018-01-23,2015-06-30,2018-01-23,,34045607.0,36980656.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Christina Bengtsson Holding ApS.,Ãrsrapport,Bjarne Bastved,Christina Meyer Bengtsson,Revisorkompagniet,Christina Bengtsson Holding ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",,,HÃ¸rsholm,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-01-23,HÃ¸rsholm,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24979190,indberetninger-20180424,2.5124266,36980656.0,,2018-04-03T16:33:19.721Z,2018-01-24T10:55:06.213Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-75-XL,2018-01-24T10:55:06.366Z,,,,,,,,,,,,,,,,,,,,,
36980656,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2M5LzFlLzUyLzI4OGQtNDIyNS05MTlhLThkYjI5NWY1NjNmNg.pdf,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzY1L2ZjL2I0LzcyYzYtNDhkNS1iMTdhLTNhOGU0OWI2M2RmNg.xml,true,"HÃ¸rsholm, 2970","Hovedgaden 28, 2.sal",Til kapitalejerne i Christina Bengtsson Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-23,2018-01-23,2015-06-30,2018-01-23,,34045607.0,36980656.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Christina Bengtsson Holding ApS.,Ãrsrapport,Bjarne Bastved,Christina Meyer Bengtsson,Revisorkompagniet,Christina Bengtsson Holding ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",,,HÃ¸rsholm,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-01-23,HÃ¸rsholm,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24979190,indberetninger-20180424,2.5124266,36980656.0,,2018-04-03T16:33:19.721Z,2018-01-24T10:55:06.213Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-75-XL,2018-01-24T10:55:06.366Z,,,,,,,,,,,,,,,,,,,,,Christina Meyer Bengtsson
36980656,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2M5LzFlLzUyLzI4OGQtNDIyNS05MTlhLThkYjI5NWY1NjNmNg.pdf,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzY1L2ZjL2I0LzcyYzYtNDhkNS1iMTdhLTNhOGU0OWI2M2RmNg.xml,true,"HÃ¸rsholm, 2970","Hovedgaden 28, 2.sal",Til kapitalejerne i Christina Bengtsson Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-23,2018-01-23,2015-06-30,2018-01-23,,34045607.0,36980656.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Christina Bengtsson Holding ApS.,Ãrsrapport,Bjarne Bastved,Christina Meyer Bengtsson,Revisorkompagniet,Christina Bengtsson Holding ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",,,HÃ¸rsholm,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-01-23,HÃ¸rsholm,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24979190,indberetninger-20180424,2.5124266,36980656.0,,2018-04-03T16:33:19.721Z,2018-01-24T10:55:06.213Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-75-XL,2018-01-24T10:55:06.366Z,,,,,,,,,,,,,,,,,,,,,
36980656,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2M5LzFlLzUyLzI4OGQtNDIyNS05MTlhLThkYjI5NWY1NjNmNg.pdf,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzY1L2ZjL2I0LzcyYzYtNDhkNS1iMTdhLTNhOGU0OWI2M2RmNg.xml,true,"HÃ¸rsholm, 2970","Hovedgaden 28, 2.sal",Til kapitalejerne i Christina Bengtsson Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-23,2018-01-23,2015-06-30,2018-01-23,,34045607.0,36980656.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Christina Bengtsson Holding ApS.,Ãrsrapport,Bjarne Bastved,Christina Meyer Bengtsson,Revisorkompagniet,Christina Bengtsson Holding ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",,,HÃ¸rsholm,2016-01-01,2016-12-31,-1796173.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-01-23,HÃ¸rsholm,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24979190,indberetninger-20180424,2.5124266,36980656.0,,2018-04-03T16:33:19.721Z,2018-01-24T10:55:06.213Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-75-XL,2018-01-24T10:55:06.366Z,,,,,,,,,,,,,,,,,,,,,
36980656,2017-12-31,2017-12-31,ID_5,,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2M5LzFlLzUyLzI4OGQtNDIyNS05MTlhLThkYjI5NWY1NjNmNg.pdf,http://regnskaber.virk.dk/65608963/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzY1L2ZjL2I0LzcyYzYtNDhkNS1iMTdhLTNhOGU0OWI2M2RmNg.xml,true,"HÃ¸rsholm, 2970","Hovedgaden 28, 2.sal",Til kapitalejerne i Christina Bengtsson Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-01-23,2018-01-23,2015-06-30,2018-01-23,,34045607.0,36980656.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Christina Bengtsson Holding ApS.,Ãrsrapport,Bjarne Bastved,Christina Meyer Bengtsson,Revisorkompagniet,Christina Bengtsson Holding ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",,,HÃ¸rsholm,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-01-23,HÃ¸rsholm,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:24979190,indberetninger-20180424,2.5124266,36980656.0,,2018-04-03T16:33:19.721Z,2018-01-24T10:55:06.213Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-75-XL,2018-01-24T10:55:06.366Z,40898749.0,3483395.0,50000.0,8370026.0,40871996.0,40898749.0,26753.0,32528723.0,1.0,32528723.0,32528722.0,26753.0,4214615.0,40821996.0,26753.0,0.0,4886631.0,0.0,659516.0,12500.0,
