entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProposedDividendRecognisedInEquity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermInvestments,RetainedEarnings,ShorttermInvestments,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
87086615,2015-10-01,2016-09-30,c3,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2UyLzc5L2M0LzlkYzEtNDQ5ZS1hOGYyLWY0MGE2NjFjNTQxMw.xhtml,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2ZiLzZjL2I0LzU0MzAtNDY2Yy04NzAwLTczYzNiZDc3MGVjNQ.pdf,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzhmLzc0LzE3LzE1MDUtNGZiNS05NWI1LWYyNjJmOGRmZTRmYQ.xml,true,Danmark,DK,Vissenbjerg,5492.0,11.0,Damsbovej,Danmark,DK,Odense C,5100.0,8.0,MagelÃ¸s,Aarup,5560.0,15.0,HÃ¥revej,5492 Vissenbjerg,Damsbovej 11,H. C. Topinvest Aps,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-25,2017-10-25,930544.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Hovedaktiviteter: At drive rugeri, handel og andet efter direktionens skÃ¸n beslÃ¦gtet virksomhed.</p>",0.0,44092.0,-44092.0,87086615.0,1017330612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bebe,Hans Christophersen,Hans Christophersen,Jyske Bank,H. C. TOPINVEST ApS,Niels Bebe,7262.0,242688.0,Vissenbjerg,2015-10-01,2016-09-30,-781256.0,-739210.0,-974636.0,300000.0,2017-09-30,2016-10-01,0.0,false,false,2017-10-25,Vissenbjerg,Er fravalgt,42046.0,64491666.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24644699,indberetninger-20180424,2.5949402000000004,87086615.0,,2018-03-27T14:40:22.577Z,2017-10-31T09:04:42.981Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-AA-61-VX,2017-10-31T09:04:43.284Z,,,,,,,,,,,,,,,,,
87086615,2015-10-01,2016-09-30,c5,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2UyLzc5L2M0LzlkYzEtNDQ5ZS1hOGYyLWY0MGE2NjFjNTQxMw.xhtml,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2ZiLzZjL2I0LzU0MzAtNDY2Yy04NzAwLTczYzNiZDc3MGVjNQ.pdf,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzhmLzc0LzE3LzE1MDUtNGZiNS05NWI1LWYyNjJmOGRmZTRmYQ.xml,true,Danmark,DK,Vissenbjerg,5492.0,11.0,Damsbovej,Danmark,DK,Odense C,5100.0,8.0,MagelÃ¸s,Aarup,5560.0,15.0,HÃ¥revej,5492 Vissenbjerg,Damsbovej 11,H. C. Topinvest Aps,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-25,2017-10-25,930544.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Hovedaktiviteter: At drive rugeri, handel og andet efter direktionens skÃ¸n beslÃ¦gtet virksomhed.</p>",,,,87086615.0,1017330612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bebe,Hans Christophersen,Hans Christophersen,Jyske Bank,H. C. TOPINVEST ApS,Niels Bebe,,,Vissenbjerg,2015-10-01,2016-09-30,300000.0,,,300000.0,2017-09-30,2016-10-01,,false,false,2017-10-25,Vissenbjerg,Er fravalgt,,64491666.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24644699,indberetninger-20180424,2.5949402000000004,87086615.0,,2018-03-27T14:40:22.577Z,2017-10-31T09:04:42.981Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-AA-61-VX,2017-10-31T09:04:43.284Z,,,,,,,,,,,,,,,,,
87086615,2015-10-01,2016-09-30,c7,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2UyLzc5L2M0LzlkYzEtNDQ5ZS1hOGYyLWY0MGE2NjFjNTQxMw.xhtml,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2ZiLzZjL2I0LzU0MzAtNDY2Yy04NzAwLTczYzNiZDc3MGVjNQ.pdf,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzhmLzc0LzE3LzE1MDUtNGZiNS05NWI1LWYyNjJmOGRmZTRmYQ.xml,true,Danmark,DK,Vissenbjerg,5492.0,11.0,Damsbovej,Danmark,DK,Odense C,5100.0,8.0,MagelÃ¸s,Aarup,5560.0,15.0,HÃ¥revej,5492 Vissenbjerg,Damsbovej 11,H. C. Topinvest Aps,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-25,2017-10-25,930544.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Hovedaktiviteter: At drive rugeri, handel og andet efter direktionens skÃ¸n beslÃ¦gtet virksomhed.</p>",,,,87086615.0,1017330612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bebe,Hans Christophersen,Hans Christophersen,Jyske Bank,H. C. TOPINVEST ApS,Niels Bebe,,,Vissenbjerg,2015-10-01,2016-09-30,-1081206.0,,,300000.0,2017-09-30,2016-10-01,,false,false,2017-10-25,Vissenbjerg,Er fravalgt,,64491666.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24644699,indberetninger-20180424,2.5949402000000004,87086615.0,,2018-03-27T14:40:22.577Z,2017-10-31T09:04:42.981Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-AA-61-VX,2017-10-31T09:04:43.284Z,,,,,,,,,,,,,,,,,
87086615,2016-09-30,2016-09-30,c9,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2UyLzc5L2M0LzlkYzEtNDQ5ZS1hOGYyLWY0MGE2NjFjNTQxMw.xhtml,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2ZiLzZjL2I0LzU0MzAtNDY2Yy04NzAwLTczYzNiZDc3MGVjNQ.pdf,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzhmLzc0LzE3LzE1MDUtNGZiNS05NWI1LWYyNjJmOGRmZTRmYQ.xml,true,Danmark,DK,Vissenbjerg,5492.0,11.0,Damsbovej,Danmark,DK,Odense C,5100.0,8.0,MagelÃ¸s,Aarup,5560.0,15.0,HÃ¥revej,5492 Vissenbjerg,Damsbovej 11,H. C. Topinvest Aps,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-25,2017-10-25,930544.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Hovedaktiviteter: At drive rugeri, handel og andet efter direktionens skÃ¸n beslÃ¦gtet virksomhed.</p>",,,,87086615.0,1017330612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bebe,Hans Christophersen,Hans Christophersen,Jyske Bank,H. C. TOPINVEST ApS,Niels Bebe,,,Vissenbjerg,2015-10-01,2016-09-30,,,,300000.0,2017-09-30,2016-10-01,,false,false,2017-10-25,Vissenbjerg,Er fravalgt,,64491666.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24644699,indberetninger-20180424,2.5949402000000004,87086615.0,,2018-03-27T14:40:22.577Z,2017-10-31T09:04:42.981Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-AA-61-VX,2017-10-31T09:04:43.284Z,4462228.0,457504.0,200000.0,4462228.0,4444382.0,0.0,0.0,4462228.0,17846.0,17846.0,17846.0,0.0,4004724.0,3944382.0,4004724.0,,
87086615,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2UyLzc5L2M0LzlkYzEtNDQ5ZS1hOGYyLWY0MGE2NjFjNTQxMw.xhtml,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2ZiLzZjL2I0LzU0MzAtNDY2Yy04NzAwLTczYzNiZDc3MGVjNQ.pdf,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzhmLzc0LzE3LzE1MDUtNGZiNS05NWI1LWYyNjJmOGRmZTRmYQ.xml,true,Danmark,DK,Vissenbjerg,5492.0,11.0,Damsbovej,Danmark,DK,Odense C,5100.0,8.0,MagelÃ¸s,Aarup,5560.0,15.0,HÃ¥revej,5492 Vissenbjerg,Damsbovej 11,H. C. Topinvest Aps,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-25,2017-10-25,930544.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Hovedaktiviteter: At drive rugeri, handel og andet efter direktionens skÃ¸n beslÃ¦gtet virksomhed.</p>",0.0,22641.0,3636.0,87086615.0,1017330612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bebe,Hans Christophersen,Hans Christophersen,Jyske Bank,H. C. TOPINVEST ApS,Niels Bebe,15942.0,134607.0,Vissenbjerg,2015-10-01,2016-09-30,95395.0,122301.0,3636.0,300000.0,2017-09-30,2016-10-01,26277.0,false,false,2017-10-25,Vissenbjerg,Er fravalgt,26906.0,64491666.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24644699,indberetninger-20180424,2.5949402000000004,87086615.0,,2018-03-27T14:40:22.577Z,2017-10-31T09:04:42.981Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-AA-61-VX,2017-10-31T09:04:43.284Z,,,,,,,,,,,,,,,,,
87086615,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2UyLzc5L2M0LzlkYzEtNDQ5ZS1hOGYyLWY0MGE2NjFjNTQxMw.xhtml,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2ZiLzZjL2I0LzU0MzAtNDY2Yy04NzAwLTczYzNiZDc3MGVjNQ.pdf,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzhmLzc0LzE3LzE1MDUtNGZiNS05NWI1LWYyNjJmOGRmZTRmYQ.xml,true,Danmark,DK,Vissenbjerg,5492.0,11.0,Damsbovej,Danmark,DK,Odense C,5100.0,8.0,MagelÃ¸s,Aarup,5560.0,15.0,HÃ¥revej,5492 Vissenbjerg,Damsbovej 11,H. C. Topinvest Aps,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-25,2017-10-25,930544.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Hovedaktiviteter: At drive rugeri, handel og andet efter direktionens skÃ¸n beslÃ¦gtet virksomhed.</p>",,,,87086615.0,1017330612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bebe,Hans Christophersen,Hans Christophersen,Jyske Bank,H. C. TOPINVEST ApS,Niels Bebe,,,Vissenbjerg,2015-10-01,2016-09-30,,,,300000.0,2017-09-30,2016-10-01,,false,false,2017-10-25,Vissenbjerg,Er fravalgt,,64491666.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24644699,indberetninger-20180424,2.5949402000000004,87086615.0,,2018-03-27T14:40:22.577Z,2017-10-31T09:04:42.981Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-AA-61-VX,2017-10-31T09:04:43.284Z,,,,,,,,,,,,,,,,26935865.0,Centrovice Vissenbjerg
87086615,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2UyLzc5L2M0LzlkYzEtNDQ5ZS1hOGYyLWY0MGE2NjFjNTQxMw.xhtml,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2ZiLzZjL2I0LzU0MzAtNDY2Yy04NzAwLTczYzNiZDc3MGVjNQ.pdf,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzhmLzc0LzE3LzE1MDUtNGZiNS05NWI1LWYyNjJmOGRmZTRmYQ.xml,true,Danmark,DK,Vissenbjerg,5492.0,11.0,Damsbovej,Danmark,DK,Odense C,5100.0,8.0,MagelÃ¸s,Aarup,5560.0,15.0,HÃ¥revej,5492 Vissenbjerg,Damsbovej 11,H. C. Topinvest Aps,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-25,2017-10-25,930544.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Hovedaktiviteter: At drive rugeri, handel og andet efter direktionens skÃ¸n beslÃ¦gtet virksomhed.</p>",,,,87086615.0,1017330612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bebe,Hans Christophersen,Hans Christophersen,Jyske Bank,H. C. TOPINVEST ApS,Niels Bebe,,,Vissenbjerg,2015-10-01,2016-09-30,,,,300000.0,2017-09-30,2016-10-01,,false,false,2017-10-25,Vissenbjerg,Er fravalgt,,64491666.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24644699,indberetninger-20180424,2.5949402000000004,87086615.0,,2018-03-27T14:40:22.577Z,2017-10-31T09:04:42.981Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-AA-61-VX,2017-10-31T09:04:43.284Z,,,,,,,,,,,,,,,,,
87086615,2016-10-01,2017-09-30,c4,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2UyLzc5L2M0LzlkYzEtNDQ5ZS1hOGYyLWY0MGE2NjFjNTQxMw.xhtml,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2ZiLzZjL2I0LzU0MzAtNDY2Yy04NzAwLTczYzNiZDc3MGVjNQ.pdf,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzhmLzc0LzE3LzE1MDUtNGZiNS05NWI1LWYyNjJmOGRmZTRmYQ.xml,true,Danmark,DK,Vissenbjerg,5492.0,11.0,Damsbovej,Danmark,DK,Odense C,5100.0,8.0,MagelÃ¸s,Aarup,5560.0,15.0,HÃ¥revej,5492 Vissenbjerg,Damsbovej 11,H. C. Topinvest Aps,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-25,2017-10-25,930544.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Hovedaktiviteter: At drive rugeri, handel og andet efter direktionens skÃ¸n beslÃ¦gtet virksomhed.</p>",,,,87086615.0,1017330612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bebe,Hans Christophersen,Hans Christophersen,Jyske Bank,H. C. TOPINVEST ApS,Niels Bebe,,,Vissenbjerg,2015-10-01,2016-09-30,0.0,,,300000.0,2017-09-30,2016-10-01,,false,false,2017-10-25,Vissenbjerg,Er fravalgt,,64491666.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24644699,indberetninger-20180424,2.5949402000000004,87086615.0,,2018-03-27T14:40:22.577Z,2017-10-31T09:04:42.981Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-AA-61-VX,2017-10-31T09:04:43.284Z,,,,,,,,,,,,,,,,,
87086615,2016-10-01,2017-09-30,c6,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2UyLzc5L2M0LzlkYzEtNDQ5ZS1hOGYyLWY0MGE2NjFjNTQxMw.xhtml,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2ZiLzZjL2I0LzU0MzAtNDY2Yy04NzAwLTczYzNiZDc3MGVjNQ.pdf,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzhmLzc0LzE3LzE1MDUtNGZiNS05NWI1LWYyNjJmOGRmZTRmYQ.xml,true,Danmark,DK,Vissenbjerg,5492.0,11.0,Damsbovej,Danmark,DK,Odense C,5100.0,8.0,MagelÃ¸s,Aarup,5560.0,15.0,HÃ¥revej,5492 Vissenbjerg,Damsbovej 11,H. C. Topinvest Aps,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-25,2017-10-25,930544.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Hovedaktiviteter: At drive rugeri, handel og andet efter direktionens skÃ¸n beslÃ¦gtet virksomhed.</p>",,,,87086615.0,1017330612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bebe,Hans Christophersen,Hans Christophersen,Jyske Bank,H. C. TOPINVEST ApS,Niels Bebe,,,Vissenbjerg,2015-10-01,2016-09-30,95395.0,,,300000.0,2017-09-30,2016-10-01,,false,false,2017-10-25,Vissenbjerg,Er fravalgt,,64491666.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24644699,indberetninger-20180424,2.5949402000000004,87086615.0,,2018-03-27T14:40:22.577Z,2017-10-31T09:04:42.981Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-AA-61-VX,2017-10-31T09:04:43.284Z,,,,,,,,,,,,,,,,,
87086615,2017-09-30,2017-09-30,c8,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2UyLzc5L2M0LzlkYzEtNDQ5ZS1hOGYyLWY0MGE2NjFjNTQxMw.xhtml,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2ZiLzZjL2I0LzU0MzAtNDY2Yy04NzAwLTczYzNiZDc3MGVjNQ.pdf,http://regnskaber.virk.dk/51668078/ZG9rdW1lbnRsYWdlcjovLzAzLzI3LzhmLzc0LzE3LzE1MDUtNGZiNS05NWI1LWYyNjJmOGRmZTRmYQ.xml,true,Danmark,DK,Vissenbjerg,5492.0,11.0,Damsbovej,Danmark,DK,Odense C,5100.0,8.0,MagelÃ¸s,Aarup,5560.0,15.0,HÃ¥revej,5492 Vissenbjerg,Damsbovej 11,H. C. Topinvest Aps,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-10-25,2017-10-25,930544.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Hovedaktiviteter: At drive rugeri, handel og andet efter direktionens skÃ¸n beslÃ¦gtet virksomhed.</p>",,,,87086615.0,1017330612.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Bebe,Hans Christophersen,Hans Christophersen,Jyske Bank,H. C. TOPINVEST ApS,Niels Bebe,,,Vissenbjerg,2015-10-01,2016-09-30,,,,300000.0,2017-09-30,2016-10-01,,false,false,2017-10-25,Vissenbjerg,Er fravalgt,,64491666.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24644699,indberetninger-20180424,2.5949402000000004,87086615.0,,2018-03-27T14:40:22.577Z,2017-10-31T09:04:42.981Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-AA-61-VX,2017-10-31T09:04:43.284Z,4281980.0,166695.0,200000.0,4281980.0,4239777.0,0.0,0.0,4281980.0,42203.0,42203.0,42203.0,0.0,4115285.0,4039777.0,4115285.0,,
