entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProvisionsForInvestmentsInGroupAssociates,ProvisionsForInvestmentsInGroupEnterprises,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
29518505,2013-01-01,2013-12-31,ID_11,,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzM0L2NkLzRhLzIwYTAtNDM3My05M2FlLWQ0ZGMzMDE1Y2IxZg.pdf,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzU0LzU1L2UzLzQ4ODUtNGRkYS05NTk0LWJhOGUzZThjNjA4ZA.xml,"NÃ¦stved, 4700",Farvergade 9 B,Til kapitalejerne i EE Invest ApS - 31032006-4:,Regnskabsklasse B,2015-05-20,2006-03-31,2015-05-29,29518505.0,20658231.0,Ãrsrapport,Anita Wang,EE Invest ApS - 31032006-4,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","KÃ¸benhavn, den 20. maj 2015",-2085403.0,"KÃ¸benhavn, 101",2014-12-31,2014-01-01,2015-05-20,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5501087,indberetninger-20180424,2.5097417999999996,29518505.0,,2018-03-30T17:44:04.233Z,2015-06-11T06:44:26.184Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-53-QG,2015-06-11T06:44:26.237Z,,,,,,,,,,,,,,,,,,,,,,
29518505,2013-01-01,2013-12-31,ID_7,,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzM0L2NkLzRhLzIwYTAtNDM3My05M2FlLWQ0ZGMzMDE1Y2IxZg.pdf,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzU0LzU1L2UzLzQ4ODUtNGRkYS05NTk0LWJhOGUzZThjNjA4ZA.xml,"NÃ¦stved, 4700",Farvergade 9 B,Til kapitalejerne i EE Invest ApS - 31032006-4:,Regnskabsklasse B,2015-05-20,2006-03-31,2015-05-29,29518505.0,20658231.0,Ãrsrapport,Anita Wang,EE Invest ApS - 31032006-4,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","KÃ¸benhavn, den 20. maj 2015",2085403.0,"KÃ¸benhavn, 101",2014-12-31,2014-01-01,2015-05-20,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5501087,indberetninger-20180424,2.5097417999999996,29518505.0,,2018-03-30T17:44:04.233Z,2015-06-11T06:44:26.184Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-53-QG,2015-06-11T06:44:26.237Z,24243.0,2064357.0,3197.0,2085403.0,0.0,,,,,,,,,,,,,,,,,
29518505,2013-01-01,2013-12-31,ID_9,,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzM0L2NkLzRhLzIwYTAtNDM3My05M2FlLWQ0ZGMzMDE1Y2IxZg.pdf,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzU0LzU1L2UzLzQ4ODUtNGRkYS05NTk0LWJhOGUzZThjNjA4ZA.xml,"NÃ¦stved, 4700",Farvergade 9 B,Til kapitalejerne i EE Invest ApS - 31032006-4:,Regnskabsklasse B,2015-05-20,2006-03-31,2015-05-29,29518505.0,20658231.0,Ãrsrapport,Anita Wang,EE Invest ApS - 31032006-4,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","KÃ¸benhavn, den 20. maj 2015",-2085403.0,"KÃ¸benhavn, 101",2014-12-31,2014-01-01,2015-05-20,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5501087,indberetninger-20180424,2.5097417999999996,29518505.0,,2018-03-30T17:44:04.233Z,2015-06-11T06:44:26.184Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-53-QG,2015-06-11T06:44:26.237Z,,,,,,,,,,,,,,,,,,,,,,
29518505,2013-12-31,2013-12-31,ID_13,,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzM0L2NkLzRhLzIwYTAtNDM3My05M2FlLWQ0ZGMzMDE1Y2IxZg.pdf,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzU0LzU1L2UzLzQ4ODUtNGRkYS05NTk0LWJhOGUzZThjNjA4ZA.xml,"NÃ¦stved, 4700",Farvergade 9 B,Til kapitalejerne i EE Invest ApS - 31032006-4:,Regnskabsklasse B,2015-05-20,2006-03-31,2015-05-29,29518505.0,20658231.0,Ãrsrapport,Anita Wang,EE Invest ApS - 31032006-4,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","KÃ¸benhavn, den 20. maj 2015",,"KÃ¸benhavn, 101",2014-12-31,2014-01-01,2015-05-20,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5501087,indberetninger-20180424,2.5097417999999996,29518505.0,,2018-03-30T17:44:04.233Z,2015-06-11T06:44:26.184Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-53-QG,2015-06-11T06:44:26.237Z,,,,,,96742.0,95116.0,125000.0,96742.0,-89545021.0,96742.0,89641763.0,6500.0,1626.0,0.0,89635263.0,-89670021.0,89641763.0,0.0,1626.0,,
29518505,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzM0L2NkLzRhLzIwYTAtNDM3My05M2FlLWQ0ZGMzMDE1Y2IxZg.pdf,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzU0LzU1L2UzLzQ4ODUtNGRkYS05NTk0LWJhOGUzZThjNjA4ZA.xml,"NÃ¦stved, 4700",Farvergade 9 B,Til kapitalejerne i EE Invest ApS - 31032006-4:,Regnskabsklasse B,2015-05-20,2006-03-31,2015-05-29,29518505.0,20658231.0,Ãrsrapport,Anita Wang,EE Invest ApS - 31032006-4,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","KÃ¸benhavn, den 20. maj 2015",,"KÃ¸benhavn, 101",2014-12-31,2014-01-01,2015-05-20,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5501087,indberetninger-20180424,2.5097417999999996,29518505.0,,2018-03-30T17:44:04.233Z,2015-06-11T06:44:26.184Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-53-QG,2015-06-11T06:44:26.237Z,,,,,,,,,,,,,,,,,,,,,,
29518505,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzM0L2NkLzRhLzIwYTAtNDM3My05M2FlLWQ0ZGMzMDE1Y2IxZg.pdf,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzU0LzU1L2UzLzQ4ODUtNGRkYS05NTk0LWJhOGUzZThjNjA4ZA.xml,"NÃ¦stved, 4700",Farvergade 9 B,Til kapitalejerne i EE Invest ApS - 31032006-4:,Regnskabsklasse B,2015-05-20,2006-03-31,2015-05-29,29518505.0,20658231.0,Ãrsrapport,Anita Wang,EE Invest ApS - 31032006-4,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","KÃ¸benhavn, den 20. maj 2015",,"KÃ¸benhavn, 101",2014-12-31,2014-01-01,2015-05-20,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5501087,indberetninger-20180424,2.5097417999999996,29518505.0,,2018-03-30T17:44:04.233Z,2015-06-11T06:44:26.184Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-53-QG,2015-06-11T06:44:26.237Z,,,,,,,,,,,,,,,,,,,,,,
29518505,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzM0L2NkLzRhLzIwYTAtNDM3My05M2FlLWQ0ZGMzMDE1Y2IxZg.pdf,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzU0LzU1L2UzLzQ4ODUtNGRkYS05NTk0LWJhOGUzZThjNjA4ZA.xml,"NÃ¦stved, 4700",Farvergade 9 B,Til kapitalejerne i EE Invest ApS - 31032006-4:,Regnskabsklasse B,2015-05-20,2006-03-31,2015-05-29,29518505.0,20658231.0,Ãrsrapport,Anita Wang,EE Invest ApS - 31032006-4,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","KÃ¸benhavn, den 20. maj 2015",-26993525.0,"KÃ¸benhavn, 101",2014-12-31,2014-01-01,2015-05-20,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5501087,indberetninger-20180424,2.5097417999999996,29518505.0,,2018-03-30T17:44:04.233Z,2015-06-11T06:44:26.184Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-53-QG,2015-06-11T06:44:26.237Z,,,,,,,,,,,,,,,,,,,,,,
29518505,2014-01-01,2014-12-31,ID_14,,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzM0L2NkLzRhLzIwYTAtNDM3My05M2FlLWQ0ZGMzMDE1Y2IxZg.pdf,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzU0LzU1L2UzLzQ4ODUtNGRkYS05NTk0LWJhOGUzZThjNjA4ZA.xml,"NÃ¦stved, 4700",Farvergade 9 B,Til kapitalejerne i EE Invest ApS - 31032006-4:,Regnskabsklasse B,2015-05-20,2006-03-31,2015-05-29,29518505.0,20658231.0,Ãrsrapport,Anita Wang,EE Invest ApS - 31032006-4,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","KÃ¸benhavn, den 20. maj 2015",,"KÃ¸benhavn, 101",2014-12-31,2014-01-01,2015-05-20,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5501087,indberetninger-20180424,2.5097417999999996,29518505.0,,2018-03-30T17:44:04.233Z,2015-06-11T06:44:26.184Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-53-QG,2015-06-11T06:44:26.237Z,,,,,,,,,,,,,,,,,,,,,,
29518505,2014-01-01,2014-12-31,ID_15,,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzM0L2NkLzRhLzIwYTAtNDM3My05M2FlLWQ0ZGMzMDE1Y2IxZg.pdf,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzU0LzU1L2UzLzQ4ODUtNGRkYS05NTk0LWJhOGUzZThjNjA4ZA.xml,"NÃ¦stved, 4700",Farvergade 9 B,Til kapitalejerne i EE Invest ApS - 31032006-4:,Regnskabsklasse B,2015-05-20,2006-03-31,2015-05-29,29518505.0,20658231.0,Ãrsrapport,Anita Wang,EE Invest ApS - 31032006-4,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","KÃ¸benhavn, den 20. maj 2015",,"KÃ¸benhavn, 101",2014-12-31,2014-01-01,2015-05-20,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5501087,indberetninger-20180424,2.5097417999999996,29518505.0,,2018-03-30T17:44:04.233Z,2015-06-11T06:44:26.184Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-53-QG,2015-06-11T06:44:26.237Z,,,,,,,,,,,,,,,,,,,,,,
29518505,2014-01-01,2014-12-31,ID_16,,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzM0L2NkLzRhLzIwYTAtNDM3My05M2FlLWQ0ZGMzMDE1Y2IxZg.pdf,http://regnskaber.virk.dk/50581592/ZG9rdW1lbnRsYWdlcjovLzAzLzU3LzU0LzU1L2UzLzQ4ODUtNGRkYS05NTk0LWJhOGUzZThjNjA4ZA.xml,"NÃ¦stved, 4700",Farvergade 9 B,Til kapitalejerne i EE Invest ApS - 31032006-4:,Regnskabsklasse B,2015-05-20,2006-03-31,2015-05-29,29518505.0,20658231.0,Ãrsrapport,Anita Wang,EE Invest ApS - 31032006-4,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer","KÃ¸benhavn, den 20. maj 2015",,"KÃ¸benhavn, 101",2014-12-31,2014-01-01,2015-05-20,NÃ¦stved,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5501087,indberetninger-20180424,2.5097417999999996,29518505.0,,2018-03-30T17:44:04.233Z,2015-06-11T06:44:26.184Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-53-QG,2015-06-11T06:44:26.237Z,,,,,,,,,,,,,,,,,,,,,,
