entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMemberOfExecutiveBoardApprovingStatementOfExecutiveAndSupervisoryBoard,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,WagesAndSalaries,WritedownsOfCurrentAssetsOtherThanCurrentFinancialAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
29222142,2011-07-01,2011-07-01,c476,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8vcGRmcy8yOTIyMjE0MjtBcFMzNjU3MDA7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8veGJybHMvWC1GOUJGQTQ5Ny0yMDEzMTIxOV8xNTMzMzRfOTk2.xml,2900  Hellerup,Strandvejen 100,1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2013-12-18,2013-12-18,2013-12-19,DirektÃ¸r,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,29222142.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Advokat Stig Viborg Pedersen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stig Viborg Pedersen,Stig Viborg Pedersen,Advokat Stig Viborg Pedersen ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Hellerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-06-30,2012-07-01,2013-12-18,KÃ¸benhavn,urn:ofk:oid:17390520,indberetninger-20180424,2.5124211,29222142.0,,2018-04-02T02:20:41.682Z,2013-12-20T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.477,2013-12-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29222142,2011-07-01,2011-07-01,c494,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8vcGRmcy8yOTIyMjE0MjtBcFMzNjU3MDA7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8veGJybHMvWC1GOUJGQTQ5Ny0yMDEzMTIxOV8xNTMzMzRfOTk2.xml,2900  Hellerup,Strandvejen 100,1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2013-12-18,2013-12-18,2013-12-19,DirektÃ¸r,Andre eksterne omkostninger omfatter omkostninger til administration.,575.0,29222142.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Advokat Stig Viborg Pedersen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stig Viborg Pedersen,Stig Viborg Pedersen,Advokat Stig Viborg Pedersen ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Hellerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-06-30,2012-07-01,2013-12-18,KÃ¸benhavn,urn:ofk:oid:17390520,indberetninger-20180424,2.5124211,29222142.0,,2018-04-02T02:20:41.682Z,2013-12-20T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.477,2013-12-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29222142,2011-07-01,2012-06-30,c123,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8vcGRmcy8yOTIyMjE0MjtBcFMzNjU3MDA7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8veGJybHMvWC1GOUJGQTQ5Ny0yMDEzMTIxOV8xNTMzMzRfOTk2.xml,2900  Hellerup,Strandvejen 100,1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2013-12-18,2013-12-18,2013-12-19,DirektÃ¸r,Andre eksterne omkostninger omfatter omkostninger til administration.,,29222142.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Advokat Stig Viborg Pedersen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stig Viborg Pedersen,Stig Viborg Pedersen,Advokat Stig Viborg Pedersen ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Hellerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-06-30,2012-07-01,2013-12-18,KÃ¸benhavn,urn:ofk:oid:17390520,indberetninger-20180424,2.5124211,29222142.0,,2018-04-02T02:20:41.682Z,2013-12-20T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.477,2013-12-20T23:00:00.000Z,12802.0,,,,,,,,,,,,,,,,,,,,,,,,
29222142,2011-07-01,2012-06-30,c3,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8vcGRmcy8yOTIyMjE0MjtBcFMzNjU3MDA7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8veGJybHMvWC1GOUJGQTQ5Ny0yMDEzMTIxOV8xNTMzMzRfOTk2.xml,2900  Hellerup,Strandvejen 100,1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2013-12-18,2013-12-18,2013-12-19,DirektÃ¸r,Andre eksterne omkostninger omfatter omkostninger til administration.,,29222142.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Advokat Stig Viborg Pedersen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stig Viborg Pedersen,Stig Viborg Pedersen,Advokat Stig Viborg Pedersen ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Hellerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-06-30,2012-07-01,2013-12-18,KÃ¸benhavn,urn:ofk:oid:17390520,indberetninger-20180424,2.5124211,29222142.0,,2018-04-02T02:20:41.682Z,2013-12-20T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.477,2013-12-20T23:00:00.000Z,12802.0,66403.0,76405.0,23503.0,440.0,3240.0,12802.0,10002.0,42900.0,0.0,,,,,,,,,,,,,,,
29222142,2011-07-01,2012-06-30,c495,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8vcGRmcy8yOTIyMjE0MjtBcFMzNjU3MDA7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8veGJybHMvWC1GOUJGQTQ5Ny0yMDEzMTIxOV8xNTMzMzRfOTk2.xml,2900  Hellerup,Strandvejen 100,1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2013-12-18,2013-12-18,2013-12-19,DirektÃ¸r,Andre eksterne omkostninger omfatter omkostninger til administration.,,29222142.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Advokat Stig Viborg Pedersen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stig Viborg Pedersen,Stig Viborg Pedersen,Advokat Stig Viborg Pedersen ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Hellerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-06-30,2012-07-01,2013-12-18,KÃ¸benhavn,urn:ofk:oid:17390520,indberetninger-20180424,2.5124211,29222142.0,,2018-04-02T02:20:41.682Z,2013-12-20T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.477,2013-12-20T23:00:00.000Z,12802.0,,,,,,,,,,,,,,,,,,,,,,,,
29222142,2012-06-30,2012-06-30,c4,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8vcGRmcy8yOTIyMjE0MjtBcFMzNjU3MDA7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8veGJybHMvWC1GOUJGQTQ5Ny0yMDEzMTIxOV8xNTMzMzRfOTk2.xml,2900  Hellerup,Strandvejen 100,1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2013-12-18,2013-12-18,2013-12-19,DirektÃ¸r,Andre eksterne omkostninger omfatter omkostninger til administration.,138377.0,29222142.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Advokat Stig Viborg Pedersen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stig Viborg Pedersen,Stig Viborg Pedersen,Advokat Stig Viborg Pedersen ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Hellerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-06-30,2012-07-01,2013-12-18,KÃ¸benhavn,urn:ofk:oid:17390520,indberetninger-20180424,2.5124211,29222142.0,,2018-04-02T02:20:41.682Z,2013-12-20T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.477,2013-12-20T23:00:00.000Z,,,,,,,,,,,781450.0,393061.0,125000.0,781450.0,781450.0,643073.0,453073.0,13377.0,643073.0,0.0,388389.0,238441.0,2617.0,190000.0,147331.0
29222142,2012-06-30,2012-06-30,c472,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8vcGRmcy8yOTIyMjE0MjtBcFMzNjU3MDA7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8veGJybHMvWC1GOUJGQTQ5Ny0yMDEzMTIxOV8xNTMzMzRfOTk2.xml,2900  Hellerup,Strandvejen 100,1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2013-12-18,2013-12-18,2013-12-19,DirektÃ¸r,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,29222142.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Advokat Stig Viborg Pedersen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stig Viborg Pedersen,Stig Viborg Pedersen,Advokat Stig Viborg Pedersen ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Hellerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-06-30,2012-07-01,2013-12-18,KÃ¸benhavn,urn:ofk:oid:17390520,indberetninger-20180424,2.5124211,29222142.0,,2018-04-02T02:20:41.682Z,2013-12-20T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.477,2013-12-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29222142,2012-06-30,2012-06-30,c496,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8vcGRmcy8yOTIyMjE0MjtBcFMzNjU3MDA7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8veGJybHMvWC1GOUJGQTQ5Ny0yMDEzMTIxOV8xNTMzMzRfOTk2.xml,2900  Hellerup,Strandvejen 100,1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2013-12-18,2013-12-18,2013-12-19,DirektÃ¸r,Andre eksterne omkostninger omfatter omkostninger til administration.,13377.0,29222142.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Advokat Stig Viborg Pedersen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stig Viborg Pedersen,Stig Viborg Pedersen,Advokat Stig Viborg Pedersen ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Hellerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-06-30,2012-07-01,2013-12-18,KÃ¸benhavn,urn:ofk:oid:17390520,indberetninger-20180424,2.5124211,29222142.0,,2018-04-02T02:20:41.682Z,2013-12-20T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.477,2013-12-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29222142,2012-07-01,2012-07-01,c199,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8vcGRmcy8yOTIyMjE0MjtBcFMzNjU3MDA7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8veGJybHMvWC1GOUJGQTQ5Ny0yMDEzMTIxOV8xNTMzMzRfOTk2.xml,2900  Hellerup,Strandvejen 100,1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2013-12-18,2013-12-18,2013-12-19,DirektÃ¸r,Andre eksterne omkostninger omfatter omkostninger til administration.,13377.0,29222142.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Advokat Stig Viborg Pedersen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stig Viborg Pedersen,Stig Viborg Pedersen,Advokat Stig Viborg Pedersen ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Hellerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-06-30,2012-07-01,2013-12-18,KÃ¸benhavn,urn:ofk:oid:17390520,indberetninger-20180424,2.5124211,29222142.0,,2018-04-02T02:20:41.682Z,2013-12-20T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.477,2013-12-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
29222142,2012-07-01,2012-07-01,c473,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8vcGRmcy8yOTIyMjE0MjtBcFMzNjU3MDA7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/24122292/Y3ZyLmRrOi8veGJybHMvWC1GOUJGQTQ5Ny0yMDEzMTIxOV8xNTMzMzRfOTk2.xml,2900  Hellerup,Strandvejen 100,1264 KÃ¸benhavn K,Store Kongensgade 68,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2013-12-18,2013-12-18,2013-12-19,DirektÃ¸r,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,29222142.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Advokat Stig Viborg Pedersen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Stig Viborg Pedersen,Stig Viborg Pedersen,Advokat Stig Viborg Pedersen ApS,"CHRISTENSEN KJÃRULFF, statsautoriseret revisionsaktieselskab",Hellerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-06-30,2012-07-01,2013-12-18,KÃ¸benhavn,urn:ofk:oid:17390520,indberetninger-20180424,2.5124211,29222142.0,,2018-04-02T02:20:41.682Z,2013-12-20T23:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.477,2013-12-20T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,
