entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
32771874,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2NmL2MxLzkwL2JiMTctNGZhZC04YWViLWJjMDYyY2ZhNjZmZg.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2RmLzljL2JkL2YxMDAtNDA0My1hY2ZiLTFiZWZkYTQyOWE3MA.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzVmL2NlL2E1Lzg1NjItNDA2Mi1hM2E0LTE3ZDAzNTllMDFlMg.xml,Danmark,KÃ¸benhavn C,Strandgade 3,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,Regnskabsklasse B,2015-04-25,0.0,0.0,-442476.0,412992.0,442476.0,32771874.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul hristtreu,Nordea Bank Danmark A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,29484.0,2013-01-01,2013-12-31,374876.0,412992.0,442476.0,2014-12-31,2014-01-01,0.0,38116.0,Ingen bistand,urn:ofk:oid:5159475,indberetninger-20180424,2.594777,32771874.0,,2018-03-30T12:34:46.649Z,2015-04-25T11:08:01.011Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-PM,2015-04-25T11:08:01.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2NmL2MxLzkwL2JiMTctNGZhZC04YWViLWJjMDYyY2ZhNjZmZg.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2RmLzljL2JkL2YxMDAtNDA0My1hY2ZiLTFiZWZkYTQyOWE3MA.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzVmL2NlL2E1Lzg1NjItNDA2Mi1hM2E0LTE3ZDAzNTllMDFlMg.xml,Danmark,KÃ¸benhavn C,Strandgade 3,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,Regnskabsklasse B,2015-04-25,0.0,0.0,,,,32771874.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul hristtreu,Nordea Bank Danmark A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5159475,indberetninger-20180424,2.594777,32771874.0,,2018-03-30T12:34:46.649Z,2015-04-25T11:08:01.011Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-PM,2015-04-25T11:08:01.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2NmL2MxLzkwL2JiMTctNGZhZC04YWViLWJjMDYyY2ZhNjZmZg.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2RmLzljL2JkL2YxMDAtNDA0My1hY2ZiLTFiZWZkYTQyOWE3MA.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzVmL2NlL2E1Lzg1NjItNDA2Mi1hM2E0LTE3ZDAzNTllMDFlMg.xml,Danmark,KÃ¸benhavn C,Strandgade 3,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,Regnskabsklasse B,2015-04-25,0.0,0.0,,,,32771874.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul hristtreu,Nordea Bank Danmark A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5159475,indberetninger-20180424,2.594777,32771874.0,,2018-03-30T12:34:46.649Z,2015-04-25T11:08:01.011Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-PM,2015-04-25T11:08:01.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2013-01-01,2013-12-31,c9,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2NmL2MxLzkwL2JiMTctNGZhZC04YWViLWJjMDYyY2ZhNjZmZg.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2RmLzljL2JkL2YxMDAtNDA0My1hY2ZiLTFiZWZkYTQyOWE3MA.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzVmL2NlL2E1Lzg1NjItNDA2Mi1hM2E0LTE3ZDAzNTllMDFlMg.xml,Danmark,KÃ¸benhavn C,Strandgade 3,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,Regnskabsklasse B,2015-04-25,0.0,0.0,,,,32771874.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul hristtreu,Nordea Bank Danmark A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2013-01-01,2013-12-31,374876.0,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5159475,indberetninger-20180424,2.594777,32771874.0,,2018-03-30T12:34:46.649Z,2015-04-25T11:08:01.011Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-PM,2015-04-25T11:08:01.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2013-12-31,2013-12-31,c11,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2NmL2MxLzkwL2JiMTctNGZhZC04YWViLWJjMDYyY2ZhNjZmZg.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2RmLzljL2JkL2YxMDAtNDA0My1hY2ZiLTFiZWZkYTQyOWE3MA.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzVmL2NlL2E1Lzg1NjItNDA2Mi1hM2E0LTE3ZDAzNTllMDFlMg.xml,Danmark,KÃ¸benhavn C,Strandgade 3,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,Regnskabsklasse B,2015-04-25,0.0,0.0,,,,32771874.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul hristtreu,Nordea Bank Danmark A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5159475,indberetninger-20180424,2.594777,32771874.0,,2018-03-30T12:34:46.649Z,2015-04-25T11:08:01.011Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-PM,2015-04-25T11:08:01.047Z,1618978.0,0.0,0.0,125000.0,0.0,448388.0,0.0,0.0,0.0,0.0,0.0,1618978.0,1170590.0,346379.0,1618978.0,0.0,0.0,384495.0,0.0,38116.0,0.0,1618978.0,1618978.0,0.0,0.0,786095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323388.0,0.0,0.0,786095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
32771874,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2NmL2MxLzkwL2JiMTctNGZhZC04YWViLWJjMDYyY2ZhNjZmZg.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2RmLzljL2JkL2YxMDAtNDA0My1hY2ZiLTFiZWZkYTQyOWE3MA.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzVmL2NlL2E1Lzg1NjItNDA2Mi1hM2E0LTE3ZDAzNTllMDFlMg.xml,Danmark,KÃ¸benhavn C,Strandgade 3,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,Regnskabsklasse B,2015-04-25,0.0,0.0,46976.0,-78055.0,-46976.0,32771874.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul hristtreu,Nordea Bank Danmark A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,31079.0,2013-01-01,2013-12-31,-60102.0,-78055.0,-46976.0,2014-12-31,2014-01-01,0.0,-17953.0,Ingen bistand,urn:ofk:oid:5159475,indberetninger-20180424,2.594777,32771874.0,,2018-03-30T12:34:46.649Z,2015-04-25T11:08:01.011Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-PM,2015-04-25T11:08:01.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2NmL2MxLzkwL2JiMTctNGZhZC04YWViLWJjMDYyY2ZhNjZmZg.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2RmLzljL2JkL2YxMDAtNDA0My1hY2ZiLTFiZWZkYTQyOWE3MA.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzVmL2NlL2E1Lzg1NjItNDA2Mi1hM2E0LTE3ZDAzNTllMDFlMg.xml,Danmark,KÃ¸benhavn C,Strandgade 3,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,Regnskabsklasse B,2015-04-25,0.0,0.0,,,,32771874.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul hristtreu,Nordea Bank Danmark A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5159475,indberetninger-20180424,2.594777,32771874.0,,2018-03-30T12:34:46.649Z,2015-04-25T11:08:01.011Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-PM,2015-04-25T11:08:01.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Christtreu,DirektÃ¸r
32771874,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2NmL2MxLzkwL2JiMTctNGZhZC04YWViLWJjMDYyY2ZhNjZmZg.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2RmLzljL2JkL2YxMDAtNDA0My1hY2ZiLTFiZWZkYTQyOWE3MA.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzVmL2NlL2E1Lzg1NjItNDA2Mi1hM2E0LTE3ZDAzNTllMDFlMg.xml,Danmark,KÃ¸benhavn C,Strandgade 3,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,Regnskabsklasse B,2015-04-25,0.0,0.0,,,,32771874.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul hristtreu,Nordea Bank Danmark A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5159475,indberetninger-20180424,2.594777,32771874.0,,2018-03-30T12:34:46.649Z,2015-04-25T11:08:01.011Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-PM,2015-04-25T11:08:01.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mette Marie Christtreu,Besturelsesformand
32771874,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2NmL2MxLzkwL2JiMTctNGZhZC04YWViLWJjMDYyY2ZhNjZmZg.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2RmLzljL2JkL2YxMDAtNDA0My1hY2ZiLTFiZWZkYTQyOWE3MA.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzVmL2NlL2E1Lzg1NjItNDA2Mi1hM2E0LTE3ZDAzNTllMDFlMg.xml,Danmark,KÃ¸benhavn C,Strandgade 3,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,Regnskabsklasse B,2015-04-25,0.0,0.0,,,,32771874.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul hristtreu,Nordea Bank Danmark A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5159475,indberetninger-20180424,2.594777,32771874.0,,2018-03-30T12:34:46.649Z,2015-04-25T11:08:01.011Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-PM,2015-04-25T11:08:01.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2JkL2NmL2MxLzkwL2JiMTctNGZhZC04YWViLWJjMDYyY2ZhNjZmZg.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2RmLzljL2JkL2YxMDAtNDA0My1hY2ZiLTFiZWZkYTQyOWE3MA.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzVmL2NlL2E1Lzg1NjItNDA2Mi1hM2E0LTE3ZDAzNTllMDFlMg.xml,Danmark,KÃ¸benhavn C,Strandgade 3,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,Regnskabsklasse B,2015-04-25,0.0,0.0,,,,32771874.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Paul hristtreu,Nordea Bank Danmark A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5159475,indberetninger-20180424,2.594777,32771874.0,,2018-03-30T12:34:46.649Z,2015-04-25T11:08:01.011Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AB-04-PM,2015-04-25T11:08:01.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
