entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
32771874,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2MwLzAyLzYyL2JlYzQtNDI5ZC1hNTc2LWVjYTE3N2NkNzhhNA.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzlhL2RhLzAwLzE0MTgtNDkzYS1iNTE5LTkwYTA1OGU4NzI5Yg.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzk0L2U1L2Y1LzdmYmMtNDkzYS05MTU5LWYyNmEzMDc2MGQyNQ.xml,Danmark,Aalborg,9000.0,Skelagervej 15,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,0.0,0.0,46976.0,-46976.0,32771874.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Paul Christtreu,Spar Nord Bank A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,31079.0,2014-01-01,2014-12-31,-60102.0,-78055.0,-46976.0,2015-12-31,2015-01-01,0.0,-17953.0,true,Ingen bistand,urn:ofk:oid:21986995,indberetninger-20180424,2.495825,32771874,,2018-03-28T20:03:03.069Z,2016-02-14T14:55:41.722Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-27-SW,2016-02-14T14:55:41.938Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2MwLzAyLzYyL2JlYzQtNDI5ZC1hNTc2LWVjYTE3N2NkNzhhNA.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzlhL2RhLzAwLzE0MTgtNDkzYS1iNTE5LTkwYTA1OGU4NzI5Yg.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzk0L2U1L2Y1LzdmYmMtNDkzYS05MTU5LWYyNmEzMDc2MGQyNQ.xml,Danmark,Aalborg,9000.0,Skelagervej 15,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,,,,,32771874.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Paul Christtreu,Spar Nord Bank A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,,true,Ingen bistand,urn:ofk:oid:21986995,indberetninger-20180424,2.495825,32771874,,2018-03-28T20:03:03.069Z,2016-02-14T14:55:41.722Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-27-SW,2016-02-14T14:55:41.938Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2MwLzAyLzYyL2JlYzQtNDI5ZC1hNTc2LWVjYTE3N2NkNzhhNA.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzlhL2RhLzAwLzE0MTgtNDkzYS1iNTE5LTkwYTA1OGU4NzI5Yg.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzk0L2U1L2Y1LzdmYmMtNDkzYS05MTU5LWYyNmEzMDc2MGQyNQ.xml,Danmark,Aalborg,9000.0,Skelagervej 15,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,,,,,32771874.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Paul Christtreu,Spar Nord Bank A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,,true,Ingen bistand,urn:ofk:oid:21986995,indberetninger-20180424,2.495825,32771874,,2018-03-28T20:03:03.069Z,2016-02-14T14:55:41.722Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-27-SW,2016-02-14T14:55:41.938Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2MwLzAyLzYyL2JlYzQtNDI5ZC1hNTc2LWVjYTE3N2NkNzhhNA.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzlhL2RhLzAwLzE0MTgtNDkzYS1iNTE5LTkwYTA1OGU4NzI5Yg.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzk0L2U1L2Y1LzdmYmMtNDkzYS05MTU5LWYyNmEzMDc2MGQyNQ.xml,Danmark,Aalborg,9000.0,Skelagervej 15,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,,,,,32771874.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Paul Christtreu,Spar Nord Bank A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2014-01-01,2014-12-31,-60102.0,,,2015-12-31,2015-01-01,,,true,Ingen bistand,urn:ofk:oid:21986995,indberetninger-20180424,2.495825,32771874,,2018-03-28T20:03:03.069Z,2016-02-14T14:55:41.722Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-27-SW,2016-02-14T14:55:41.938Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2MwLzAyLzYyL2JlYzQtNDI5ZC1hNTc2LWVjYTE3N2NkNzhhNA.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzlhL2RhLzAwLzE0MTgtNDkzYS1iNTE5LTkwYTA1OGU4NzI5Yg.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzk0L2U1L2Y1LzdmYmMtNDkzYS05MTU5LWYyNmEzMDc2MGQyNQ.xml,Danmark,Aalborg,9000.0,Skelagervej 15,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,,,,,32771874.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Paul Christtreu,Spar Nord Bank A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,,true,Ingen bistand,urn:ofk:oid:21986995,indberetninger-20180424,2.495825,32771874,,2018-03-28T20:03:03.069Z,2016-02-14T14:55:41.722Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-27-SW,2016-02-14T14:55:41.938Z,1693046.0,0.0,0.0,125000.0,17953.0,388286.0,0.0,0.0,0.0,0.0,0.0,1693046.0,1304760.0,349745.0,1675093.0,0.0,0.0,349745.0,0.0,0.0,0.0,1675093.0,1675093.0,0.0,0.0,955015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263286.0,0.0,0.0,955015.0,0.0,0.0,0.0,17953.0,0.0,0.0,0.0,17953.0,0.0,0.0
32771874,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2MwLzAyLzYyL2JlYzQtNDI5ZC1hNTc2LWVjYTE3N2NkNzhhNA.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzlhL2RhLzAwLzE0MTgtNDkzYS1iNTE5LTkwYTA1OGU4NzI5Yg.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzk0L2U1L2Y1LzdmYmMtNDkzYS05MTU5LWYyNmEzMDc2MGQyNQ.xml,Danmark,Aalborg,9000.0,Skelagervej 15,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,0.0,0.0,-586280.0,586280.0,32771874.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Paul Christtreu,Spar Nord Bank A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,36405.0,2014-01-01,2014-12-31,464001.0,549875.0,586280.0,2015-12-31,2015-01-01,0.0,85874.0,true,Ingen bistand,urn:ofk:oid:21986995,indberetninger-20180424,2.495825,32771874,,2018-03-28T20:03:03.069Z,2016-02-14T14:55:41.722Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-27-SW,2016-02-14T14:55:41.938Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2MwLzAyLzYyL2JlYzQtNDI5ZC1hNTc2LWVjYTE3N2NkNzhhNA.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzlhL2RhLzAwLzE0MTgtNDkzYS1iNTE5LTkwYTA1OGU4NzI5Yg.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzk0L2U1L2Y1LzdmYmMtNDkzYS05MTU5LWYyNmEzMDc2MGQyNQ.xml,Danmark,Aalborg,9000.0,Skelagervej 15,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,,,,,32771874.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Paul Christtreu,Spar Nord Bank A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,,true,Ingen bistand,urn:ofk:oid:21986995,indberetninger-20180424,2.495825,32771874,,2018-03-28T20:03:03.069Z,2016-02-14T14:55:41.722Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-27-SW,2016-02-14T14:55:41.938Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2MwLzAyLzYyL2JlYzQtNDI5ZC1hNTc2LWVjYTE3N2NkNzhhNA.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzlhL2RhLzAwLzE0MTgtNDkzYS1iNTE5LTkwYTA1OGU4NzI5Yg.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzk0L2U1L2Y1LzdmYmMtNDkzYS05MTU5LWYyNmEzMDc2MGQyNQ.xml,Danmark,Aalborg,9000.0,Skelagervej 15,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,,,,,32771874.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Paul Christtreu,Spar Nord Bank A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,,true,Ingen bistand,urn:ofk:oid:21986995,indberetninger-20180424,2.495825,32771874,,2018-03-28T20:03:03.069Z,2016-02-14T14:55:41.722Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-27-SW,2016-02-14T14:55:41.938Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2MwLzAyLzYyL2JlYzQtNDI5ZC1hNTc2LWVjYTE3N2NkNzhhNA.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzlhL2RhLzAwLzE0MTgtNDkzYS1iNTE5LTkwYTA1OGU4NzI5Yg.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzk0L2U1L2Y1LzdmYmMtNDkzYS05MTU5LWYyNmEzMDc2MGQyNQ.xml,Danmark,Aalborg,9000.0,Skelagervej 15,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,,,,,32771874.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Paul Christtreu,Spar Nord Bank A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2014-01-01,2014-12-31,464001.0,,,2015-12-31,2015-01-01,,,true,Ingen bistand,urn:ofk:oid:21986995,indberetninger-20180424,2.495825,32771874,,2018-03-28T20:03:03.069Z,2016-02-14T14:55:41.722Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-27-SW,2016-02-14T14:55:41.938Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32771874,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0L2MwLzAyLzYyL2JlYzQtNDI5ZC1hNTc2LWVjYTE3N2NkNzhhNA.xhtml,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzlhL2RhLzAwLzE0MTgtNDkzYS1iNTE5LTkwYTA1OGU4NzI5Yg.pdf,http://regnskaber.virk.dk/47817723/ZG9rdW1lbnRsYWdlcjovLzAzLzg3Lzk0L2U1L2Y1LzdmYmMtNDkzYS05MTU5LWYyNmEzMDc2MGQyNQ.xml,Danmark,Aalborg,9000.0,Skelagervej 15,Fredensborg,3480.0,13.0,Stationsvej,3480 Fredensborg,Stationsvej 13,"Regnskabsklasse B, mikrovirksomhed",2016-02-11,,,,,32771874.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Paul Christtreu,Spar Nord Bank A/S,GENERATIONSSKIFTE RÃDGIVNING ApS,Paul Christtreu,,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,,true,Ingen bistand,urn:ofk:oid:21986995,indberetninger-20180424,2.495825,32771874,,2018-03-28T20:03:03.069Z,2016-02-14T14:55:41.722Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-27-SW,2016-02-14T14:55:41.938Z,3015371.0,446.0,0.0,125000.0,446.0,852287.0,0.0,0.0,0.0,0.0,0.0,3015371.0,2163084.0,982199.0,3014925.0,0.0,0.0,1068073.0,0.0,85874.0,0.0,3014925.0,3014925.0,0.0,0.0,1095011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727287.0,0.0,0.0,1095011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
