entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DisclosureOfPositiveOrNegativeBalancesRelatedToTheFirstRecognitionOfInvestmentsInGroupEnterprises,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdditionsToInvestments,AmortisationOfGoodwillOfInvestments,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,OtherAdjustmentsRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
28151810,2017-01-01,2017-01-01,c172,,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzdhL2M5L2RjLzVhM2ItNGQ0MS04Njk5LTRhYzk1YWQwZmFiNw.pdf,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2U5LzRkLzFmL2NhODItNDAzMi05NDZkLWU2YTM2ODhiY2M1MQ.xml,-62501.0,-587371.0,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2004-11-02,2019-05-09,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,0.0,32285201.0,28151810.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for CBJ Holding ApS.,Ãrsrapport,651320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Carsten Bergfriedt Jensen,Carsten Bergfriedt Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",CBJ Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,2019-05-09,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27121997,indberetninger-20180424,2.5118406,28151810.0,AWqqw_PkRYGX6_YTHmzn,2019-05-12T06:39:18.308Z,2019-05-12T06:38:49.325Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-05-PA,2019-05-12T06:38:49.543Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151810,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzdhL2M5L2RjLzVhM2ItNGQ0MS04Njk5LTRhYzk1YWQwZmFiNw.pdf,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2U5LzRkLzFmL2NhODItNDAzMi05NDZkLWU2YTM2ODhiY2M1MQ.xml,3339200.0,1307018.0,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2004-11-02,2019-05-09,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,0.0,32285201.0,28151810.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for CBJ Holding ApS.,Ãrsrapport,3333333.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Carsten Bergfriedt Jensen,Carsten Bergfriedt Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",CBJ Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,2019-05-09,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27121997,indberetninger-20180424,2.5118406,28151810.0,AWqqw_PkRYGX6_YTHmzn,2019-05-12T06:39:18.308Z,2019-05-12T06:38:49.325Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-05-PA,2019-05-12T06:38:49.543Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151810,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzdhL2M5L2RjLzVhM2ItNGQ0MS04Njk5LTRhYzk1YWQwZmFiNw.pdf,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2U5LzRkLzFmL2NhODItNDAzMi05NDZkLWU2YTM2ODhiY2M1MQ.xml,,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2004-11-02,2019-05-09,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,0.0,32285201.0,28151810.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for CBJ Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Carsten Bergfriedt Jensen,Carsten Bergfriedt Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",CBJ Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,2019-05-09,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27121997,indberetninger-20180424,2.5118406,28151810.0,AWqqw_PkRYGX6_YTHmzn,2019-05-12T06:39:18.308Z,2019-05-12T06:38:49.325Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-05-PA,2019-05-12T06:38:49.543Z,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151810,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzdhL2M5L2RjLzVhM2ItNGQ0MS04Njk5LTRhYzk1YWQwZmFiNw.pdf,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2U5LzRkLzFmL2NhODItNDAzMi05NDZkLWU2YTM2ODhiY2M1MQ.xml,,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2004-11-02,2019-05-09,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,0.0,32285201.0,28151810.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for CBJ Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Carsten Bergfriedt Jensen,Carsten Bergfriedt Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",CBJ Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,2019-05-09,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27121997,indberetninger-20180424,2.5118406,28151810.0,AWqqw_PkRYGX6_YTHmzn,2019-05-12T06:39:18.308Z,2019-05-12T06:38:49.325Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-05-PA,2019-05-12T06:38:49.543Z,-432248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151810,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzdhL2M5L2RjLzVhM2ItNGQ0MS04Njk5LTRhYzk1YWQwZmFiNw.pdf,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2U5LzRkLzFmL2NhODItNDAzMi05NDZkLWU2YTM2ODhiY2M1MQ.xml,,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2004-11-02,2019-05-09,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,0.0,32285201.0,28151810.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for CBJ Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Carsten Bergfriedt Jensen,Carsten Bergfriedt Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",CBJ Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,2019-05-09,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27121997,indberetninger-20180424,2.5118406,28151810.0,AWqqw_PkRYGX6_YTHmzn,2019-05-12T06:39:18.308Z,2019-05-12T06:38:49.325Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-05-PA,2019-05-12T06:38:49.543Z,,50000.0,1463.0,-51000.0,-83451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151810,2017-01-01,2017-12-31,c236,,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzdhL2M5L2RjLzVhM2ItNGQ0MS04Njk5LTRhYzk1YWQwZmFiNw.pdf,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2U5LzRkLzFmL2NhODItNDAzMi05NDZkLWU2YTM2ODhiY2M1MQ.xml,,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2004-11-02,2019-05-09,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,0.0,32285201.0,28151810.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for CBJ Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Carsten Bergfriedt Jensen,Carsten Bergfriedt Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",CBJ Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,2019-05-09,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27121997,indberetninger-20180424,2.5118406,28151810.0,AWqqw_PkRYGX6_YTHmzn,2019-05-12T06:39:18.308Z,2019-05-12T06:38:49.325Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-05-PA,2019-05-12T06:38:49.543Z,,,,,336702.0,-129020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151810,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzdhL2M5L2RjLzVhM2ItNGQ0MS04Njk5LTRhYzk1YWQwZmFiNw.pdf,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2U5LzRkLzFmL2NhODItNDAzMi05NDZkLWU2YTM2ODhiY2M1MQ.xml,,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2004-11-02,2019-05-09,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,0.0,32285201.0,28151810.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for CBJ Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Carsten Bergfriedt Jensen,Carsten Bergfriedt Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",CBJ Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,2019-05-09,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27121997,indberetninger-20180424,2.5118406,28151810.0,AWqqw_PkRYGX6_YTHmzn,2019-05-12T06:39:18.308Z,2019-05-12T06:38:49.325Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-05-PA,2019-05-12T06:38:49.543Z,667752.0,,,,,,-9816.0,336702.0,-84914.0,11130.0,531072.0,23142.0,785056.0,-9816.0,117304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151810,2017-01-01,2017-12-31,c411,,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzdhL2M5L2RjLzVhM2ItNGQ0MS04Njk5LTRhYzk1YWQwZmFiNw.pdf,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2U5LzRkLzFmL2NhODItNDAzMi05NDZkLWU2YTM2ODhiY2M1MQ.xml,,,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2004-11-02,2019-05-09,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,0.0,32285201.0,28151810.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for CBJ Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Carsten Bergfriedt Jensen,Carsten Bergfriedt Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",CBJ Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,2019-05-09,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27121997,indberetninger-20180424,2.5118406,28151810.0,AWqqw_PkRYGX6_YTHmzn,2019-05-12T06:39:18.308Z,2019-05-12T06:38:49.325Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-05-PA,2019-05-12T06:38:49.543Z,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151810,2017-12-31,2017-12-31,c176,,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzdhL2M5L2RjLzVhM2ItNGQ0MS04Njk5LTRhYzk1YWQwZmFiNw.pdf,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2U5LzRkLzFmL2NhODItNDAzMi05NDZkLWU2YTM2ODhiY2M1MQ.xml,,-721822.0,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2004-11-02,2019-05-09,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,0.0,32285201.0,28151810.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for CBJ Holding ApS.,Ãrsrapport,701320.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Carsten Bergfriedt Jensen,Carsten Bergfriedt Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",CBJ Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,2019-05-09,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27121997,indberetninger-20180424,2.5118406,28151810.0,AWqqw_PkRYGX6_YTHmzn,2019-05-12T06:39:18.308Z,2019-05-12T06:38:49.325Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-05-PA,2019-05-12T06:38:49.543Z,,,,,,,,,,,,,,,,40536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151810,2017-12-31,2017-12-31,c237,,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzdhL2M5L2RjLzVhM2ItNGQ0MS04Njk5LTRhYzk1YWQwZmFiNw.pdf,http://regnskaber.virk.dk/01815182/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2U5LzRkLzFmL2NhODItNDAzMi05NDZkLWU2YTM2ODhiY2M1MQ.xml,,1514700.0,Danmark,Vejle,7100.0,2.0,Gunhilds Plads,Vejle,7100.0,5.0,Friis Hansens Vej,"7100, Vejle","Gunhilds Plads, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-09,2019-05-09,2004-11-02,2019-05-09,statsautoriseret revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,0.0,32285201.0,28151810.0,32285201.0,mne34103,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for CBJ Holding ApS.,Ãrsrapport,3333333.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jesper HÃ¸rby Jensen,Carsten Bergfriedt Jensen,Carsten Bergfriedt Jensen,"Martinsen, Statsautoriseret Revisionspartnerselskab",CBJ Holding ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Vejle,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,2019-05-09,Vejle,75 82 10 55,direktÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27121997,indberetninger-20180424,2.5118406,28151810.0,AWqqw_PkRYGX6_YTHmzn,2019-05-12T06:39:18.308Z,2019-05-12T06:38:49.325Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-05-PA,2019-05-12T06:38:49.543Z,,,,,,,,,,,,,,,,1508833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
