entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables
33504772,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzIwL2IyLzVhL2I5ZDAtNDMxZS04YmVjLWRkOTdmYzUzMWI4ZQ.xhtml,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2YyL2UwLzBhLzUyODgtNGIyOC1hZDExLWQ0MmU2MjMwM2Y4Yw.pdf,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzQyLzEzLzAwLzliMmUtNDYyMC1hY2UzLTkzZWYzMTgzNzIzNQ.xml,true,KÃ¸benhavn K,1052.0,"2, 1 th",Herluf Trolles Gade,1052 Kbh K,"Herluf Trolles Gade 2, 1. th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-11,0.0,0.0,0.0,0.0,33504772.0,0.0,0.0,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen aktivitetÂ </p>",Lars Vermund,VFF ApS,Lars Vermund,0.0,0.0,2017-01-01,2017-12-31,0.0,0.0,0.0,2018-12-31,2018-01-01,0.0,false,0.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27466169,indberetninger-20180424,2.5955619999999997,33504772.0,AWtGLDbYRYGX6_YTIpTl,2019-06-11T10:53:54.594Z,2019-06-11T10:53:50.610Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-20-UF,2019-06-11T10:53:50.778Z,,,,,,,,,,,,,,,,,
33504772,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzIwL2IyLzVhL2I5ZDAtNDMxZS04YmVjLWRkOTdmYzUzMWI4ZQ.xhtml,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2YyL2UwLzBhLzUyODgtNGIyOC1hZDExLWQ0MmU2MjMwM2Y4Yw.pdf,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzQyLzEzLzAwLzliMmUtNDYyMC1hY2UzLTkzZWYzMTgzNzIzNQ.xml,true,KÃ¸benhavn K,1052.0,"2, 1 th",Herluf Trolles Gade,1052 Kbh K,"Herluf Trolles Gade 2, 1. th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-11,,,,,33504772.0,,,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen aktivitetÂ </p>",Lars Vermund,VFF ApS,Lars Vermund,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27466169,indberetninger-20180424,2.5955619999999997,33504772.0,AWtGLDbYRYGX6_YTIpTl,2019-06-11T10:53:54.594Z,2019-06-11T10:53:50.610Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-20-UF,2019-06-11T10:53:50.778Z,,,,,,,,,,,,,,,,,
33504772,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzIwL2IyLzVhL2I5ZDAtNDMxZS04YmVjLWRkOTdmYzUzMWI4ZQ.xhtml,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2YyL2UwLzBhLzUyODgtNGIyOC1hZDExLWQ0MmU2MjMwM2Y4Yw.pdf,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzQyLzEzLzAwLzliMmUtNDYyMC1hY2UzLTkzZWYzMTgzNzIzNQ.xml,true,KÃ¸benhavn K,1052.0,"2, 1 th",Herluf Trolles Gade,1052 Kbh K,"Herluf Trolles Gade 2, 1. th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-11,,,,,33504772.0,,,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen aktivitetÂ </p>",Lars Vermund,VFF ApS,Lars Vermund,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27466169,indberetninger-20180424,2.5955619999999997,33504772.0,AWtGLDbYRYGX6_YTIpTl,2019-06-11T10:53:54.594Z,2019-06-11T10:53:50.610Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-20-UF,2019-06-11T10:53:50.778Z,,,,,,,,,,,,,,,,,
33504772,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzIwL2IyLzVhL2I5ZDAtNDMxZS04YmVjLWRkOTdmYzUzMWI4ZQ.xhtml,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2YyL2UwLzBhLzUyODgtNGIyOC1hZDExLWQ0MmU2MjMwM2Y4Yw.pdf,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzQyLzEzLzAwLzliMmUtNDYyMC1hY2UzLTkzZWYzMTgzNzIzNQ.xml,true,KÃ¸benhavn K,1052.0,"2, 1 th",Herluf Trolles Gade,1052 Kbh K,"Herluf Trolles Gade 2, 1. th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-11,,,,,33504772.0,,,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen aktivitetÂ </p>",Lars Vermund,VFF ApS,Lars Vermund,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27466169,indberetninger-20180424,2.5955619999999997,33504772.0,AWtGLDbYRYGX6_YTIpTl,2019-06-11T10:53:54.594Z,2019-06-11T10:53:50.610Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-20-UF,2019-06-11T10:53:50.778Z,,,,,,,,,,,,,,,,,
33504772,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzIwL2IyLzVhL2I5ZDAtNDMxZS04YmVjLWRkOTdmYzUzMWI4ZQ.xhtml,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2YyL2UwLzBhLzUyODgtNGIyOC1hZDExLWQ0MmU2MjMwM2Y4Yw.pdf,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzQyLzEzLzAwLzliMmUtNDYyMC1hY2UzLTkzZWYzMTgzNzIzNQ.xml,true,KÃ¸benhavn K,1052.0,"2, 1 th",Herluf Trolles Gade,1052 Kbh K,"Herluf Trolles Gade 2, 1. th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-11,,,,,33504772.0,,,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen aktivitetÂ </p>",Lars Vermund,VFF ApS,Lars Vermund,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27466169,indberetninger-20180424,2.5955619999999997,33504772.0,AWtGLDbYRYGX6_YTIpTl,2019-06-11T10:53:54.594Z,2019-06-11T10:53:50.610Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-20-UF,2019-06-11T10:53:50.778Z,18941.0,2341.0,100000.0,22341.0,-256832.0,18941.0,275773.0,-3400.0,-3400.0,-3400.0,74395.0,20000.0,-356832.0,275773.0,190128.0,20000.0,11250.0
33504772,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzIwL2IyLzVhL2I5ZDAtNDMxZS04YmVjLWRkOTdmYzUzMWI4ZQ.xhtml,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2YyL2UwLzBhLzUyODgtNGIyOC1hZDExLWQ0MmU2MjMwM2Y4Yw.pdf,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzQyLzEzLzAwLzliMmUtNDYyMC1hY2UzLTkzZWYzMTgzNzIzNQ.xml,true,KÃ¸benhavn K,1052.0,"2, 1 th",Herluf Trolles Gade,1052 Kbh K,"Herluf Trolles Gade 2, 1. th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-11,0.0,0.0,0.0,0.0,33504772.0,0.0,0.0,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen aktivitetÂ </p>",Lars Vermund,VFF ApS,Lars Vermund,0.0,0.0,2017-01-01,2017-12-31,0.0,0.0,0.0,2018-12-31,2018-01-01,0.0,false,0.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27466169,indberetninger-20180424,2.5955619999999997,33504772.0,AWtGLDbYRYGX6_YTIpTl,2019-06-11T10:53:54.594Z,2019-06-11T10:53:50.610Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-20-UF,2019-06-11T10:53:50.778Z,,,,,,,,,,,,,,,,,
33504772,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzIwL2IyLzVhL2I5ZDAtNDMxZS04YmVjLWRkOTdmYzUzMWI4ZQ.xhtml,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2YyL2UwLzBhLzUyODgtNGIyOC1hZDExLWQ0MmU2MjMwM2Y4Yw.pdf,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzQyLzEzLzAwLzliMmUtNDYyMC1hY2UzLTkzZWYzMTgzNzIzNQ.xml,true,KÃ¸benhavn K,1052.0,"2, 1 th",Herluf Trolles Gade,1052 Kbh K,"Herluf Trolles Gade 2, 1. th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-11,,,,,33504772.0,,,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen aktivitetÂ </p>",Lars Vermund,VFF ApS,Lars Vermund,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27466169,indberetninger-20180424,2.5955619999999997,33504772.0,AWtGLDbYRYGX6_YTIpTl,2019-06-11T10:53:54.594Z,2019-06-11T10:53:50.610Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-20-UF,2019-06-11T10:53:50.778Z,,,,,,,,,,,,,,,,,
33504772,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzIwL2IyLzVhL2I5ZDAtNDMxZS04YmVjLWRkOTdmYzUzMWI4ZQ.xhtml,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2YyL2UwLzBhLzUyODgtNGIyOC1hZDExLWQ0MmU2MjMwM2Y4Yw.pdf,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzQyLzEzLzAwLzliMmUtNDYyMC1hY2UzLTkzZWYzMTgzNzIzNQ.xml,true,KÃ¸benhavn K,1052.0,"2, 1 th",Herluf Trolles Gade,1052 Kbh K,"Herluf Trolles Gade 2, 1. th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-11,,,,,33504772.0,,,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen aktivitetÂ </p>",Lars Vermund,VFF ApS,Lars Vermund,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27466169,indberetninger-20180424,2.5955619999999997,33504772.0,AWtGLDbYRYGX6_YTIpTl,2019-06-11T10:53:54.594Z,2019-06-11T10:53:50.610Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-20-UF,2019-06-11T10:53:50.778Z,,,,,,,,,,,,,,,,,
33504772,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzIwL2IyLzVhL2I5ZDAtNDMxZS04YmVjLWRkOTdmYzUzMWI4ZQ.xhtml,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2YyL2UwLzBhLzUyODgtNGIyOC1hZDExLWQ0MmU2MjMwM2Y4Yw.pdf,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzQyLzEzLzAwLzliMmUtNDYyMC1hY2UzLTkzZWYzMTgzNzIzNQ.xml,true,KÃ¸benhavn K,1052.0,"2, 1 th",Herluf Trolles Gade,1052 Kbh K,"Herluf Trolles Gade 2, 1. th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-11,,,,,33504772.0,,,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen aktivitetÂ </p>",Lars Vermund,VFF ApS,Lars Vermund,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27466169,indberetninger-20180424,2.5955619999999997,33504772.0,AWtGLDbYRYGX6_YTIpTl,2019-06-11T10:53:54.594Z,2019-06-11T10:53:50.610Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-20-UF,2019-06-11T10:53:50.778Z,,,,,,,,,,,,,,,,,
33504772,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzIwL2IyLzVhL2I5ZDAtNDMxZS04YmVjLWRkOTdmYzUzMWI4ZQ.xhtml,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2YyL2UwLzBhLzUyODgtNGIyOC1hZDExLWQ0MmU2MjMwM2Y4Yw.pdf,http://regnskaber.virk.dk/27740533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzQyLzEzLzAwLzliMmUtNDYyMC1hY2UzLTkzZWYzMTgzNzIzNQ.xml,true,KÃ¸benhavn K,1052.0,"2, 1 th",Herluf Trolles Gade,1052 Kbh K,"Herluf Trolles Gade 2, 1. th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-11,,,,,33504772.0,,,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen aktivitetÂ </p>",Lars Vermund,VFF ApS,Lars Vermund,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27466169,indberetninger-20180424,2.5955619999999997,33504772.0,AWtGLDbYRYGX6_YTIpTl,2019-06-11T10:53:54.594Z,2019-06-11T10:53:50.610Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-20-UF,2019-06-11T10:53:50.778Z,18941.0,2341.0,100000.0,22341.0,-256832.0,18941.0,275773.0,-3400.0,-3400.0,-3400.0,74395.0,20000.0,-356832.0,275773.0,190128.0,20000.0,11250.0
