entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,DividendPaid
33957238,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzIyLzQyL2Y3L2Y1NTMtNDU2Zi04ZTZlLWY5Nzk0MmVlMGEzNg.xhtml,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZiLzA0LzhlLzg5M2EtNDQwNi04YTlmLThhNmFjOWZhNTU3Yg.pdf,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzE1L2RkLzNkLzNhNWItNDRmNi1iZTg5LWJiZmNhYjViY2U0MA.xml,true,EspergÃ¦rde,3060.0,14.0,GodthÃ¥bsvej,2000 Frederiksberg,"Dirch Passers Alle 15, 1",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-02,2019-06-11,205000.0,33957238.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Carsten Sletten,Carsten Sletten,C SLETTEN HOLDING ApS,Hipp Consult,1122.0,4066.0,EspergÃ¦rde,2017-01-01,2017-12-31,161964.0,207944.0,205000.0,2018-12-31,2018-01-01,true,45980.0,49111673.0,false,false,Ingen bistand,urn:ofk:oid:27486043,indberetninger-20180424,2.5927877,33957238.0,AWtNJHPKGQc-fA3G3Hf7,2019-06-12T19:23:11.156Z,2019-06-12T19:22:42.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-07-TR,2019-06-12T19:22:42.765Z,,,,,,,,,,,,,,,,,,,,
33957238,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzIyLzQyL2Y3L2Y1NTMtNDU2Zi04ZTZlLWY5Nzk0MmVlMGEzNg.xhtml,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZiLzA0LzhlLzg5M2EtNDQwNi04YTlmLThhNmFjOWZhNTU3Yg.pdf,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzE1L2RkLzNkLzNhNWItNDRmNi1iZTg5LWJiZmNhYjViY2U0MA.xml,true,EspergÃ¦rde,3060.0,14.0,GodthÃ¥bsvej,2000 Frederiksberg,"Dirch Passers Alle 15, 1",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-02,2019-06-11,,33957238.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Carsten Sletten,Carsten Sletten,C SLETTEN HOLDING ApS,Hipp Consult,,,EspergÃ¦rde,2017-01-01,2017-12-31,150000.0,,,2018-12-31,2018-01-01,true,,49111673.0,false,false,Ingen bistand,urn:ofk:oid:27486043,indberetninger-20180424,2.5927877,33957238.0,AWtNJHPKGQc-fA3G3Hf7,2019-06-12T19:23:11.156Z,2019-06-12T19:22:42.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-07-TR,2019-06-12T19:22:42.765Z,,,,,,,,,,,,,,,,,,,,
33957238,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzIyLzQyL2Y3L2Y1NTMtNDU2Zi04ZTZlLWY5Nzk0MmVlMGEzNg.xhtml,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZiLzA0LzhlLzg5M2EtNDQwNi04YTlmLThhNmFjOWZhNTU3Yg.pdf,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzE1L2RkLzNkLzNhNWItNDRmNi1iZTg5LWJiZmNhYjViY2U0MA.xml,true,EspergÃ¦rde,3060.0,14.0,GodthÃ¥bsvej,2000 Frederiksberg,"Dirch Passers Alle 15, 1",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-02,2019-06-11,,33957238.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Carsten Sletten,Carsten Sletten,C SLETTEN HOLDING ApS,Hipp Consult,,,EspergÃ¦rde,2017-01-01,2017-12-31,11964.0,,,2018-12-31,2018-01-01,true,,49111673.0,false,false,Ingen bistand,urn:ofk:oid:27486043,indberetninger-20180424,2.5927877,33957238.0,AWtNJHPKGQc-fA3G3Hf7,2019-06-12T19:23:11.156Z,2019-06-12T19:22:42.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-07-TR,2019-06-12T19:22:42.765Z,,,,,,,,,,,,,,,,,,,,
33957238,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzIyLzQyL2Y3L2Y1NTMtNDU2Zi04ZTZlLWY5Nzk0MmVlMGEzNg.xhtml,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZiLzA0LzhlLzg5M2EtNDQwNi04YTlmLThhNmFjOWZhNTU3Yg.pdf,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzE1L2RkLzNkLzNhNWItNDRmNi1iZTg5LWJiZmNhYjViY2U0MA.xml,true,EspergÃ¦rde,3060.0,14.0,GodthÃ¥bsvej,2000 Frederiksberg,"Dirch Passers Alle 15, 1",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-02,2019-06-11,,33957238.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Carsten Sletten,Carsten Sletten,C SLETTEN HOLDING ApS,Hipp Consult,,,EspergÃ¦rde,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,49111673.0,false,false,Ingen bistand,urn:ofk:oid:27486043,indberetninger-20180424,2.5927877,33957238.0,AWtNJHPKGQc-fA3G3Hf7,2019-06-12T19:23:11.156Z,2019-06-12T19:22:42.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-07-TR,2019-06-12T19:22:42.765Z,303887.0,155278.0,80000.0,198303.0,2400.0,243324.0,303887.0,60563.0,105584.0,105584.0,84167.0,21417.0,14583.0,150000.0,13324.0,60563.0,43025.0,45980.0,40625.0,
33957238,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzIyLzQyL2Y3L2Y1NTMtNDU2Zi04ZTZlLWY5Nzk0MmVlMGEzNg.xhtml,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZiLzA0LzhlLzg5M2EtNDQwNi04YTlmLThhNmFjOWZhNTU3Yg.pdf,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzE1L2RkLzNkLzNhNWItNDRmNi1iZTg5LWJiZmNhYjViY2U0MA.xml,true,EspergÃ¦rde,3060.0,14.0,GodthÃ¥bsvej,2000 Frederiksberg,"Dirch Passers Alle 15, 1",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-02,2019-06-11,,33957238.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Carsten Sletten,Carsten Sletten,C SLETTEN HOLDING ApS,Hipp Consult,,,EspergÃ¦rde,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,49111673.0,false,false,Ingen bistand,urn:ofk:oid:27486043,indberetninger-20180424,2.5927877,33957238.0,AWtNJHPKGQc-fA3G3Hf7,2019-06-12T19:23:11.156Z,2019-06-12T19:22:42.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-07-TR,2019-06-12T19:22:42.765Z,,,,,,13324.0,,,,,,,,,,,,,,
33957238,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzIyLzQyL2Y3L2Y1NTMtNDU2Zi04ZTZlLWY5Nzk0MmVlMGEzNg.xhtml,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZiLzA0LzhlLzg5M2EtNDQwNi04YTlmLThhNmFjOWZhNTU3Yg.pdf,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzE1L2RkLzNkLzNhNWItNDRmNi1iZTg5LWJiZmNhYjViY2U0MA.xml,true,EspergÃ¦rde,3060.0,14.0,GodthÃ¥bsvej,2000 Frederiksberg,"Dirch Passers Alle 15, 1",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-02,2019-06-11,,33957238.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Carsten Sletten,Carsten Sletten,C SLETTEN HOLDING ApS,Hipp Consult,,,EspergÃ¦rde,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,49111673.0,false,false,Ingen bistand,urn:ofk:oid:27486043,indberetninger-20180424,2.5927877,33957238.0,AWtNJHPKGQc-fA3G3Hf7,2019-06-12T19:23:11.156Z,2019-06-12T19:22:42.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-07-TR,2019-06-12T19:22:42.765Z,,,,,,150000.0,,,,,,,,,,,,,,
33957238,2018-01-01,2018-01-01,c12,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzIyLzQyL2Y3L2Y1NTMtNDU2Zi04ZTZlLWY5Nzk0MmVlMGEzNg.xhtml,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZiLzA0LzhlLzg5M2EtNDQwNi04YTlmLThhNmFjOWZhNTU3Yg.pdf,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzE1L2RkLzNkLzNhNWItNDRmNi1iZTg5LWJiZmNhYjViY2U0MA.xml,true,EspergÃ¦rde,3060.0,14.0,GodthÃ¥bsvej,2000 Frederiksberg,"Dirch Passers Alle 15, 1",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-02,2019-06-11,,33957238.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Carsten Sletten,Carsten Sletten,C SLETTEN HOLDING ApS,Hipp Consult,,,EspergÃ¦rde,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,49111673.0,false,false,Ingen bistand,urn:ofk:oid:27486043,indberetninger-20180424,2.5927877,33957238.0,AWtNJHPKGQc-fA3G3Hf7,2019-06-12T19:23:11.156Z,2019-06-12T19:22:42.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-07-TR,2019-06-12T19:22:42.765Z,,,,,,243324.0,,,,,,,,,,,,,,
33957238,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzIyLzQyL2Y3L2Y1NTMtNDU2Zi04ZTZlLWY5Nzk0MmVlMGEzNg.xhtml,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZiLzA0LzhlLzg5M2EtNDQwNi04YTlmLThhNmFjOWZhNTU3Yg.pdf,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzE1L2RkLzNkLzNhNWItNDRmNi1iZTg5LWJiZmNhYjViY2U0MA.xml,true,EspergÃ¦rde,3060.0,14.0,GodthÃ¥bsvej,2000 Frederiksberg,"Dirch Passers Alle 15, 1",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-02,2019-06-11,,33957238.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Carsten Sletten,Carsten Sletten,C SLETTEN HOLDING ApS,Hipp Consult,,,EspergÃ¦rde,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,49111673.0,false,false,Ingen bistand,urn:ofk:oid:27486043,indberetninger-20180424,2.5927877,33957238.0,AWtNJHPKGQc-fA3G3Hf7,2019-06-12T19:23:11.156Z,2019-06-12T19:22:42.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-07-TR,2019-06-12T19:22:42.765Z,,,,,,80000.0,,,,,,,,,,,,,,
33957238,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzIyLzQyL2Y3L2Y1NTMtNDU2Zi04ZTZlLWY5Nzk0MmVlMGEzNg.xhtml,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZiLzA0LzhlLzg5M2EtNDQwNi04YTlmLThhNmFjOWZhNTU3Yg.pdf,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzE1L2RkLzNkLzNhNWItNDRmNi1iZTg5LWJiZmNhYjViY2U0MA.xml,true,EspergÃ¦rde,3060.0,14.0,GodthÃ¥bsvej,2000 Frederiksberg,"Dirch Passers Alle 15, 1",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-02,2019-06-11,139351.0,33957238.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Carsten Sletten,Carsten Sletten,C SLETTEN HOLDING ApS,Hipp Consult,2295.0,1500.0,EspergÃ¦rde,2017-01-01,2017-12-31,107580.0,138556.0,139351.0,2018-12-31,2018-01-01,true,30976.0,49111673.0,false,false,Ingen bistand,urn:ofk:oid:27486043,indberetninger-20180424,2.5927877,33957238.0,AWtNJHPKGQc-fA3G3Hf7,2019-06-12T19:23:11.156Z,2019-06-12T19:22:42.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-07-TR,2019-06-12T19:22:42.765Z,,,,,,,,,,,,,,,,,,,,150000.0
33957238,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzM2LzIyLzQyL2Y3L2Y1NTMtNDU2Zi04ZTZlLWY5Nzk0MmVlMGEzNg.xhtml,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzL2E2LzZiLzA0LzhlLzg5M2EtNDQwNi04YTlmLThhNmFjOWZhNTU3Yg.pdf,http://regnskaber.virk.dk/83275933/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzE1L2RkLzNkLzNhNWItNDRmNi1iZTg5LWJiZmNhYjViY2U0MA.xml,true,EspergÃ¦rde,3060.0,14.0,GodthÃ¥bsvej,2000 Frederiksberg,"Dirch Passers Alle 15, 1",1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-02,2019-06-11,,33957238.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Carsten Sletten,Carsten Sletten,C SLETTEN HOLDING ApS,Hipp Consult,,,EspergÃ¦rde,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,,49111673.0,false,false,Ingen bistand,urn:ofk:oid:27486043,indberetninger-20180424,2.5927877,33957238.0,AWtNJHPKGQc-fA3G3Hf7,2019-06-12T19:23:11.156Z,2019-06-12T19:22:42.526Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-07-TR,2019-06-12T19:22:42.765Z,,,,,,,,,,,,,,,,,,,,
