entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfExecutiveBoard
31786398,2017-07-01,2018-06-30,c175,,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzkzLzg3LzJhL2JkYzctNGE3NC05NzU4LWE2Y2UyMmQ2NmM5NA.pdf,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzFhL2E5L2RmLzA0MjktNDAyOS1hODAwLTdmMDJhZDQxN2NjYg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Middelfart,5500.0,4.0,Ãstergade,5464 Brenderup Fyn,Engvej 12,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Gartneriet 7eren Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",-93000.0,2019-09-09,2008-10-30,2019-09-18,Statsautoriseret revisor,-4000000.0,-2000000.0,6000.0,20222670.0,31786398.0,20222670.0,mne26825,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Gartneriet 7eren Holding ApS.,3797000.0,Ãrsrapport,530000.0,112000.0,9557016.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,SÃ¸ren Egelund Jensen,Fynske Bank,Gartneriet 7eren Holding ApS,BDO Statsautoriseret revisionsaktieselskab,530000.0,112000.0,Brenderup,2017-07-01,2018-06-30,3466000.0,3373000.0,3791000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Brenderup,2019-06-30,2018-07-01,2399656.0,true,2019-09-09,Odense,-93000.0,urn:ofk:oid:27842226,indberetninger-20180424,2.511682,31786398,AW1dCl8FIXJRhhXBN5fp,2019-09-23T07:34:13.072Z,2019-09-23T07:33:43.212Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-83-YG,2019-09-23T07:33:43.437Z,,,,,,,,,,,,,,,,,,,,,,,,
31786398,2017-07-01,2018-06-30,c214,,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzkzLzg3LzJhL2JkYzctNGE3NC05NzU4LWE2Y2UyMmQ2NmM5NA.pdf,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzFhL2E5L2RmLzA0MjktNDAyOS1hODAwLTdmMDJhZDQxN2NjYg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Middelfart,5500.0,4.0,Ãstergade,5464 Brenderup Fyn,Engvej 12,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Gartneriet 7eren Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-09-09,2008-10-30,2019-09-18,Statsautoriseret revisor,-4000000.0,-2000000.0,,20222670.0,31786398.0,20222670.0,mne26825,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Gartneriet 7eren Holding ApS.,,Ãrsrapport,,,9557016.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,SÃ¸ren Egelund Jensen,Fynske Bank,Gartneriet 7eren Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Brenderup,2017-07-01,2018-06-30,1670000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Brenderup,2019-06-30,2018-07-01,2399656.0,true,2019-09-09,Odense,,urn:ofk:oid:27842226,indberetninger-20180424,2.511682,31786398,AW1dCl8FIXJRhhXBN5fp,2019-09-23T07:34:13.072Z,2019-09-23T07:33:43.212Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-83-YG,2019-09-23T07:33:43.437Z,,,,,,,,,,,,,,,,,,,,,,,,
31786398,2017-07-01,2018-06-30,c216,,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzkzLzg3LzJhL2JkYzctNGE3NC05NzU4LWE2Y2UyMmQ2NmM5NA.pdf,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzFhL2E5L2RmLzA0MjktNDAyOS1hODAwLTdmMDJhZDQxN2NjYg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Middelfart,5500.0,4.0,Ãstergade,5464 Brenderup Fyn,Engvej 12,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Gartneriet 7eren Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-09-09,2008-10-30,2019-09-18,Statsautoriseret revisor,-4000000.0,-2000000.0,,20222670.0,31786398.0,20222670.0,mne26825,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Gartneriet 7eren Holding ApS.,,Ãrsrapport,,,9557016.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,SÃ¸ren Egelund Jensen,Fynske Bank,Gartneriet 7eren Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Brenderup,2017-07-01,2018-06-30,-204000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Brenderup,2019-06-30,2018-07-01,2399656.0,true,2019-09-09,Odense,,urn:ofk:oid:27842226,indberetninger-20180424,2.511682,31786398,AW1dCl8FIXJRhhXBN5fp,2019-09-23T07:34:13.072Z,2019-09-23T07:33:43.212Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-83-YG,2019-09-23T07:33:43.437Z,,,,,,,,,,,,,,,,,,,,,,,,
31786398,2017-07-01,2018-06-30,c219,,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzkzLzg3LzJhL2JkYzctNGE3NC05NzU4LWE2Y2UyMmQ2NmM5NA.pdf,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzFhL2E5L2RmLzA0MjktNDAyOS1hODAwLTdmMDJhZDQxN2NjYg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Middelfart,5500.0,4.0,Ãstergade,5464 Brenderup Fyn,Engvej 12,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Gartneriet 7eren Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-09-09,2008-10-30,2019-09-18,Statsautoriseret revisor,-4000000.0,-2000000.0,,20222670.0,31786398.0,20222670.0,mne26825,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Gartneriet 7eren Holding ApS.,,Ãrsrapport,,,9557016.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,SÃ¸ren Egelund Jensen,Fynske Bank,Gartneriet 7eren Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Brenderup,2017-07-01,2018-06-30,2000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Brenderup,2019-06-30,2018-07-01,2399656.0,true,2019-09-09,Odense,,urn:ofk:oid:27842226,indberetninger-20180424,2.511682,31786398,AW1dCl8FIXJRhhXBN5fp,2019-09-23T07:34:13.072Z,2019-09-23T07:33:43.212Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-83-YG,2019-09-23T07:33:43.437Z,,,,,,,,,,,,,,,,,,,,,,,,
31786398,2018-06-30,2018-06-30,c173,,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzkzLzg3LzJhL2JkYzctNGE3NC05NzU4LWE2Y2UyMmQ2NmM5NA.pdf,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzFhL2E5L2RmLzA0MjktNDAyOS1hODAwLTdmMDJhZDQxN2NjYg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Middelfart,5500.0,4.0,Ãstergade,5464 Brenderup Fyn,Engvej 12,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Gartneriet 7eren Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-09-09,2008-10-30,2019-09-18,Statsautoriseret revisor,-4000000.0,-2000000.0,,20222670.0,31786398.0,20222670.0,mne26825,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Gartneriet 7eren Holding ApS.,,Ãrsrapport,,,9557016.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,SÃ¸ren Egelund Jensen,Fynske Bank,Gartneriet 7eren Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Brenderup,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Brenderup,2019-06-30,2018-07-01,2399656.0,true,2019-09-09,Odense,,urn:ofk:oid:27842226,indberetninger-20180424,2.511682,31786398,AW1dCl8FIXJRhhXBN5fp,2019-09-23T07:34:13.072Z,2019-09-23T07:33:43.212Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-83-YG,2019-09-23T07:33:43.437Z,20483000.0,1000.0,2500000.0,11162000.0,9317000.0,20483000.0,11166000.0,17143000.0,17143000.0,11162000.0,17143000.0,2000000.0,3143000.0,1674000.0,4000.0,3339000.0,3246000.0,93000.0,4000.0,,,,,
31786398,2018-07-01,2018-07-01,c231,,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzkzLzg3LzJhL2JkYzctNGE3NC05NzU4LWE2Y2UyMmQ2NmM5NA.pdf,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzFhL2E5L2RmLzA0MjktNDAyOS1hODAwLTdmMDJhZDQxN2NjYg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Middelfart,5500.0,4.0,Ãstergade,5464 Brenderup Fyn,Engvej 12,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Gartneriet 7eren Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-09-09,2008-10-30,2019-09-18,Statsautoriseret revisor,-4000000.0,-2000000.0,,20222670.0,31786398.0,20222670.0,mne26825,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Gartneriet 7eren Holding ApS.,,Ãrsrapport,,,9557016.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,SÃ¸ren Egelund Jensen,Fynske Bank,Gartneriet 7eren Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Brenderup,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Brenderup,2019-06-30,2018-07-01,2399656.0,true,2019-09-09,Odense,,urn:ofk:oid:27842226,indberetninger-20180424,2.511682,31786398,AW1dCl8FIXJRhhXBN5fp,2019-09-23T07:34:13.072Z,2019-09-23T07:33:43.212Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-83-YG,2019-09-23T07:33:43.437Z,,,,,2500000.0,,,,,,,,,,,,,,,,,,,
31786398,2018-07-01,2018-07-01,c234,,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzkzLzg3LzJhL2JkYzctNGE3NC05NzU4LWE2Y2UyMmQ2NmM5NA.pdf,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzFhL2E5L2RmLzA0MjktNDAyOS1hODAwLTdmMDJhZDQxN2NjYg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Middelfart,5500.0,4.0,Ãstergade,5464 Brenderup Fyn,Engvej 12,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Gartneriet 7eren Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-09-09,2008-10-30,2019-09-18,Statsautoriseret revisor,-4000000.0,-2000000.0,,20222670.0,31786398.0,20222670.0,mne26825,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Gartneriet 7eren Holding ApS.,,Ãrsrapport,,,9557016.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,SÃ¸ren Egelund Jensen,Fynske Bank,Gartneriet 7eren Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Brenderup,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Brenderup,2019-06-30,2018-07-01,2399656.0,true,2019-09-09,Odense,,urn:ofk:oid:27842226,indberetninger-20180424,2.511682,31786398,AW1dCl8FIXJRhhXBN5fp,2019-09-23T07:34:13.072Z,2019-09-23T07:33:43.212Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-83-YG,2019-09-23T07:33:43.437Z,,,,,3143515.0,,,,,,,,,,,,,,,,,,,
31786398,2018-07-01,2018-07-01,c249,,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzkzLzg3LzJhL2JkYzctNGE3NC05NzU4LWE2Y2UyMmQ2NmM5NA.pdf,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzFhL2E5L2RmLzA0MjktNDAyOS1hODAwLTdmMDJhZDQxN2NjYg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Middelfart,5500.0,4.0,Ãstergade,5464 Brenderup Fyn,Engvej 12,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Gartneriet 7eren Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-09-09,2008-10-30,2019-09-18,Statsautoriseret revisor,-4000000.0,-2000000.0,,20222670.0,31786398.0,20222670.0,mne26825,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Gartneriet 7eren Holding ApS.,,Ãrsrapport,,,9557016.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,SÃ¸ren Egelund Jensen,Fynske Bank,Gartneriet 7eren Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Brenderup,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Brenderup,2019-06-30,2018-07-01,2399656.0,true,2019-09-09,Odense,,urn:ofk:oid:27842226,indberetninger-20180424,2.511682,31786398,AW1dCl8FIXJRhhXBN5fp,2019-09-23T07:34:13.072Z,2019-09-23T07:33:43.212Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-83-YG,2019-09-23T07:33:43.437Z,,,,,1673636.0,,,,,,,,,,,,,,,,,,,
31786398,2018-07-01,2018-07-01,c255,,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzkzLzg3LzJhL2JkYzctNGE3NC05NzU4LWE2Y2UyMmQ2NmM5NA.pdf,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzFhL2E5L2RmLzA0MjktNDAyOS1hODAwLTdmMDJhZDQxN2NjYg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Middelfart,5500.0,4.0,Ãstergade,5464 Brenderup Fyn,Engvej 12,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Gartneriet 7eren Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-09-09,2008-10-30,2019-09-18,Statsautoriseret revisor,-4000000.0,-2000000.0,,20222670.0,31786398.0,20222670.0,mne26825,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Gartneriet 7eren Holding ApS.,,Ãrsrapport,,,9557016.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,SÃ¸ren Egelund Jensen,Fynske Bank,Gartneriet 7eren Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Brenderup,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Brenderup,2019-06-30,2018-07-01,2399656.0,true,2019-09-09,Odense,,urn:ofk:oid:27842226,indberetninger-20180424,2.511682,31786398,AW1dCl8FIXJRhhXBN5fp,2019-09-23T07:34:13.072Z,2019-09-23T07:33:43.212Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-83-YG,2019-09-23T07:33:43.437Z,,,,,2000000.0,,,,,,,,,,,,,,,,,,,
31786398,2018-07-01,2018-07-01,c568,,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzkzLzg3LzJhL2JkYzctNGE3NC05NzU4LWE2Y2UyMmQ2NmM5NA.pdf,http://regnskaber.virk.dk/89368713/ZG9rdW1lbnRsYWdlcjovLzAzL2FkLzFhL2E5L2RmLzA0MjktNDAyOS1hODAwLTdmMDJhZDQxN2NjYg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Middelfart,5500.0,4.0,Ãstergade,5464 Brenderup Fyn,Engvej 12,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Gartneriet 7eren Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",,2019-09-09,2008-10-30,2019-09-18,Statsautoriseret revisor,-4000000.0,-2000000.0,,20222670.0,31786398.0,20222670.0,mne26825,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Gartneriet 7eren Holding ApS.,,Ãrsrapport,,,9557016.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,SÃ¸ren Egelund Jensen,Fynske Bank,Gartneriet 7eren Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Brenderup,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Brenderup,2019-06-30,2018-07-01,2399656.0,true,2019-09-09,Odense,,urn:ofk:oid:27842226,indberetninger-20180424,2.511682,31786398,AW1dCl8FIXJRhhXBN5fp,2019-09-23T07:34:13.072Z,2019-09-23T07:33:43.212Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CV-83-YG,2019-09-23T07:33:43.437Z,,,,,,,,,,,,,,,,,,,,7143515.0,10000000.0,,,
