entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
13787484,2017-07-01,2018-06-30,ID_10,,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUzLzZhL2UzL2E4YTItNGExMC05Mjc5LTE4NmMxYTQxODMzOA.pdf,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2I2Lzg5LzBkL2ZmNDktNDdkMi1iNjZkLTE4NjA5NTEwYTQwNA.xml,true,"9370, Hals",Midtergade 17a,Til den daglige ledelse i GÃ¥ser Auto ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-12,2019-09-12,1990-01-12,2019-09-12,gaaser.auto@mail.dk,31885191.0,13787484.0,31885191.0,mne11396,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for GÃ¥ser Auto ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarke KjÃ¦r,Ivan Lentz Andersen,RevisorHuset Hals,GÃ¥ser Auto ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Hals,2017-07-01,2018-06-30,29491.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aalborg, 851",2019-06-30,2018-07-01,false,2019-09-12,Hals,98250082.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27814917,indberetninger-20180424,2.5124266,13787484.0,AW0kl7GPIXJRhhXBNkso,2019-09-12T08:30:30.300Z,2019-09-12T08:29:43.501Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-04-DU,2019-09-12T08:29:43.729Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13787484,2017-07-01,2018-06-30,ID_7,,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUzLzZhL2UzL2E4YTItNGExMC05Mjc5LTE4NmMxYTQxODMzOA.pdf,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2I2Lzg5LzBkL2ZmNDktNDdkMi1iNjZkLTE4NjA5NTEwYTQwNA.xml,true,"9370, Hals",Midtergade 17a,Til den daglige ledelse i GÃ¥ser Auto ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-12,2019-09-12,1990-01-12,2019-09-12,gaaser.auto@mail.dk,31885191.0,13787484.0,31885191.0,mne11396,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for GÃ¥ser Auto ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarke KjÃ¦r,Ivan Lentz Andersen,RevisorHuset Hals,GÃ¥ser Auto ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Hals,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aalborg, 851",2019-06-30,2018-07-01,false,2019-09-12,Hals,98250082.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27814917,indberetninger-20180424,2.5124266,13787484.0,AW0kl7GPIXJRhhXBNkso,2019-09-12T08:30:30.300Z,2019-09-12T08:29:43.501Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-04-DU,2019-09-12T08:29:43.729Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13787484,2017-07-01,2018-06-30,ID_8,,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUzLzZhL2UzL2E4YTItNGExMC05Mjc5LTE4NmMxYTQxODMzOA.pdf,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2I2Lzg5LzBkL2ZmNDktNDdkMi1iNjZkLTE4NjA5NTEwYTQwNA.xml,true,"9370, Hals",Midtergade 17a,Til den daglige ledelse i GÃ¥ser Auto ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-12,2019-09-12,1990-01-12,2019-09-12,gaaser.auto@mail.dk,31885191.0,13787484.0,31885191.0,mne11396,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for GÃ¥ser Auto ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarke KjÃ¦r,Ivan Lentz Andersen,RevisorHuset Hals,GÃ¥ser Auto ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Hals,2017-07-01,2018-06-30,29491.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aalborg, 851",2019-06-30,2018-07-01,false,2019-09-12,Hals,98250082.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27814917,indberetninger-20180424,2.5124266,13787484.0,AW0kl7GPIXJRhhXBNkso,2019-09-12T08:30:30.300Z,2019-09-12T08:29:43.501Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-04-DU,2019-09-12T08:29:43.729Z,,3272.0,72800.0,139533.0,25557.0,37904.0,63461.0,8413.0,,,,,,,,,,,,,,,,,,,,,,,,
13787484,2018-06-30,2018-06-30,ID_5,,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUzLzZhL2UzL2E4YTItNGExMC05Mjc5LTE4NmMxYTQxODMzOA.pdf,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2I2Lzg5LzBkL2ZmNDktNDdkMi1iNjZkLTE4NjA5NTEwYTQwNA.xml,true,"9370, Hals",Midtergade 17a,Til den daglige ledelse i GÃ¥ser Auto ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-12,2019-09-12,1990-01-12,2019-09-12,gaaser.auto@mail.dk,31885191.0,13787484.0,31885191.0,mne11396,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for GÃ¥ser Auto ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarke KjÃ¦r,Ivan Lentz Andersen,RevisorHuset Hals,GÃ¥ser Auto ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Hals,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aalborg, 851",2019-06-30,2018-07-01,false,2019-09-12,Hals,98250082.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27814917,indberetninger-20180424,2.5124266,13787484.0,AW0kl7GPIXJRhhXBNkso,2019-09-12T08:30:30.300Z,2019-09-12T08:29:43.501Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-04-DU,2019-09-12T08:29:43.729Z,,,,,,,,,754043.0,2733.0,200000.0,690965.0,43034.0,6628.0,83823.0,36572.0,504712.0,26506.0,754043.0,670220.0,504712.0,63078.0,94467.0,63078.0,-116177.0,433039.0,670220.0,85805.0,183520.0,56909.0,133858.0,
13787484,2018-07-01,2019-06-30,ID_0,,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUzLzZhL2UzL2E4YTItNGExMC05Mjc5LTE4NmMxYTQxODMzOA.pdf,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2I2Lzg5LzBkL2ZmNDktNDdkMi1iNjZkLTE4NjA5NTEwYTQwNA.xml,true,"9370, Hals",Midtergade 17a,Til den daglige ledelse i GÃ¥ser Auto ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-12,2019-09-12,1990-01-12,2019-09-12,gaaser.auto@mail.dk,31885191.0,13787484.0,31885191.0,mne11396,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for GÃ¥ser Auto ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarke KjÃ¦r,Ivan Lentz Andersen,RevisorHuset Hals,GÃ¥ser Auto ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Hals,2017-07-01,2018-06-30,104145.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aalborg, 851",2019-06-30,2018-07-01,false,2019-09-12,Hals,98250082.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27814917,indberetninger-20180424,2.5124266,13787484.0,AW0kl7GPIXJRhhXBNkso,2019-09-12T08:30:30.300Z,2019-09-12T08:29:43.501Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-04-DU,2019-09-12T08:29:43.729Z,,9252.0,72040.0,235839.0,20895.0,133652.0,154547.0,29507.0,,,,,,,,,,,,,,,,,,,,,,,,
13787484,2018-07-01,2019-06-30,ID_1,,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUzLzZhL2UzL2E4YTItNGExMC05Mjc5LTE4NmMxYTQxODMzOA.pdf,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2I2Lzg5LzBkL2ZmNDktNDdkMi1iNjZkLTE4NjA5NTEwYTQwNA.xml,true,"9370, Hals",Midtergade 17a,Til den daglige ledelse i GÃ¥ser Auto ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-12,2019-09-12,1990-01-12,2019-09-12,gaaser.auto@mail.dk,31885191.0,13787484.0,31885191.0,mne11396,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for GÃ¥ser Auto ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarke KjÃ¦r,Ivan Lentz Andersen,RevisorHuset Hals,GÃ¥ser Auto ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Hals,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aalborg, 851",2019-06-30,2018-07-01,false,2019-09-12,Hals,98250082.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27814917,indberetninger-20180424,2.5124266,13787484.0,AW0kl7GPIXJRhhXBNkso,2019-09-12T08:30:30.300Z,2019-09-12T08:29:43.501Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-04-DU,2019-09-12T08:29:43.729Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13787484,2018-07-01,2019-06-30,ID_2,,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUzLzZhL2UzL2E4YTItNGExMC05Mjc5LTE4NmMxYTQxODMzOA.pdf,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2I2Lzg5LzBkL2ZmNDktNDdkMi1iNjZkLTE4NjA5NTEwYTQwNA.xml,true,"9370, Hals",Midtergade 17a,Til den daglige ledelse i GÃ¥ser Auto ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-12,2019-09-12,1990-01-12,2019-09-12,gaaser.auto@mail.dk,31885191.0,13787484.0,31885191.0,mne11396,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for GÃ¥ser Auto ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarke KjÃ¦r,Ivan Lentz Andersen,RevisorHuset Hals,GÃ¥ser Auto ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Hals,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aalborg, 851",2019-06-30,2018-07-01,false,2019-09-12,Hals,98250082.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27814917,indberetninger-20180424,2.5124266,13787484.0,AW0kl7GPIXJRhhXBNkso,2019-09-12T08:30:30.300Z,2019-09-12T08:29:43.501Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-04-DU,2019-09-12T08:29:43.729Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Lentz Andersen
13787484,2018-07-01,2019-06-30,ID_3,,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUzLzZhL2UzL2E4YTItNGExMC05Mjc5LTE4NmMxYTQxODMzOA.pdf,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2I2Lzg5LzBkL2ZmNDktNDdkMi1iNjZkLTE4NjA5NTEwYTQwNA.xml,true,"9370, Hals",Midtergade 17a,Til den daglige ledelse i GÃ¥ser Auto ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-12,2019-09-12,1990-01-12,2019-09-12,gaaser.auto@mail.dk,31885191.0,13787484.0,31885191.0,mne11396,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for GÃ¥ser Auto ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarke KjÃ¦r,Ivan Lentz Andersen,RevisorHuset Hals,GÃ¥ser Auto ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Hals,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aalborg, 851",2019-06-30,2018-07-01,false,2019-09-12,Hals,98250082.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27814917,indberetninger-20180424,2.5124266,13787484.0,AW0kl7GPIXJRhhXBNkso,2019-09-12T08:30:30.300Z,2019-09-12T08:29:43.501Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-04-DU,2019-09-12T08:29:43.729Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13787484,2018-07-01,2019-06-30,ID_6,,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUzLzZhL2UzL2E4YTItNGExMC05Mjc5LTE4NmMxYTQxODMzOA.pdf,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2I2Lzg5LzBkL2ZmNDktNDdkMi1iNjZkLTE4NjA5NTEwYTQwNA.xml,true,"9370, Hals",Midtergade 17a,Til den daglige ledelse i GÃ¥ser Auto ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-12,2019-09-12,1990-01-12,2019-09-12,gaaser.auto@mail.dk,31885191.0,13787484.0,31885191.0,mne11396,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for GÃ¥ser Auto ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarke KjÃ¦r,Ivan Lentz Andersen,RevisorHuset Hals,GÃ¥ser Auto ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Hals,2017-07-01,2018-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aalborg, 851",2019-06-30,2018-07-01,false,2019-09-12,Hals,98250082.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27814917,indberetninger-20180424,2.5124266,13787484.0,AW0kl7GPIXJRhhXBNkso,2019-09-12T08:30:30.300Z,2019-09-12T08:29:43.501Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-04-DU,2019-09-12T08:29:43.729Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13787484,2018-07-01,2019-06-30,ID_9,,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzUzLzZhL2UzL2E4YTItNGExMC05Mjc5LTE4NmMxYTQxODMzOA.pdf,http://regnskaber.virk.dk/48478731/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2I2Lzg5LzBkL2ZmNDktNDdkMi1iNjZkLTE4NjA5NTEwYTQwNA.xml,true,"9370, Hals",Midtergade 17a,Til den daglige ledelse i GÃ¥ser Auto ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-09-12,2019-09-12,1990-01-12,2019-09-12,gaaser.auto@mail.dk,31885191.0,13787484.0,31885191.0,mne11396,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for GÃ¥ser Auto ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarke KjÃ¦r,Ivan Lentz Andersen,RevisorHuset Hals,GÃ¥ser Auto ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Hals,2017-07-01,2018-06-30,104145.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aalborg, 851",2019-06-30,2018-07-01,false,2019-09-12,Hals,98250082.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27814917,indberetninger-20180424,2.5124266,13787484.0,AW0kl7GPIXJRhhXBNkso,2019-09-12T08:30:30.300Z,2019-09-12T08:29:43.501Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-04-DU,2019-09-12T08:29:43.729Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
