entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
35802495,2016-10-01,2017-09-30,ID_12,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwL2ZmLzQ3L2M3LzUyOTItNDBhYS04YzEzLTQ2MDU4ODM2ZjY1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzAwL2ZmL2YwLzA1MGItNGQ0Ny1iOTU4LWM4MTYyYjNmZmEwMA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,4.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-13,2018-12-13,2014-03-11,2019-02-27,39463113.0,35802495.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2018-12-13,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26743536,indberetninger-20180424,2.5097417999999996,35802495.0,AWkxAa0VRYGX6_YTFZ91,2019-02-27T22:10:41.640Z,2019-02-27T22:09:46.609Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-90-AZ,2019-02-27T22:09:46.740Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2016-10-01,2017-09-30,ID_13,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwL2ZmLzQ3L2M3LzUyOTItNDBhYS04YzEzLTQ2MDU4ODM2ZjY1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzAwL2ZmL2YwLzA1MGItNGQ0Ny1iOTU4LWM4MTYyYjNmZmEwMA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-13,2018-12-13,2014-03-11,2019-02-27,39463113.0,35802495.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2018-12-13,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26743536,indberetninger-20180424,2.5097417999999996,35802495.0,AWkxAa0VRYGX6_YTFZ91,2019-02-27T22:10:41.640Z,2019-02-27T22:09:46.609Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-90-AZ,2019-02-27T22:09:46.740Z,2380.0,3805090.0,1919285.0,22928.0,162482.0,0.0,-1551785.0,-1992934.0,-1888185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2016-10-01,2017-09-30,ID_15,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwL2ZmLzQ3L2M3LzUyOTItNDBhYS04YzEzLTQ2MDU4ODM2ZjY1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzAwL2ZmL2YwLzA1MGItNGQ0Ny1iOTU4LWM4MTYyYjNmZmEwMA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-13,2018-12-13,2014-03-11,2019-02-27,39463113.0,35802495.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2018-12-13,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26743536,indberetninger-20180424,2.5097417999999996,35802495.0,AWkxAa0VRYGX6_YTFZ91,2019-02-27T22:10:41.640Z,2019-02-27T22:09:46.609Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-90-AZ,2019-02-27T22:09:46.740Z,,,,,,,-22590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2016-10-01,2017-09-30,ID_17,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwL2ZmLzQ3L2M3LzUyOTItNDBhYS04YzEzLTQ2MDU4ODM2ZjY1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzAwL2ZmL2YwLzA1MGItNGQ0Ny1iOTU4LWM4MTYyYjNmZmEwMA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-13,2018-12-13,2014-03-11,2019-02-27,39463113.0,35802495.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2018-12-13,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26743536,indberetninger-20180424,2.5097417999999996,35802495.0,AWkxAa0VRYGX6_YTFZ91,2019-02-27T22:10:41.640Z,2019-02-27T22:09:46.609Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-90-AZ,2019-02-27T22:09:46.740Z,,,,,,,1574375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2017-09-30,2017-09-30,ID_10,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwL2ZmLzQ3L2M3LzUyOTItNDBhYS04YzEzLTQ2MDU4ODM2ZjY1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzAwL2ZmL2YwLzA1MGItNGQ0Ny1iOTU4LWM4MTYyYjNmZmEwMA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-13,2018-12-13,2014-03-11,2019-02-27,39463113.0,35802495.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2018-12-13,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26743536,indberetninger-20180424,2.5097417999999996,35802495.0,AWkxAa0VRYGX6_YTFZ91,2019-02-27T22:10:41.640Z,2019-02-27T22:09:46.609Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-90-AZ,2019-02-27T22:09:46.740Z,,,,,,,,,,8076059.0,1079456.0,500000.0,7929111.0,284185.0,5000.0,-7341557.0,69020.0,8076059.0,15417616.0,77928.0,72928.0,146948.0,1236805.0,69020.0,22590.0,-7864147.0,10987643.0,15417616.0,3153121.0,0.0,6849655.0,954949.0,40047.0,2570116.0,,,
35802495,2017-10-01,2018-09-30,ID_0,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwL2ZmLzQ3L2M3LzUyOTItNDBhYS04YzEzLTQ2MDU4ODM2ZjY1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzAwL2ZmL2YwLzA1MGItNGQ0Ny1iOTU4LWM4MTYyYjNmZmEwMA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-13,2018-12-13,2014-03-11,2019-02-27,39463113.0,35802495.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2018-12-13,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26743536,indberetninger-20180424,2.5097417999999996,35802495.0,AWkxAa0VRYGX6_YTFZ91,2019-02-27T22:10:41.640Z,2019-02-27T22:09:46.609Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-90-AZ,2019-02-27T22:09:46.740Z,14280.0,5294517.0,3286916.0,31091.0,218414.0,76314.0,-1637025.0,-2104805.0,-2021881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2017-10-01,2018-09-30,ID_1,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwL2ZmLzQ3L2M3LzUyOTItNDBhYS04YzEzLTQ2MDU4ODM2ZjY1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzAwL2ZmL2YwLzA1MGItNGQ0Ny1iOTU4LWM4MTYyYjNmZmEwMA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-13,2018-12-13,2014-03-11,2019-02-27,39463113.0,35802495.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2018-12-13,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26743536,indberetninger-20180424,2.5097417999999996,35802495.0,AWkxAa0VRYGX6_YTFZ91,2019-02-27T22:10:41.640Z,2019-02-27T22:09:46.609Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-90-AZ,2019-02-27T22:09:46.740Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2017-10-01,2018-09-30,ID_11,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwL2ZmLzQ3L2M3LzUyOTItNDBhYS04YzEzLTQ2MDU4ODM2ZjY1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzAwL2ZmL2YwLzA1MGItNGQ0Ny1iOTU4LWM4MTYyYjNmZmEwMA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,5.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-13,2018-12-13,2014-03-11,2019-02-27,39463113.0,35802495.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2018-12-13,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26743536,indberetninger-20180424,2.5097417999999996,35802495.0,AWkxAa0VRYGX6_YTFZ91,2019-02-27T22:10:41.640Z,2019-02-27T22:09:46.609Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-90-AZ,2019-02-27T22:09:46.740Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2017-10-01,2018-09-30,ID_14,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwL2ZmLzQ3L2M3LzUyOTItNDBhYS04YzEzLTQ2MDU4ODM2ZjY1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzAwL2ZmL2YwLzA1MGItNGQ0Ny1iOTU4LWM4MTYyYjNmZmEwMA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-13,2018-12-13,2014-03-11,2019-02-27,39463113.0,35802495.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2018-12-13,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26743536,indberetninger-20180424,2.5097417999999996,35802495.0,AWkxAa0VRYGX6_YTFZ91,2019-02-27T22:10:41.640Z,2019-02-27T22:09:46.609Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-90-AZ,2019-02-27T22:09:46.740Z,,,,,,,-31091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2017-10-01,2018-09-30,ID_16,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwL2ZmLzQ3L2M3LzUyOTItNDBhYS04YzEzLTQ2MDU4ODM2ZjY1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzAwL2ZmL2YwLzA1MGItNGQ0Ny1iOTU4LWM4MTYyYjNmZmEwMA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-12-13,2018-12-13,2014-03-11,2019-02-27,39463113.0,35802495.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2018-12-13,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26743536,indberetninger-20180424,2.5097417999999996,35802495.0,AWkxAa0VRYGX6_YTFZ91,2019-02-27T22:10:41.640Z,2019-02-27T22:09:46.609Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-90-AZ,2019-02-27T22:09:46.740Z,,,,,,,1668116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
