entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
35802495,2015-10-01,2016-09-30,ID_12,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzA1Lzk5Lzk0LzA1ZWYtNDU2Ny05NTJjLTQxNDMxNWVhMjk1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzRjL2YxL2U0LzI1N2UtNDkyMC1hNjk2LWIyMWQyMjc4NWE5Mg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,4.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-12-08,2017-12-08,2014-03-11,2018-01-24,39463113.0,35802495.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Allan Mortensen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-09-30,2016-10-01,false,2017-12-08,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24989486,indberetninger-20180424,2.5122845,35802495,,2018-04-03T17:01:53.896Z,2018-01-26T15:23:43.916Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-32-XH,2018-01-26T15:23:44.092Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2015-10-01,2016-09-30,ID_13,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzA1Lzk5Lzk0LzA1ZWYtNDU2Ny05NTJjLTQxNDMxNWVhMjk1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzRjL2YxL2U0LzI1N2UtNDkyMC1hNjk2LWIyMWQyMjc4NWE5Mg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-12-08,2017-12-08,2014-03-11,2018-01-24,39463113.0,35802495.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Allan Mortensen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-09-30,2016-10-01,false,2017-12-08,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24989486,indberetninger-20180424,2.5122845,35802495,,2018-04-03T17:01:53.896Z,2018-01-26T15:23:43.916Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-32-XH,2018-01-26T15:23:44.092Z,0.0,4642595.0,1079514.0,0.0,148871.0,-2885218.0,-3696910.0,-3563081.0,-811692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2015-10-01,2016-09-30,ID_15,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzA1Lzk5Lzk0LzA1ZWYtNDU2Ny05NTJjLTQxNDMxNWVhMjk1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzRjL2YxL2U0LzI1N2UtNDkyMC1hNjk2LWIyMWQyMjc4NWE5Mg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-12-08,2017-12-08,2014-03-11,2018-01-24,39463113.0,35802495.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Allan Mortensen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-09-30,2016-10-01,false,2017-12-08,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24989486,indberetninger-20180424,2.5122845,35802495,,2018-04-03T17:01:53.896Z,2018-01-26T15:23:43.916Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-32-XH,2018-01-26T15:23:44.092Z,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2015-10-01,2016-09-30,ID_17,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzA1Lzk5Lzk0LzA1ZWYtNDU2Ny05NTJjLTQxNDMxNWVhMjk1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzRjL2YxL2U0LzI1N2UtNDkyMC1hNjk2LWIyMWQyMjc4NWE5Mg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-12-08,2017-12-08,2014-03-11,2018-01-24,39463113.0,35802495.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Allan Mortensen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-09-30,2016-10-01,false,2017-12-08,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24989486,indberetninger-20180424,2.5122845,35802495,,2018-04-03T17:01:53.896Z,2018-01-26T15:23:43.916Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-32-XH,2018-01-26T15:23:44.092Z,,,,,,2885218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2016-09-30,2016-09-30,ID_10,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzA1Lzk5Lzk0LzA1ZWYtNDU2Ny05NTJjLTQxNDMxNWVhMjk1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzRjL2YxL2U0LzI1N2UtNDkyMC1hNjk2LWIyMWQyMjc4NWE5Mg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-12-08,2017-12-08,2014-03-11,2018-01-24,39463113.0,35802495.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Allan Mortensen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-09-30,2016-10-01,false,2017-12-08,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24989486,indberetninger-20180424,2.5122845,35802495,,2018-04-03T17:01:53.896Z,2018-01-26T15:23:43.916Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-32-XH,2018-01-26T15:23:44.092Z,,,,,,,,,,6896549.0,2093481.0,500000.0,6846549.0,927723.0,0.0,-5789772.0,0.0,6896549.0,12686321.0,50000.0,50000.0,50000.0,1049982.0,0.0,0.0,-6289772.0,9305995.0,12686321.0,2273407.0,4753068.0,811692.0,56937.0,2080712.0,,,
35802495,2016-10-01,2017-09-30,ID_0,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzA1Lzk5Lzk0LzA1ZWYtNDU2Ny05NTJjLTQxNDMxNWVhMjk1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzRjL2YxL2U0LzI1N2UtNDkyMC1hNjk2LWIyMWQyMjc4NWE5Mg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-12-08,2017-12-08,2014-03-11,2018-01-24,39463113.0,35802495.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Allan Mortensen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-09-30,2016-10-01,false,2017-12-08,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24989486,indberetninger-20180424,2.5122845,35802495,,2018-04-03T17:01:53.896Z,2018-01-26T15:23:43.916Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-32-XH,2018-01-26T15:23:44.092Z,2380.0,3805090.0,1919285.0,22928.0,162482.0,-1551785.0,-1992934.0,-1888185.0,-441149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2016-10-01,2017-09-30,ID_1,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzA1Lzk5Lzk0LzA1ZWYtNDU2Ny05NTJjLTQxNDMxNWVhMjk1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzRjL2YxL2U0LzI1N2UtNDkyMC1hNjk2LWIyMWQyMjc4NWE5Mg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-12-08,2017-12-08,2014-03-11,2018-01-24,39463113.0,35802495.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Allan Mortensen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-09-30,2016-10-01,false,2017-12-08,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24989486,indberetninger-20180424,2.5122845,35802495,,2018-04-03T17:01:53.896Z,2018-01-26T15:23:43.916Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-32-XH,2018-01-26T15:23:44.092Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2016-10-01,2017-09-30,ID_11,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzA1Lzk5Lzk0LzA1ZWYtNDU2Ny05NTJjLTQxNDMxNWVhMjk1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzRjL2YxL2U0LzI1N2UtNDkyMC1hNjk2LWIyMWQyMjc4NWE5Mg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,5.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-12-08,2017-12-08,2014-03-11,2018-01-24,39463113.0,35802495.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Allan Mortensen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-09-30,2016-10-01,false,2017-12-08,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24989486,indberetninger-20180424,2.5122845,35802495,,2018-04-03T17:01:53.896Z,2018-01-26T15:23:43.916Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-32-XH,2018-01-26T15:23:44.092Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2016-10-01,2017-09-30,ID_14,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzA1Lzk5Lzk0LzA1ZWYtNDU2Ny05NTJjLTQxNDMxNWVhMjk1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzRjL2YxL2U0LzI1N2UtNDkyMC1hNjk2LWIyMWQyMjc4NWE5Mg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-12-08,2017-12-08,2014-03-11,2018-01-24,39463113.0,35802495.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Allan Mortensen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-09-30,2016-10-01,false,2017-12-08,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24989486,indberetninger-20180424,2.5122845,35802495,,2018-04-03T17:01:53.896Z,2018-01-26T15:23:43.916Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-32-XH,2018-01-26T15:23:44.092Z,,,,,,-22590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35802495,2016-10-01,2017-09-30,ID_16,,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzA1Lzk5Lzk0LzA1ZWYtNDU2Ny05NTJjLTQxNDMxNWVhMjk1OQ.pdf,http://regnskaber.virk.dk/59420853/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzRjL2YxL2U0LzI1N2UtNDkyMC1hNjk2LWIyMWQyMjc4NWE5Mg.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Heimdal Security A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2017-12-08,2017-12-08,2014-03-11,2018-01-24,39463113.0,35802495.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Heimdal Security A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Allan Mortensen,KRESTON CM,Heimdal Security A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2017-09-30,2016-10-01,false,2017-12-08,KÃ¸benhavn,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24989486,indberetninger-20180424,2.5122845,35802495,,2018-04-03T17:01:53.896Z,2018-01-26T15:23:43.916Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-32-XH,2018-01-26T15:23:44.092Z,,,,,,1574375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
