entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdministrativeExpenses,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentAssets,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,NameOfAuditFirm
27771513,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8vcGRmcy8yNzc3MTUxMztBcFMzMzE5Nzk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8veGJybHMvWC0yNTgwMDAzRi0yMDE1MDIwMl8wOTEzMThfMjU1.xml,Danmark,DK,Vildbjerg,7480.0,2.0,PugdalvÃ¦nget,SolrÃ¸d Strand,2680.0,55.0,Boghvedemarken,7480 Vildbjerg,PugdalvÃ¦nget 2,Til den daglige ledelse i Frykman ApS.,21607.0,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-02-02,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",-16339.0,0.0,24257770.0,27771513.0,1006455972.0,-13166.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãstergaard,Kjeld Lundgaard,Kjeld Frykmann Lundgaard,FRYKMAN ApS,"Damgaard og Enevoldsen, Registreret Revisionsaktieselskab",134325.0,152759.0,SolrÃ¸d Strand,2013-01-01,2013-12-31,-49089.0,-16339.0,-21607.0,2014-12-31,2014-01-01,2015-01-23,Vildbjerg,32750.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15775992,indberetninger-20180424,2.5118417999999996,27771513.0,,2018-03-30T09:58:09.169Z,2015-02-02T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-64.027,2015-02-02T23:00:00.000Z,,,,,,,,,,,,,,,,,
27771513,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8vcGRmcy8yNzc3MTUxMztBcFMzMzE5Nzk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8veGJybHMvWC0yNTgwMDAzRi0yMDE1MDIwMl8wOTEzMThfMjU1.xml,Danmark,DK,Vildbjerg,7480.0,2.0,PugdalvÃ¦nget,SolrÃ¸d Strand,2680.0,55.0,Boghvedemarken,7480 Vildbjerg,PugdalvÃ¦nget 2,Til den daglige ledelse i Frykman ApS.,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-02-02,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,24257770.0,27771513.0,1006455972.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãstergaard,Kjeld Lundgaard,Kjeld Frykmann Lundgaard,FRYKMAN ApS,"Damgaard og Enevoldsen, Registreret Revisionsaktieselskab",,,SolrÃ¸d Strand,2013-01-01,2013-12-31,49200.0,,,2014-12-31,2014-01-01,2015-01-23,Vildbjerg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15775992,indberetninger-20180424,2.5118417999999996,27771513.0,,2018-03-30T09:58:09.169Z,2015-02-02T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-64.027,2015-02-02T23:00:00.000Z,,,,,,,,,,,,,,,,,
27771513,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8vcGRmcy8yNzc3MTUxMztBcFMzMzE5Nzk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8veGJybHMvWC0yNTgwMDAzRi0yMDE1MDIwMl8wOTEzMThfMjU1.xml,Danmark,DK,Vildbjerg,7480.0,2.0,PugdalvÃ¦nget,SolrÃ¸d Strand,2680.0,55.0,Boghvedemarken,7480 Vildbjerg,PugdalvÃ¦nget 2,Til den daglige ledelse i Frykman ApS.,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-02-02,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,24257770.0,27771513.0,1006455972.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãstergaard,Kjeld Lundgaard,Kjeld Frykmann Lundgaard,FRYKMAN ApS,"Damgaard og Enevoldsen, Registreret Revisionsaktieselskab",,,SolrÃ¸d Strand,2013-01-01,2013-12-31,-13166.0,,,2014-12-31,2014-01-01,2015-01-23,Vildbjerg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15775992,indberetninger-20180424,2.5118417999999996,27771513.0,,2018-03-30T09:58:09.169Z,2015-02-02T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-64.027,2015-02-02T23:00:00.000Z,,,,,,,,,,,,,,,,,
27771513,2013-01-01,2013-12-31,c9,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8vcGRmcy8yNzc3MTUxMztBcFMzMzE5Nzk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8veGJybHMvWC0yNTgwMDAzRi0yMDE1MDIwMl8wOTEzMThfMjU1.xml,Danmark,DK,Vildbjerg,7480.0,2.0,PugdalvÃ¦nget,SolrÃ¸d Strand,2680.0,55.0,Boghvedemarken,7480 Vildbjerg,PugdalvÃ¦nget 2,Til den daglige ledelse i Frykman ApS.,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-02-02,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,24257770.0,27771513.0,1006455972.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãstergaard,Kjeld Lundgaard,Kjeld Frykmann Lundgaard,FRYKMAN ApS,"Damgaard og Enevoldsen, Registreret Revisionsaktieselskab",,,SolrÃ¸d Strand,2013-01-01,2013-12-31,-85123.0,,,2014-12-31,2014-01-01,2015-01-23,Vildbjerg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15775992,indberetninger-20180424,2.5118417999999996,27771513.0,,2018-03-30T09:58:09.169Z,2015-02-02T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-64.027,2015-02-02T23:00:00.000Z,,,,,,,,,,,,,,,,,
27771513,2013-12-31,2013-12-31,c11,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8vcGRmcy8yNzc3MTUxMztBcFMzMzE5Nzk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8veGJybHMvWC0yNTgwMDAzRi0yMDE1MDIwMl8wOTEzMThfMjU1.xml,Danmark,DK,Vildbjerg,7480.0,2.0,PugdalvÃ¦nget,SolrÃ¸d Strand,2680.0,55.0,Boghvedemarken,7480 Vildbjerg,PugdalvÃ¦nget 2,Til den daglige ledelse i Frykman ApS.,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-02-02,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,24257770.0,27771513.0,1006455972.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãstergaard,Kjeld Lundgaard,Kjeld Frykmann Lundgaard,FRYKMAN ApS,"Damgaard og Enevoldsen, Registreret Revisionsaktieselskab",,,SolrÃ¸d Strand,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-01-23,Vildbjerg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15775992,indberetninger-20180424,2.5118417999999996,27771513.0,,2018-03-30T09:58:09.169Z,2015-02-02T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-64.027,2015-02-02T23:00:00.000Z,1878324.0,59364.0,125000.0,1788662.0,1853717.0,1878324.0,24607.0,89662.0,89662.0,89662.0,1729298.0,49200.0,1679517.0,1729298.0,24607.0,24607.0,
27771513,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8vcGRmcy8yNzc3MTUxMztBcFMzMzE5Nzk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8veGJybHMvWC0yNTgwMDAzRi0yMDE1MDIwMl8wOTEzMThfMjU1.xml,Danmark,DK,Vildbjerg,7480.0,2.0,PugdalvÃ¦nget,SolrÃ¸d Strand,2680.0,55.0,Boghvedemarken,7480 Vildbjerg,PugdalvÃ¦nget 2,Til den daglige ledelse i Frykman ApS.,21836.0,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-02-02,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",183915.0,0.0,24257770.0,27771513.0,1006455972.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãstergaard,Kjeld Lundgaard,Kjeld Frykmann Lundgaard,FRYKMAN ApS,"Damgaard og Enevoldsen, Registreret Revisionsaktieselskab",1182.0,206933.0,SolrÃ¸d Strand,2013-01-01,2013-12-31,138590.0,183915.0,-21836.0,2014-12-31,2014-01-01,2015-01-23,Vildbjerg,45325.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15775992,indberetninger-20180424,2.5118417999999996,27771513.0,,2018-03-30T09:58:09.169Z,2015-02-02T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-64.027,2015-02-02T23:00:00.000Z,,,,,,,,,,,,,,,,,
27771513,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8vcGRmcy8yNzc3MTUxMztBcFMzMzE5Nzk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8veGJybHMvWC0yNTgwMDAzRi0yMDE1MDIwMl8wOTEzMThfMjU1.xml,Danmark,DK,Vildbjerg,7480.0,2.0,PugdalvÃ¦nget,SolrÃ¸d Strand,2680.0,55.0,Boghvedemarken,7480 Vildbjerg,PugdalvÃ¦nget 2,Til den daglige ledelse i Frykman ApS.,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-02-02,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,24257770.0,27771513.0,1006455972.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãstergaard,Kjeld Lundgaard,Kjeld Frykmann Lundgaard,FRYKMAN ApS,"Damgaard og Enevoldsen, Registreret Revisionsaktieselskab",,,SolrÃ¸d Strand,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-01-23,Vildbjerg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15775992,indberetninger-20180424,2.5118417999999996,27771513.0,,2018-03-30T09:58:09.169Z,2015-02-02T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-64.027,2015-02-02T23:00:00.000Z,,,,,,,,,,,,,,,,,DAMGAARD & ENEVOLDSEN REGISTRERET REVISIONSAKTIESELSKAB
27771513,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8vcGRmcy8yNzc3MTUxMztBcFMzMzE5Nzk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8veGJybHMvWC0yNTgwMDAzRi0yMDE1MDIwMl8wOTEzMThfMjU1.xml,Danmark,DK,Vildbjerg,7480.0,2.0,PugdalvÃ¦nget,SolrÃ¸d Strand,2680.0,55.0,Boghvedemarken,7480 Vildbjerg,PugdalvÃ¦nget 2,Til den daglige ledelse i Frykman ApS.,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-02-02,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,24257770.0,27771513.0,1006455972.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãstergaard,Kjeld Lundgaard,Kjeld Frykmann Lundgaard,FRYKMAN ApS,"Damgaard og Enevoldsen, Registreret Revisionsaktieselskab",,,SolrÃ¸d Strand,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-01-23,Vildbjerg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15775992,indberetninger-20180424,2.5118417999999996,27771513.0,,2018-03-30T09:58:09.169Z,2015-02-02T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-64.027,2015-02-02T23:00:00.000Z,,,,,,,,,,,,,,,,,
27771513,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8vcGRmcy8yNzc3MTUxMztBcFMzMzE5Nzk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8veGJybHMvWC0yNTgwMDAzRi0yMDE1MDIwMl8wOTEzMThfMjU1.xml,Danmark,DK,Vildbjerg,7480.0,2.0,PugdalvÃ¦nget,SolrÃ¸d Strand,2680.0,55.0,Boghvedemarken,7480 Vildbjerg,PugdalvÃ¦nget 2,Til den daglige ledelse i Frykman ApS.,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-02-02,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,24257770.0,27771513.0,1006455972.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãstergaard,Kjeld Lundgaard,Kjeld Frykmann Lundgaard,FRYKMAN ApS,"Damgaard og Enevoldsen, Registreret Revisionsaktieselskab",,,SolrÃ¸d Strand,2013-01-01,2013-12-31,150000.0,,,2014-12-31,2014-01-01,2015-01-23,Vildbjerg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15775992,indberetninger-20180424,2.5118417999999996,27771513.0,,2018-03-30T09:58:09.169Z,2015-02-02T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-64.027,2015-02-02T23:00:00.000Z,,,,,,,,,,,,,,,,,
27771513,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8vcGRmcy8yNzc3MTUxMztBcFMzMzE5Nzk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31517772/Y3ZyLmRrOi8veGJybHMvWC0yNTgwMDAzRi0yMDE1MDIwMl8wOTEzMThfMjU1.xml,Danmark,DK,Vildbjerg,7480.0,2.0,PugdalvÃ¦nget,SolrÃ¸d Strand,2680.0,55.0,Boghvedemarken,7480 Vildbjerg,PugdalvÃ¦nget 2,Til den daglige ledelse i Frykman ApS.,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-02-02,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,24257770.0,27771513.0,1006455972.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Ãstergaard,Kjeld Lundgaard,Kjeld Frykmann Lundgaard,FRYKMAN ApS,"Damgaard og Enevoldsen, Registreret Revisionsaktieselskab",,,SolrÃ¸d Strand,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,2015-01-23,Vildbjerg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15775992,indberetninger-20180424,2.5118417999999996,27771513.0,,2018-03-30T09:58:09.169Z,2015-02-02T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-64.027,2015-02-02T23:00:00.000Z,,,,,,,,,,,,,,,,,
