entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises
32644716,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2Y4LzY4LzM0Lzc1MDktNDUwZS1iODllLWZmYjY4YWJjYWFkMw.xhtml,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2Y2L2Q4L2RkLzA4YmEtNGE0My05Y2E0LTQ1NTgyYmQ0MDc2ZA.pdf,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzc2LzkxLzQ2L2JhZTctNDM3MS1hN2NjLTJhMzZlOWEwMGZmMg.xml,true,Danmark,DK,Charlottenlund,2920.0,4.0,Ole Bruunsvej,ÃlsgÃ¥rde,3140.0,142.0,Nordre Strandvej,3140 ÃlsgÃ¥rde,Nordre Strandvej 142,Regnskabsklasse B,2018-05-22,0.0,jorgen.torp@hotmail.com,0.0,0.0,0.0,32644716.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Torp,"Danske Bank, Finanscenter Charlottenlund",TORP FINANS ApS,JÃ¸rgen Torp,0.0,0.0,2016-01-01,2016-12-31,0.0,0.0,0.0,2017-12-31,2017-01-01,0.0,false,false,0.0,40133122.0,false,true,Ingen bistand,urn:ofk:oid:25510385,indberetninger-20180424,2.592641,32644716.0,AWOJZpDWx8uVRSOdguo3,2018-05-22T19:50:00.283Z,2018-05-22T19:49:49.595Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-23-HP,2018-05-22T19:49:49.796Z,,,,,,,,,,,
32644716,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2Y4LzY4LzM0Lzc1MDktNDUwZS1iODllLWZmYjY4YWJjYWFkMw.xhtml,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2Y2L2Q4L2RkLzA4YmEtNGE0My05Y2E0LTQ1NTgyYmQ0MDc2ZA.pdf,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzc2LzkxLzQ2L2JhZTctNDM3MS1hN2NjLTJhMzZlOWEwMGZmMg.xml,true,Danmark,DK,Charlottenlund,2920.0,4.0,Ole Bruunsvej,ÃlsgÃ¥rde,3140.0,142.0,Nordre Strandvej,3140 ÃlsgÃ¥rde,Nordre Strandvej 142,Regnskabsklasse B,2018-05-22,,jorgen.torp@hotmail.com,,,,32644716.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Torp,"Danske Bank, Finanscenter Charlottenlund",TORP FINANS ApS,JÃ¸rgen Torp,,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,40133122.0,false,true,Ingen bistand,urn:ofk:oid:25510385,indberetninger-20180424,2.592641,32644716.0,AWOJZpDWx8uVRSOdguo3,2018-05-22T19:50:00.283Z,2018-05-22T19:49:49.595Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-23-HP,2018-05-22T19:49:49.796Z,,,,,,,,,,,
32644716,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2Y4LzY4LzM0Lzc1MDktNDUwZS1iODllLWZmYjY4YWJjYWFkMw.xhtml,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2Y2L2Q4L2RkLzA4YmEtNGE0My05Y2E0LTQ1NTgyYmQ0MDc2ZA.pdf,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzc2LzkxLzQ2L2JhZTctNDM3MS1hN2NjLTJhMzZlOWEwMGZmMg.xml,true,Danmark,DK,Charlottenlund,2920.0,4.0,Ole Bruunsvej,ÃlsgÃ¥rde,3140.0,142.0,Nordre Strandvej,3140 ÃlsgÃ¥rde,Nordre Strandvej 142,Regnskabsklasse B,2018-05-22,,jorgen.torp@hotmail.com,,,,32644716.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Torp,"Danske Bank, Finanscenter Charlottenlund",TORP FINANS ApS,JÃ¸rgen Torp,,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,40133122.0,false,true,Ingen bistand,urn:ofk:oid:25510385,indberetninger-20180424,2.592641,32644716.0,AWOJZpDWx8uVRSOdguo3,2018-05-22T19:50:00.283Z,2018-05-22T19:49:49.595Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-23-HP,2018-05-22T19:49:49.796Z,,,,,,,,,,,
32644716,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2Y4LzY4LzM0Lzc1MDktNDUwZS1iODllLWZmYjY4YWJjYWFkMw.xhtml,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2Y2L2Q4L2RkLzA4YmEtNGE0My05Y2E0LTQ1NTgyYmQ0MDc2ZA.pdf,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzc2LzkxLzQ2L2JhZTctNDM3MS1hN2NjLTJhMzZlOWEwMGZmMg.xml,true,Danmark,DK,Charlottenlund,2920.0,4.0,Ole Bruunsvej,ÃlsgÃ¥rde,3140.0,142.0,Nordre Strandvej,3140 ÃlsgÃ¥rde,Nordre Strandvej 142,Regnskabsklasse B,2018-05-22,,jorgen.torp@hotmail.com,,,,32644716.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Torp,"Danske Bank, Finanscenter Charlottenlund",TORP FINANS ApS,JÃ¸rgen Torp,,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,40133122.0,false,true,Ingen bistand,urn:ofk:oid:25510385,indberetninger-20180424,2.592641,32644716.0,AWOJZpDWx8uVRSOdguo3,2018-05-22T19:50:00.283Z,2018-05-22T19:49:49.595Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-23-HP,2018-05-22T19:49:49.796Z,,,,,,,,,,,
32644716,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2Y4LzY4LzM0Lzc1MDktNDUwZS1iODllLWZmYjY4YWJjYWFkMw.xhtml,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2Y2L2Q4L2RkLzA4YmEtNGE0My05Y2E0LTQ1NTgyYmQ0MDc2ZA.pdf,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzc2LzkxLzQ2L2JhZTctNDM3MS1hN2NjLTJhMzZlOWEwMGZmMg.xml,true,Danmark,DK,Charlottenlund,2920.0,4.0,Ole Bruunsvej,ÃlsgÃ¥rde,3140.0,142.0,Nordre Strandvej,3140 ÃlsgÃ¥rde,Nordre Strandvej 142,Regnskabsklasse B,2018-05-22,,jorgen.torp@hotmail.com,,,,32644716.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Torp,"Danske Bank, Finanscenter Charlottenlund",TORP FINANS ApS,JÃ¸rgen Torp,,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,40133122.0,false,true,Ingen bistand,urn:ofk:oid:25510385,indberetninger-20180424,2.592641,32644716.0,AWOJZpDWx8uVRSOdguo3,2018-05-22T19:50:00.283Z,2018-05-22T19:49:49.595Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-23-HP,2018-05-22T19:49:49.796Z,156993.0,696.0,125000.0,156993.0,125000.0,156993.0,31993.0,156297.0,156297.0,31993.0,31993.0
32644716,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2Y4LzY4LzM0Lzc1MDktNDUwZS1iODllLWZmYjY4YWJjYWFkMw.xhtml,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2Y2L2Q4L2RkLzA4YmEtNGE0My05Y2E0LTQ1NTgyYmQ0MDc2ZA.pdf,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzc2LzkxLzQ2L2JhZTctNDM3MS1hN2NjLTJhMzZlOWEwMGZmMg.xml,true,Danmark,DK,Charlottenlund,2920.0,4.0,Ole Bruunsvej,ÃlsgÃ¥rde,3140.0,142.0,Nordre Strandvej,3140 ÃlsgÃ¥rde,Nordre Strandvej 142,Regnskabsklasse B,2018-05-22,0.0,jorgen.torp@hotmail.com,0.0,0.0,0.0,32644716.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Torp,"Danske Bank, Finanscenter Charlottenlund",TORP FINANS ApS,JÃ¸rgen Torp,0.0,0.0,2016-01-01,2016-12-31,0.0,0.0,0.0,2017-12-31,2017-01-01,0.0,false,false,0.0,40133122.0,false,true,Ingen bistand,urn:ofk:oid:25510385,indberetninger-20180424,2.592641,32644716.0,AWOJZpDWx8uVRSOdguo3,2018-05-22T19:50:00.283Z,2018-05-22T19:49:49.595Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-23-HP,2018-05-22T19:49:49.796Z,,,,,,,,,,,
32644716,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2Y4LzY4LzM0Lzc1MDktNDUwZS1iODllLWZmYjY4YWJjYWFkMw.xhtml,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2Y2L2Q4L2RkLzA4YmEtNGE0My05Y2E0LTQ1NTgyYmQ0MDc2ZA.pdf,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzc2LzkxLzQ2L2JhZTctNDM3MS1hN2NjLTJhMzZlOWEwMGZmMg.xml,true,Danmark,DK,Charlottenlund,2920.0,4.0,Ole Bruunsvej,ÃlsgÃ¥rde,3140.0,142.0,Nordre Strandvej,3140 ÃlsgÃ¥rde,Nordre Strandvej 142,Regnskabsklasse B,2018-05-22,,jorgen.torp@hotmail.com,,,,32644716.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Torp,"Danske Bank, Finanscenter Charlottenlund",TORP FINANS ApS,JÃ¸rgen Torp,,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,40133122.0,false,true,Ingen bistand,urn:ofk:oid:25510385,indberetninger-20180424,2.592641,32644716.0,AWOJZpDWx8uVRSOdguo3,2018-05-22T19:50:00.283Z,2018-05-22T19:49:49.595Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-23-HP,2018-05-22T19:49:49.796Z,,,,,,,,,,,
32644716,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2Y4LzY4LzM0Lzc1MDktNDUwZS1iODllLWZmYjY4YWJjYWFkMw.xhtml,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2Y2L2Q4L2RkLzA4YmEtNGE0My05Y2E0LTQ1NTgyYmQ0MDc2ZA.pdf,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzc2LzkxLzQ2L2JhZTctNDM3MS1hN2NjLTJhMzZlOWEwMGZmMg.xml,true,Danmark,DK,Charlottenlund,2920.0,4.0,Ole Bruunsvej,ÃlsgÃ¥rde,3140.0,142.0,Nordre Strandvej,3140 ÃlsgÃ¥rde,Nordre Strandvej 142,Regnskabsklasse B,2018-05-22,,jorgen.torp@hotmail.com,,,,32644716.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Torp,"Danske Bank, Finanscenter Charlottenlund",TORP FINANS ApS,JÃ¸rgen Torp,,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,40133122.0,false,true,Ingen bistand,urn:ofk:oid:25510385,indberetninger-20180424,2.592641,32644716.0,AWOJZpDWx8uVRSOdguo3,2018-05-22T19:50:00.283Z,2018-05-22T19:49:49.595Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-23-HP,2018-05-22T19:49:49.796Z,,,,,,,,,,,
32644716,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2Y4LzY4LzM0Lzc1MDktNDUwZS1iODllLWZmYjY4YWJjYWFkMw.xhtml,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2Y2L2Q4L2RkLzA4YmEtNGE0My05Y2E0LTQ1NTgyYmQ0MDc2ZA.pdf,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzc2LzkxLzQ2L2JhZTctNDM3MS1hN2NjLTJhMzZlOWEwMGZmMg.xml,true,Danmark,DK,Charlottenlund,2920.0,4.0,Ole Bruunsvej,ÃlsgÃ¥rde,3140.0,142.0,Nordre Strandvej,3140 ÃlsgÃ¥rde,Nordre Strandvej 142,Regnskabsklasse B,2018-05-22,,jorgen.torp@hotmail.com,,,,32644716.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Torp,"Danske Bank, Finanscenter Charlottenlund",TORP FINANS ApS,JÃ¸rgen Torp,,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,40133122.0,false,true,Ingen bistand,urn:ofk:oid:25510385,indberetninger-20180424,2.592641,32644716.0,AWOJZpDWx8uVRSOdguo3,2018-05-22T19:50:00.283Z,2018-05-22T19:49:49.595Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-23-HP,2018-05-22T19:49:49.796Z,,,,,,,,,,,
32644716,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2Y4LzY4LzM0Lzc1MDktNDUwZS1iODllLWZmYjY4YWJjYWFkMw.xhtml,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2Y2L2Q4L2RkLzA4YmEtNGE0My05Y2E0LTQ1NTgyYmQ0MDc2ZA.pdf,http://regnskaber.virk.dk/61744623/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzc2LzkxLzQ2L2JhZTctNDM3MS1hN2NjLTJhMzZlOWEwMGZmMg.xml,true,Danmark,DK,Charlottenlund,2920.0,4.0,Ole Bruunsvej,ÃlsgÃ¥rde,3140.0,142.0,Nordre Strandvej,3140 ÃlsgÃ¥rde,Nordre Strandvej 142,Regnskabsklasse B,2018-05-22,,jorgen.torp@hotmail.com,,,,32644716.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Torp,"Danske Bank, Finanscenter Charlottenlund",TORP FINANS ApS,JÃ¸rgen Torp,,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,40133122.0,false,true,Ingen bistand,urn:ofk:oid:25510385,indberetninger-20180424,2.592641,32644716.0,AWOJZpDWx8uVRSOdguo3,2018-05-22T19:50:00.283Z,2018-05-22T19:49:49.595Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-23-HP,2018-05-22T19:49:49.796Z,156993.0,696.0,125000.0,156993.0,125000.0,156993.0,31993.0,156297.0,156297.0,31993.0,31993.0
