entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,CashAndCashEquivalents,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfClassOfIssuedShares,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NominalValueOfIssuedShares,NumberOfIssuedShares,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,AdjustmentsForDeferredTax,AdjustmentsOfInterestAndSimilarIncomes,AdjustmentsOfTaxExpense,AdjustmentsfInterestAndSimilarExpenses,AverageNumberOfEmployees,CashFlowFromOperatingActivitiesBeforeFinancialItems,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInOperatingActivities,CurrentTaxExpense,DecreaseIncreaseInInventories,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DividendPaidCashFlow,EmployeeBenefitsExpense,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,InterestExpenseAssignedToGroupEnterprises,InterestPaidClassifiedAsOperatingActivities,InterestReceivedClassifiedAsOperatingActivities,NetIncreaseDecreaseInCashAndCashEquivalents,OperatingMargin,OtherAdjustmentsForDecreaseIncreaseInWorkingCapital,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherOperatingIncome,PostemploymentBenefitExpense,ProceedsFromLongtermLiabilitiesClassifiedAsFinancingActivities,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RawMaterialsAndConsumablesUsed,RepaymentsOfLongtermLiabilitiesClassifiedAsFinancingActivities,ReturnOnEquity,ReturnOnInvestedCapital,Revenue,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,FeesForAuditorsPerformingStatutoryAudit,FeesForOtherServicesPerformedByAuditors,Dividend,LongtermLiabilitiesOtherThanProvisions,Assets,CashAndCashEquivalentsConcerningCashflowStatement,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,ValueOfKeyFigureOrFinancialRatio,NameAndSurnameOfMemberOfSupervisoryBoard
29197202,2013-01-01,2013-01-01,c285,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8vcGRmcy8yOTE5NzIwMjtBL1MzNjE5MTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE1MDMxMl8xNTIzNDlfNTM4.xml,Danmark,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,-6491000.0,"Regnskabsklasse C, mellemstor virksomhed",2015-02-06,2015-03-11,Kapitalandele,29197202.0,Ãrsrapport,40000000.0,Ulrik Bjerre Rasmussen,Finn Gertov,Spar Nord Bank A/S,Northcoast Seafoods DK A/S,Beierholm,500.0,1.0,Dronninglund,BrÃ¸nderslev,2014-12-31,2014-01-01,2015-02-06,Viborg,RevisionspÃ¥tegning,urn:ofk:oid:21182845,indberetninger-20180424,2.5097417999999996,29197202.0,,2018-03-30T17:00:45.868Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-73.290,2015-03-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2013-01-01,2013-01-01,c696,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8vcGRmcy8yOTE5NzIwMjtBL1MzNjE5MTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE1MDMxMl8xNTIzNDlfNTM4.xml,Danmark,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,"Regnskabsklasse C, mellemstor virksomhed",2015-02-06,2015-03-11,Kapitalandele,29197202.0,Ãrsrapport,40000000.0,Ulrik Bjerre Rasmussen,Finn Gertov,Spar Nord Bank A/S,Northcoast Seafoods DK A/S,Beierholm,500.0,1.0,Dronninglund,BrÃ¸nderslev,2014-12-31,2014-01-01,2015-02-06,Viborg,RevisionspÃ¥tegning,urn:ofk:oid:21182845,indberetninger-20180424,2.5097417999999996,29197202.0,,2018-03-30T17:00:45.868Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-73.290,2015-03-12T23:00:00.000Z,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2013-01-01,2013-01-01,c717,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8vcGRmcy8yOTE5NzIwMjtBL1MzNjE5MTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE1MDMxMl8xNTIzNDlfNTM4.xml,Danmark,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,"Regnskabsklasse C, mellemstor virksomhed",2015-02-06,2015-03-11,Kapitalandele,29197202.0,Ãrsrapport,40000000.0,Ulrik Bjerre Rasmussen,Finn Gertov,Spar Nord Bank A/S,Northcoast Seafoods DK A/S,Beierholm,500.0,1.0,Dronninglund,BrÃ¸nderslev,2014-12-31,2014-01-01,2015-02-06,Viborg,RevisionspÃ¥tegning,urn:ofk:oid:21182845,indberetninger-20180424,2.5097417999999996,29197202.0,,2018-03-30T17:00:45.868Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-73.290,2015-03-12T23:00:00.000Z,14119000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2013-01-01,2013-01-01,c720,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8vcGRmcy8yOTE5NzIwMjtBL1MzNjE5MTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE1MDMxMl8xNTIzNDlfNTM4.xml,Danmark,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,"Regnskabsklasse C, mellemstor virksomhed",2015-02-06,2015-03-11,Kapitalandele,29197202.0,Ãrsrapport,40000000.0,Ulrik Bjerre Rasmussen,Finn Gertov,Spar Nord Bank A/S,Northcoast Seafoods DK A/S,Beierholm,500.0,1.0,Dronninglund,BrÃ¸nderslev,2014-12-31,2014-01-01,2015-02-06,Viborg,RevisionspÃ¥tegning,urn:ofk:oid:21182845,indberetninger-20180424,2.5097417999999996,29197202.0,,2018-03-30T17:00:45.868Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-73.290,2015-03-12T23:00:00.000Z,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2013-01-01,2013-12-31,c14,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8vcGRmcy8yOTE5NzIwMjtBL1MzNjE5MTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE1MDMxMl8xNTIzNDlfNTM4.xml,Danmark,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,"Regnskabsklasse C, mellemstor virksomhed",2015-02-06,2015-03-11,Kapitalandele,29197202.0,Ãrsrapport,40000000.0,Ulrik Bjerre Rasmussen,Finn Gertov,Spar Nord Bank A/S,Northcoast Seafoods DK A/S,Beierholm,500.0,1.0,Dronninglund,BrÃ¸nderslev,2014-12-31,2014-01-01,2015-02-06,Viborg,RevisionspÃ¥tegning,urn:ofk:oid:21182845,indberetninger-20180424,2.5097417999999996,29197202.0,,2018-03-30T17:00:45.868Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-73.290,2015-03-12T23:00:00.000Z,,9000.0,-486000.0,866000.0,2984000.0,3.0,13806000.0,-6500000.0,10554000.0,857000.0,7190000.0,10193000.0,-11339000.0,-1500000.0,2235000.0,-754000.0,39000.0,-2984000.0,486000.0,4054000.0,3.3,1847000.0,66000.0,1777000.0,2984000.0,486000.0,2945000.0,2788000.0,406000.0,40000000.0,2551000.0,3417000.0,5915000.0,172315000.0,-45000000.0,15.3,9.3,179454000.0,16000.0,866000.0,866000.0,1747000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2013-01-01,2013-12-31,c1970,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8vcGRmcy8yOTE5NzIwMjtBL1MzNjE5MTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE1MDMxMl8xNTIzNDlfNTM4.xml,Danmark,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,"Regnskabsklasse C, mellemstor virksomhed",2015-02-06,2015-03-11,Kapitalandele,29197202.0,Ãrsrapport,40000000.0,Ulrik Bjerre Rasmussen,Finn Gertov,Spar Nord Bank A/S,Northcoast Seafoods DK A/S,Beierholm,500.0,1.0,Dronninglund,BrÃ¸nderslev,2014-12-31,2014-01-01,2015-02-06,Viborg,RevisionspÃ¥tegning,urn:ofk:oid:21182845,indberetninger-20180424,2.5097417999999996,29197202.0,,2018-03-30T17:00:45.868Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-73.290,2015-03-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000.0,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2013-01-01,2013-12-31,c56,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8vcGRmcy8yOTE5NzIwMjtBL1MzNjE5MTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE1MDMxMl8xNTIzNDlfNTM4.xml,Danmark,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,"Regnskabsklasse C, mellemstor virksomhed",2015-02-06,2015-03-11,Kapitalandele,29197202.0,Ãrsrapport,40000000.0,Ulrik Bjerre Rasmussen,Finn Gertov,Spar Nord Bank A/S,Northcoast Seafoods DK A/S,Beierholm,500.0,1.0,Dronninglund,BrÃ¸nderslev,2014-12-31,2014-01-01,2015-02-06,Viborg,RevisionspÃ¥tegning,urn:ofk:oid:21182845,indberetninger-20180424,2.5097417999999996,29197202.0,,2018-03-30T17:00:45.868Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-73.290,2015-03-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2013-01-01,2013-12-31,c69,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8vcGRmcy8yOTE5NzIwMjtBL1MzNjE5MTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE1MDMxMl8xNTIzNDlfNTM4.xml,Danmark,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,"Regnskabsklasse C, mellemstor virksomhed",2015-02-06,2015-03-11,Kapitalandele,29197202.0,Ãrsrapport,40000000.0,Ulrik Bjerre Rasmussen,Finn Gertov,Spar Nord Bank A/S,Northcoast Seafoods DK A/S,Beierholm,500.0,1.0,Dronninglund,BrÃ¸nderslev,2014-12-31,2014-01-01,2015-02-06,Viborg,RevisionspÃ¥tegning,urn:ofk:oid:21182845,indberetninger-20180424,2.5097417999999996,29197202.0,,2018-03-30T17:00:45.868Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-73.290,2015-03-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2013-01-01,2013-12-31,c718,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8vcGRmcy8yOTE5NzIwMjtBL1MzNjE5MTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE1MDMxMl8xNTIzNDlfNTM4.xml,Danmark,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,"Regnskabsklasse C, mellemstor virksomhed",2015-02-06,2015-03-11,Kapitalandele,29197202.0,Ãrsrapport,40000000.0,Ulrik Bjerre Rasmussen,Finn Gertov,Spar Nord Bank A/S,Northcoast Seafoods DK A/S,Beierholm,500.0,1.0,Dronninglund,BrÃ¸nderslev,2014-12-31,2014-01-01,2015-02-06,Viborg,RevisionspÃ¥tegning,urn:ofk:oid:21182845,indberetninger-20180424,2.5097417999999996,29197202.0,,2018-03-30T17:00:45.868Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-73.290,2015-03-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29197202,2013-01-01,2013-12-31,c721,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8vcGRmcy8yOTE5NzIwMjtBL1MzNjE5MTk7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/20279192/Y3ZyLmRrOi8veGJybHMvWC1GNzY5MUY0Ny0yMDE1MDMxMl8xNTIzNDlfNTM4.xml,Danmark,Dronninglund,9330.0,5.0,Nordre Ringgade,9200 Aalborg SV,Voergaardvej 2,,"Regnskabsklasse C, mellemstor virksomhed",2015-02-06,2015-03-11,Kapitalandele,29197202.0,Ãrsrapport,40000000.0,Ulrik Bjerre Rasmussen,Finn Gertov,Spar Nord Bank A/S,Northcoast Seafoods DK A/S,Beierholm,500.0,1.0,Dronninglund,BrÃ¸nderslev,2014-12-31,2014-01-01,2015-02-06,Viborg,RevisionspÃ¥tegning,urn:ofk:oid:21182845,indberetninger-20180424,2.5097417999999996,29197202.0,,2018-03-30T17:00:45.868Z,2015-03-12T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-73.290,2015-03-12T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
