entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOfChangesInEquity,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables
30577612,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2EwLzUzL2E4LzVkOWUtNDliYy1hYTQ0LTBkYzM4MTg0ZDJiMg.xhtml,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2UwLzkwL2UzLzA5MWEtNDU0Yi1hNDRmLTNiNGE1NmM0M2M5NA.pdf,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzYwLzZiLzk0L2UzZTQtNGZkMC1iMzM4LTIwZmNlYzhmMTMzYw.xml,true,Vejle,7100.0,5.0,Hjulmagervej,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2018-12-14,2018-12-14,21547.0,jan@laser-tek.dk,263295.0,315556.0,30577612.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Jan EugÃ©n,Jan EugÃ©n,Nordea A/S,LASER-TEK ApS,Claus Sommer,18851.0,0.0,Jan EugÃ©n,2016-10-01,2017-09-30,49863.0,11863.0,30714.0,2018-09-30,2017-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",Det er pÃ¥ generalforsamlingen besluttet at fravÃ¦lge revision af det kommende Ã¥rsregnskab,-38000.0,60650965.0,false,Ingen bistand,urn:ofk:oid:26722458,indberetninger-20180424,2.5953832,30577612,AWkYFyibet7j816D4OxH,2019-02-23T02:03:30.492Z,2019-02-23T02:02:42.720Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AM-81-PT,2019-02-23T02:02:43.210Z,,,,,,,,,,,,,,,,,,,,
30577612,2016-10-01,2017-09-30,c4,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2EwLzUzL2E4LzVkOWUtNDliYy1hYTQ0LTBkYzM4MTg0ZDJiMg.xhtml,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2UwLzkwL2UzLzA5MWEtNDU0Yi1hNDRmLTNiNGE1NmM0M2M5NA.pdf,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzYwLzZiLzk0L2UzZTQtNGZkMC1iMzM4LTIwZmNlYzhmMTMzYw.xml,true,Vejle,7100.0,5.0,Hjulmagervej,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2018-12-14,2018-12-14,,jan@laser-tek.dk,,,30577612.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Jan EugÃ©n,Jan EugÃ©n,Nordea A/S,LASER-TEK ApS,Claus Sommer,,,Jan EugÃ©n,2016-10-01,2017-09-30,49863.0,,,2018-09-30,2017-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",Det er pÃ¥ generalforsamlingen besluttet at fravÃ¦lge revision af det kommende Ã¥rsregnskab,,60650965.0,false,Ingen bistand,urn:ofk:oid:26722458,indberetninger-20180424,2.5953832,30577612,AWkYFyibet7j816D4OxH,2019-02-23T02:03:30.492Z,2019-02-23T02:02:42.720Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AM-81-PT,2019-02-23T02:02:43.210Z,,,,,,,,,,,,,,,,,,,,
30577612,2017-09-30,2017-09-30,c6,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2EwLzUzL2E4LzVkOWUtNDliYy1hYTQ0LTBkYzM4MTg0ZDJiMg.xhtml,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2UwLzkwL2UzLzA5MWEtNDU0Yi1hNDRmLTNiNGE1NmM0M2M5NA.pdf,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzYwLzZiLzk0L2UzZTQtNGZkMC1iMzM4LTIwZmNlYzhmMTMzYw.xml,true,Vejle,7100.0,5.0,Hjulmagervej,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2018-12-14,2018-12-14,,jan@laser-tek.dk,,,30577612.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Jan EugÃ©n,Jan EugÃ©n,Nordea A/S,LASER-TEK ApS,Claus Sommer,,,Jan EugÃ©n,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",Det er pÃ¥ generalforsamlingen besluttet at fravÃ¦lge revision af det kommende Ã¥rsregnskab,,60650965.0,false,Ingen bistand,urn:ofk:oid:26722458,indberetninger-20180424,2.5953832,30577612,AWkYFyibet7j816D4OxH,2019-02-23T02:03:30.492Z,2019-02-23T02:02:42.720Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AM-81-PT,2019-02-23T02:02:43.210Z,499241.0,125000.0,354471.0,38000.0,31657.0,245459.0,499241.0,253782.0,144770.0,96043.0,15978.0,144770.0,144770.0,120459.0,149739.0,253782.0,354471.0,80360.0,8000.0,188476.0
30577612,2017-10-01,2017-10-01,c7,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2EwLzUzL2E4LzVkOWUtNDliYy1hYTQ0LTBkYzM4MTg0ZDJiMg.xhtml,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2UwLzkwL2UzLzA5MWEtNDU0Yi1hNDRmLTNiNGE1NmM0M2M5NA.pdf,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzYwLzZiLzk0L2UzZTQtNGZkMC1iMzM4LTIwZmNlYzhmMTMzYw.xml,true,Vejle,7100.0,5.0,Hjulmagervej,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2018-12-14,2018-12-14,,jan@laser-tek.dk,,,30577612.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Jan EugÃ©n,Jan EugÃ©n,Nordea A/S,LASER-TEK ApS,Claus Sommer,,,Jan EugÃ©n,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",Det er pÃ¥ generalforsamlingen besluttet at fravÃ¦lge revision af det kommende Ã¥rsregnskab,,60650965.0,false,Ingen bistand,urn:ofk:oid:26722458,indberetninger-20180424,2.5953832,30577612,AWkYFyibet7j816D4OxH,2019-02-23T02:03:30.492Z,2019-02-23T02:02:42.720Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AM-81-PT,2019-02-23T02:02:43.210Z,,,,,,125000.0,,,,,,,,,,,,,,
30577612,2017-10-01,2017-10-01,c8,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2EwLzUzL2E4LzVkOWUtNDliYy1hYTQ0LTBkYzM4MTg0ZDJiMg.xhtml,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2UwLzkwL2UzLzA5MWEtNDU0Yi1hNDRmLTNiNGE1NmM0M2M5NA.pdf,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzYwLzZiLzk0L2UzZTQtNGZkMC1iMzM4LTIwZmNlYzhmMTMzYw.xml,true,Vejle,7100.0,5.0,Hjulmagervej,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2018-12-14,2018-12-14,,jan@laser-tek.dk,,,30577612.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Jan EugÃ©n,Jan EugÃ©n,Nordea A/S,LASER-TEK ApS,Claus Sommer,,,Jan EugÃ©n,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",Det er pÃ¥ generalforsamlingen besluttet at fravÃ¦lge revision af det kommende Ã¥rsregnskab,,60650965.0,false,Ingen bistand,urn:ofk:oid:26722458,indberetninger-20180424,2.5953832,30577612,AWkYFyibet7j816D4OxH,2019-02-23T02:03:30.492Z,2019-02-23T02:02:42.720Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AM-81-PT,2019-02-23T02:02:43.210Z,,,,,,120458.0,,,,,,,,,,,,,,
30577612,2017-10-01,2017-10-01,c9,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2EwLzUzL2E4LzVkOWUtNDliYy1hYTQ0LTBkYzM4MTg0ZDJiMg.xhtml,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2UwLzkwL2UzLzA5MWEtNDU0Yi1hNDRmLTNiNGE1NmM0M2M5NA.pdf,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzYwLzZiLzk0L2UzZTQtNGZkMC1iMzM4LTIwZmNlYzhmMTMzYw.xml,true,Vejle,7100.0,5.0,Hjulmagervej,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2018-12-14,2018-12-14,,jan@laser-tek.dk,,,30577612.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Jan EugÃ©n,Jan EugÃ©n,Nordea A/S,LASER-TEK ApS,Claus Sommer,,,Jan EugÃ©n,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",Det er pÃ¥ generalforsamlingen besluttet at fravÃ¦lge revision af det kommende Ã¥rsregnskab,,60650965.0,false,Ingen bistand,urn:ofk:oid:26722458,indberetninger-20180424,2.5953832,30577612,AWkYFyibet7j816D4OxH,2019-02-23T02:03:30.492Z,2019-02-23T02:02:42.720Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AM-81-PT,2019-02-23T02:02:43.210Z,,,,,,245458.0,,,,,,,,,,,,,,
30577612,2017-10-01,2018-09-30,c0,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2EwLzUzL2E4LzVkOWUtNDliYy1hYTQ0LTBkYzM4MTg0ZDJiMg.xhtml,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2UwLzkwL2UzLzA5MWEtNDU0Yi1hNDRmLTNiNGE1NmM0M2M5NA.pdf,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzYwLzZiLzk0L2UzZTQtNGZkMC1iMzM4LTIwZmNlYzhmMTMzYw.xml,true,Vejle,7100.0,5.0,Hjulmagervej,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2018-12-14,2018-12-14,21547.0,jan@laser-tek.dk,333227.0,343645.0,30577612.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Jan EugÃ©n,Jan EugÃ©n,Nordea A/S,LASER-TEK ApS,Claus Sommer,12341.0,0.0,Jan EugÃ©n,2016-10-01,2017-09-30,-9470.0,-23470.0,-11129.0,2018-09-30,2017-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",Det er pÃ¥ generalforsamlingen besluttet at fravÃ¦lge revision af det kommende Ã¥rsregnskab,-14000.0,60650965.0,false,Ingen bistand,urn:ofk:oid:26722458,indberetninger-20180424,2.5953832,30577612,AWkYFyibet7j816D4OxH,2019-02-23T02:03:30.492Z,2019-02-23T02:02:42.720Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AM-81-PT,2019-02-23T02:02:43.210Z,,,,,,,,,,,,,,,,,,,,
30577612,2017-10-01,2018-09-30,c1,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2EwLzUzL2E4LzVkOWUtNDliYy1hYTQ0LTBkYzM4MTg0ZDJiMg.xhtml,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2UwLzkwL2UzLzA5MWEtNDU0Yi1hNDRmLTNiNGE1NmM0M2M5NA.pdf,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzYwLzZiLzk0L2UzZTQtNGZkMC1iMzM4LTIwZmNlYzhmMTMzYw.xml,true,Vejle,7100.0,5.0,Hjulmagervej,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2018-12-14,2018-12-14,,jan@laser-tek.dk,,,30577612.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Jan EugÃ©n,Jan EugÃ©n,Nordea A/S,LASER-TEK ApS,Claus Sommer,,,Jan EugÃ©n,2016-10-01,2017-09-30,,,,2018-09-30,2017-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",Det er pÃ¥ generalforsamlingen besluttet at fravÃ¦lge revision af det kommende Ã¥rsregnskab,,60650965.0,false,Ingen bistand,urn:ofk:oid:26722458,indberetninger-20180424,2.5953832,30577612,AWkYFyibet7j816D4OxH,2019-02-23T02:03:30.492Z,2019-02-23T02:02:42.720Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AM-81-PT,2019-02-23T02:02:43.210Z,,,,,,,,,,,,,,,,,,,,
30577612,2017-10-01,2018-09-30,c10,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2EwLzUzL2E4LzVkOWUtNDliYy1hYTQ0LTBkYzM4MTg0ZDJiMg.xhtml,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2UwLzkwL2UzLzA5MWEtNDU0Yi1hNDRmLTNiNGE1NmM0M2M5NA.pdf,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzYwLzZiLzk0L2UzZTQtNGZkMC1iMzM4LTIwZmNlYzhmMTMzYw.xml,true,Vejle,7100.0,5.0,Hjulmagervej,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2018-12-14,2018-12-14,,jan@laser-tek.dk,,,30577612.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Jan EugÃ©n,Jan EugÃ©n,Nordea A/S,LASER-TEK ApS,Claus Sommer,,,Jan EugÃ©n,2016-10-01,2017-09-30,-9470.0,,,2018-09-30,2017-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",Det er pÃ¥ generalforsamlingen besluttet at fravÃ¦lge revision af det kommende Ã¥rsregnskab,,60650965.0,false,Ingen bistand,urn:ofk:oid:26722458,indberetninger-20180424,2.5953832,30577612,AWkYFyibet7j816D4OxH,2019-02-23T02:03:30.492Z,2019-02-23T02:02:42.720Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AM-81-PT,2019-02-23T02:02:43.210Z,,,,,,,,,,,,,,,,,,,,
30577612,2017-10-01,2018-09-30,c3,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2EwLzUzL2E4LzVkOWUtNDliYy1hYTQ0LTBkYzM4MTg0ZDJiMg.xhtml,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2UwLzkwL2UzLzA5MWEtNDU0Yi1hNDRmLTNiNGE1NmM0M2M5NA.pdf,http://regnskaber.virk.dk/21677503/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzYwLzZiLzk0L2UzZTQtNGZkMC1iMzM4LTIwZmNlYzhmMTMzYw.xml,true,Vejle,7100.0,5.0,Hjulmagervej,6000 Kolding,Kokholm 1A,"Regnskabsklasse B, mikrovirksomhed",2018-12-14,2018-12-14,,jan@laser-tek.dk,,,30577612.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Jan EugÃ©n,Jan EugÃ©n,Nordea A/S,LASER-TEK ApS,Claus Sommer,,,Jan EugÃ©n,2016-10-01,2017-09-30,-9470.0,,,2018-09-30,2017-10-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets anpartskapital er uÃ¦ndret siden selskabets stiftelse.</p>",Det er pÃ¥ generalforsamlingen besluttet at fravÃ¦lge revision af det kommende Ã¥rsregnskab,,60650965.0,false,Ingen bistand,urn:ofk:oid:26722458,indberetninger-20180424,2.5953832,30577612,AWkYFyibet7j816D4OxH,2019-02-23T02:03:30.492Z,2019-02-23T02:02:42.720Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AM-81-PT,2019-02-23T02:02:43.210Z,,,,,,,,,,,,,,,,,,,,
