entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfEmployees,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdministrativeExpenses,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PropertyCost,Revenue,Assets,CashAndCashEquivalents,CurrentAssets,Distributions,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
13729085,2015-01-01,2015-01-01,c10,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzLzhmL2I3LzgwLzBlLzM2ZmYtNDg4Ny04MjJjLWE2NmI1ZTFmNjI2Mw.xhtml,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzVkLzQ4LzQ3L2YwYmQtNDUxYi1hNzFmLTJiYmRlNTIwMTFjZg.pdf,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzI4LzRhLzE0L2I1OGUtNGRlZi05ZjgzLTI3MTYxMmRhMTYyMQ.xml,true,BirkerÃ¸d,3460.0,50.0,Carl Plougs Vej,2880 BagsvÃ¦rd,RÃ¸nnekrogen 11,Regnskabsklasse B,2017-04-07,2017-04-07,13729085.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagaard Andersen,K/S ERHVERVS INVEST III,Kaj B. Kjeldgaard,3.0,KÃ¸benhavn,2015-01-01,2015-12-31,2016-12-31,2016-01-01,false,false,false,false,Ingen bistand,urn:ofk:oid:23727048,indberetninger-20180424,2.5927877,13729085,,2018-03-27T13:25:15.645Z,2017-04-18T10:28:59.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-24-ML,2017-04-18T10:29:00.123Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13729085,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzLzhmL2I3LzgwLzBlLzM2ZmYtNDg4Ny04MjJjLWE2NmI1ZTFmNjI2Mw.xhtml,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzVkLzQ4LzQ3L2YwYmQtNDUxYi1hNzFmLTJiYmRlNTIwMTFjZg.pdf,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzI4LzRhLzE0L2I1OGUtNGRlZi05ZjgzLTI3MTYxMmRhMTYyMQ.xml,true,BirkerÃ¸d,3460.0,50.0,Carl Plougs Vej,2880 BagsvÃ¦rd,RÃ¸nnekrogen 11,Regnskabsklasse B,2017-04-07,2017-04-07,13729085.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagaard Andersen,K/S ERHVERVS INVEST III,Kaj B. Kjeldgaard,,KÃ¸benhavn,2015-01-01,2015-12-31,2016-12-31,2016-01-01,false,false,false,false,Ingen bistand,urn:ofk:oid:23727048,indberetninger-20180424,2.5927877,13729085,,2018-03-27T13:25:15.645Z,2017-04-18T10:28:59.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-24-ML,2017-04-18T10:29:00.123Z,153659.0,545275.0,145119.0,9434.0,409590.0,409590.0,545275.0,103989.0,802923.0,,,,,,,,,,,,,,,,,,,,,,
13729085,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzLzhmL2I3LzgwLzBlLzM2ZmYtNDg4Ny04MjJjLWE2NmI1ZTFmNjI2Mw.xhtml,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzVkLzQ4LzQ3L2YwYmQtNDUxYi1hNzFmLTJiYmRlNTIwMTFjZg.pdf,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzI4LzRhLzE0L2I1OGUtNGRlZi05ZjgzLTI3MTYxMmRhMTYyMQ.xml,true,BirkerÃ¸d,3460.0,50.0,Carl Plougs Vej,2880 BagsvÃ¦rd,RÃ¸nnekrogen 11,Regnskabsklasse B,2017-04-07,2017-04-07,13729085.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagaard Andersen,K/S ERHVERVS INVEST III,Kaj B. Kjeldgaard,,KÃ¸benhavn,2015-01-01,2015-12-31,2016-12-31,2016-01-01,false,false,false,false,Ingen bistand,urn:ofk:oid:23727048,indberetninger-20180424,2.5927877,13729085,,2018-03-27T13:25:15.645Z,2017-04-18T10:28:59.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-24-ML,2017-04-18T10:29:00.123Z,,,,,409590.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13729085,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzLzhmL2I3LzgwLzBlLzM2ZmYtNDg4Ny04MjJjLWE2NmI1ZTFmNjI2Mw.xhtml,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzVkLzQ4LzQ3L2YwYmQtNDUxYi1hNzFmLTJiYmRlNTIwMTFjZg.pdf,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzI4LzRhLzE0L2I1OGUtNGRlZi05ZjgzLTI3MTYxMmRhMTYyMQ.xml,true,BirkerÃ¸d,3460.0,50.0,Carl Plougs Vej,2880 BagsvÃ¦rd,RÃ¸nnekrogen 11,Regnskabsklasse B,2017-04-07,2017-04-07,13729085.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagaard Andersen,K/S ERHVERVS INVEST III,Kaj B. Kjeldgaard,3.0,KÃ¸benhavn,2015-01-01,2015-12-31,2016-12-31,2016-01-01,false,false,false,false,Ingen bistand,urn:ofk:oid:23727048,indberetninger-20180424,2.5927877,13729085,,2018-03-27T13:25:15.645Z,2017-04-18T10:28:59.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-24-ML,2017-04-18T10:29:00.123Z,,,,,,,,,,9786867.0,678819.0,936867.0,-4138166.0,4912693.0,8850000.0,9786867.0,4874174.0,4073948.0,4073948.0,8850000.0,472716.0,258048.0,1500000.0,8850000.0,7084467.0,466392.0,800226.0,250000.0,258048.0,77510.0,
13729085,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzLzhmL2I3LzgwLzBlLzM2ZmYtNDg4Ny04MjJjLWE2NmI1ZTFmNjI2Mw.xhtml,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzVkLzQ4LzQ3L2YwYmQtNDUxYi1hNzFmLTJiYmRlNTIwMTFjZg.pdf,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzI4LzRhLzE0L2I1OGUtNGRlZi05ZjgzLTI3MTYxMmRhMTYyMQ.xml,true,BirkerÃ¸d,3460.0,50.0,Carl Plougs Vej,2880 BagsvÃ¦rd,RÃ¸nnekrogen 11,Regnskabsklasse B,2017-04-07,2017-04-07,13729085.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagaard Andersen,K/S ERHVERVS INVEST III,Kaj B. Kjeldgaard,3.0,KÃ¸benhavn,2015-01-01,2015-12-31,2016-12-31,2016-01-01,false,false,false,false,Ingen bistand,urn:ofk:oid:23727048,indberetninger-20180424,2.5927877,13729085,,2018-03-27T13:25:15.645Z,2017-04-18T10:28:59.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-24-ML,2017-04-18T10:29:00.123Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13729085,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzLzhmL2I3LzgwLzBlLzM2ZmYtNDg4Ny04MjJjLWE2NmI1ZTFmNjI2Mw.xhtml,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzVkLzQ4LzQ3L2YwYmQtNDUxYi1hNzFmLTJiYmRlNTIwMTFjZg.pdf,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzI4LzRhLzE0L2I1OGUtNGRlZi05ZjgzLTI3MTYxMmRhMTYyMQ.xml,true,BirkerÃ¸d,3460.0,50.0,Carl Plougs Vej,2880 BagsvÃ¦rd,RÃ¸nnekrogen 11,Regnskabsklasse B,2017-04-07,2017-04-07,13729085.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagaard Andersen,K/S ERHVERVS INVEST III,Kaj B. Kjeldgaard,,KÃ¸benhavn,2015-01-01,2015-12-31,2016-12-31,2016-01-01,false,false,false,false,Ingen bistand,urn:ofk:oid:23727048,indberetninger-20180424,2.5927877,13729085,,2018-03-27T13:25:15.645Z,2017-04-18T10:28:59.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-24-ML,2017-04-18T10:29:00.123Z,116753.0,559548.0,120004.0,2282.0,441826.0,441826.0,559548.0,97703.0,774004.0,,,,,,,,,,,,,,,,,,,,,,
13729085,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzLzhmL2I3LzgwLzBlLzM2ZmYtNDg4Ny04MjJjLWE2NmI1ZTFmNjI2Mw.xhtml,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzVkLzQ4LzQ3L2YwYmQtNDUxYi1hNzFmLTJiYmRlNTIwMTFjZg.pdf,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzI4LzRhLzE0L2I1OGUtNGRlZi05ZjgzLTI3MTYxMmRhMTYyMQ.xml,true,BirkerÃ¸d,3460.0,50.0,Carl Plougs Vej,2880 BagsvÃ¦rd,RÃ¸nnekrogen 11,Regnskabsklasse B,2017-04-07,2017-04-07,13729085.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagaard Andersen,K/S ERHVERVS INVEST III,Kaj B. Kjeldgaard,,KÃ¸benhavn,2015-01-01,2015-12-31,2016-12-31,2016-01-01,false,false,false,false,Ingen bistand,urn:ofk:oid:23727048,indberetninger-20180424,2.5927877,13729085,,2018-03-27T13:25:15.645Z,2017-04-18T10:28:59.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-24-ML,2017-04-18T10:29:00.123Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steen Raagaard Andersen
13729085,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzLzhmL2I3LzgwLzBlLzM2ZmYtNDg4Ny04MjJjLWE2NmI1ZTFmNjI2Mw.xhtml,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzVkLzQ4LzQ3L2YwYmQtNDUxYi1hNzFmLTJiYmRlNTIwMTFjZg.pdf,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzI4LzRhLzE0L2I1OGUtNGRlZi05ZjgzLTI3MTYxMmRhMTYyMQ.xml,true,BirkerÃ¸d,3460.0,50.0,Carl Plougs Vej,2880 BagsvÃ¦rd,RÃ¸nnekrogen 11,Regnskabsklasse B,2017-04-07,2017-04-07,13729085.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagaard Andersen,K/S ERHVERVS INVEST III,Kaj B. Kjeldgaard,,KÃ¸benhavn,2015-01-01,2015-12-31,2016-12-31,2016-01-01,false,false,false,false,Ingen bistand,urn:ofk:oid:23727048,indberetninger-20180424,2.5927877,13729085,,2018-03-27T13:25:15.645Z,2017-04-18T10:28:59.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-24-ML,2017-04-18T10:29:00.123Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens-Henrik Gielstrup
13729085,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzLzhmL2I3LzgwLzBlLzM2ZmYtNDg4Ny04MjJjLWE2NmI1ZTFmNjI2Mw.xhtml,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzVkLzQ4LzQ3L2YwYmQtNDUxYi1hNzFmLTJiYmRlNTIwMTFjZg.pdf,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzI4LzRhLzE0L2I1OGUtNGRlZi05ZjgzLTI3MTYxMmRhMTYyMQ.xml,true,BirkerÃ¸d,3460.0,50.0,Carl Plougs Vej,2880 BagsvÃ¦rd,RÃ¸nnekrogen 11,Regnskabsklasse B,2017-04-07,2017-04-07,13729085.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagaard Andersen,K/S ERHVERVS INVEST III,Kaj B. Kjeldgaard,,KÃ¸benhavn,2015-01-01,2015-12-31,2016-12-31,2016-01-01,false,false,false,false,Ingen bistand,urn:ofk:oid:23727048,indberetninger-20180424,2.5927877,13729085,,2018-03-27T13:25:15.645Z,2017-04-18T10:28:59.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-24-ML,2017-04-18T10:29:00.123Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Jensen
13729085,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzLzhmL2I3LzgwLzBlLzM2ZmYtNDg4Ny04MjJjLWE2NmI1ZTFmNjI2Mw.xhtml,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzVkLzQ4LzQ3L2YwYmQtNDUxYi1hNzFmLTJiYmRlNTIwMTFjZg.pdf,http://regnskaber.virk.dk/58092731/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzI4LzRhLzE0L2I1OGUtNGRlZi05ZjgzLTI3MTYxMmRhMTYyMQ.xml,true,BirkerÃ¸d,3460.0,50.0,Carl Plougs Vej,2880 BagsvÃ¦rd,RÃ¸nnekrogen 11,Regnskabsklasse B,2017-04-07,2017-04-07,13729085.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Raagaard Andersen,K/S ERHVERVS INVEST III,Kaj B. Kjeldgaard,,KÃ¸benhavn,2015-01-01,2015-12-31,2016-12-31,2016-01-01,false,false,false,false,Ingen bistand,urn:ofk:oid:23727048,indberetninger-20180424,2.5927877,13729085,,2018-03-27T13:25:15.645Z,2017-04-18T10:28:59.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-24-ML,2017-04-18T10:29:00.123Z,,,,,441826.0,,,,,,,,,,,,,,,,,,,,,,,,,,
