entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationOfInvestmentAssets,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
52205115,2013-07-01,2014-06-30,c10,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2RjL2QwLzQwLzdhMzEtNDU1Yi04OTQ4LTQxODIwNTAwZGU0Mg.xhtml,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2NkL2U4LzVlL2EwNzQtNGE4YS05NDM3LTA4ZTRlNWYwYTE2OA.pdf,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzFlL2YyL2JlLzRhOTAtNGMyNS04Yzc2LWRlZTZjYzA0YjUxMw.xml,Danmark,DK,Odense SV,27.0,Thujavej,Nyborg,5800.0,"5, 1",Adelgade,5250  Odense SV,Thujavej 27,Til den daglige ledelse i H. SvansÃ¸ A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-23,2015-12-07,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investeringsvirksomhed med investering i vÃ¦rdipapirer. Derudover foretager selskabet udlejning af erhvervslejemÃ¥l, udlejning af ejerlejlighed og import og salg af fÃ¸devarer.</p>",14335102.0,52205115.0,1000724121.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Christensen H.D.,Peder SvansÃ¸,Hanne Lise SvansÃ¸,Danske Bank,H. SVANSÃ A/S,RevisorgÃ¥rden i Odense ApS,Nyborg,2013-07-01,2014-06-30,1200000.0,2015-06-30,2014-07-01,2015-11-23,Odense SV,40550922.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21752108,indberetninger-20180424,2.5927877,52205115.0,,2018-03-30T19:50:05.881Z,2015-12-07T16:18:53.077Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-QS,2015-12-07T16:18:53.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52205115,2013-07-01,2014-06-30,c12,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2RjL2QwLzQwLzdhMzEtNDU1Yi04OTQ4LTQxODIwNTAwZGU0Mg.xhtml,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2NkL2U4LzVlL2EwNzQtNGE4YS05NDM3LTA4ZTRlNWYwYTE2OA.pdf,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzFlL2YyL2JlLzRhOTAtNGMyNS04Yzc2LWRlZTZjYzA0YjUxMw.xml,Danmark,DK,Odense SV,27.0,Thujavej,Nyborg,5800.0,"5, 1",Adelgade,5250  Odense SV,Thujavej 27,Til den daglige ledelse i H. SvansÃ¸ A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-23,2015-12-07,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investeringsvirksomhed med investering i vÃ¦rdipapirer. Derudover foretager selskabet udlejning af erhvervslejemÃ¥l, udlejning af ejerlejlighed og import og salg af fÃ¸devarer.</p>",14335102.0,52205115.0,1000724121.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Christensen H.D.,Peder SvansÃ¸,Hanne Lise SvansÃ¸,Danske Bank,H. SVANSÃ A/S,RevisorgÃ¥rden i Odense ApS,Nyborg,2013-07-01,2014-06-30,-2290802.0,2015-06-30,2014-07-01,2015-11-23,Odense SV,40550922.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21752108,indberetninger-20180424,2.5927877,52205115.0,,2018-03-30T19:50:05.881Z,2015-12-07T16:18:53.077Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-QS,2015-12-07T16:18:53.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52205115,2013-07-01,2014-06-30,c6,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2RjL2QwLzQwLzdhMzEtNDU1Yi04OTQ4LTQxODIwNTAwZGU0Mg.xhtml,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2NkL2U4LzVlL2EwNzQtNGE4YS05NDM3LTA4ZTRlNWYwYTE2OA.pdf,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzFlL2YyL2JlLzRhOTAtNGMyNS04Yzc2LWRlZTZjYzA0YjUxMw.xml,Danmark,DK,Odense SV,27.0,Thujavej,Nyborg,5800.0,"5, 1",Adelgade,5250  Odense SV,Thujavej 27,Til den daglige ledelse i H. SvansÃ¸ A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-23,2015-12-07,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investeringsvirksomhed med investering i vÃ¦rdipapirer. Derudover foretager selskabet udlejning af erhvervslejemÃ¥l, udlejning af ejerlejlighed og import og salg af fÃ¸devarer.</p>",14335102.0,52205115.0,1000724121.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Christensen H.D.,Peder SvansÃ¸,Hanne Lise SvansÃ¸,Danske Bank,H. SVANSÃ A/S,RevisorgÃ¥rden i Odense ApS,Nyborg,2013-07-01,2014-06-30,309198.0,2015-06-30,2014-07-01,2015-11-23,Odense SV,40550922.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21752108,indberetninger-20180424,2.5927877,52205115.0,,2018-03-30T19:50:05.881Z,2015-12-07T16:18:53.077Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-QS,2015-12-07T16:18:53.315Z,56067.0,197181.0,132568.0,-175907.0,42540.0,131606.0,413910.0,380071.0,-120680.0,70873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52205115,2013-07-01,2014-06-30,c8,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2RjL2QwLzQwLzdhMzEtNDU1Yi04OTQ4LTQxODIwNTAwZGU0Mg.xhtml,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2NkL2U4LzVlL2EwNzQtNGE4YS05NDM3LTA4ZTRlNWYwYTE2OA.pdf,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzFlL2YyL2JlLzRhOTAtNGMyNS04Yzc2LWRlZTZjYzA0YjUxMw.xml,Danmark,DK,Odense SV,27.0,Thujavej,Nyborg,5800.0,"5, 1",Adelgade,5250  Odense SV,Thujavej 27,Til den daglige ledelse i H. SvansÃ¸ A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-23,2015-12-07,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investeringsvirksomhed med investering i vÃ¦rdipapirer. Derudover foretager selskabet udlejning af erhvervslejemÃ¥l, udlejning af ejerlejlighed og import og salg af fÃ¸devarer.</p>",14335102.0,52205115.0,1000724121.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Christensen H.D.,Peder SvansÃ¸,Hanne Lise SvansÃ¸,Danske Bank,H. SVANSÃ A/S,RevisorgÃ¥rden i Odense ApS,Nyborg,2013-07-01,2014-06-30,1400000.0,2015-06-30,2014-07-01,2015-11-23,Odense SV,40550922.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21752108,indberetninger-20180424,2.5927877,52205115.0,,2018-03-30T19:50:05.881Z,2015-12-07T16:18:53.077Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-QS,2015-12-07T16:18:53.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52205115,2014-06-30,2014-06-30,c14,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2RjL2QwLzQwLzdhMzEtNDU1Yi04OTQ4LTQxODIwNTAwZGU0Mg.xhtml,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2NkL2U4LzVlL2EwNzQtNGE4YS05NDM3LTA4ZTRlNWYwYTE2OA.pdf,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzFlL2YyL2JlLzRhOTAtNGMyNS04Yzc2LWRlZTZjYzA0YjUxMw.xml,Danmark,DK,Odense SV,27.0,Thujavej,Nyborg,5800.0,"5, 1",Adelgade,5250  Odense SV,Thujavej 27,Til den daglige ledelse i H. SvansÃ¸ A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-23,2015-12-07,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investeringsvirksomhed med investering i vÃ¦rdipapirer. Derudover foretager selskabet udlejning af erhvervslejemÃ¥l, udlejning af ejerlejlighed og import og salg af fÃ¸devarer.</p>",14335102.0,52205115.0,1000724121.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Christensen H.D.,Peder SvansÃ¸,Hanne Lise SvansÃ¸,Danske Bank,H. SVANSÃ A/S,RevisorgÃ¥rden i Odense ApS,Nyborg,2013-07-01,2014-06-30,,2015-06-30,2014-07-01,2015-11-23,Odense SV,40550922.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21752108,indberetninger-20180424,2.5927877,52205115.0,,2018-03-30T19:50:05.881Z,2015-12-07T16:18:53.077Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-QS,2015-12-07T16:18:53.315Z,,,,,,,,,,,15682201.0,106994.0,3000000.0,5135224.0,9500.0,11846110.0,336367.0,3627963.0,15682201.0,3681691.0,6582647.0,1201706.0,1201706.0,10546977.0,3331818.0,3250829.0,781628.0,3646131.0,3964330.0,1400000.0,154400.0,154400.0,266832.0,8579278.0,95662.0,2479985.0,70757.0,25910.0,5028230.0,106028.0,1372599.0,,
52205115,2014-07-01,2015-06-30,c0,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2RjL2QwLzQwLzdhMzEtNDU1Yi04OTQ4LTQxODIwNTAwZGU0Mg.xhtml,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2NkL2U4LzVlL2EwNzQtNGE4YS05NDM3LTA4ZTRlNWYwYTE2OA.pdf,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzFlL2YyL2JlLzRhOTAtNGMyNS04Yzc2LWRlZTZjYzA0YjUxMw.xml,Danmark,DK,Odense SV,27.0,Thujavej,Nyborg,5800.0,"5, 1",Adelgade,5250  Odense SV,Thujavej 27,Til den daglige ledelse i H. SvansÃ¸ A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-23,2015-12-07,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investeringsvirksomhed med investering i vÃ¦rdipapirer. Derudover foretager selskabet udlejning af erhvervslejemÃ¥l, udlejning af ejerlejlighed og import og salg af fÃ¸devarer.</p>",14335102.0,52205115.0,1000724121.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Christensen H.D.,Peder SvansÃ¸,Hanne Lise SvansÃ¸,Danske Bank,H. SVANSÃ A/S,RevisorgÃ¥rden i Odense ApS,Nyborg,2013-07-01,2014-06-30,124767.0,2015-06-30,2014-07-01,2015-11-23,Odense SV,40550922.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21752108,indberetninger-20180424,2.5927877,52205115.0,,2018-03-30T19:50:05.881Z,2015-12-07T16:18:53.077Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-QS,2015-12-07T16:18:53.315Z,74734.0,271100.0,130672.0,152565.0,382065.0,110243.0,286311.0,190406.0,-215162.0,65639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52205115,2014-07-01,2015-06-30,c1,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2RjL2QwLzQwLzdhMzEtNDU1Yi04OTQ4LTQxODIwNTAwZGU0Mg.xhtml,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2NkL2U4LzVlL2EwNzQtNGE4YS05NDM3LTA4ZTRlNWYwYTE2OA.pdf,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzFlL2YyL2JlLzRhOTAtNGMyNS04Yzc2LWRlZTZjYzA0YjUxMw.xml,Danmark,DK,Odense SV,27.0,Thujavej,Nyborg,5800.0,"5, 1",Adelgade,5250  Odense SV,Thujavej 27,Til den daglige ledelse i H. SvansÃ¸ A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-23,2015-12-07,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investeringsvirksomhed med investering i vÃ¦rdipapirer. Derudover foretager selskabet udlejning af erhvervslejemÃ¥l, udlejning af ejerlejlighed og import og salg af fÃ¸devarer.</p>",14335102.0,52205115.0,1000724121.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Christensen H.D.,Peder SvansÃ¸,Hanne Lise SvansÃ¸,Danske Bank,H. SVANSÃ A/S,RevisorgÃ¥rden i Odense ApS,Nyborg,2013-07-01,2014-06-30,,2015-06-30,2014-07-01,2015-11-23,Odense SV,40550922.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21752108,indberetninger-20180424,2.5927877,52205115.0,,2018-03-30T19:50:05.881Z,2015-12-07T16:18:53.077Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-QS,2015-12-07T16:18:53.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REVISORGÃRDEN I ODENSE ApS,
52205115,2014-07-01,2015-06-30,c11,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2RjL2QwLzQwLzdhMzEtNDU1Yi04OTQ4LTQxODIwNTAwZGU0Mg.xhtml,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2NkL2U4LzVlL2EwNzQtNGE4YS05NDM3LTA4ZTRlNWYwYTE2OA.pdf,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzFlL2YyL2JlLzRhOTAtNGMyNS04Yzc2LWRlZTZjYzA0YjUxMw.xml,Danmark,DK,Odense SV,27.0,Thujavej,Nyborg,5800.0,"5, 1",Adelgade,5250  Odense SV,Thujavej 27,Til den daglige ledelse i H. SvansÃ¸ A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-23,2015-12-07,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investeringsvirksomhed med investering i vÃ¦rdipapirer. Derudover foretager selskabet udlejning af erhvervslejemÃ¥l, udlejning af ejerlejlighed og import og salg af fÃ¸devarer.</p>",14335102.0,52205115.0,1000724121.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Christensen H.D.,Peder SvansÃ¸,Hanne Lise SvansÃ¸,Danske Bank,H. SVANSÃ A/S,RevisorgÃ¥rden i Odense ApS,Nyborg,2013-07-01,2014-06-30,-1335233.0,2015-06-30,2014-07-01,2015-11-23,Odense SV,40550922.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21752108,indberetninger-20180424,2.5927877,52205115.0,,2018-03-30T19:50:05.881Z,2015-12-07T16:18:53.077Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-QS,2015-12-07T16:18:53.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52205115,2014-07-01,2015-06-30,c2,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2RjL2QwLzQwLzdhMzEtNDU1Yi04OTQ4LTQxODIwNTAwZGU0Mg.xhtml,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2NkL2U4LzVlL2EwNzQtNGE4YS05NDM3LTA4ZTRlNWYwYTE2OA.pdf,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzFlL2YyL2JlLzRhOTAtNGMyNS04Yzc2LWRlZTZjYzA0YjUxMw.xml,Danmark,DK,Odense SV,27.0,Thujavej,Nyborg,5800.0,"5, 1",Adelgade,5250  Odense SV,Thujavej 27,Til den daglige ledelse i H. SvansÃ¸ A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-23,2015-12-07,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investeringsvirksomhed med investering i vÃ¦rdipapirer. Derudover foretager selskabet udlejning af erhvervslejemÃ¥l, udlejning af ejerlejlighed og import og salg af fÃ¸devarer.</p>",14335102.0,52205115.0,1000724121.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Christensen H.D.,Peder SvansÃ¸,Hanne Lise SvansÃ¸,Danske Bank,H. SVANSÃ A/S,RevisorgÃ¥rden i Odense ApS,Nyborg,2013-07-01,2014-06-30,,2015-06-30,2014-07-01,2015-11-23,Odense SV,40550922.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21752108,indberetninger-20180424,2.5927877,52205115.0,,2018-03-30T19:50:05.881Z,2015-12-07T16:18:53.077Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-QS,2015-12-07T16:18:53.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52205115,2014-07-01,2015-06-30,c3,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2RjL2QwLzQwLzdhMzEtNDU1Yi04OTQ4LTQxODIwNTAwZGU0Mg.xhtml,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzJlL2NkL2U4LzVlL2EwNzQtNGE4YS05NDM3LTA4ZTRlNWYwYTE2OA.pdf,http://regnskaber.virk.dk/51150225/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzFlL2YyL2JlLzRhOTAtNGMyNS04Yzc2LWRlZTZjYzA0YjUxMw.xml,Danmark,DK,Odense SV,27.0,Thujavej,Nyborg,5800.0,"5, 1",Adelgade,5250  Odense SV,Thujavej 27,Til den daglige ledelse i H. SvansÃ¸ A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-23,2015-12-07,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investeringsvirksomhed med investering i vÃ¦rdipapirer. Derudover foretager selskabet udlejning af erhvervslejemÃ¥l, udlejning af ejerlejlighed og import og salg af fÃ¸devarer.</p>",14335102.0,52205115.0,1000724121.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif Christensen H.D.,Peder SvansÃ¸,Hanne Lise SvansÃ¸,Danske Bank,H. SVANSÃ A/S,RevisorgÃ¥rden i Odense ApS,Nyborg,2013-07-01,2014-06-30,,2015-06-30,2014-07-01,2015-11-23,Odense SV,40550922.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21752108,indberetninger-20180424,2.5927877,52205115.0,,2018-03-30T19:50:05.881Z,2015-12-07T16:18:53.077Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-58-QS,2015-12-07T16:18:53.315Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peder SvansÃ¸
