entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,WorkInProgress
12464983,2012-10-01,2013-09-30,c3,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8vcGRmcy8xMjQ2NDk4MztBcFMxNzYwNjg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8veGJybHMvWC03MjQzRjI2MS0yMDE1MDIxM18wOTI1MDJfODUx.xml,Danmark,DK,Aalborg SV,9200.0,372.0,Hobrovej,aalborg,9000.0,Hadsundvej 27,Aalborg SÃ,9210.0,225.0,Gugvej,9200 Aalborg SV,hobrovej 372,Regnskabsklasse B,2015-02-13,2015-02-13,44700.0,skp@gvdnet.dk,227604.0,48819.0,350396.0,78466111.0,12464983.0,1018547380.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Pedersen,Steen Kristian Pedersen,PlusRevision - Nordjylland ApS,Jyske Bank,X-REN ApS,Plusrevision aps,49911.0,20638.0,Aalborg SÃ,2012-10-01,2013-09-30,36052.0,48819.0,78092.0,2014-09-30,2013-10-01,"Selskabet har fravalgt revision, for det kommende regnskabsÃ¥r.",12767.0,22351210.0,Ingen bistand,urn:ofk:oid:10278123,indberetninger-20180424,2.512258,12464983.0,,2018-03-30T11:15:34.874Z,2015-02-13T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-384.936,2015-02-13T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
12464983,2012-10-01,2013-09-30,c5,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8vcGRmcy8xMjQ2NDk4MztBcFMxNzYwNjg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8veGJybHMvWC03MjQzRjI2MS0yMDE1MDIxM18wOTI1MDJfODUx.xml,Danmark,DK,Aalborg SV,9200.0,372.0,Hobrovej,aalborg,9000.0,Hadsundvej 27,Aalborg SÃ,9210.0,225.0,Gugvej,9200 Aalborg SV,hobrovej 372,Regnskabsklasse B,2015-02-13,2015-02-13,,skp@gvdnet.dk,,,,78466111.0,12464983.0,1018547380.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Pedersen,Steen Kristian Pedersen,PlusRevision - Nordjylland ApS,Jyske Bank,X-REN ApS,Plusrevision aps,,,Aalborg SÃ,2012-10-01,2013-09-30,48300.0,,,2014-09-30,2013-10-01,"Selskabet har fravalgt revision, for det kommende regnskabsÃ¥r.",,22351210.0,Ingen bistand,urn:ofk:oid:10278123,indberetninger-20180424,2.512258,12464983.0,,2018-03-30T11:15:34.874Z,2015-02-13T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-384.936,2015-02-13T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
12464983,2012-10-01,2013-09-30,c7,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8vcGRmcy8xMjQ2NDk4MztBcFMxNzYwNjg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8veGJybHMvWC03MjQzRjI2MS0yMDE1MDIxM18wOTI1MDJfODUx.xml,Danmark,DK,Aalborg SV,9200.0,372.0,Hobrovej,aalborg,9000.0,Hadsundvej 27,Aalborg SÃ,9210.0,225.0,Gugvej,9200 Aalborg SV,hobrovej 372,Regnskabsklasse B,2015-02-13,2015-02-13,,skp@gvdnet.dk,,,,78466111.0,12464983.0,1018547380.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Pedersen,Steen Kristian Pedersen,PlusRevision - Nordjylland ApS,Jyske Bank,X-REN ApS,Plusrevision aps,,,Aalborg SÃ,2012-10-01,2013-09-30,-12248.0,,,2014-09-30,2013-10-01,"Selskabet har fravalgt revision, for det kommende regnskabsÃ¥r.",,22351210.0,Ingen bistand,urn:ofk:oid:10278123,indberetninger-20180424,2.512258,12464983.0,,2018-03-30T11:15:34.874Z,2015-02-13T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-384.936,2015-02-13T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
12464983,2013-09-30,2013-09-30,c9,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8vcGRmcy8xMjQ2NDk4MztBcFMxNzYwNjg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8veGJybHMvWC03MjQzRjI2MS0yMDE1MDIxM18wOTI1MDJfODUx.xml,Danmark,DK,Aalborg SV,9200.0,372.0,Hobrovej,aalborg,9000.0,Hadsundvej 27,Aalborg SÃ,9210.0,225.0,Gugvej,9200 Aalborg SV,hobrovej 372,Regnskabsklasse B,2015-02-13,2015-02-13,,skp@gvdnet.dk,,,,78466111.0,12464983.0,1018547380.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Pedersen,Steen Kristian Pedersen,PlusRevision - Nordjylland ApS,Jyske Bank,X-REN ApS,Plusrevision aps,,,Aalborg SÃ,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,"Selskabet har fravalgt revision, for det kommende regnskabsÃ¥r.",,22351210.0,Ingen bistand,urn:ofk:oid:10278123,indberetninger-20180424,2.512258,12464983.0,,2018-03-30T11:15:34.874Z,2015-02-13T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-384.936,2015-02-13T23:00:00.000Z,2554388.0,695991.0,200000.0,2399551.0,12954.0,12000.0,1090596.0,142837.0,1368920.0,0.0,2554388.0,1463792.0,12000.0,154837.0,69110.0,14605.0,142837.0,48300.0,842296.0,1298972.0,1463792.0,334640.0,213256.0,55614.0,40096.0,93825.0,1368920.0
12464983,2013-10-01,2014-09-30,c0,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8vcGRmcy8xMjQ2NDk4MztBcFMxNzYwNjg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8veGJybHMvWC03MjQzRjI2MS0yMDE1MDIxM18wOTI1MDJfODUx.xml,Danmark,DK,Aalborg SV,9200.0,372.0,Hobrovej,aalborg,9000.0,Hadsundvej 27,Aalborg SÃ,9210.0,225.0,Gugvej,9200 Aalborg SV,hobrovej 372,Regnskabsklasse B,2015-02-13,2015-02-13,49437.0,skp@gvdnet.dk,332869.0,211605.0,52031.0,78466111.0,12464983.0,1018547380.0,572660.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Pedersen,Steen Kristian Pedersen,PlusRevision - Nordjylland ApS,Jyske Bank,X-REN ApS,Plusrevision aps,37445.0,6665.0,Aalborg SÃ,2012-10-01,2013-09-30,157881.0,211605.0,-330275.0,2014-09-30,2013-10-01,"Selskabet har fravalgt revision, for det kommende regnskabsÃ¥r.",53724.0,22351210.0,Ingen bistand,urn:ofk:oid:10278123,indberetninger-20180424,2.512258,12464983.0,,2018-03-30T11:15:34.874Z,2015-02-13T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-384.936,2015-02-13T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
12464983,2013-10-01,2014-09-30,c1,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8vcGRmcy8xMjQ2NDk4MztBcFMxNzYwNjg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8veGJybHMvWC03MjQzRjI2MS0yMDE1MDIxM18wOTI1MDJfODUx.xml,Danmark,DK,Aalborg SV,9200.0,372.0,Hobrovej,aalborg,9000.0,Hadsundvej 27,Aalborg SÃ,9210.0,225.0,Gugvej,9200 Aalborg SV,hobrovej 372,Regnskabsklasse B,2015-02-13,2015-02-13,,skp@gvdnet.dk,,,,78466111.0,12464983.0,1018547380.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Pedersen,Steen Kristian Pedersen,PlusRevision - Nordjylland ApS,Jyske Bank,X-REN ApS,Plusrevision aps,,,Aalborg SÃ,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,"Selskabet har fravalgt revision, for det kommende regnskabsÃ¥r.",,22351210.0,Ingen bistand,urn:ofk:oid:10278123,indberetninger-20180424,2.512258,12464983.0,,2018-03-30T11:15:34.874Z,2015-02-13T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-384.936,2015-02-13T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
12464983,2013-10-01,2014-09-30,c2,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8vcGRmcy8xMjQ2NDk4MztBcFMxNzYwNjg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8veGJybHMvWC03MjQzRjI2MS0yMDE1MDIxM18wOTI1MDJfODUx.xml,Danmark,DK,Aalborg SV,9200.0,372.0,Hobrovej,aalborg,9000.0,Hadsundvej 27,Aalborg SÃ,9210.0,225.0,Gugvej,9200 Aalborg SV,hobrovej 372,Regnskabsklasse B,2015-02-13,2015-02-13,,skp@gvdnet.dk,,,,78466111.0,12464983.0,1018547380.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Pedersen,Steen Kristian Pedersen,PlusRevision - Nordjylland ApS,Jyske Bank,X-REN ApS,Plusrevision aps,,,Aalborg SÃ,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,"Selskabet har fravalgt revision, for det kommende regnskabsÃ¥r.",,22351210.0,Ingen bistand,urn:ofk:oid:10278123,indberetninger-20180424,2.512258,12464983.0,,2018-03-30T11:15:34.874Z,2015-02-13T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-384.936,2015-02-13T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
12464983,2013-10-01,2014-09-30,c4,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8vcGRmcy8xMjQ2NDk4MztBcFMxNzYwNjg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8veGJybHMvWC03MjQzRjI2MS0yMDE1MDIxM18wOTI1MDJfODUx.xml,Danmark,DK,Aalborg SV,9200.0,372.0,Hobrovej,aalborg,9000.0,Hadsundvej 27,Aalborg SÃ,9210.0,225.0,Gugvej,9200 Aalborg SV,hobrovej 372,Regnskabsklasse B,2015-02-13,2015-02-13,,skp@gvdnet.dk,,,,78466111.0,12464983.0,1018547380.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Pedersen,Steen Kristian Pedersen,PlusRevision - Nordjylland ApS,Jyske Bank,X-REN ApS,Plusrevision aps,,,Aalborg SÃ,2012-10-01,2013-09-30,48300.0,,,2014-09-30,2013-10-01,"Selskabet har fravalgt revision, for det kommende regnskabsÃ¥r.",,22351210.0,Ingen bistand,urn:ofk:oid:10278123,indberetninger-20180424,2.512258,12464983.0,,2018-03-30T11:15:34.874Z,2015-02-13T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-384.936,2015-02-13T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
12464983,2013-10-01,2014-09-30,c6,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8vcGRmcy8xMjQ2NDk4MztBcFMxNzYwNjg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8veGJybHMvWC03MjQzRjI2MS0yMDE1MDIxM18wOTI1MDJfODUx.xml,Danmark,DK,Aalborg SV,9200.0,372.0,Hobrovej,aalborg,9000.0,Hadsundvej 27,Aalborg SÃ,9210.0,225.0,Gugvej,9200 Aalborg SV,hobrovej 372,Regnskabsklasse B,2015-02-13,2015-02-13,,skp@gvdnet.dk,,,,78466111.0,12464983.0,1018547380.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Pedersen,Steen Kristian Pedersen,PlusRevision - Nordjylland ApS,Jyske Bank,X-REN ApS,Plusrevision aps,,,Aalborg SÃ,2012-10-01,2013-09-30,109581.0,,,2014-09-30,2013-10-01,"Selskabet har fravalgt revision, for det kommende regnskabsÃ¥r.",,22351210.0,Ingen bistand,urn:ofk:oid:10278123,indberetninger-20180424,2.512258,12464983.0,,2018-03-30T11:15:34.874Z,2015-02-13T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-384.936,2015-02-13T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
12464983,2014-09-30,2014-09-30,c8,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8vcGRmcy8xMjQ2NDk4MztBcFMxNzYwNjg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/38946421/Y3ZyLmRrOi8veGJybHMvWC03MjQzRjI2MS0yMDE1MDIxM18wOTI1MDJfODUx.xml,Danmark,DK,Aalborg SV,9200.0,372.0,Hobrovej,aalborg,9000.0,Hadsundvej 27,Aalborg SÃ,9210.0,225.0,Gugvej,9200 Aalborg SV,hobrovej 372,Regnskabsklasse B,2015-02-13,2015-02-13,,skp@gvdnet.dk,,,,78466111.0,12464983.0,1018547380.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Pedersen,Steen Kristian Pedersen,PlusRevision - Nordjylland ApS,Jyske Bank,X-REN ApS,Plusrevision aps,,,Aalborg SÃ,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,"Selskabet har fravalgt revision, for det kommende regnskabsÃ¥r.",,22351210.0,Ingen bistand,urn:ofk:oid:10278123,indberetninger-20180424,2.512258,12464983.0,,2018-03-30T11:15:34.874Z,2015-02-13T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-384.936,2015-02-13T23:00:00.000Z,1495733.0,1051404.0,200000.0,1286603.0,11241.0,12000.0,1248178.0,100900.0,0.0,96230.0,1495733.0,247555.0,12000.0,209130.0,133545.0,0.0,197130.0,48000.0,1000178.0,45337.0,247555.0,235199.0,173289.0,59986.0,8687.0,50669.0,0.0
