entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdministrativeExpenses,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables
31943396,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzQyL2Q5L2IwLzkyNzQtNGYwYi04NTY0LTQ1NjYwZjAwYzc1OA.xhtml,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVlLzRjLzg0LzUzMDYtNGM2NS1iNzlhLWE0ZjM1NzBkODY5Nw.pdf,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzI3LzA3LzIyL2E3YzYtNGEwYy1iOWY0LWI3OGYxYjdlNTFiZA.xml,Slagelse,4200.0,19.0,KrÃ¦nkerupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i Kragsbjerggaard Kalundborg ApS,6762.0,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-24,2015-06-04,Registreret revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",290110.0,30000.0,31943396.0,30000.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Michael Kragsbjerggard Hansen,Michael Kragsbjerggaard Hansen,DM Revisionsfirma af 1993,Jyske Bank,KRAGSBJERGGAARD KALUNDBORG ApS,DM Revisionsfirma af 1993,327810.0,Slagelse,2013-01-01,2013-12-31,341585.0,290110.0,-6762.0,2014-12-31,2014-01-01,60938.0,2015-05-24,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",-51475.0,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5455902,indberetninger-20180424,2.5949533,31943396.0,,2018-03-30T13:54:39.699Z,2015-06-04T15:27:58.517Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-MH,2015-06-04T15:27:58.623Z,,,,,,,,,,,,,,,,,
31943396,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzQyL2Q5L2IwLzkyNzQtNGYwYi04NTY0LTQ1NjYwZjAwYzc1OA.xhtml,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVlLzRjLzg0LzUzMDYtNGM2NS1iNzlhLWE0ZjM1NzBkODY5Nw.pdf,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzI3LzA3LzIyL2E3YzYtNGEwYy1iOWY0LWI3OGYxYjdlNTFiZA.xml,Slagelse,4200.0,19.0,KrÃ¦nkerupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i Kragsbjerggaard Kalundborg ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-24,2015-06-04,Registreret revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,31943396.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Michael Kragsbjerggard Hansen,Michael Kragsbjerggaard Hansen,DM Revisionsfirma af 1993,Jyske Bank,KRAGSBJERGGAARD KALUNDBORG ApS,DM Revisionsfirma af 1993,,Slagelse,2013-01-01,2013-12-31,96600.0,,,2014-12-31,2014-01-01,,2015-05-24,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5455902,indberetninger-20180424,2.5949533,31943396.0,,2018-03-30T13:54:39.699Z,2015-06-04T15:27:58.517Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-MH,2015-06-04T15:27:58.623Z,,,,,,,,,,,,,,,,,
31943396,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzQyL2Q5L2IwLzkyNzQtNGYwYi04NTY0LTQ1NjYwZjAwYzc1OA.xhtml,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVlLzRjLzg0LzUzMDYtNGM2NS1iNzlhLWE0ZjM1NzBkODY5Nw.pdf,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzI3LzA3LzIyL2E3YzYtNGEwYy1iOWY0LWI3OGYxYjdlNTFiZA.xml,Slagelse,4200.0,19.0,KrÃ¦nkerupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i Kragsbjerggaard Kalundborg ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-24,2015-06-04,Registreret revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,31943396.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Michael Kragsbjerggard Hansen,Michael Kragsbjerggaard Hansen,DM Revisionsfirma af 1993,Jyske Bank,KRAGSBJERGGAARD KALUNDBORG ApS,DM Revisionsfirma af 1993,,Slagelse,2013-01-01,2013-12-31,244985.0,,,2014-12-31,2014-01-01,,2015-05-24,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5455902,indberetninger-20180424,2.5949533,31943396.0,,2018-03-30T13:54:39.699Z,2015-06-04T15:27:58.517Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-MH,2015-06-04T15:27:58.623Z,,,,,,,,,,,,,,,,,
31943396,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzQyL2Q5L2IwLzkyNzQtNGYwYi04NTY0LTQ1NjYwZjAwYzc1OA.xhtml,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVlLzRjLzg0LzUzMDYtNGM2NS1iNzlhLWE0ZjM1NzBkODY5Nw.pdf,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzI3LzA3LzIyL2E3YzYtNGEwYy1iOWY0LWI3OGYxYjdlNTFiZA.xml,Slagelse,4200.0,19.0,KrÃ¦nkerupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i Kragsbjerggaard Kalundborg ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-24,2015-06-04,Registreret revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,31943396.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Michael Kragsbjerggard Hansen,Michael Kragsbjerggaard Hansen,DM Revisionsfirma af 1993,Jyske Bank,KRAGSBJERGGAARD KALUNDBORG ApS,DM Revisionsfirma af 1993,,Slagelse,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-24,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5455902,indberetninger-20180424,2.5949533,31943396.0,,2018-03-30T13:54:39.699Z,2015-06-04T15:27:58.517Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-MH,2015-06-04T15:27:58.623Z,862293.0,102303.0,125000.0,153778.0,290836.0,862293.0,571457.0,708515.0,708515.0,708515.0,4640.0,51475.0,96600.0,69236.0,566817.0,571457.0,51475.0
31943396,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzQyL2Q5L2IwLzkyNzQtNGYwYi04NTY0LTQ1NjYwZjAwYzc1OA.xhtml,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVlLzRjLzg0LzUzMDYtNGM2NS1iNzlhLWE0ZjM1NzBkODY5Nw.pdf,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzI3LzA3LzIyL2E3YzYtNGEwYy1iOWY0LWI3OGYxYjdlNTFiZA.xml,Slagelse,4200.0,19.0,KrÃ¦nkerupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i Kragsbjerggaard Kalundborg ApS,14916.0,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-24,2015-06-04,Registreret revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",608339.0,0.0,31943396.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Michael Kragsbjerggard Hansen,Michael Kragsbjerggaard Hansen,DM Revisionsfirma af 1993,Jyske Bank,KRAGSBJERGGAARD KALUNDBORG ApS,DM Revisionsfirma af 1993,642515.0,Slagelse,2013-01-01,2013-12-31,608339.0,608339.0,-14916.0,2014-12-31,2014-01-01,19260.0,2015-05-24,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",0.0,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5455902,indberetninger-20180424,2.5949533,31943396.0,,2018-03-30T13:54:39.699Z,2015-06-04T15:27:58.517Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-MH,2015-06-04T15:27:58.623Z,,,,,,,,,,,,,,,,,
31943396,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzQyL2Q5L2IwLzkyNzQtNGYwYi04NTY0LTQ1NjYwZjAwYzc1OA.xhtml,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVlLzRjLzg0LzUzMDYtNGM2NS1iNzlhLWE0ZjM1NzBkODY5Nw.pdf,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzI3LzA3LzIyL2E3YzYtNGEwYy1iOWY0LWI3OGYxYjdlNTFiZA.xml,Slagelse,4200.0,19.0,KrÃ¦nkerupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i Kragsbjerggaard Kalundborg ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-24,2015-06-04,Registreret revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,31943396.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Michael Kragsbjerggard Hansen,Michael Kragsbjerggaard Hansen,DM Revisionsfirma af 1993,Jyske Bank,KRAGSBJERGGAARD KALUNDBORG ApS,DM Revisionsfirma af 1993,,Slagelse,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-24,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5455902,indberetninger-20180424,2.5949533,31943396.0,,2018-03-30T13:54:39.699Z,2015-06-04T15:27:58.517Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-MH,2015-06-04T15:27:58.623Z,,,,,,,,,,,,,,,,,
31943396,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzQyL2Q5L2IwLzkyNzQtNGYwYi04NTY0LTQ1NjYwZjAwYzc1OA.xhtml,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVlLzRjLzg0LzUzMDYtNGM2NS1iNzlhLWE0ZjM1NzBkODY5Nw.pdf,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzI3LzA3LzIyL2E3YzYtNGEwYy1iOWY0LWI3OGYxYjdlNTFiZA.xml,Slagelse,4200.0,19.0,KrÃ¦nkerupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i Kragsbjerggaard Kalundborg ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-24,2015-06-04,Registreret revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,31943396.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Michael Kragsbjerggard Hansen,Michael Kragsbjerggaard Hansen,DM Revisionsfirma af 1993,Jyske Bank,KRAGSBJERGGAARD KALUNDBORG ApS,DM Revisionsfirma af 1993,,Slagelse,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-24,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5455902,indberetninger-20180424,2.5949533,31943396.0,,2018-03-30T13:54:39.699Z,2015-06-04T15:27:58.517Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-MH,2015-06-04T15:27:58.623Z,,,,,,,,,,,,,,,,,
31943396,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzQyL2Q5L2IwLzkyNzQtNGYwYi04NTY0LTQ1NjYwZjAwYzc1OA.xhtml,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVlLzRjLzg0LzUzMDYtNGM2NS1iNzlhLWE0ZjM1NzBkODY5Nw.pdf,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzI3LzA3LzIyL2E3YzYtNGEwYy1iOWY0LWI3OGYxYjdlNTFiZA.xml,Slagelse,4200.0,19.0,KrÃ¦nkerupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i Kragsbjerggaard Kalundborg ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-24,2015-06-04,Registreret revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,31943396.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Michael Kragsbjerggard Hansen,Michael Kragsbjerggaard Hansen,DM Revisionsfirma af 1993,Jyske Bank,KRAGSBJERGGAARD KALUNDBORG ApS,DM Revisionsfirma af 1993,,Slagelse,2013-01-01,2013-12-31,300000.0,,,2014-12-31,2014-01-01,,2015-05-24,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5455902,indberetninger-20180424,2.5949533,31943396.0,,2018-03-30T13:54:39.699Z,2015-06-04T15:27:58.517Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-MH,2015-06-04T15:27:58.623Z,,,,,,,,,,,,,,,,,
31943396,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzQyL2Q5L2IwLzkyNzQtNGYwYi04NTY0LTQ1NjYwZjAwYzc1OA.xhtml,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVlLzRjLzg0LzUzMDYtNGM2NS1iNzlhLWE0ZjM1NzBkODY5Nw.pdf,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzI3LzA3LzIyL2E3YzYtNGEwYy1iOWY0LWI3OGYxYjdlNTFiZA.xml,Slagelse,4200.0,19.0,KrÃ¦nkerupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i Kragsbjerggaard Kalundborg ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-24,2015-06-04,Registreret revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,31943396.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Michael Kragsbjerggard Hansen,Michael Kragsbjerggaard Hansen,DM Revisionsfirma af 1993,Jyske Bank,KRAGSBJERGGAARD KALUNDBORG ApS,DM Revisionsfirma af 1993,,Slagelse,2013-01-01,2013-12-31,308339.0,,,2014-12-31,2014-01-01,,2015-05-24,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5455902,indberetninger-20180424,2.5949533,31943396.0,,2018-03-30T13:54:39.699Z,2015-06-04T15:27:58.517Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-MH,2015-06-04T15:27:58.623Z,,,,,,,,,,,,,,,,,
31943396,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzQyL2Q5L2IwLzkyNzQtNGYwYi04NTY0LTQ1NjYwZjAwYzc1OA.xhtml,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVlLzRjLzg0LzUzMDYtNGM2NS1iNzlhLWE0ZjM1NzBkODY5Nw.pdf,http://regnskaber.virk.dk/69334913/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzI3LzA3LzIyL2E3YzYtNGEwYy1iOWY0LWI3OGYxYjdlNTFiZA.xml,Slagelse,4200.0,19.0,KrÃ¦nkerupvej,4261 Dalmose,Hovedgaden 50,Til den daglige ledelse i Kragsbjerggaard Kalundborg ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-24,2015-06-04,Registreret revisor FDR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,31943396.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Dennis Malle,Michael Kragsbjerggard Hansen,Michael Kragsbjerggaard Hansen,DM Revisionsfirma af 1993,Jyske Bank,KRAGSBJERGGAARD KALUNDBORG ApS,DM Revisionsfirma af 1993,,Slagelse,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,2015-05-24,Dalmose,"Generalforsamlingen har fortsat besluttet, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5455902,indberetninger-20180424,2.5949533,31943396.0,,2018-03-30T13:54:39.699Z,2015-06-04T15:27:58.517Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-15-MH,2015-06-04T15:27:58.623Z,813215.0,278144.0,125000.0,329619.0,802575.0,813215.0,10640.0,483596.0,483596.0,483596.0,10640.0,51475.0,300000.0,377575.0,0.0,10640.0,51475.0
