entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DisposalsOfPropertyPlantAndEquipmentByDivisionAndSaleOfOtherCompany,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfAuditorCountry,EmailOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
29782253,2016-01-01,2016-12-31,c109,,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2U4LzBjLzNmLzUwM2QtNDkxYi1iNTBmLWI4MTAzM2I5NzdmMA.pdf,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2E4Lzc5LzgzLzM2ODEtNGM4MS04OTllLWU4YjRhMzU4MjJiMg.xml,1640876.0,Svendborg,5700.0,33.0,Heldagervej,"8000, Aarhus C","Marselis Boulevard, 173",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-02-01,2018-02-01,2018-03-05,-51069.0,29782253.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Sorgenfrivej 17 ApS.,Ãrsrapport,Peter Jarlby,Peter Jarlby,Sorgenfrivej 17 ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,800000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,40000.0,2018-02-01,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25189573,indberetninger-20180424,2.5122833,29782253.0,,2018-04-04T07:37:16.867Z,2018-03-16T06:45:04.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-89-SY,2018-03-16T06:45:04.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29782253,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2U4LzBjLzNmLzUwM2QtNDkxYi1iNTBmLWI4MTAzM2I5NzdmMA.pdf,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2E4Lzc5LzgzLzM2ODEtNGM4MS04OTllLWU4YjRhMzU4MjJiMg.xml,1640876.0,Svendborg,5700.0,33.0,Heldagervej,"8000, Aarhus C","Marselis Boulevard, 173",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-02-01,2018-02-01,2018-03-05,-51069.0,29782253.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Sorgenfrivej 17 ApS.,Ãrsrapport,Peter Jarlby,Peter Jarlby,Sorgenfrivej 17 ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,-655780.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,40000.0,2018-02-01,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25189573,indberetninger-20180424,2.5122833,29782253.0,,2018-04-04T07:37:16.867Z,2018-03-16T06:45:04.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-89-SY,2018-03-16T06:45:04.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29782253,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2U4LzBjLzNmLzUwM2QtNDkxYi1iNTBmLWI4MTAzM2I5NzdmMA.pdf,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2E4Lzc5LzgzLzM2ODEtNGM4MS04OTllLWU4YjRhMzU4MjJiMg.xml,1640876.0,Svendborg,5700.0,33.0,Heldagervej,"8000, Aarhus C","Marselis Boulevard, 173",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-02-01,2018-02-01,2018-03-05,-51069.0,29782253.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Sorgenfrivej 17 ApS.,Ãrsrapport,Peter Jarlby,Peter Jarlby,Sorgenfrivej 17 ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,144220.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,40000.0,2018-02-01,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25189573,indberetninger-20180424,2.5122833,29782253.0,,2018-04-04T07:37:16.867Z,2018-03-16T06:45:04.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-89-SY,2018-03-16T06:45:04.428Z,0.0,295292.0,32587.0,-60691.0,202014.0,295292.0,57794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29782253,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2U4LzBjLzNmLzUwM2QtNDkxYi1iNTBmLWI4MTAzM2I5NzdmMA.pdf,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2E4Lzc5LzgzLzM2ODEtNGM4MS04OTllLWU4YjRhMzU4MjJiMg.xml,1640876.0,Svendborg,5700.0,33.0,Heldagervej,"8000, Aarhus C","Marselis Boulevard, 173",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-02-01,2018-02-01,2018-03-05,-51069.0,29782253.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Sorgenfrivej 17 ApS.,Ãrsrapport,Peter Jarlby,Peter Jarlby,Sorgenfrivej 17 ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,40000.0,2018-02-01,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25189573,indberetninger-20180424,2.5122833,29782253.0,,2018-04-04T07:37:16.867Z,2018-03-16T06:45:04.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-89-SY,2018-03-16T06:45:04.428Z,,,,,,,,4969500.0,24500.0,125000.0,24500.0,148257.0,1423464.0,4945000.0,4969500.0,3270364.0,3043273.0,2895016.0,4945000.0,64472.0,4945000.0,800000.0,275672.0,275672.0,498464.0,227091.0,98225.0,57794.0,6600.0,,,,,,,,,,,,,,
29782253,2017-01-01,2017-01-01,c151,,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2U4LzBjLzNmLzUwM2QtNDkxYi1iNTBmLWI4MTAzM2I5NzdmMA.pdf,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2E4Lzc5LzgzLzM2ODEtNGM4MS04OTllLWU4YjRhMzU4MjJiMg.xml,1640876.0,Svendborg,5700.0,33.0,Heldagervej,"8000, Aarhus C","Marselis Boulevard, 173",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-02-01,2018-02-01,2018-03-05,-51069.0,29782253.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Sorgenfrivej 17 ApS.,Ãrsrapport,Peter Jarlby,Peter Jarlby,Sorgenfrivej 17 ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,40000.0,2018-02-01,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25189573,indberetninger-20180424,2.5122833,29782253.0,,2018-04-04T07:37:16.867Z,2018-03-16T06:45:04.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-89-SY,2018-03-16T06:45:04.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253055.0,2000000.0,,,,,,,,,,,,
29782253,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2U4LzBjLzNmLzUwM2QtNDkxYi1iNTBmLWI4MTAzM2I5NzdmMA.pdf,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2E4Lzc5LzgzLzM2ODEtNGM4MS04OTllLWU4YjRhMzU4MjJiMg.xml,1640876.0,Svendborg,5700.0,33.0,Heldagervej,"8000, Aarhus C","Marselis Boulevard, 173",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-02-01,2018-02-01,2018-03-05,-51069.0,29782253.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Sorgenfrivej 17 ApS.,Ãrsrapport,Peter Jarlby,Peter Jarlby,Sorgenfrivej 17 ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,242980.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,40000.0,2018-02-01,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25189573,indberetninger-20180424,2.5122833,29782253.0,,2018-04-04T07:37:16.867Z,2018-03-16T06:45:04.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-89-SY,2018-03-16T06:45:04.428Z,40000.0,263315.0,44393.0,41016.0,299938.0,303315.0,56958.0,,,,,,,,,,,,,,,,,,,,,,,,,Danmark,aarhus@kvistjensen.dk,,,,,,,,,,
29782253,2017-01-01,2017-12-31,c108,,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2U4LzBjLzNmLzUwM2QtNDkxYi1iNTBmLWI4MTAzM2I5NzdmMA.pdf,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2E4Lzc5LzgzLzM2ODEtNGM4MS04OTllLWU4YjRhMzU4MjJiMg.xml,1640876.0,Svendborg,5700.0,33.0,Heldagervej,"8000, Aarhus C","Marselis Boulevard, 173",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-02-01,2018-02-01,2018-03-05,-51069.0,29782253.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Sorgenfrivej 17 ApS.,Ãrsrapport,Peter Jarlby,Peter Jarlby,Sorgenfrivej 17 ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,40000.0,2018-02-01,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25189573,indberetninger-20180424,2.5122833,29782253.0,,2018-04-04T07:37:16.867Z,2018-03-16T06:45:04.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-89-SY,2018-03-16T06:45:04.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29782253,2017-01-01,2017-12-31,c122,,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2U4LzBjLzNmLzUwM2QtNDkxYi1iNTBmLWI4MTAzM2I5NzdmMA.pdf,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2E4Lzc5LzgzLzM2ODEtNGM4MS04OTllLWU4YjRhMzU4MjJiMg.xml,1640876.0,Svendborg,5700.0,33.0,Heldagervej,"8000, Aarhus C","Marselis Boulevard, 173",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-02-01,2018-02-01,2018-03-05,-51069.0,29782253.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Sorgenfrivej 17 ApS.,Ãrsrapport,Peter Jarlby,Peter Jarlby,Sorgenfrivej 17 ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,242980.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,40000.0,2018-02-01,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25189573,indberetninger-20180424,2.5122833,29782253.0,,2018-04-04T07:37:16.867Z,2018-03-16T06:45:04.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-89-SY,2018-03-16T06:45:04.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29782253,2017-01-01,2017-12-31,c152,,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2U4LzBjLzNmLzUwM2QtNDkxYi1iNTBmLWI4MTAzM2I5NzdmMA.pdf,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2E4Lzc5LzgzLzM2ODEtNGM4MS04OTllLWU4YjRhMzU4MjJiMg.xml,1640876.0,Svendborg,5700.0,33.0,Heldagervej,"8000, Aarhus C","Marselis Boulevard, 173",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-02-01,2018-02-01,2018-03-05,-51069.0,29782253.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Sorgenfrivej 17 ApS.,Ãrsrapport,Peter Jarlby,Peter Jarlby,Sorgenfrivej 17 ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,40000.0,2018-02-01,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25189573,indberetninger-20180424,2.5122833,29782253.0,,2018-04-04T07:37:16.867Z,2018-03-16T06:45:04.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-89-SY,2018-03-16T06:45:04.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29782253,2017-01-01,2017-12-31,c71,,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlL2U4LzBjLzNmLzUwM2QtNDkxYi1iNTBmLWI4MTAzM2I5NzdmMA.pdf,http://regnskaber.virk.dk/35228792/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2E4Lzc5LzgzLzM2ODEtNGM4MS04OTllLWU4YjRhMzU4MjJiMg.xml,1640876.0,Svendborg,5700.0,33.0,Heldagervej,"8000, Aarhus C","Marselis Boulevard, 173",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-02-01,2018-02-01,2018-03-05,-51069.0,29782253.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Sorgenfrivej 17 ApS.,Ãrsrapport,Peter Jarlby,Peter Jarlby,Sorgenfrivej 17 ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Svendborg,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,40000.0,2018-02-01,Aarhus C,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25189573,indberetninger-20180424,2.5122833,29782253.0,,2018-04-04T07:37:16.867Z,2018-03-16T06:45:04.290Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AF-89-SY,2018-03-16T06:45:04.428Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
