entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherShorttermInvestments,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,ShorttermInvestments,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameOfAuditFirm
28510888,2012-07-01,2013-06-30,c3,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8vcGRmcy8yODUxMDg4ODtBcFMzNDYwODI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8veGJybHMvWC04OTVEREJBOC0yMDE0MTEyNV8xODQzMzhfMjQ1.xml,Danmark,DK,Frederiksberg C,1862.0,4.0,Rathsacksvej,Virum,2830.0,142.0,Parcelvej,1862 Frederiksberg C,Rathsacksvej 4,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,Statsautoriseret revisor,mlkn@alscta.com,0.0,-4548.0,-11040.0,27795188.0,28510888.0,1010728041.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Caspar Mahrt,Michael Knoth,GOURMETBRYGGEREN ApS,Poul Mahrt,-4507.0,104057.0,0.0,Frederiksberg,2012-07-01,2013-06-30,66385.0,88510.0,-11040.0,2014-06-30,2013-07-01,0.0,2014-11-25,Frederiksberg,346.0,32965999.0,Adm.direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,0.0,urn:ofk:oid:16588344,indberetninger-20180424,2.5097342,28510888.0,,2018-03-31T23:34:09.732Z,2014-11-25T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-291.927,2014-11-25T23:00:00.000Z,,,,,,,,,,,,,,,,,,
28510888,2012-07-01,2013-06-30,c5,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8vcGRmcy8yODUxMDg4ODtBcFMzNDYwODI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8veGJybHMvWC04OTVEREJBOC0yMDE0MTEyNV8xODQzMzhfMjQ1.xml,Danmark,DK,Frederiksberg C,1862.0,4.0,Rathsacksvej,Virum,2830.0,142.0,Parcelvej,1862 Frederiksberg C,Rathsacksvej 4,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,Statsautoriseret revisor,mlkn@alscta.com,,-4548.0,,27795188.0,28510888.0,1010728041.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Caspar Mahrt,Michael Knoth,GOURMETBRYGGEREN ApS,Poul Mahrt,,,0.0,Frederiksberg,2012-07-01,2013-06-30,96600.0,,,2014-06-30,2013-07-01,0.0,2014-11-25,Frederiksberg,346.0,32965999.0,Adm.direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,0.0,urn:ofk:oid:16588344,indberetninger-20180424,2.5097342,28510888.0,,2018-03-31T23:34:09.732Z,2014-11-25T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-291.927,2014-11-25T23:00:00.000Z,,,,,,,,,,,,,,,,,,
28510888,2012-07-01,2013-06-30,c7,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8vcGRmcy8yODUxMDg4ODtBcFMzNDYwODI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8veGJybHMvWC04OTVEREJBOC0yMDE0MTEyNV8xODQzMzhfMjQ1.xml,Danmark,DK,Frederiksberg C,1862.0,4.0,Rathsacksvej,Virum,2830.0,142.0,Parcelvej,1862 Frederiksberg C,Rathsacksvej 4,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,Statsautoriseret revisor,mlkn@alscta.com,,-4548.0,,27795188.0,28510888.0,1010728041.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Caspar Mahrt,Michael Knoth,GOURMETBRYGGEREN ApS,Poul Mahrt,,,0.0,Frederiksberg,2012-07-01,2013-06-30,-30215.0,,,2014-06-30,2013-07-01,0.0,2014-11-25,Frederiksberg,346.0,32965999.0,Adm.direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,0.0,urn:ofk:oid:16588344,indberetninger-20180424,2.5097342,28510888.0,,2018-03-31T23:34:09.732Z,2014-11-25T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-291.927,2014-11-25T23:00:00.000Z,,,,,,,,,,,,,,,,,,
28510888,2013-06-30,2013-06-30,c9,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8vcGRmcy8yODUxMDg4ODtBcFMzNDYwODI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8veGJybHMvWC04OTVEREJBOC0yMDE0MTEyNV8xODQzMzhfMjQ1.xml,Danmark,DK,Frederiksberg C,1862.0,4.0,Rathsacksvej,Virum,2830.0,142.0,Parcelvej,1862 Frederiksberg C,Rathsacksvej 4,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,Statsautoriseret revisor,mlkn@alscta.com,,-4548.0,,27795188.0,28510888.0,1010728041.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Caspar Mahrt,Michael Knoth,GOURMETBRYGGEREN ApS,Poul Mahrt,,,0.0,Frederiksberg,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,0.0,2014-11-25,Frederiksberg,346.0,32965999.0,Adm.direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,0.0,urn:ofk:oid:16588344,indberetninger-20180424,2.5097342,28510888.0,,2018-03-31T23:34:09.732Z,2014-11-25T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-291.927,2014-11-25T23:00:00.000Z,1959507.0,1880741.0,125000.0,1959507.0,2411.0,1840545.0,1959507.0,118962.0,13670.0,2563.0,96600.0,1715545.0,118962.0,8692.0,78766.0,73792.0,0.0,
28510888,2013-07-01,2014-06-30,c0,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8vcGRmcy8yODUxMDg4ODtBcFMzNDYwODI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8veGJybHMvWC04OTVEREJBOC0yMDE0MTEyNV8xODQzMzhfMjQ1.xml,Danmark,DK,Frederiksberg C,1862.0,4.0,Rathsacksvej,Virum,2830.0,142.0,Parcelvej,1862 Frederiksberg C,Rathsacksvej 4,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,Statsautoriseret revisor,mlkn@alscta.com,0.0,-4548.0,-5885.0,27795188.0,28510888.0,1010728041.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Caspar Mahrt,Michael Knoth,GOURMETBRYGGEREN ApS,Poul Mahrt,0.0,1337.0,0.0,Frederiksberg,2012-07-01,2013-06-30,-4894.0,-4548.0,-5885.0,2014-06-30,2013-07-01,0.0,2014-11-25,Frederiksberg,346.0,32965999.0,Adm.direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,0.0,urn:ofk:oid:16588344,indberetninger-20180424,2.5097342,28510888.0,,2018-03-31T23:34:09.732Z,2014-11-25T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-291.927,2014-11-25T23:00:00.000Z,,,,,,,,,,,,,,,,,,
28510888,2013-07-01,2014-06-30,c1,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8vcGRmcy8yODUxMDg4ODtBcFMzNDYwODI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8veGJybHMvWC04OTVEREJBOC0yMDE0MTEyNV8xODQzMzhfMjQ1.xml,Danmark,DK,Frederiksberg C,1862.0,4.0,Rathsacksvej,Virum,2830.0,142.0,Parcelvej,1862 Frederiksberg C,Rathsacksvej 4,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,Statsautoriseret revisor,mlkn@alscta.com,,-4548.0,,27795188.0,28510888.0,1010728041.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Caspar Mahrt,Michael Knoth,GOURMETBRYGGEREN ApS,Poul Mahrt,,,0.0,Frederiksberg,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,0.0,2014-11-25,Frederiksberg,346.0,32965999.0,Adm.direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,0.0,urn:ofk:oid:16588344,indberetninger-20180424,2.5097342,28510888.0,,2018-03-31T23:34:09.732Z,2014-11-25T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-291.927,2014-11-25T23:00:00.000Z,,,,,,,,,,,,,,,,,,"Revico, statsautoriseret revisor v/Poul Mahrt"
28510888,2013-07-01,2014-06-30,c2,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8vcGRmcy8yODUxMDg4ODtBcFMzNDYwODI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8veGJybHMvWC04OTVEREJBOC0yMDE0MTEyNV8xODQzMzhfMjQ1.xml,Danmark,DK,Frederiksberg C,1862.0,4.0,Rathsacksvej,Virum,2830.0,142.0,Parcelvej,1862 Frederiksberg C,Rathsacksvej 4,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,Statsautoriseret revisor,mlkn@alscta.com,,-4548.0,,27795188.0,28510888.0,1010728041.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Caspar Mahrt,Michael Knoth,GOURMETBRYGGEREN ApS,Poul Mahrt,,,0.0,Frederiksberg,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,0.0,2014-11-25,Frederiksberg,346.0,32965999.0,Adm.direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,0.0,urn:ofk:oid:16588344,indberetninger-20180424,2.5097342,28510888.0,,2018-03-31T23:34:09.732Z,2014-11-25T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-291.927,2014-11-25T23:00:00.000Z,,,,,,,,,,,,,,,,,,
28510888,2013-07-01,2014-06-30,c4,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8vcGRmcy8yODUxMDg4ODtBcFMzNDYwODI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8veGJybHMvWC04OTVEREJBOC0yMDE0MTEyNV8xODQzMzhfMjQ1.xml,Danmark,DK,Frederiksberg C,1862.0,4.0,Rathsacksvej,Virum,2830.0,142.0,Parcelvej,1862 Frederiksberg C,Rathsacksvej 4,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,Statsautoriseret revisor,mlkn@alscta.com,,-4548.0,,27795188.0,28510888.0,1010728041.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Caspar Mahrt,Michael Knoth,GOURMETBRYGGEREN ApS,Poul Mahrt,,,0.0,Frederiksberg,2012-07-01,2013-06-30,98400.0,,,2014-06-30,2013-07-01,0.0,2014-11-25,Frederiksberg,346.0,32965999.0,Adm.direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,0.0,urn:ofk:oid:16588344,indberetninger-20180424,2.5097342,28510888.0,,2018-03-31T23:34:09.732Z,2014-11-25T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-291.927,2014-11-25T23:00:00.000Z,,,,,,,,,,,,,,,,,,
28510888,2013-07-01,2014-06-30,c6,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8vcGRmcy8yODUxMDg4ODtBcFMzNDYwODI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8veGJybHMvWC04OTVEREJBOC0yMDE0MTEyNV8xODQzMzhfMjQ1.xml,Danmark,DK,Frederiksberg C,1862.0,4.0,Rathsacksvej,Virum,2830.0,142.0,Parcelvej,1862 Frederiksberg C,Rathsacksvej 4,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,Statsautoriseret revisor,mlkn@alscta.com,,-4548.0,,27795188.0,28510888.0,1010728041.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Caspar Mahrt,Michael Knoth,GOURMETBRYGGEREN ApS,Poul Mahrt,,,0.0,Frederiksberg,2012-07-01,2013-06-30,-103294.0,,,2014-06-30,2013-07-01,0.0,2014-11-25,Frederiksberg,346.0,32965999.0,Adm.direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,0.0,urn:ofk:oid:16588344,indberetninger-20180424,2.5097342,28510888.0,,2018-03-31T23:34:09.732Z,2014-11-25T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-291.927,2014-11-25T23:00:00.000Z,,,,,,,,,,,,,,,,,,
28510888,2014-06-30,2014-06-30,c8,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8vcGRmcy8yODUxMDg4ODtBcFMzNDYwODI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/88801582/Y3ZyLmRrOi8veGJybHMvWC04OTVEREJBOC0yMDE0MTEyNV8xODQzMzhfMjQ1.xml,Danmark,DK,Frederiksberg C,1862.0,4.0,Rathsacksvej,Virum,2830.0,142.0,Parcelvej,1862 Frederiksberg C,Rathsacksvej 4,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-11-25,2014-11-25,Statsautoriseret revisor,mlkn@alscta.com,,-4548.0,,27795188.0,28510888.0,1010728041.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Caspar Mahrt,Michael Knoth,GOURMETBRYGGEREN ApS,Poul Mahrt,,,0.0,Frederiksberg,2012-07-01,2013-06-30,,,,2014-06-30,2013-07-01,0.0,2014-11-25,Frederiksberg,346.0,32965999.0,Adm.direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,0.0,urn:ofk:oid:16588344,indberetninger-20180424,2.5097342,28510888.0,,2018-03-31T23:34:09.732Z,2014-11-25T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-291.927,2014-11-25T23:00:00.000Z,1848643.0,1770851.0,125000.0,1848643.0,38.0,1737251.0,1848643.0,111392.0,3422.0,4323.0,98400.0,1612251.0,111392.0,0.0,77792.0,73431.0,9570.0,
