entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
31253683,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzVlL2IyL2U2L2MzMmEtNDg1OC1iNDE5LTEyNzBlYzgyMjcxMw.xhtml,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzZiL2ViLzBlLzBkY2EtNGRiZi04OTllLTdjOGU1ZWZkMGJiNQ.pdf,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk2LzViLzUyL2IwZDMtNGViNS05NThjLThjZDc4OGIwM2Y3Yw.xml,Danmark,DK,Herlev,1.0,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-09,2016-03-03,Statsautoriseret revisor,359534.0,423106.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2014-01-01,2014-12-31,46947.0,63572.0,63572.0,2015-12-31,2015-01-01,2016-02-09,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",16625.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22054989,indberetninger-20180424,2.5949402000000004,31253683.0,,2018-03-29T00:33:45.748Z,2016-03-03T08:14:42.621Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-91-NJ,2016-03-03T08:14:42.806Z,,,,,,,,,,,,,,,,,,,
31253683,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzVlL2IyL2U2L2MzMmEtNDg1OC1iNDE5LTEyNzBlYzgyMjcxMw.xhtml,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzZiL2ViLzBlLzBkY2EtNGRiZi04OTllLTdjOGU1ZWZkMGJiNQ.pdf,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk2LzViLzUyL2IwZDMtNGViNS05NThjLThjZDc4OGIwM2Y3Yw.xml,Danmark,DK,Herlev,1.0,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-09,2016-03-03,Statsautoriseret revisor,,,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2014-01-01,2014-12-31,45000.0,,,2015-12-31,2015-01-01,2016-02-09,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22054989,indberetninger-20180424,2.5949402000000004,31253683.0,,2018-03-29T00:33:45.748Z,2016-03-03T08:14:42.621Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-91-NJ,2016-03-03T08:14:42.806Z,,,,,,,,,,,,,,,,,,,
31253683,2014-01-01,2014-12-31,c9,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzVlL2IyL2U2L2MzMmEtNDg1OC1iNDE5LTEyNzBlYzgyMjcxMw.xhtml,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzZiL2ViLzBlLzBkY2EtNGRiZi04OTllLTdjOGU1ZWZkMGJiNQ.pdf,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk2LzViLzUyL2IwZDMtNGViNS05NThjLThjZDc4OGIwM2Y3Yw.xml,Danmark,DK,Herlev,1.0,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-09,2016-03-03,Statsautoriseret revisor,,,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2014-01-01,2014-12-31,1947.0,,,2015-12-31,2015-01-01,2016-02-09,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22054989,indberetninger-20180424,2.5949402000000004,31253683.0,,2018-03-29T00:33:45.748Z,2016-03-03T08:14:42.621Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-91-NJ,2016-03-03T08:14:42.806Z,,,,,,,,,,,,,,,,,,,
31253683,2014-12-31,2014-12-31,c11,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzVlL2IyL2U2L2MzMmEtNDg1OC1iNDE5LTEyNzBlYzgyMjcxMw.xhtml,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzZiL2ViLzBlLzBkY2EtNGRiZi04OTllLTdjOGU1ZWZkMGJiNQ.pdf,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk2LzViLzUyL2IwZDMtNGViNS05NThjLThjZDc4OGIwM2Y3Yw.xml,Danmark,DK,Herlev,1.0,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-09,2016-03-03,Statsautoriseret revisor,,,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-09,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22054989,indberetninger-20180424,2.5949402000000004,31253683.0,,2018-03-29T00:33:45.748Z,2016-03-03T08:14:42.621Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-91-NJ,2016-03-03T08:14:42.806Z,352321.0,352321.0,125000.0,352321.0,181455.0,352321.0,170866.0,106046.0,45000.0,11455.0,170866.0,38188.0,0.0,16632.0,10000.0,0.0,,,
31253683,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzVlL2IyL2U2L2MzMmEtNDg1OC1iNDE5LTEyNzBlYzgyMjcxMw.xhtml,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzZiL2ViLzBlLzBkY2EtNGRiZi04OTllLTdjOGU1ZWZkMGJiNQ.pdf,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk2LzViLzUyL2IwZDMtNGViNS05NThjLThjZDc4OGIwM2Y3Yw.xml,Danmark,DK,Herlev,1.0,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-09,2016-03-03,Statsautoriseret revisor,399797.0,751868.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2014-01-01,2014-12-31,267679.0,352071.0,352071.0,2015-12-31,2015-01-01,2016-02-09,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",84392.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22054989,indberetninger-20180424,2.5949402000000004,31253683.0,,2018-03-29T00:33:45.748Z,2016-03-03T08:14:42.621Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-91-NJ,2016-03-03T08:14:42.806Z,,,,,,,,,,,,,,,,,,,
31253683,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzVlL2IyL2U2L2MzMmEtNDg1OC1iNDE5LTEyNzBlYzgyMjcxMw.xhtml,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzZiL2ViLzBlLzBkY2EtNGRiZi04OTllLTdjOGU1ZWZkMGJiNQ.pdf,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk2LzViLzUyL2IwZDMtNGViNS05NThjLThjZDc4OGIwM2Y3Yw.xml,Danmark,DK,Herlev,1.0,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-09,2016-03-03,Statsautoriseret revisor,,,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-09,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22054989,indberetninger-20180424,2.5949402000000004,31253683.0,,2018-03-29T00:33:45.748Z,2016-03-03T08:14:42.621Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-91-NJ,2016-03-03T08:14:42.806Z,,,,,,,,,,,,,,,,,21860506.0,DVU STATSAUTORISERET REVISIONSAKTIESELSKAB,
31253683,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzVlL2IyL2U2L2MzMmEtNDg1OC1iNDE5LTEyNzBlYzgyMjcxMw.xhtml,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzZiL2ViLzBlLzBkY2EtNGRiZi04OTllLTdjOGU1ZWZkMGJiNQ.pdf,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk2LzViLzUyL2IwZDMtNGViNS05NThjLThjZDc4OGIwM2Y3Yw.xml,Danmark,DK,Herlev,1.0,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-09,2016-03-03,Statsautoriseret revisor,,,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-09,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22054989,indberetninger-20180424,2.5949402000000004,31253683.0,,2018-03-29T00:33:45.748Z,2016-03-03T08:14:42.621Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-91-NJ,2016-03-03T08:14:42.806Z,,,,,,,,,,,,,,,,,,,
31253683,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzVlL2IyL2U2L2MzMmEtNDg1OC1iNDE5LTEyNzBlYzgyMjcxMw.xhtml,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzZiL2ViLzBlLzBkY2EtNGRiZi04OTllLTdjOGU1ZWZkMGJiNQ.pdf,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk2LzViLzUyL2IwZDMtNGViNS05NThjLThjZDc4OGIwM2Y3Yw.xml,Danmark,DK,Herlev,1.0,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-09,2016-03-03,Statsautoriseret revisor,,,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-09,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22054989,indberetninger-20180424,2.5949402000000004,31253683.0,,2018-03-29T00:33:45.748Z,2016-03-03T08:14:42.621Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-91-NJ,2016-03-03T08:14:42.806Z,,,,,,,,,,,,,,,,,,,Lars-Ole Hedegaard Hansen
31253683,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzVlL2IyL2U2L2MzMmEtNDg1OC1iNDE5LTEyNzBlYzgyMjcxMw.xhtml,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzZiL2ViLzBlLzBkY2EtNGRiZi04OTllLTdjOGU1ZWZkMGJiNQ.pdf,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk2LzViLzUyL2IwZDMtNGViNS05NThjLThjZDc4OGIwM2Y3Yw.xml,Danmark,DK,Herlev,1.0,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-09,2016-03-03,Statsautoriseret revisor,,,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-09,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22054989,indberetninger-20180424,2.5949402000000004,31253683.0,,2018-03-29T00:33:45.748Z,2016-03-03T08:14:42.621Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-91-NJ,2016-03-03T08:14:42.806Z,,,,,,,,,,,,,,,,,,,Lena NÃ¸rbÃ¦k Hansen
31253683,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzZjLzVlL2IyL2U2L2MzMmEtNDg1OC1iNDE5LTEyNzBlYzgyMjcxMw.xhtml,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzLzIwLzZiL2ViLzBlLzBkY2EtNGRiZi04OTllLTdjOGU1ZWZkMGJiNQ.pdf,http://regnskaber.virk.dk/38635213/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzk2LzViLzUyL2IwZDMtNGViNS05NThjLThjZDc4OGIwM2Y3Yw.xml,Danmark,DK,Herlev,1.0,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-09,2016-03-03,Statsautoriseret revisor,,,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2014-01-01,2014-12-31,101200.0,,,2015-12-31,2015-01-01,2016-02-09,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22054989,indberetninger-20180424,2.5949402000000004,31253683.0,,2018-03-29T00:33:45.748Z,2016-03-03T08:14:42.621Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AP-91-NJ,2016-03-03T08:14:42.806Z,,,,,,,,,,,,,,,,,,,
