entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
31253683,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8vcGRmcy8zMTI1MzY4MztBcFM0MjQxNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8veGJybHMvWC05OTc4NzNGMy0yMDE1MDQwMl8xMTIzMjRfMTA3.xml,Danmark,DK,Herlev,2730.0,1A,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-10,2015-04-01,Statsautoriseret revisor,353535.0,421731.0,21860506.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2013-01-01,2013-12-31,49414.0,68196.0,68196.0,2014-12-31,2014-01-01,2015-03-10,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",18782.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19254840,indberetninger-20180424,2.5094662,31253683.0,,2018-03-30T07:55:40.240Z,2015-04-02T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-91.741,2015-04-02T22:00:00.000Z,,,,,,,,,,,,,,,,
31253683,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8vcGRmcy8zMTI1MzY4MztBcFM0MjQxNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8veGJybHMvWC05OTc4NzNGMy0yMDE1MDQwMl8xMTIzMjRfMTA3.xml,Danmark,DK,Herlev,2730.0,1A,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-10,2015-04-01,Statsautoriseret revisor,,,21860506.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2013-01-01,2013-12-31,40000.0,,,2014-12-31,2014-01-01,2015-03-10,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19254840,indberetninger-20180424,2.5094662,31253683.0,,2018-03-30T07:55:40.240Z,2015-04-02T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-91.741,2015-04-02T22:00:00.000Z,,,,,,,,,,,,,,,,
31253683,2013-01-01,2013-12-31,c9,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8vcGRmcy8zMTI1MzY4MztBcFM0MjQxNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8veGJybHMvWC05OTc4NzNGMy0yMDE1MDQwMl8xMTIzMjRfMTA3.xml,Danmark,DK,Herlev,2730.0,1A,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-10,2015-04-01,Statsautoriseret revisor,,,21860506.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2013-01-01,2013-12-31,9414.0,,,2014-12-31,2014-01-01,2015-03-10,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19254840,indberetninger-20180424,2.5094662,31253683.0,,2018-03-30T07:55:40.240Z,2015-04-02T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-91.741,2015-04-02T22:00:00.000Z,,,,,,,,,,,,,,,,
31253683,2013-12-31,2013-12-31,c11,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8vcGRmcy8zMTI1MzY4MztBcFM0MjQxNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8veGJybHMvWC05OTc4NzNGMy0yMDE1MDQwMl8xMTIzMjRfMTA3.xml,Danmark,DK,Herlev,2730.0,1A,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-10,2015-04-01,Statsautoriseret revisor,,,21860506.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-03-10,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19254840,indberetninger-20180424,2.5094662,31253683.0,,2018-03-30T07:55:40.240Z,2015-04-02T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-91.741,2015-04-02T22:00:00.000Z,337100.0,337100.0,125000.0,337100.0,174508.0,337100.0,162592.0,95797.0,40000.0,9508.0,162592.0,37827.0,18968.0,10000.0,,
31253683,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8vcGRmcy8zMTI1MzY4MztBcFM0MjQxNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8veGJybHMvWC05OTc4NzNGMy0yMDE1MDQwMl8xMTIzMjRfMTA3.xml,Danmark,DK,Herlev,2730.0,1A,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-10,2015-04-01,Statsautoriseret revisor,359534.0,423106.0,21860506.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2013-01-01,2013-12-31,46947.0,63572.0,63572.0,2014-12-31,2014-01-01,2015-03-10,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",16625.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19254840,indberetninger-20180424,2.5094662,31253683.0,,2018-03-30T07:55:40.240Z,2015-04-02T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-91.741,2015-04-02T22:00:00.000Z,,,,,,,,,,,,,,,,
31253683,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8vcGRmcy8zMTI1MzY4MztBcFM0MjQxNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8veGJybHMvWC05OTc4NzNGMy0yMDE1MDQwMl8xMTIzMjRfMTA3.xml,Danmark,DK,Herlev,2730.0,1A,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-10,2015-04-01,Statsautoriseret revisor,,,21860506.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-03-10,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19254840,indberetninger-20180424,2.5094662,31253683.0,,2018-03-30T07:55:40.240Z,2015-04-02T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-91.741,2015-04-02T22:00:00.000Z,,,,,,,,,,,,,,,DVU STATSAUTORISERET              REVISIONSAKTIESELSKAB,
31253683,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8vcGRmcy8zMTI1MzY4MztBcFM0MjQxNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8veGJybHMvWC05OTc4NzNGMy0yMDE1MDQwMl8xMTIzMjRfMTA3.xml,Danmark,DK,Herlev,2730.0,1A,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-10,2015-04-01,Statsautoriseret revisor,,,21860506.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-03-10,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19254840,indberetninger-20180424,2.5094662,31253683.0,,2018-03-30T07:55:40.240Z,2015-04-02T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-91.741,2015-04-02T22:00:00.000Z,,,,,,,,,,,,,,,,
31253683,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8vcGRmcy8zMTI1MzY4MztBcFM0MjQxNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8veGJybHMvWC05OTc4NzNGMy0yMDE1MDQwMl8xMTIzMjRfMTA3.xml,Danmark,DK,Herlev,2730.0,1A,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-10,2015-04-01,Statsautoriseret revisor,,,21860506.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-03-10,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19254840,indberetninger-20180424,2.5094662,31253683.0,,2018-03-30T07:55:40.240Z,2015-04-02T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-91.741,2015-04-02T22:00:00.000Z,,,,,,,,,,,,,,,,Lena NÃ¸rbÃ¦k Hansen
31253683,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8vcGRmcy8zMTI1MzY4MztBcFM0MjQxNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8veGJybHMvWC05OTc4NzNGMy0yMDE1MDQwMl8xMTIzMjRfMTA3.xml,Danmark,DK,Herlev,2730.0,1A,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-10,2015-04-01,Statsautoriseret revisor,,,21860506.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-03-10,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19254840,indberetninger-20180424,2.5094662,31253683.0,,2018-03-30T07:55:40.240Z,2015-04-02T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-91.741,2015-04-02T22:00:00.000Z,,,,,,,,,,,,,,,,Lars-Ole Hedegaard Hansen
31253683,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8vcGRmcy8zMTI1MzY4MztBcFM0MjQxNzY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/38635213/Y3ZyLmRrOi8veGJybHMvWC05OTc4NzNGMy0yMDE1MDQwMl8xMTIzMjRfMTA3.xml,Danmark,DK,Herlev,2730.0,1A,HÃ¸rkÃ¦r,BirkerÃ¸d,3460.0,35.0,Birkevej,2000 Frederiksberg,Blytsvej 8,Til den daglige ledelse i Art Attack ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-03-10,2015-04-01,Statsautoriseret revisor,,,21860506.0,31253683.0,1005265189.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Volland,Lars-Ole Hedegaard Hansen,Lars-Ole Hedegaard Hansen,Danske Bank,ART ATTACK ApS,Henrik Volland,BirkerÃ¸d,2013-01-01,2013-12-31,45000.0,,,2014-12-31,2014-01-01,2015-03-10,Herlev,"Generalforsamlingen vil beslutte, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:19254840,indberetninger-20180424,2.5094662,31253683.0,,2018-03-30T07:55:40.240Z,2015-04-02T22:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-91.741,2015-04-02T22:00:00.000Z,,,,,,,,,,,,,,,,
