entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
29417040,2015-10-01,2016-09-30,ID_11,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IzLzFmLzZjL2FiNGQtNGRlMC1hOGFiLTBkZDUwYWYxZDZlMQ.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2RhL2Y5LzEyL2RiMGItNDZhOC1iMjk0LTA5MWJmYzBkYTkzZQ.xml,true,"Ãrhus C, 8000",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-02-28,2018-02-28,2018-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for MEHL HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Mehl,MEHL HOLDING ApS,4audit,Them,2015-10-01,2016-09-30,453585.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:25183854,indberetninger-20180424,2.5124266,29417040.0,,2018-04-04T07:12:08.714Z,2018-03-14T22:31:08.100Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-80-QZ,2018-03-14T22:31:08.409Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29417040,2015-10-01,2016-09-30,ID_5,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IzLzFmLzZjL2FiNGQtNGRlMC1hOGFiLTBkZDUwYWYxZDZlMQ.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2RhL2Y5LzEyL2RiMGItNDZhOC1iMjk0LTA5MWJmYzBkYTkzZQ.xml,true,"Ãrhus C, 8000",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-02-28,2018-02-28,2018-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for MEHL HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Mehl,MEHL HOLDING ApS,4audit,Them,2015-10-01,2016-09-30,-453585.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:25183854,indberetninger-20180424,2.5124266,29417040.0,,2018-04-04T07:12:08.714Z,2018-03-14T22:31:08.100Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-80-QZ,2018-03-14T22:31:08.409Z,-4375.0,-594310.0,1456.0,58148.0,-541993.0,-4375.0,-88408.0,,,,,,,,,,,,,,,,,,,,,,,
29417040,2015-10-01,2016-09-30,ID_7,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IzLzFmLzZjL2FiNGQtNGRlMC1hOGFiLTBkZDUwYWYxZDZlMQ.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2RhL2Y5LzEyL2RiMGItNDZhOC1iMjk0LTA5MWJmYzBkYTkzZQ.xml,true,"Ãrhus C, 8000",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-02-28,2018-02-28,2018-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for MEHL HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Mehl,MEHL HOLDING ApS,4audit,Them,2015-10-01,2016-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:25183854,indberetninger-20180424,2.5124266,29417040.0,,2018-04-04T07:12:08.714Z,2018-03-14T22:31:08.100Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-80-QZ,2018-03-14T22:31:08.409Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29417040,2015-10-01,2016-09-30,ID_9,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IzLzFmLzZjL2FiNGQtNGRlMC1hOGFiLTBkZDUwYWYxZDZlMQ.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2RhL2Y5LzEyL2RiMGItNDZhOC1iMjk0LTA5MWJmYzBkYTkzZQ.xml,true,"Ãrhus C, 8000",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-02-28,2018-02-28,2018-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for MEHL HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Mehl,MEHL HOLDING ApS,4audit,Them,2015-10-01,2016-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:25183854,indberetninger-20180424,2.5124266,29417040.0,,2018-04-04T07:12:08.714Z,2018-03-14T22:31:08.100Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-80-QZ,2018-03-14T22:31:08.409Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29417040,2016-09-30,2016-09-30,ID_3,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IzLzFmLzZjL2FiNGQtNGRlMC1hOGFiLTBkZDUwYWYxZDZlMQ.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2RhL2Y5LzEyL2RiMGItNDZhOC1iMjk0LTA5MWJmYzBkYTkzZQ.xml,true,"Ãrhus C, 8000",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-02-28,2018-02-28,2018-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for MEHL HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Mehl,MEHL HOLDING ApS,4audit,Them,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:25183854,indberetninger-20180424,2.5124266,29417040.0,,2018-04-04T07:12:08.714Z,2018-03-14T22:31:08.100Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-80-QZ,2018-03-14T22:31:08.409Z,,,,,,,,3709198.0,147775.0,125000.0,3367260.0,3543467.0,3709198.0,165731.0,341938.0,40000.0,101938.0,341938.0,200000.0,0.0,0.0,3418467.0,165731.0,154900.0,3219485.0,718411.0,2501074.0,7082.0,3749.0,
29417040,2016-10-01,2017-09-30,ID_0,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IzLzFmLzZjL2FiNGQtNGRlMC1hOGFiLTBkZDUwYWYxZDZlMQ.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2RhL2Y5LzEyL2RiMGItNDZhOC1iMjk0LTA5MWJmYzBkYTkzZQ.xml,true,"Ãrhus C, 8000",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-02-28,2018-02-28,2018-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for MEHL HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Mehl,MEHL HOLDING ApS,4audit,Them,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:25183854,indberetninger-20180424,2.5124266,29417040.0,,2018-04-04T07:12:08.714Z,2018-03-14T22:31:08.100Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-80-QZ,2018-03-14T22:31:08.409Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lars Mehl
29417040,2016-10-01,2017-09-30,ID_1,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IzLzFmLzZjL2FiNGQtNGRlMC1hOGFiLTBkZDUwYWYxZDZlMQ.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2RhL2Y5LzEyL2RiMGItNDZhOC1iMjk0LTA5MWJmYzBkYTkzZQ.xml,true,"Ãrhus C, 8000",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-02-28,2018-02-28,2018-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for MEHL HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Mehl,MEHL HOLDING ApS,4audit,Them,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:25183854,indberetninger-20180424,2.5124266,29417040.0,,2018-04-04T07:12:08.714Z,2018-03-14T22:31:08.100Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-80-QZ,2018-03-14T22:31:08.409Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29417040,2016-10-01,2017-09-30,ID_10,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IzLzFmLzZjL2FiNGQtNGRlMC1hOGFiLTBkZDUwYWYxZDZlMQ.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2RhL2Y5LzEyL2RiMGItNDZhOC1iMjk0LTA5MWJmYzBkYTkzZQ.xml,true,"Ãrhus C, 8000",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-02-28,2018-02-28,2018-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for MEHL HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Mehl,MEHL HOLDING ApS,4audit,Them,2015-10-01,2016-09-30,1019975.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:25183854,indberetninger-20180424,2.5124266,29417040.0,,2018-04-04T07:12:08.714Z,2018-03-14T22:31:08.100Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-80-QZ,2018-03-14T22:31:08.409Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29417040,2016-10-01,2017-09-30,ID_2,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IzLzFmLzZjL2FiNGQtNGRlMC1hOGFiLTBkZDUwYWYxZDZlMQ.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2RhL2Y5LzEyL2RiMGItNDZhOC1iMjk0LTA5MWJmYzBkYTkzZQ.xml,true,"Ãrhus C, 8000",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-02-28,2018-02-28,2018-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for MEHL HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Mehl,MEHL HOLDING ApS,4audit,Them,2015-10-01,2016-09-30,1786108.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:25183854,indberetninger-20180424,2.5124266,29417040.0,,2018-04-04T07:12:08.714Z,2018-03-14T22:31:08.100Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-80-QZ,2018-03-14T22:31:08.409Z,-4375.0,1783401.0,0.0,0.0,1779026.0,-4375.0,-7082.0,,,,,,,,,,,,,,,,,,,,,,,
29417040,2016-10-01,2017-09-30,ID_6,,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2IzLzFmLzZjL2FiNGQtNGRlMC1hOGFiLTBkZDUwYWYxZDZlMQ.pdf,http://regnskaber.virk.dk/04071492/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2RhL2Y5LzEyL2RiMGItNDZhOC1iMjk0LTA5MWJmYzBkYTkzZQ.xml,true,"Ãrhus C, 8000",SÃ¸ndergade 44,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-02-28,2018-02-28,2018-02-28,29417040.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for MEHL HOLDING ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Mehl,MEHL HOLDING ApS,4audit,Them,2015-10-01,2016-09-30,-105800.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:25183854,indberetninger-20180424,2.5124266,29417040.0,,2018-04-04T07:12:08.714Z,2018-03-14T22:31:08.100Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-80-QZ,2018-03-14T22:31:08.409Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
